,ACBG07QLGIDP0,AOEGJLWFISOZQ,ACM1CEGHXTKZP
182954,-100.0,-100.0,-100.0
182959,-100.0,-100.0,-100.0
182971,-100.0,-100.0,-100.0
182972,-100.0,-100.0,-100.0
182975,-100.0,-100.0,-100.0
182981,-100.0,-100.0,-100.0
182990,-100.0,-100.0,-100.0
182991,-100.0,-100.0,-100.0
183009,-100.0,-100.0,-100.0
183021,-100.0,-100.0,-100.0
183025,-100.0,-100.0,-100.0
183037,-100.0,-100.0,-100.0
183042,-100.0,-100.0,-100.0
183045,-100.0,-100.0,-100.0
183053,-100.0,-100.0,-100.0
183059,-100.0,-100.0,-100.0
183061,-100.0,-100.0,-100.0
183071,-100.0,-100.0,-100.0
183075,-100.0,-100.0,-100.0
183093,-100.0,-100.0,-100.0
183103,-100.0,-100.0,-100.0
183105,-100.0,-100.0,-100.0
183109,-100.0,-100.0,-100.0
183117,-100.0,-100.0,-100.0
183121,-100.0,-100.0,-100.0
183126,-100.0,-100.0,-100.0
183128,-100.0,-100.0,-100.0
183139,-100.0,-100.0,-100.0
183141,-100.0,-100.0,-100.0
183142,-100.0,-100.0,-100.0
183154,-100.0,-100.0,-100.0
183159,-100.0,-100.0,-100.0
183161,-100.0,-100.0,-100.0
183174,-100.0,-100.0,-100.0
183184,-100.0,-100.0,-100.0
183188,-100.0,-100.0,-100.0
183191,-100.0,-100.0,-100.0
183202,-100.0,-100.0,-100.0
183209,-100.0,-100.0,-100.0
183210,-100.0,-100.0,-100.0
183212,-100.0,-100.0,-100.0
183225,-100.0,-100.0,-100.0
183242,-100.0,-100.0,-100.0
183243,-100.0,-100.0,-100.0
183253,-100.0,-100.0,-100.0
183259,-100.0,-100.0,-100.0
183271,-100.0,-100.0,-100.0
183274,-100.0,-100.0,-100.0
183275,-100.0,-100.0,-100.0
183287,-100.0,-100.0,-100.0
183291,-100.0,-100.0,-100.0
183297,-100.0,-100.0,-100.0
183304,-100.0,-100.0,-100.0
183308,-100.0,-100.0,-100.0
183309,-100.0,-100.0,-100.0
183325,-100.0,-100.0,-100.0
183326,-100.0,-100.0,-100.0
183339,-100.0,-100.0,-100.0
183342,-100.0,-99.66666666666667,-100.0
183346,-100.0,-99.33333333333333,-100.0
183356,-100.0,-99.0,-100.0
183359,-100.0,-98.66666666666667,-100.0
183362,-100.0,-98.33333333333333,-100.0
183372,-100.0,-98.0,-100.0
183375,-100.0,-97.5,-100.0
183389,-100.0,-97.0,-100.0
183392,-100.0,-96.66666666666667,-100.0
183393,-100.0,-96.33333333333333,-100.0
183405,-100.0,-96.0,-100.0
183407,-100.0,-95.75,-100.0
183409,-100.0,-95.5,-100.0
183416,-100.0,-95.25,-100.0
183423,-100.0,-95.0,-100.0
183425,-100.0,-94.66666666666667,-100.0
183428,-100.0,-94.33333333333333,-100.0
183439,-100.0,-94.0,-100.0
183441,-100.0,-93.5,-100.0
183456,-100.0,-93.0,-100.0
183459,-100.0,-92.0,-100.0
183472,-100.0,-91.0,-100.0
183475,-100.0,-90.66666666666667,-100.0
183476,-100.0,-90.33333333333333,-100.0
183489,-100.0,-90.0,-100.0
183492,-100.0,-89.66666666666667,-100.0
183495,-100.0,-89.33333333333333,-100.0
183506,-100.0,-89.0,-100.0
183509,-100.0,-88.66666666666667,-100.0
183511,-100.0,-88.33333333333333,-100.0
183522,-100.0,-88.0,-100.0
183525,-100.0,-87.66666666666667,-100.0
183530,-100.0,-87.33333333333333,-100.0
183540,-100.0,-87.0,-100.0
183541,-100.0,-86.66666666666667,-100.0
183542,-100.0,-86.33333333333333,-100.0
183556,-100.0,-86.0,-100.0
183559,-100.0,-85.5,-100.0
183572,-100.0,-85.0,-100.0
183575,-100.0,-84.66666666666667,-100.0
183582,-100.0,-84.33333333333333,-100.0
183589,-100.0,-84.0,-100.0
183592,-100.0,-83.66666666666667,-100.0
183603,-100.0,-83.33333333333333,-100.0
183606,-100.0,-83.0,-100.0
183609,-100.0,-82.33333333333333,-100.0
183615,-100.0,-81.66666666666667,-100.0
183622,-100.0,-81.0,-100.0
183625,-100.0,-80.66666666666667,-100.0
183632,-100.0,-80.33333333333333,-100.0
183639,-100.0,-80.0,-100.0
183642,-100.0,-79.66666666666667,-100.0
183643,-100.0,-79.33333333333333,-100.0
183656,-100.0,-79.0,-100.0
183659,-100.0,-78.5,-100.0
183672,-100.0,-78.0,-100.0
183675,-100.0,-77.75,-100.0
183680,-100.0,-77.5,-100.0
183687,-100.0,-77.25,-100.0
183689,-100.0,-77.0,-100.0
183692,-100.0,-76.5,-100.0
183706,-100.0,-76.0,-100.0
183709,-100.0,-75.66666666666667,-100.0
183716,-100.0,-75.33333333333333,-100.0
183722,-100.0,-75.0,-100.0
183725,-100.0,-74.5,-100.0
183739,-100.0,-74.0,-100.0
183743,-100.0,-73.66666666666667,-100.0
183744,-100.0,-73.33333333333333,-100.0
183756,-100.0,-73.0,-100.0
183759,-100.0,-72.33333333333333,-100.0
183771,-100.0,-71.66666666666667,-100.0
183772,-100.0,-71.0,-100.0
183775,-100.0,-70.5,-100.0
183789,-100.0,-70.0,-100.0
183792,-100.0,-69.8,-100.0
183796,-100.0,-69.6,-100.0
183797,-100.0,-69.4,-100.0
183802,-99.9,-69.2,-100.0
183806,-99.8,-69.0,-100.0
183807,-99.7,-68.85714285714286,-100.0
183809,-99.6,-68.71428571428571,-99.8
183815,-99.5,-68.57142857142857,-99.6
183817,-99.4,-68.42857142857143,-99.4
183820,-99.3,-68.28571428571429,-99.2
183821,-99.2,-68.14285714285714,-99.0
183823,-99.1,-68.0,-99.0
183824,-99.0,-67.83333333333333,-99.0
183825,-99.0,-67.66666666666667,-99.0
183826,-99.0,-67.5,-99.0
183834,-99.0,-67.33333333333333,-99.0
183836,-99.0,-67.16666666666667,-98.66666666666667
183839,-99.0,-67.0,-98.33333333333333
183842,-99.0,-66.8,-98.0
183847,-99.0,-66.6,-97.66666666666667
183852,-99.0,-66.4,-97.33333333333333
183854,-99.0,-66.2,-97.0
183856,-99.0,-66.0,-97.0
183858,-99.0,-65.8,-97.0
183863,-99.0,-65.6,-97.0
183864,-99.0,-65.4,-97.0
183869,-99.0,-65.2,-96.71428571428571
183873,-99.0,-65.0,-96.42857142857143
183876,-99.0,-64.8,-96.14285714285714
183881,-98.66666666666667,-64.6,-95.85714285714286
183886,-98.33333333333333,-64.4,-95.57142857142857
183888,-98.0,-64.2,-95.28571428571429
183889,-98.0,-64.0,-95.0
183897,-98.0,-64.0,-95.0
183898,-98.0,-64.0,-95.0
183903,-98.0,-64.0,-94.5
183907,-98.0,-64.0,-94.0
183913,-98.0,-64.0,-94.0
183914,-98.0,-64.0,-94.0
183924,-98.0,-64.0,-93.33333333333333
183930,-98.0,-64.0,-92.66666666666667
183933,-98.0,-64.0,-92.0
183939,-98.0,-64.0,-92.0
183941,-97.75,-64.0,-92.0
183947,-97.5,-64.0,-91.5
183948,-97.25,-64.0,-91.0
183956,-97.0,-64.0,-90.5
183961,-97.0,-64.0,-90.0
183963,-97.0,-64.0,-89.5
183966,-97.0,-64.0,-89.0
183974,-97.0,-64.0,-89.0
183980,-97.0,-64.0,-88.5
183984,-97.0,-64.0,-88.0
183992,-97.0,-64.0,-88.0
183996,-97.0,-64.0,-87.66666666666667
184001,-97.0,-64.0,-87.33333333333333
184002,-97.0,-64.0,-87.0
184007,-97.0,-64.0,-87.0
184009,-97.0,-64.16666666666667,-87.0
184013,-97.0,-64.33333333333333,-86.75
184018,-97.0,-64.5,-86.5
184019,-97.0,-64.66666666666667,-86.25
184020,-96.83333333333333,-64.83333333333333,-86.0
184023,-96.66666666666667,-65.0,-86.0
184026,-96.5,-65.16666666666667,-86.0
184027,-96.33333333333333,-65.33333333333333,-86.0
184030,-96.16666666666667,-65.5,-85.66666666666667
184035,-96.0,-65.66666666666667,-85.33333333333333
184038,-96.0,-65.83333333333333,-85.0
184040,-96.0,-66.0,-85.0
184043,-96.0,-66.25,-85.0
184044,-96.0,-66.5,-85.0
184047,-96.0,-66.75,-84.5
184056,-96.0,-67.0,-84.0
184058,-96.0,-67.25,-84.0
184062,-96.0,-67.5,-84.0
184063,-96.0,-67.75,-83.66666666666667
184073,-96.0,-68.0,-83.33333333333333
184077,-96.0,-68.5,-83.0
184080,-95.75,-69.0,-83.0
184082,-95.5,-69.5,-83.0
184089,-95.25,-70.0,-82.33333333333333
184097,-95.0,-70.33333333333333,-81.66666666666667
184101,-95.0,-70.66666666666667,-81.0
184106,-95.0,-71.0,-81.0
184109,-95.0,-71.33333333333333,-81.0
184113,-95.0,-71.66666666666667,-80.25
184123,-95.0,-72.0,-79.5
184130,-95.0,-72.33333333333333,-78.75
184134,-95.0,-72.66666666666667,-78.0
184139,-95.0,-73.0,-78.0
184141,-94.75,-73.25,-78.0
184147,-94.5,-73.5,-77.5
184152,-94.25,-73.75,-77.0
184156,-94.0,-74.0,-77.0
184158,-94.0,-74.25,-77.0
184163,-94.0,-74.5,-76.5
184169,-94.0,-74.75,-76.0
184173,-94.0,-75.0,-76.0
184176,-94.0,-75.25,-76.0
184180,-94.0,-75.5,-75.5
184187,-94.0,-75.75,-75.0
184190,-94.0,-76.0,-75.0
184196,-94.0,-76.2,-75.0
184198,-94.0,-76.4,-75.0
184200,-94.0,-76.6,-74.66666666666667
184204,-93.9,-76.8,-74.33333333333333
184206,-93.8,-77.0,-74.0
184214,-93.7,-77.33333333333333,-73.66666666666667
184220,-93.6,-77.66666666666667,-73.33333333333333
184223,-93.5,-78.0,-73.0
184232,-93.4,-78.66666666666667,-73.0
184237,-93.3,-79.33333333333333,-72.66666666666667
184240,-93.2,-80.0,-72.33333333333333
184241,-93.1,-80.16666666666667,-72.0
184242,-93.0,-80.33333333333333,-72.0
184248,-93.0,-80.5,-72.0
184249,-93.0,-80.66666666666667,-71.0
184254,-93.0,-80.83333333333333,-71.0
184256,-93.0,-81.0,-70.0
184264,-93.0,-81.2,-69.0
184267,-93.0,-81.4,-69.0
184271,-92.85714285714286,-81.6,-69.0
184272,-92.71428571428571,-81.8,-69.0
184273,-92.57142857142857,-82.0,-68.5
184282,-92.42857142857143,-82.33333333333333,-68.0
184288,-92.28571428571429,-82.66666666666667,-68.0
184290,-92.14285714285714,-83.0,-67.66666666666667
184296,-92.0,-83.33333333333333,-67.33333333333333
184301,-92.0,-83.66666666666667,-67.0
184306,-92.0,-84.0,-67.0
184319,-92.0,-84.5,-66.0
184323,-92.0,-85.0,-66.0
184325,-92.0,-85.33333333333333,-66.0
184336,-92.0,-85.66666666666667,-65.0
184340,-92.0,-86.0,-65.0
184345,-92.0,-86.33333333333333,-65.0
184355,-92.0,-86.66666666666667,-64.0
184356,-92.0,-87.0,-64.0
184362,-92.0,-87.66666666666667,-64.0
184371,-92.0,-88.33333333333333,-63.0
184373,-92.0,-89.0,-63.0
184379,-92.0,-89.33333333333333,-63.0
184389,-92.0,-89.66666666666667,-62.0
184390,-92.0,-90.0,-62.0
184396,-92.0,-90.33333333333333,-62.0
184401,-92.0,-90.66666666666667,-61.666666666666664
184406,-91.9,-91.0,-61.333333333333336
184407,-91.8,-91.2,-61.0
184413,-91.7,-91.4,-61.0
184415,-91.6,-91.6,-60.0
184422,-91.5,-91.8,-60.0
184423,-91.4,-92.0,-59.0
184432,-91.3,-92.33333333333333,-58.0
184438,-91.2,-92.66666666666667,-58.0
184440,-91.1,-93.0,-57.666666666666664
184444,-91.0,-93.33333333333333,-57.333333333333336
184450,-91.0,-93.66666666666667,-57.0
184456,-91.0,-94.0,-57.0
184457,-91.0,-94.33333333333333,-57.0
184467,-91.0,-94.66666666666667,-56.0
184473,-91.0,-95.0,-56.0
184475,-91.0,-95.33333333333333,-56.0
184485,-91.0,-95.66666666666667,-55.0
184490,-91.0,-96.0,-55.0
184491,-91.0,-96.2,-55.0
184502,-91.0,-96.4,-54.5
184503,-90.8,-96.6,-54.0
184510,-90.6,-96.8,-54.0
184514,-90.4,-97.0,-53.5
184521,-90.2,-98.0,-53.0
184523,-90.0,-99.0,-53.0
184527,-90.0,-99.33333333333333,-53.0
184539,-90.0,-99.66666666666667,-52.0
184540,-90.0,-100.0,-52.0
184546,-90.0,-100.0,-52.0
184555,-90.0,-100.0,-51.5
184558,-90.0,-100.0,-51.0
184563,-90.0,-100.0,-51.0
184572,-90.0,-100.0,-50.5
184574,-90.0,-100.0,-50.0
184582,-90.0,-100.0,-49.0
184588,-90.0,-100.0,-49.0
184598,-90.0,-100.0,-49.0
184605,-89.5,-100.0,-49.0
184622,-89.0,-100.0,-49.0
184638,-89.0,-100.0,-49.0
184655,-89.0,-100.0,-49.0
184755,-89.0,-100.0,-49.0
184773,-89.0,-100.0,-49.0
184789,-89.0,-100.0,-49.0
184806,-89.0,-100.0,-49.0
184822,-89.0,-100.0,-49.0
184838,-89.0,-100.0,-49.0
184839,-89.0,-100.0,-49.0
184857,-89.0,-100.0,-49.0
184876,-89.0,-100.0,-49.0
184888,-89.0,-100.0,-49.0
184907,-89.0,-100.0,-49.0
184939,-89.0,-100.0,-49.0
184954,-89.0,-100.0,-49.0
184971,-89.0,-100.0,-49.0
184981,-89.0,-100.0,-49.0
184989,-88.5,-100.0,-49.0
185004,-88.0,-100.0,-49.0
185023,-88.0,-100.0,-49.0
185043,-88.0,-100.0,-49.0
185053,-88.0,-100.0,-49.0
185054,-87.75,-100.0,-49.0
185061,-87.5,-100.0,-49.0
185072,-87.25,-100.0,-49.0
185082,-87.0,-100.0,-49.0
185086,-87.0,-100.0,-49.0
185089,-87.0,-100.0,-49.0
185091,-87.0,-100.0,-49.0
185093,-87.0,-100.0,-49.0
185105,-86.83333333333333,-100.0,-49.0
185109,-86.66666666666667,-100.0,-49.0
185122,-86.5,-100.0,-49.0
185127,-86.33333333333333,-100.0,-49.0
185138,-86.16666666666667,-100.0,-49.0
185154,-86.0,-100.0,-49.0
185155,-86.0,-100.0,-49.0
185162,-86.0,-100.0,-49.0
185180,-86.0,-100.0,-49.0
185189,-86.0,-100.0,-49.0
185193,-86.0,-100.0,-49.0
185196,-86.0,-100.0,-48.75
185199,-86.0,-100.0,-48.5
185206,-85.8,-100.0,-48.25
185209,-85.6,-100.0,-48.0
185214,-85.4,-100.0,-48.0
185215,-85.2,-100.0,-47.0
185217,-85.0,-100.0,-47.0
185219,-85.0,-100.0,-47.0
185221,-85.0,-100.0,-46.666666666666664
185232,-85.0,-100.0,-46.333333333333336
185234,-85.0,-100.0,-46.0
185240,-85.0,-100.0,-46.0
185241,-85.0,-100.0,-45.666666666666664
185249,-85.0,-100.0,-45.333333333333336
185251,-85.0,-100.0,-45.0
185254,-85.0,-100.0,-45.0
185262,-85.0,-100.0,-44.5
185266,-84.8,-100.0,-44.0
185271,-84.6,-100.0,-44.0
185273,-84.4,-100.0,-44.0
185279,-84.2,-100.0,-43.666666666666664
185283,-84.0,-100.0,-43.333333333333336
185285,-84.0,-100.0,-43.0
185287,-84.0,-100.0,-43.0
185290,-84.0,-100.0,-43.0
185292,-84.0,-100.0,-42.5
185303,-84.0,-100.0,-42.0
185305,-84.0,-100.0,-42.0
185317,-84.0,-100.0,-42.0
185322,-84.0,-100.0,-42.0
185325,-84.0,-100.0,-42.0
185340,-84.0,-100.0,-42.0
185354,-83.66666666666667,-100.0,-42.0
185361,-83.33333333333333,-100.0,-42.0
185365,-83.0,-100.0,-42.0
185377,-83.0,-100.0,-42.0
185389,-83.0,-100.0,-42.0
185403,-83.0,-100.0,-42.0
185407,-82.66666666666667,-100.0,-42.0
185408,-82.33333333333333,-100.0,-42.0
185420,-82.0,-100.0,-42.0
185432,-82.0,-100.0,-42.0
185436,-81.75,-100.0,-42.0
185441,-81.5,-100.0,-42.0
185445,-81.25,-100.0,-42.0
185456,-81.0,-100.0,-42.0
185471,-81.0,-100.0,-42.0
185472,-81.0,-100.0,-42.0
185483,-81.0,-100.0,-42.0
185487,-81.0,-100.0,-42.0
185489,-81.0,-100.0,-42.0
185501,-80.5,-100.0,-42.0
185507,-80.0,-100.0,-42.0
185515,-80.0,-100.0,-42.0
185533,-80.0,-100.0,-42.0
185543,-80.0,-100.0,-42.0
185552,-80.0,-100.0,-42.0
185567,-79.5,-100.0,-42.0
185585,-79.0,-100.0,-42.0
185601,-79.0,-100.0,-42.0
185681,-78.0,-100.0,-42.0
185733,-78.0,-100.0,-42.0
185804,-77.0,-100.0,-42.0
185882,-77.0,-100.0,-42.0
185901,-76.0,-100.0,-42.0
186216,-76.0,-100.0,-42.0
186239,-77.0,-100.0,-42.0
186276,-77.0,-100.0,-42.0
186293,-78.0,-100.0,-42.0
186342,-78.0,-100.0,-42.0
186360,-78.0,-100.0,-42.0
186374,-78.0,-100.0,-42.0
186379,-78.33333333333333,-100.0,-42.0
186395,-78.66666666666667,-100.0,-42.0
186403,-79.0,-100.0,-42.0
186412,-79.0,-100.0,-42.0
186414,-79.0,-100.0,-42.0
186427,-79.5,-100.0,-42.0
186443,-80.0,-100.0,-42.0
186485,-80.0,-100.0,-42.0
186501,-81.0,-100.0,-42.0
186535,-81.0,-100.0,-42.0
186553,-82.0,-100.0,-42.0
186559,-82.0,-100.0,-42.0
186577,-82.0,-100.0,-42.0
186598,-82.0,-100.0,-42.0
186600,-82.0,-100.0,-42.0
186609,-82.5,-100.0,-42.0
186624,-83.0,-100.0,-42.0
186626,-83.0,-100.0,-42.0
186641,-83.0,-100.0,-42.0
186661,-83.0,-100.0,-42.0
186668,-83.0,-100.0,-42.0
186682,-83.5,-100.0,-42.0
186691,-84.0,-100.0,-42.0
186725,-84.0,-100.0,-42.0
186744,-85.0,-100.0,-42.0
186758,-85.0,-100.0,-42.0
186780,-85.0,-100.0,-42.0
186788,-85.0,-100.0,-42.0
186803,-85.5,-100.0,-42.0
186805,-86.0,-100.0,-42.0
186808,-86.0,-100.0,-42.0
186815,-86.0,-100.0,-42.0
186834,-86.5,-100.0,-42.0
186840,-87.0,-100.0,-42.0
186841,-87.0,-100.0,-42.0
186862,-87.0,-100.0,-42.0
186876,-87.0,-100.0,-42.0
186929,-87.0,-100.0,-42.0
186949,-87.0,-100.0,-42.0
186966,-87.0,-100.0,-42.0
186974,-87.0,-100.0,-42.0
186998,-87.0,-100.0,-42.0
187008,-87.0,-100.0,-42.0
187030,-87.0,-100.0,-42.0
187044,-87.0,-100.0,-42.0
187125,-87.0,-100.0,-42.0
187143,-87.0,-100.0,-42.0
187158,-87.0,-100.0,-42.0
187176,-87.0,-100.0,-42.0
187241,-87.0,-100.0,-42.0
187253,-87.0,-100.0,-43.0
187259,-87.0,-100.0,-43.0
187269,-87.0,-100.0,-44.0
187275,-87.0,-100.0,-44.0
187278,-87.0,-100.0,-44.0
187288,-87.0,-100.0,-45.0
187292,-87.0,-100.0,-45.0
187293,-87.0,-100.0,-45.0
187294,-87.0,-100.0,-45.0
187295,-87.0,-100.0,-46.0
187302,-87.0,-100.0,-46.0
187309,-87.0,-100.0,-46.5
187313,-87.0,-100.0,-47.0
187317,-87.0,-100.0,-47.0
187319,-87.0,-100.0,-47.0
187325,-87.0,-100.0,-47.5
187331,-87.0,-100.0,-48.0
187339,-87.0,-100.0,-48.0
187341,-87.0,-100.0,-48.333333333333336
187342,-87.0,-100.0,-48.666666666666664
187348,-87.0,-100.0,-49.0
187350,-87.0,-100.0,-49.0
187356,-87.0,-100.0,-49.0
187358,-87.0,-100.0,-49.5
187366,-87.0,-100.0,-50.0
187375,-87.0,-100.0,-50.0
187392,-87.0,-100.0,-51.0
187402,-87.0,-100.0,-52.0
187408,-87.0,-100.0,-52.0
187409,-87.0,-100.0,-52.5
187420,-87.0,-100.0,-53.0
187424,-87.0,-100.0,-53.0
187426,-87.0,-100.0,-53.5
187438,-87.0,-100.0,-54.0
187442,-87.0,-100.0,-54.0
187444,-87.0,-100.0,-54.0
187455,-87.0,-100.0,-55.0
187459,-87.0,-100.0,-55.333333333333336
187461,-87.0,-100.0,-55.666666666666664
187462,-87.0,-100.0,-56.0
187469,-87.0,-100.0,-56.0
187475,-87.0,-100.0,-56.333333333333336
187477,-87.0,-100.0,-56.666666666666664
187480,-87.0,-100.0,-57.0
187487,-87.0,-100.0,-57.0
187492,-87.0,-100.0,-57.333333333333336
187497,-87.0,-100.0,-57.666666666666664
187498,-87.0,-100.0,-58.0
187504,-87.0,-100.0,-58.0
187509,-87.0,-100.0,-58.5
187516,-87.0,-100.0,-59.0
187520,-87.0,-100.0,-59.0
187523,-87.0,-100.0,-59.0
187525,-87.0,-100.0,-60.0
187534,-87.0,-100.0,-61.0
187539,-87.0,-100.0,-61.0
187542,-87.0,-100.0,-61.5
187550,-87.0,-100.0,-62.0
187558,-87.0,-100.0,-62.0
187559,-87.0,-100.0,-62.5
187568,-87.0,-100.0,-63.0
187575,-87.0,-100.0,-63.0
187576,-87.0,-100.0,-63.0
187586,-87.0,-100.0,-64.0
187590,-87.0,-100.0,-64.0
187592,-87.0,-100.0,-64.5
187604,-87.0,-100.0,-65.0
187608,-87.0,-100.0,-65.0
187611,-87.0,-100.0,-65.0
187616,-87.0,-100.0,-66.0
187618,-87.0,-100.0,-66.0
187625,-87.0,-100.0,-66.5
187629,-87.0,-100.0,-67.0
187635,-87.0,-100.0,-67.0
187642,-87.0,-100.0,-67.5
187646,-87.0,-100.0,-68.0
187653,-87.0,-100.0,-68.0
187659,-87.0,-100.0,-69.0
187664,-87.0,-100.0,-70.0
187671,-87.0,-100.0,-70.0
187675,-87.0,-100.0,-70.33333333333333
187679,-87.0,-100.0,-70.66666666666667
187683,-87.0,-100.0,-71.0
187689,-87.0,-100.0,-71.0
187691,-87.0,-100.0,-71.5
187700,-87.0,-100.0,-72.0
187706,-87.0,-100.0,-72.0
187709,-87.0,-100.0,-72.5
187718,-87.0,-100.0,-73.0
187724,-87.0,-100.0,-73.0
187725,-87.0,-100.0,-73.5
187736,-87.0,-100.0,-74.0
187742,-87.0,-100.0,-74.0
187750,-87.0,-100.0,-74.5
187756,-87.0,-100.0,-75.0
187759,-87.0,-100.0,-75.0
187766,-87.0,-100.0,-75.0
187775,-87.33333333333333,-100.0,-75.0
187781,-87.66666666666667,-100.0,-75.0
187783,-88.0,-100.0,-75.0
187792,-88.0,-100.0,-75.0
187798,-88.0,-100.0,-75.0
187808,-88.0,-100.0,-75.0
187810,-88.0,-100.0,-75.0
187812,-88.0,-100.0,-75.0
187824,-89.0,-100.0,-75.0
187825,-89.0,-100.0,-75.0
187828,-89.0,-100.0,-75.0
187842,-89.0,-100.0,-75.0
187851,-89.0,-100.0,-75.0
187859,-89.5,-100.0,-75.0
187862,-90.0,-100.0,-75.0
187875,-90.0,-100.0,-75.0
187888,-90.0,-100.0,-75.0
187892,-90.25,-100.0,-75.0
187904,-90.5,-100.0,-75.0
187908,-90.75,-100.0,-75.0
187914,-91.0,-100.0,-75.33333333333333
187922,-91.0,-100.0,-75.66666666666667
187925,-91.0,-100.0,-76.0
187928,-91.0,-100.0,-76.0
187929,-91.0,-100.0,-77.0
187935,-91.0,-100.0,-77.0
187942,-91.0,-100.0,-77.5
187946,-91.14285714285714,-100.0,-78.0
187952,-91.28571428571429,-100.0,-78.0
187954,-91.42857142857143,-100.0,-78.25
187959,-91.57142857142857,-100.0,-78.5
187960,-91.71428571428571,-100.0,-78.75
187962,-91.85714285714286,-100.0,-79.0
187965,-92.0,-100.0,-79.0
187967,-92.0,-100.0,-79.0
187972,-92.0,-100.0,-79.33333333333333
187975,-92.0,-100.0,-79.66666666666667
187980,-92.0,-100.0,-80.0
187983,-92.0,-100.0,-80.0
187985,-92.0,-100.0,-80.0
187989,-92.0,-100.0,-80.33333333333333
187992,-92.0,-100.0,-80.66666666666667
187999,-92.0,-100.0,-81.0
188004,-92.0,-100.0,-81.0
188009,-92.0,-100.0,-81.66666666666667
188015,-92.0,-100.0,-82.33333333333333
188016,-92.0,-100.0,-83.0
188022,-92.0,-100.0,-83.0
188025,-92.0,-100.0,-83.5
188035,-92.0,-100.0,-84.0
188037,-92.0,-100.0,-84.0
188039,-92.0,-100.0,-84.0
188040,-92.0,-100.0,-84.0
188042,-92.0,-100.0,-84.5
188051,-92.0,-100.0,-85.0
188057,-92.0,-100.0,-85.0
188061,-92.0,-100.0,-85.5
188069,-92.0,-100.0,-86.0
188072,-92.0,-100.0,-86.0
188077,-92.0,-100.0,-86.0
188080,-92.0,-100.0,-86.5
188088,-92.0,-100.0,-87.0
188092,-92.0,-100.0,-87.0
188096,-92.0,-100.0,-88.0
188103,-92.0,-100.0,-88.0
188113,-92.0,-100.0,-89.0
188118,-92.0,-100.0,-89.0
188131,-92.0,-100.0,-90.0
188135,-92.0,-100.0,-90.0
188148,-92.0,-100.0,-91.0
188152,-92.0,-100.0,-91.0
188165,-92.0,-100.0,-93.0
188170,-92.0,-100.0,-93.0
188182,-92.0,-100.0,-93.5
188184,-92.2,-100.0,-94.0
188187,-92.4,-100.0,-94.0
188201,-92.6,-100.0,-95.0
188207,-92.8,-100.0,-95.0
188210,-93.0,-100.0,-95.5
188220,-93.0,-100.0,-96.0
188224,-93.0,-100.0,-96.0
188237,-93.0,-100.0,-97.0
188243,-93.0,-100.0,-97.0
188255,-93.0,-100.0,-98.0
188261,-93.0,-100.0,-99.0
188265,-93.0,-100.0,-99.0
188279,-93.0,-100.0,-100.0
188426,-93.0,-100.0,-100.0
188485,-94.0,-100.0,-100.0
188520,-94.0,-100.0,-100.0
188527,-95.0,-100.0,-100.0
188578,-95.0,-100.0,-100.0
188589,-96.0,-100.0,-100.0
188627,-96.0,-100.0,-100.0
188643,-97.0,-100.0,-100.0
188670,-97.0,-100.0,-100.0
188695,-98.0,-100.0,-100.0
188707,-98.0,-100.0,-100.0
188732,-99.0,-100.0,-100.0
188761,-99.0,-100.0,-100.0
188772,-100.0,-100.0,-100.0
189574,-100.0,-100.0,-100.0
189592,-100.0,-100.0,-100.0
189608,-100.0,-100.0,-100.0
189624,-100.0,-100.0,-100.0
189641,-100.0,-100.0,-100.0
189658,-100.0,-100.0,-100.0
189675,-100.0,-100.0,-100.0
189692,-100.0,-100.0,-100.0
189709,-100.0,-100.0,-100.0
189724,-100.0,-100.0,-100.0
189741,-100.0,-100.0,-100.0
190021,-100.0,-100.0,-100.0
190040,-100.0,-100.0,-100.0
190072,-100.0,-100.0,-100.0
190123,-100.0,-100.0,-100.0
190155,-100.0,-100.0,-100.0
190242,-100.0,-100.0,-100.0
190259,-100.0,-100.0,-100.0
190275,-100.0,-100.0,-100.0
190292,-100.0,-100.0,-100.0
190309,-100.0,-100.0,-100.0
190324,-100.0,-100.0,-100.0
190342,-100.0,-100.0,-100.0
190359,-100.0,-100.0,-100.0
190374,-100.0,-100.0,-100.0
190391,-100.0,-100.0,-100.0
190409,-100.0,-100.0,-100.0
190424,-100.0,-100.0,-100.0
190442,-100.0,-100.0,-100.0
190459,-100.0,-100.0,-100.0
190475,-100.0,-100.0,-100.0
190491,-100.0,-100.0,-100.0
190509,-100.0,-100.0,-100.0
190525,-100.0,-100.0,-100.0
190542,-100.0,-100.0,-100.0
190559,-100.0,-100.0,-100.0
190575,-100.0,-100.0,-100.0
190592,-100.0,-100.0,-100.0
190608,-100.0,-100.0,-100.0
190626,-100.0,-100.0,-100.0
199646,-100.0,-100.0,-100.0
199664,-100.0,-100.0,-100.0
199696,-100.0,-100.0,-100.0
199713,-100.0,-100.0,-100.0
199730,-100.0,-100.0,-100.0
199746,-100.0,-100.0,-100.0
199763,-100.0,-100.0,-100.0
199779,-100.0,-100.0,-100.0
199796,-100.0,-100.0,-100.0
199813,-100.0,-100.0,-100.0
199830,-100.0,-100.0,-100.0
199846,-100.0,-100.0,-100.0
199863,-100.0,-100.0,-100.0
199879,-100.0,-100.0,-100.0
199896,-100.0,-100.0,-100.0
199913,-100.0,-100.0,-100.0
