,ACBG07QLGIDP0,AOEGJLWFISOZQ,ACM1CEGHXTKZP
199929,-100.0,-100.0,-100.0
199947,-100.0,-100.0,-100.0
231509,-100.0,-100.0,-100.0
231525,-100.0,-100.0,-100.0
231542,-100.0,-100.0,-100.0
231558,-100.0,-100.0,-100.0
231568,-100.0,-100.0,-100.0
231575,-100.0,-100.0,-100.0
231592,-100.0,-100.0,-100.0
231604,-100.0,-100.0,-100.0
231609,-100.0,-100.0,-100.0
231626,-100.0,-100.0,-100.0
231642,-100.0,-100.0,-100.0
231652,-100.0,-100.0,-100.0
231659,-100.0,-100.0,-100.0
231675,-100.0,-100.0,-100.0
231691,-100.0,-100.0,-100.0
231703,-100.0,-100.0,-100.0
231709,-100.0,-100.0,-100.0
231725,-100.0,-100.0,-100.0
231738,-100.0,-100.0,-100.0
231741,-100.0,-100.0,-100.0
231756,-100.0,-100.0,-100.0
231759,-100.0,-100.0,-100.0
231775,-100.0,-100.0,-100.0
231778,-100.0,-100.0,-100.0
231792,-100.0,-100.0,-100.0
231798,-100.0,-100.0,-100.0
231809,-100.0,-100.0,-100.0
231821,-100.0,-100.0,-100.0
231825,-100.0,-100.0,-100.0
231840,-100.0,-100.0,-100.0
231842,-100.0,-100.0,-100.0
231858,-100.0,-100.0,-100.0
231859,-100.0,-100.0,-100.0
231876,-100.0,-100.0,-100.0
231880,-100.0,-100.0,-100.0
231891,-100.0,-100.0,-100.0
231892,-100.0,-100.0,-100.0
231898,-100.0,-100.0,-100.0
231909,-100.0,-100.0,-100.0
231912,-100.0,-100.0,-100.0
231918,-100.0,-100.0,-100.0
231926,-100.0,-100.0,-100.0
231942,-100.0,-100.0,-100.0
231951,-100.0,-100.0,-100.0
231959,-100.0,-100.0,-100.0
231975,-100.0,-100.0,-100.0
231991,-100.0,-100.0,-100.0
231992,-100.0,-100.0,-100.0
232011,-100.0,-100.0,-100.0
232025,-100.0,-100.0,-100.0
232042,-100.0,-100.0,-100.0
232059,-100.0,-100.0,-100.0
232075,-100.0,-100.0,-100.0
232091,-100.0,-100.0,-100.0
232092,-100.0,-100.0,-100.0
232109,-100.0,-100.0,-100.0
232112,-100.0,-100.0,-100.0
232140,-100.0,-100.0,-100.0
232156,-100.0,-100.0,-100.0
232175,-100.0,-100.0,-100.0
232191,-100.0,-100.0,-100.0
232297,-100.0,-100.0,-100.0
232312,-100.0,-100.0,-100.0
232340,-100.0,-100.0,-100.0
232358,-100.0,-100.0,-100.0
232391,-100.0,-100.0,-100.0
232492,-100.0,-100.0,-100.0
232510,-100.0,-100.0,-100.0
232529,-100.0,-100.0,-100.0
232560,-100.0,-100.0,-100.0
232611,-100.0,-100.0,-100.0
232626,-100.0,-100.0,-99.0
232633,-100.0,-100.0,-99.0
232645,-100.0,-100.0,-98.0
232649,-100.0,-100.0,-98.0
232662,-100.0,-100.0,-97.0
232665,-100.0,-100.0,-97.0
232677,-100.0,-100.0,-96.5
232679,-100.0,-100.0,-96.0
232683,-100.0,-100.0,-96.0
232694,-100.0,-100.0,-95.5
232697,-100.0,-100.0,-95.0
232700,-100.0,-100.0,-95.0
232714,-100.0,-100.0,-94.0
232719,-100.0,-100.0,-94.0
232731,-100.0,-100.0,-92.0
232736,-100.0,-100.0,-92.0
232739,-100.0,-100.0,-91.0
232745,-100.0,-100.0,-91.0
232750,-100.0,-100.0,-90.5
232757,-100.0,-100.0,-90.0
232758,-100.0,-100.0,-90.0
232761,-100.0,-100.0,-90.0
232776,-100.0,-100.0,-89.0
232779,-100.0,-100.0,-89.0
232791,-100.0,-100.0,-88.5
232794,-100.0,-100.0,-88.0
232800,-100.0,-100.0,-88.0
232810,-100.0,-100.0,-87.5
232814,-100.0,-100.0,-87.0
232820,-100.0,-100.0,-87.0
232829,-100.0,-100.0,-86.0
232836,-100.0,-100.0,-86.0
232850,-100.0,-100.0,-85.0
232857,-100.0,-100.0,-85.0
232866,-100.0,-100.0,-84.0
232873,-100.0,-100.0,-84.0
232889,-100.0,-100.0,-81.0
232897,-100.0,-100.0,-81.0
232907,-100.0,-100.0,-80.0
232913,-100.0,-100.0,-80.0
232924,-100.0,-100.0,-79.0
232933,-100.0,-100.0,-79.0
232942,-100.0,-100.0,-78.0
232954,-100.0,-100.0,-78.0
232968,-100.0,-100.0,-77.0
232977,-100.0,-100.0,-76.0
232982,-100.0,-100.0,-76.0
232984,-100.0,-100.0,-76.0
232995,-100.0,-100.0,-75.0
233002,-100.0,-100.0,-75.0
233003,-100.0,-100.0,-74.66666666666667
233010,-100.0,-100.0,-74.33333333333333
233012,-100.0,-100.0,-74.0
233021,-100.0,-100.0,-74.0
233030,-100.0,-100.0,-72.0
233039,-100.0,-100.0,-72.0
233046,-100.0,-100.0,-71.5
233048,-100.0,-100.0,-71.0
233053,-100.0,-100.0,-71.0
233055,-100.0,-100.0,-70.0
233060,-100.0,-100.0,-70.0
233074,-100.0,-100.0,-69.0
233079,-100.0,-100.0,-69.0
233082,-100.0,-100.0,-68.5
233092,-100.0,-100.0,-68.0
233096,-100.0,-100.0,-68.0
233109,-100.0,-100.0,-67.0
233114,-100.0,-100.0,-67.0
233127,-100.0,-100.0,-66.0
233129,-100.0,-100.0,-66.0
233132,-100.0,-100.0,-66.0
233144,-100.0,-100.0,-65.0
233147,-100.0,-100.0,-65.0
233162,-100.0,-100.0,-64.0
233165,-100.0,-100.0,-64.0
233181,-100.0,-100.0,-63.0
233184,-100.0,-100.0,-63.0
233198,-100.0,-100.0,-61.0
233201,-100.0,-100.0,-61.0
233208,-100.0,-100.0,-60.0
233424,-100.0,-100.0,-60.0
233447,-100.0,-100.0,-60.0
233485,-100.0,-100.0,-60.0
233491,-100.0,-100.0,-60.0
233512,-100.0,-100.0,-60.0
233525,-100.0,-100.0,-60.0
233669,-100.0,-100.0,-60.0
233675,-100.0,-100.0,-60.0
233687,-100.0,-100.0,-60.0
233692,-100.0,-100.0,-60.0
233707,-100.0,-100.0,-60.0
233709,-100.0,-100.0,-60.0
233725,-100.0,-100.0,-60.0
233726,-100.0,-100.0,-60.0
233731,-100.0,-100.0,-60.0
233742,-100.0,-100.0,-60.0
233746,-100.0,-100.0,-60.0
233754,-100.0,-100.0,-60.0
233759,-100.0,-100.0,-60.0
233763,-100.0,-100.0,-60.0
233764,-100.0,-100.0,-60.0
233775,-100.0,-100.0,-60.0
233782,-100.0,-100.0,-60.0
233791,-100.0,-100.0,-60.0
233792,-100.0,-100.0,-60.0
233800,-100.0,-100.0,-60.0
233808,-100.0,-100.0,-60.0
233810,-100.0,-100.0,-60.0
233826,-100.0,-100.0,-60.0
233832,-100.0,-100.0,-60.0
233834,-100.0,-100.0,-60.0
233842,-100.0,-100.0,-60.0
233852,-100.0,-100.0,-60.0
233859,-100.0,-100.0,-60.0
233875,-100.0,-100.0,-60.0
233878,-100.0,-100.0,-60.0
233892,-100.0,-100.0,-60.0
233896,-100.0,-100.0,-60.0
233909,-100.0,-100.0,-60.0
233921,-100.0,-100.0,-60.0
233926,-100.0,-100.0,-60.0
233938,-100.0,-100.0,-60.0
233942,-100.0,-100.0,-60.0
233958,-100.0,-100.0,-60.0
233962,-100.0,-100.0,-60.0
233966,-100.0,-100.0,-60.0
233976,-100.0,-100.0,-59.5
233980,-100.0,-100.0,-59.0
233987,-100.0,-100.0,-59.0
233992,-100.0,-100.0,-58.5
233997,-100.0,-100.0,-58.0
233999,-100.0,-100.0,-58.0
234005,-100.0,-100.0,-58.0
234009,-100.0,-100.0,-57.5
234014,-100.0,-100.0,-57.0
234021,-100.0,-100.0,-56.0
234024,-100.0,-100.0,-56.0
234026,-100.0,-100.0,-56.0
234038,-100.0,-100.0,-55.5
234039,-100.0,-100.0,-55.0
234042,-100.0,-100.0,-55.0
234045,-100.0,-100.0,-55.0
234057,-100.0,-100.0,-53.0
234058,-100.0,-100.0,-53.0
234059,-100.0,-100.0,-53.0
234064,-100.0,-100.0,-53.0
234065,-100.0,-100.0,-53.0
234075,-100.0,-100.0,-52.5
234076,-100.0,-100.0,-52.0
234078,-100.0,-100.0,-52.0
234083,-100.0,-100.0,-52.0
234085,-100.0,-100.0,-51.714285714285715
234092,-100.0,-100.0,-51.42857142857143
234095,-100.0,-100.0,-51.142857142857146
234102,-100.0,-100.0,-50.857142857142854
234109,-100.0,-100.0,-50.57142857142857
234110,-100.0,-100.0,-50.285714285714285
234112,-100.0,-100.0,-50.0
234118,-100.0,-100.0,-50.0
234124,-100.0,-100.0,-49.666666666666664
234125,-100.0,-100.0,-49.333333333333336
234128,-100.0,-100.0,-49.0
234142,-100.0,-100.0,-49.0
234159,-100.0,-100.0,-49.0
234166,-100.0,-100.0,-49.0
234175,-100.0,-100.0,-49.0
234192,-100.0,-100.0,-49.0
234194,-100.0,-100.0,-49.0
234209,-100.0,-100.0,-49.0
234226,-100.0,-100.0,-49.0
234242,-100.0,-100.0,-49.0
234259,-100.0,-100.0,-49.0
234275,-100.0,-100.0,-49.0
234292,-100.0,-100.0,-49.0
234325,-100.0,-100.0,-49.0
234347,-100.0,-100.0,-49.0
234371,-100.0,-100.0,-49.0
234377,-100.0,-100.0,-49.0
234410,-100.0,-100.0,-49.0
234425,-100.0,-100.0,-49.0
234441,-100.0,-100.0,-49.0
234460,-100.0,-100.0,-49.0
235843,-100.0,-100.0,-49.0
235860,-100.0,-100.0,-50.0
235864,-100.0,-100.0,-50.0
235877,-100.0,-100.0,-51.0
235885,-100.0,-100.0,-51.0
235911,-100.0,-100.0,-53.0
235919,-100.0,-100.0,-53.0
235930,-100.0,-100.0,-54.0
235934,-100.0,-100.0,-54.0
235937,-100.0,-100.0,-56.0
235941,-100.0,-100.0,-56.0
235954,-100.0,-100.0,-57.0
235958,-100.0,-100.0,-57.0
235972,-100.0,-100.0,-58.0
235976,-100.0,-100.0,-58.0
235989,-100.0,-100.0,-59.0
235994,-100.0,-100.0,-59.0
236006,-100.0,-100.0,-60.0
236010,-100.0,-100.0,-60.0
236025,-100.0,-100.0,-61.0
236029,-100.0,-100.0,-61.0
236043,-100.0,-100.0,-62.0
236046,-100.0,-100.0,-62.0
236061,-100.0,-100.0,-63.0
236070,-100.0,-100.0,-63.0
236080,-100.0,-100.0,-64.0
236087,-100.0,-100.0,-64.0
236103,-100.0,-100.0,-67.0
236108,-100.0,-100.0,-67.0
236122,-100.0,-100.0,-68.0
236124,-100.0,-100.0,-68.0
236140,-100.0,-100.0,-69.0
236143,-100.0,-100.0,-69.0
236157,-100.0,-100.0,-70.0
236161,-100.0,-100.0,-70.0
236175,-100.0,-100.0,-71.0
236179,-100.0,-100.0,-71.0
236192,-100.0,-100.0,-72.0
236197,-100.0,-100.0,-72.0
236209,-100.0,-100.0,-73.0
236213,-100.0,-100.0,-73.0
236229,-100.0,-100.0,-74.0
236233,-100.0,-100.0,-74.0
236245,-100.0,-100.0,-76.0
236249,-100.0,-100.0,-76.0
236253,-100.0,-100.0,-77.0
236256,-100.0,-100.0,-77.0
236270,-100.0,-100.0,-78.0
236274,-100.0,-100.0,-78.0
236287,-100.0,-100.0,-79.0
236292,-100.0,-100.0,-79.0
236305,-100.0,-100.0,-80.0
236308,-100.0,-100.0,-80.0
236323,-100.0,-100.0,-81.0
236327,-100.0,-100.0,-81.0
236341,-100.0,-100.0,-82.0
236345,-100.0,-100.0,-82.0
236359,-100.0,-100.0,-83.0
236363,-100.0,-100.0,-83.0
236377,-100.0,-100.0,-84.0
236384,-100.0,-100.0,-84.0
236394,-100.0,-100.0,-86.0
236402,-100.0,-100.0,-86.0
236414,-100.0,-100.0,-87.0
236416,-100.0,-100.0,-87.0
236420,-100.0,-100.0,-88.0
236422,-100.0,-100.0,-88.0
236437,-100.0,-100.0,-89.0
236440,-100.0,-100.0,-89.0
236455,-100.0,-100.0,-90.0
236458,-100.0,-100.0,-90.0
236474,-100.0,-100.0,-91.0
236476,-100.0,-100.0,-91.0
236490,-100.0,-100.0,-92.0
236494,-100.0,-100.0,-92.0
236507,-100.0,-100.0,-93.0
236510,-100.0,-100.0,-93.0
236527,-100.0,-100.0,-94.0
236529,-100.0,-100.0,-94.0
236544,-100.0,-100.0,-96.0
236550,-100.0,-100.0,-96.0
236562,-100.0,-100.0,-97.0
236568,-100.0,-100.0,-97.0
236569,-100.0,-100.0,-98.0
236571,-100.0,-100.0,-98.0
236586,-100.0,-100.0,-99.0
236590,-100.0,-100.0,-99.0
236604,-100.0,-100.0,-100.0
238670,-100.0,-100.0,-100.0
238687,-100.0,-100.0,-99.0
238691,-100.0,-100.0,-99.0
238703,-100.0,-100.0,-98.0
238708,-100.0,-100.0,-98.0
238722,-100.0,-100.0,-97.0
238724,-100.0,-100.0,-97.0
238739,-100.0,-100.0,-96.0
238742,-100.0,-100.0,-96.0
238745,-100.0,-100.0,-96.0
238757,-100.0,-100.0,-95.0
238759,-100.0,-100.0,-95.0
238761,-100.0,-100.0,-95.0
238775,-100.0,-100.0,-94.5
238776,-100.0,-100.0,-94.0
238780,-100.0,-100.0,-94.0
238792,-100.0,-100.0,-93.0
238793,-100.0,-100.0,-92.0
238800,-100.0,-100.0,-92.0
238809,-100.0,-100.0,-91.5
238810,-100.0,-100.0,-91.0
238816,-100.0,-100.0,-91.0
238819,-100.0,-100.0,-90.0
238823,-100.0,-100.0,-90.0
238825,-100.0,-100.0,-89.5
238836,-100.0,-100.0,-89.0
238841,-100.0,-100.0,-89.0
238842,-100.0,-100.0,-88.5
238854,-100.0,-100.0,-88.0
238857,-100.0,-100.0,-88.0
238859,-100.0,-100.0,-87.5
238872,-100.0,-100.0,-87.0
238874,-100.0,-100.0,-87.0
238875,-100.0,-100.0,-87.0
238889,-100.0,-100.0,-86.0
238893,-100.0,-100.0,-86.0
238907,-100.0,-100.0,-85.0
238909,-100.0,-100.0,-85.0
238910,-100.0,-100.0,-85.0
238925,-100.0,-100.0,-84.0
238928,-100.0,-100.0,-84.0
238942,-100.0,-100.0,-83.0
238945,-100.0,-100.0,-83.0
238959,-100.0,-100.0,-81.0
238962,-100.0,-100.0,-81.0
238975,-100.0,-100.0,-80.5
238976,-100.0,-100.0,-80.0
238983,-100.0,-100.0,-79.0
238985,-100.0,-100.0,-79.0
238986,-100.0,-100.0,-79.0
238992,-100.0,-100.0,-78.5
239001,-100.0,-100.0,-78.0
239004,-100.0,-100.0,-78.0
239005,-100.0,-100.0,-77.66666666666667
239009,-100.0,-100.0,-77.33333333333333
239022,-100.0,-100.0,-77.0
239024,-100.0,-100.0,-77.0
239025,-100.0,-100.0,-76.66666666666667
239026,-100.0,-100.0,-76.33333333333333
239037,-100.0,-100.0,-76.0
239042,-100.0,-100.0,-76.0
239056,-100.0,-100.0,-75.0
239059,-100.0,-100.0,-75.0
239060,-100.0,-100.0,-75.0
239062,-100.0,-100.0,-74.5
239075,-100.0,-100.0,-74.0
239079,-100.0,-100.0,-74.0
239086,-100.0,-100.0,-73.5
239091,-100.0,-100.0,-73.0
239092,-100.0,-100.0,-73.0
239096,-100.0,-100.0,-73.0
239108,-100.0,-100.0,-71.0
239109,-100.0,-100.0,-71.0
239111,-100.0,-100.0,-71.0
239112,-100.0,-100.0,-70.5
239128,-100.0,-100.0,-70.0
239130,-100.0,-100.0,-70.0
239133,-100.0,-100.0,-69.0
239136,-100.0,-100.0,-69.0
239151,-100.0,-100.0,-68.0
239153,-100.0,-100.0,-68.0
239155,-100.0,-100.0,-68.0
239171,-100.0,-100.0,-67.0
239174,-100.0,-100.0,-67.0
239181,-100.0,-100.0,-66.5
239187,-100.0,-100.0,-66.0
239192,-100.0,-100.0,-66.0
239204,-100.0,-100.0,-65.0
239207,-100.0,-100.0,-65.0
239223,-100.0,-100.0,-64.0
239226,-100.0,-100.0,-64.0
239241,-100.0,-100.0,-63.0
239244,-100.0,-100.0,-63.0
239248,-100.0,-100.0,-62.0
239258,-100.0,-100.0,-61.0
239261,-100.0,-100.0,-61.0
239276,-100.0,-100.0,-60.5
239277,-100.0,-100.0,-60.0
239279,-100.0,-100.0,-60.0
239292,-100.0,-100.0,-59.5
239293,-100.0,-100.0,-59.0
239296,-100.0,-100.0,-59.0
239300,-100.0,-100.0,-58.0
239303,-100.0,-100.0,-58.0
239309,-100.0,-100.0,-57.666666666666664
239318,-100.0,-100.0,-57.333333333333336
239319,-100.0,-100.0,-57.0
239321,-100.0,-100.0,-57.0
239326,-100.0,-100.0,-56.5
239336,-100.0,-100.0,-56.0
239339,-100.0,-100.0,-56.0
239342,-100.0,-100.0,-55.5
239354,-100.0,-100.0,-55.0
239358,-100.0,-100.0,-55.0
239359,-100.0,-100.0,-54.666666666666664
239360,-100.0,-100.0,-54.333333333333336
239373,-100.0,-100.0,-54.0
239375,-100.0,-100.0,-54.0
239378,-100.0,-100.0,-54.0
239388,-100.0,-100.0,-53.0
239389,-100.0,-100.0,-53.0
239392,-100.0,-100.0,-53.0
239397,-100.0,-100.0,-53.0
239407,-100.0,-100.0,-51.0
239409,-100.0,-100.0,-51.0
239425,-100.0,-100.0,-51.0
239442,-100.0,-100.0,-51.0
239458,-100.0,-100.0,-51.0
239476,-100.0,-100.0,-51.0
239492,-100.0,-100.0,-51.0
239509,-100.0,-100.0,-51.0
239525,-100.0,-100.0,-51.0
239541,-100.0,-100.0,-51.0
239559,-100.0,-100.0,-51.0
239575,-100.0,-100.0,-51.0
239707,-100.0,-100.0,-51.0
239726,-100.0,-100.0,-51.0
239757,-100.0,-100.0,-51.0
239773,-100.0,-100.0,-51.0
239791,-100.0,-100.0,-51.0
239840,-100.0,-100.0,-51.0
239876,-100.0,-100.0,-51.0
239907,-100.0,-100.0,-51.0
239940,-100.0,-100.0,-51.0
239958,-100.0,-100.0,-51.0
239976,-100.0,-100.0,-51.0
239992,-100.0,-100.0,-51.0
240030,-100.0,-100.0,-51.0
240042,-100.0,-100.0,-51.0
240057,-100.0,-100.0,-51.0
240058,-100.0,-100.0,-51.0
240073,-100.0,-100.0,-51.0
240075,-100.0,-100.0,-51.0
240089,-100.0,-100.0,-51.0
240091,-100.0,-100.0,-51.0
240107,-100.0,-100.0,-51.0
240109,-100.0,-100.0,-51.0
240124,-100.0,-100.0,-51.0
240129,-100.0,-100.0,-51.0
240142,-100.0,-100.0,-51.0
240148,-100.0,-100.0,-51.0
240157,-100.0,-100.0,-51.0
240174,-100.0,-100.0,-51.0
240194,-100.0,-100.0,-51.0
240219,-100.0,-100.0,-51.0
240233,-100.0,-100.0,-51.0
240243,-100.0,-100.0,-51.0
240265,-100.0,-100.0,-51.0
240280,-100.0,-100.0,-51.0
240297,-100.0,-100.0,-51.0
240323,-100.0,-100.0,-51.0
240339,-100.0,-100.0,-52.0
240342,-100.0,-100.0,-52.0
240356,-100.0,-100.0,-53.0
240360,-100.0,-100.0,-53.0
240373,-100.0,-100.0,-54.0
240378,-100.0,-100.0,-54.0
240390,-100.0,-100.0,-55.0
240398,-100.0,-100.0,-55.0
240408,-100.0,-100.0,-57.0
240415,-100.0,-100.0,-57.0
240416,-100.0,-100.0,-58.0
240423,-100.0,-100.0,-58.0
240434,-100.0,-100.0,-59.0
240440,-100.0,-100.0,-59.0
240452,-100.0,-100.0,-60.0
240458,-100.0,-100.0,-60.0
240468,-100.0,-100.0,-61.0
240476,-100.0,-100.0,-61.0
240486,-100.0,-100.0,-62.0
240491,-100.0,-100.0,-62.0
240494,-100.0,-100.0,-62.0
240504,-100.0,-100.0,-63.0
240510,-100.0,-100.0,-63.0
240513,-100.0,-100.0,-63.5
240522,-100.0,-100.0,-64.0
240528,-100.0,-100.0,-64.0
240540,-100.0,-100.0,-65.0
240546,-100.0,-100.0,-65.0
240548,-100.0,-100.0,-66.0
240558,-100.0,-100.0,-67.0
240565,-100.0,-100.0,-67.0
240575,-100.0,-100.0,-68.0
240579,-100.0,-100.0,-68.5
240582,-100.0,-100.0,-69.0
240591,-100.0,-100.0,-69.0
240607,-100.0,-100.0,-69.0
240632,-100.0,-100.0,-69.0
240640,-100.0,-100.0,-69.0
240671,-100.0,-100.0,-69.0
240682,-100.0,-100.0,-69.0
240718,-100.0,-100.0,-69.0
240725,-100.0,-100.0,-69.0
240754,-100.0,-100.0,-69.0
240785,-100.0,-100.0,-69.0
240811,-100.0,-100.0,-69.0
240816,-100.0,-100.0,-69.33333333333333
240829,-100.0,-100.0,-69.66666666666667
240841,-100.0,-100.0,-70.0
240845,-100.0,-100.0,-70.0
240846,-100.0,-100.0,-70.25
240852,-100.0,-100.0,-70.5
240857,-100.0,-100.0,-70.75
240858,-100.0,-100.0,-71.0
240862,-100.0,-100.0,-71.0
240872,-100.0,-100.0,-71.5
240874,-100.0,-100.0,-72.0
240878,-100.0,-100.0,-72.0
240892,-100.0,-100.0,-73.0
240894,-100.0,-100.0,-73.0
240895,-100.0,-100.0,-73.0
240898,-100.0,-100.0,-74.0
240900,-100.0,-100.0,-75.0
240903,-100.0,-100.0,-75.0
240908,-100.0,-100.0,-75.5
240918,-100.0,-100.0,-76.0
240921,-100.0,-100.0,-76.0
240926,-100.0,-100.0,-76.33333333333333
240932,-100.0,-100.0,-76.66666666666667
240940,-100.0,-100.0,-77.0
240944,-100.0,-100.0,-77.0
240946,-100.0,-100.0,-77.2
240953,-100.0,-100.0,-77.4
240962,-100.0,-100.0,-77.6
240970,-100.0,-100.0,-77.8
240971,-100.0,-100.0,-78.0
240975,-100.0,-100.0,-78.0
240979,-100.0,-100.0,-78.5
240987,-100.0,-100.0,-79.0
240991,-100.0,-100.0,-79.0
240994,-100.0,-100.0,-79.0
241005,-100.0,-100.0,-80.0
241010,-100.0,-100.0,-80.0
241024,-100.0,-100.0,-81.0
241031,-100.0,-100.0,-81.0
241039,-100.0,-100.0,-81.5
241041,-100.0,-100.0,-82.0
241053,-100.0,-100.0,-84.0
241063,-100.0,-100.0,-84.5
241066,-100.0,-100.0,-85.0
241074,-100.0,-100.0,-85.0
241080,-100.0,-100.0,-85.33333333333333
241081,-100.0,-100.0,-85.66666666666667
241086,-100.0,-100.0,-86.0
241091,-100.0,-100.0,-86.0
241093,-100.0,-100.0,-86.0
241104,-100.0,-100.0,-86.66666666666667
241107,-100.0,-100.0,-87.33333333333333
241120,-100.0,-100.0,-88.0
241122,-100.0,-100.0,-88.0
241124,-100.0,-100.0,-88.0
241127,-100.0,-100.0,-88.0
241137,-100.0,-100.0,-89.0
241141,-100.0,-100.0,-89.0
241142,-100.0,-100.0,-89.0
241145,-100.0,-100.0,-89.5
241155,-100.0,-100.0,-90.0
241162,-100.0,-100.0,-90.0
241164,-100.0,-100.0,-90.5
241171,-100.0,-100.0,-91.0
241180,-100.0,-100.0,-91.0
241190,-100.0,-100.0,-92.0
241192,-100.0,-100.0,-92.0
241197,-100.0,-100.0,-92.0
241203,-100.0,-100.0,-93.0
241208,-100.0,-100.0,-94.0
241210,-100.0,-100.0,-94.0
241214,-100.0,-100.0,-94.0
241215,-100.0,-100.0,-95.0
241217,-100.0,-100.0,-95.0
241221,-100.0,-100.0,-95.0
241234,-100.0,-100.0,-96.0
241235,-100.0,-100.0,-96.0
241239,-100.0,-100.0,-96.0
241251,-100.0,-100.0,-97.0
241254,-100.0,-100.0,-97.0
241267,-100.0,-100.0,-98.0
241272,-100.0,-100.0,-98.0
241278,-100.0,-100.0,-98.5
241286,-100.0,-100.0,-99.0
241289,-100.0,-100.0,-99.0
241303,-100.0,-100.0,-100.0
241312,-100.0,-100.0,-100.0
241432,-100.0,-100.0,-100.0
241451,-100.0,-100.0,-100.0
241461,-100.0,-100.0,-100.0
241474,-100.0,-100.0,-100.0
241511,-100.0,-100.0,-100.0
241518,-100.0,-100.0,-100.0
241991,-100.0,-100.0,-100.0
242011,-100.0,-100.0,-100.0
242032,-100.0,-100.0,-100.0
242040,-100.0,-100.0,-100.0
242058,-100.0,-100.0,-100.0
242075,-100.0,-100.0,-100.0
248642,-100.0,-100.0,-100.0
248659,-100.0,-100.0,-100.0
248674,-100.0,-100.0,-100.0
248692,-100.0,-100.0,-100.0
248709,-100.0,-100.0,-100.0
248726,-100.0,-100.0,-100.0
248742,-100.0,-100.0,-100.0
248759,-100.0,-100.0,-100.0
248775,-100.0,-100.0,-100.0
248792,-100.0,-100.0,-100.0
248809,-100.0,-100.0,-100.0
248826,-100.0,-100.0,-100.0
248842,-100.0,-100.0,-100.0
248859,-100.0,-100.0,-100.0
248875,-100.0,-100.0,-100.0
248892,-100.0,-100.0,-100.0
248909,-100.0,-100.0,-100.0
248925,-100.0,-100.0,-100.0
248942,-100.0,-100.0,-100.0
248959,-100.0,-100.0,-100.0
252342,-100.0,-100.0,-100.0
252359,-100.0,-100.0,-100.0
252375,-100.0,-100.0,-100.0
252392,-100.0,-100.0,-100.0
252409,-100.0,-100.0,-100.0
252425,-100.0,-100.0,-100.0
252442,-100.0,-100.0,-100.0
252459,-100.0,-100.0,-100.0
252475,-100.0,-100.0,-100.0
252492,-100.0,-100.0,-100.0
252509,-100.0,-100.0,-100.0
252526,-100.0,-100.0,-100.0
252542,-100.0,-100.0,-100.0
252559,-100.0,-100.0,-100.0
252575,-100.0,-100.0,-100.0
252592,-100.0,-100.0,-100.0
252608,-100.0,-100.0,-100.0
252625,-100.0,-100.0,-100.0
252642,-100.0,-100.0,-100.0
252659,-100.0,-100.0,-100.0
265842,-100.0,-100.0,-100.0
265859,-100.0,-100.0,-100.0
265876,-100.0,-100.0,-100.0
265892,-100.0,-100.0,-100.0
265909,-100.0,-100.0,-100.0
265926,-100.0,-100.0,-100.0
265942,-100.0,-100.0,-100.0
265959,-100.0,-100.0,-100.0
265975,-100.0,-100.0,-100.0
265992,-100.0,-100.0,-100.0
266009,-100.0,-100.0,-100.0
266025,-100.0,-100.0,-100.0
266042,-100.0,-100.0,-100.0
266059,-100.0,-100.0,-100.0
266075,-100.0,-100.0,-100.0
266091,-100.0,-100.0,-100.0
266109,-100.0,-100.0,-100.0
266125,-100.0,-100.0,-100.0
266142,-100.0,-100.0,-100.0
266159,-100.0,-100.0,-100.0
266175,-100.0,-100.0,-100.0
266191,-100.0,-100.0,-100.0
266209,-100.0,-100.0,-100.0
266225,-100.0,-100.0,-100.0
267142,-100.0,-100.0,-100.0
267159,-100.0,-100.0,-100.0
267176,-100.0,-100.0,-100.0
267192,-100.0,-100.0,-100.0
267209,-100.0,-100.0,-100.0
267225,-100.0,-100.0,-100.0
267242,-100.0,-100.0,-100.0
267258,-100.0,-100.0,-100.0
267275,-100.0,-100.0,-100.0
267292,-100.0,-100.0,-100.0
267308,-100.0,-100.0,-100.0
267325,-100.0,-100.0,-100.0
267341,-100.0,-100.0,-100.0
267359,-100.0,-100.0,-100.0
267376,-100.0,-100.0,-100.0
267391,-100.0,-100.0,-100.0
267409,-100.0,-100.0,-100.0
267425,-100.0,-100.0,-100.0
267441,-100.0,-100.0,-100.0
267659,-100.0,-100.0,-100.0
267675,-100.0,-100.0,-100.0
267692,-100.0,-100.0,-100.0
267709,-100.0,-100.0,-100.0
267725,-100.0,-100.0,-100.0
267742,-100.0,-100.0,-100.0
270725,-100.0,-100.0,-100.0
270742,-100.0,-100.0,-100.0
270759,-100.0,-100.0,-100.0
270775,-100.0,-100.0,-100.0
270791,-100.0,-100.0,-100.0
270809,-100.0,-100.0,-100.0
270826,-100.0,-100.0,-100.0
270842,-100.0,-100.0,-100.0
270859,-100.0,-100.0,-100.0
270875,-100.0,-100.0,-100.0
270892,-100.0,-100.0,-100.0
270908,-100.0,-100.0,-100.0
270925,-100.0,-100.0,-100.0
270941,-100.0,-100.0,-100.0
270959,-100.0,-100.0,-100.0
274509,-100.0,-100.0,-100.0
274525,-100.0,-100.0,-100.0
274542,-100.0,-100.0,-100.0
274558,-100.0,-100.0,-100.0
274575,-100.0,-100.0,-100.0
274592,-100.0,-100.0,-100.0
274609,-100.0,-100.0,-100.0
