,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A2XZXWD30F6AN
299810,-100.0,-45.0,-100.0
299815,-100.0,-45.333333333333336,-100.0
299838,-100.0,-45.666666666666664,-100.0
299852,-100.0,-46.0,-100.0
299936,-100.0,-47.0,-100.0
300025,-100.0,-47.0,-100.0
300041,-100.0,-47.333333333333336,-100.0
300062,-100.0,-47.666666666666664,-100.0
300124,-100.0,-48.0,-100.0
300193,-100.0,-48.0,-100.0
300206,-100.0,-48.0,-100.0
300228,-100.0,-48.0,-100.0
300276,-100.0,-48.0,-100.0
300278,-100.0,-48.0,-100.0
300292,-100.0,-48.0,-100.0
300297,-100.0,-48.0,-100.0
300402,-100.0,-48.5,-100.0
300403,-100.0,-49.0,-100.0
300478,-100.0,-49.333333333333336,-100.0
300561,-100.0,-49.666666666666664,-100.0
300623,-100.0,-50.0,-100.0
300635,-100.0,-50.5,-100.0
300702,-100.0,-51.0,-100.0
300773,-100.0,-51.0,-100.0
300791,-100.0,-51.0,-100.0
300810,-100.0,-51.333333333333336,-100.0
300918,-100.0,-51.666666666666664,-100.0
300938,-100.0,-52.0,-100.0
300950,-100.0,-52.0,-100.0
301076,-100.0,-52.0,-100.0
301107,-100.0,-52.5,-100.0
301171,-100.0,-53.0,-100.0
301184,-100.0,-53.0,-100.0
301263,-100.0,-53.0,-100.0
301310,-100.0,-53.0,-100.0
301338,-100.0,-53.0,-100.0
301381,-100.0,-54.0,-100.0
301413,-100.0,-54.166666666666664,-100.0
301447,-100.0,-54.333333333333336,-100.0
301475,-100.0,-54.5,-100.0
301566,-100.0,-54.666666666666664,-100.0
301585,-100.0,-54.833333333333336,-100.0
301660,-100.0,-55.0,-100.0
301675,-100.0,-55.0,-100.0
301727,-100.0,-55.0,-100.0
301842,-100.0,-55.0,-100.0
301850,-100.0,-55.25,-100.0
301900,-100.0,-55.5,-100.0
301984,-100.0,-55.75,-100.0
301988,-100.0,-56.0,-100.0
302022,-100.0,-56.0,-100.0
302096,-100.0,-56.0,-100.0
302143,-100.0,-56.0,-100.0
302155,-100.0,-56.0,-100.0
302162,-100.0,-56.333333333333336,-100.0
302272,-100.0,-56.666666666666664,-100.0
302276,-100.0,-57.0,-100.0
302294,-100.0,-57.333333333333336,-100.0
302385,-100.0,-57.666666666666664,-100.0
302405,-100.0,-58.0,-100.0
302412,-100.0,-58.0,-100.0
302481,-100.0,-58.0,-100.0
302505,-100.0,-58.0,-100.0
302552,-100.0,-58.0,-100.0
302568,-100.0,-58.0,-100.0
302613,-100.0,-60.0,-100.0
302642,-100.0,-60.0,-100.0
302672,-100.0,-60.0,-100.0
302685,-100.0,-61.0,-100.0
302705,-100.0,-62.0,-100.0
302712,-100.0,-63.0,-100.0
302736,-100.0,-64.0,-100.0
302739,-100.0,-64.0,-100.0
302759,-100.0,-64.0,-100.0
302778,-100.0,-64.0,-100.0
302859,-100.0,-64.0,-100.0
302877,-100.0,-64.5,-100.0
302881,-100.0,-65.0,-100.0
302899,-100.0,-65.0,-100.0
302903,-100.0,-65.0,-100.0
302911,-100.0,-67.0,-100.0
302929,-100.0,-68.0,-100.0
302947,-100.0,-69.0,-100.0
302956,-100.0,-69.5,-100.0
302964,-100.0,-70.0,-100.0
302982,-100.0,-71.0,-100.0
302992,-100.0,-71.5,-100.0
303000,-100.0,-72.0,-100.0
303009,-100.0,-72.5,-100.0
303016,-100.0,-73.0,-100.0
303097,-100.0,-73.0,-100.0
303116,-100.0,-73.0,-100.0
303146,-100.0,-73.0,-100.0
303164,-100.0,-74.0,-100.0
303181,-100.0,-75.0,-100.0
303194,-100.0,-75.5,-100.0
303198,-100.0,-76.0,-100.0
303215,-100.0,-77.0,-100.0
303218,-100.0,-77.5,-100.0
303234,-100.0,-78.0,-100.0
303251,-100.0,-79.0,-100.0
303258,-100.0,-80.0,-100.0
303275,-100.0,-81.0,-100.0
303295,-100.0,-82.0,-100.0
303327,-100.0,-82.0,-100.0
303346,-100.0,-82.0,-100.0
303415,-100.0,-82.0,-100.0
303418,-100.0,-82.5,-100.0
303433,-100.0,-83.0,-100.0
303450,-100.0,-84.0,-100.0
303462,-100.0,-85.0,-100.0
303475,-100.0,-86.0,-100.0
303478,-100.0,-87.0,-100.0
303492,-100.0,-88.0,-100.0
303495,-100.0,-88.5,-100.0
303511,-100.0,-89.0,-100.0
303528,-100.0,-90.0,-100.0
303545,-100.0,-91.0,-100.0
303558,-100.0,-91.0,-100.0
303593,-100.0,-91.0,-100.0
303664,-100.0,-91.0,-100.0
303667,-100.0,-91.0,-100.0
303685,-100.0,-92.0,-100.0
303691,-100.0,-93.0,-100.0
303693,-100.0,-93.5,-100.0
303710,-100.0,-94.0,-100.0
303718,-100.0,-94.5,-100.0
303727,-100.0,-95.0,-100.0
303748,-100.0,-95.0,-100.0
303762,-100.0,-97.0,-100.0
303780,-100.0,-97.0,-100.0
303792,-100.0,-98.0,-100.0
303802,-100.0,-99.0,-100.0
303817,-100.0,-99.0,-100.0
303834,-100.0,-99.0,-100.0
303921,-100.0,-99.0,-100.0
303941,-100.0,-99.0,-100.0
304017,-100.0,-99.0,-100.0
304034,-100.0,-99.0,-100.0
304067,-100.0,-99.0,-100.0
304140,-100.0,-99.0,-100.0
304189,-100.0,-99.0,-100.0
304202,-100.0,-99.0,-100.0
304300,-100.0,-99.0,-100.0
304318,-100.0,-99.0,-100.0
304407,-100.0,-99.0,-100.0
304435,-100.0,-99.0,-100.0
304451,-100.0,-99.0,-100.0
304545,-100.0,-99.0,-100.0
304612,-100.0,-99.0,-100.0
304649,-100.0,-99.0,-100.0
304669,-100.0,-99.0,-100.0
304765,-100.0,-99.0,-100.0
304789,-100.0,-99.0,-100.0
304888,-100.0,-99.0,-100.0
304908,-100.0,-99.0,-100.0
304975,-100.0,-99.0,-100.0
304993,-100.0,-99.0,-100.0
305015,-100.0,-99.0,-100.0
305169,-100.0,-99.0,-100.0
305188,-100.0,-99.0,-100.0
305264,-100.0,-99.0,-100.0
305351,-100.0,-99.0,-100.0
305378,-100.0,-99.0,-100.0
305468,-100.0,-99.0,-100.0
305493,-100.0,-99.0,-100.0
305597,-100.0,-99.0,-100.0
305612,-100.0,-99.0,-100.0
305693,-100.0,-99.0,-100.0
305754,-100.0,-99.0,-100.0
305782,-100.0,-99.0,-100.0
305862,-100.0,-99.0,-100.0
305930,-100.0,-99.0,-100.0
305998,-100.0,-99.0,-100.0
306026,-100.0,-99.0,-100.0
306106,-100.0,-99.0,-100.0
306183,-100.0,-99.0,-100.0
306253,-100.0,-99.0,-100.0
306368,-100.0,-99.0,-100.0
306439,-100.0,-99.0,-100.0
306591,-100.0,-99.0,-100.0
306660,-100.0,-99.0,-100.0
306684,-100.0,-99.0,-100.0
306716,-100.0,-99.0,-100.0
306834,-100.0,-99.0,-100.0
306867,-100.0,-99.0,-100.0
306970,-100.0,-99.0,-100.0
306985,-100.0,-99.0,-100.0
307147,-100.0,-99.0,-100.0
307177,-100.0,-99.0,-100.0
307267,-100.0,-99.0,-100.0
307292,-100.0,-99.0,-100.0
307421,-100.0,-99.0,-100.0
307442,-100.0,-99.0,-100.0
307558,-100.0,-99.0,-100.0
307594,-100.0,-99.0,-100.0
307692,-100.0,-99.0,-100.0
307720,-100.0,-99.0,-100.0
307750,-100.0,-99.0,-100.0
307847,-100.0,-99.0,-100.0
307869,-100.0,-99.0,-100.0
307944,-100.0,-99.0,-100.0
307964,-100.0,-99.0,-100.0
307986,-100.0,-99.0,-100.0
308083,-100.0,-99.0,-100.0
308126,-100.0,-99.0,-100.0
308215,-100.0,-99.0,-100.0
308262,-100.0,-99.0,-100.0
308330,-100.0,-99.0,-100.0
308331,-100.0,-99.0,-100.0
308332,-100.0,-99.0,-100.0
308349,-100.0,-99.0,-100.0
308355,-100.0,-99.0,-100.0
308363,-100.0,-99.0,-100.0
308367,-100.0,-99.0,-100.0
308373,-100.0,-99.0,-100.0
308384,-100.0,-99.0,-100.0
308455,-100.0,-99.0,-100.0
308458,-100.0,-99.0,-100.0
308464,-100.0,-99.0,-100.0
308469,-100.0,-99.0,-100.0
308477,-100.0,-99.0,-100.0
308479,-100.0,-99.0,-100.0
308495,-100.0,-99.0,-100.0
308498,-100.0,-99.0,-100.0
308505,-100.0,-99.0,-100.0
308513,-100.0,-99.0,-100.0
308516,-100.0,-99.0,-100.0
308521,-100.0,-99.0,-100.0
308531,-100.0,-99.0,-100.0
308534,-100.0,-99.0,-100.0
308548,-100.0,-99.0,-100.0
308551,-100.0,-99.0,-100.0
308552,-100.0,-99.0,-100.0
308566,-100.0,-99.0,-100.0
308569,-100.0,-99.0,-100.0
308582,-100.0,-99.0,-100.0
308585,-100.0,-99.0,-100.0
308586,-100.0,-99.0,-100.0
308600,-100.0,-99.0,-100.0
308605,-100.0,-99.0,-100.0
308619,-100.0,-99.0,-100.0
308621,-100.0,-99.0,-100.0
308636,-100.0,-99.0,-100.0
308639,-100.0,-99.0,-100.0
308654,-100.0,-99.0,-100.0
308656,-100.0,-99.0,-100.0
308671,-100.0,-99.0,-100.0
308678,-100.0,-99.0,-100.0
308681,-100.0,-99.0,-100.0
308696,-100.0,-99.0,-100.0
308698,-100.0,-99.0,-100.0
308700,-100.0,-99.0,-100.0
308714,-100.0,-99.0,-100.0
308717,-100.0,-99.0,-100.0
308731,-100.0,-99.0,-100.0
308734,-100.0,-99.0,-100.0
308747,-100.0,-99.0,-100.0
308751,-100.0,-99.0,-100.0
308766,-100.0,-99.0,-100.0
308769,-100.0,-99.0,-100.0
308783,-100.0,-99.0,-100.0
308784,-100.0,-99.0,-100.0
308786,-100.0,-99.0,-100.0
308801,-100.0,-99.0,-100.0
308804,-100.0,-99.0,-100.0
308820,-100.0,-99.0,-100.0
308822,-100.0,-99.0,-100.0
308837,-100.0,-99.0,-100.0
308839,-100.0,-99.0,-100.0
308853,-100.0,-99.0,-100.0
308856,-100.0,-99.0,-100.0
308871,-100.0,-99.0,-100.0
308873,-100.0,-99.0,-100.0
308880,-100.0,-99.0,-100.0
308889,-100.0,-99.0,-100.0
308891,-100.0,-99.0,-100.0
308896,-100.0,-99.0,-100.0
308898,-100.0,-99.0,-100.0
308914,-100.0,-99.0,-100.0
308916,-100.0,-99.0,-100.0
308932,-100.0,-99.0,-100.0
308934,-100.0,-99.0,-100.0
308948,-100.0,-99.0,-100.0
308952,-100.0,-99.0,-100.0
308955,-100.0,-99.0,-100.0
308966,-100.0,-99.0,-100.0
308969,-100.0,-99.0,-100.0
308980,-100.0,-99.0,-100.0
308984,-100.0,-99.0,-100.0
308986,-100.0,-99.0,-100.0
309001,-100.0,-99.0,-100.0
309004,-100.0,-99.0,-100.0
309019,-100.0,-99.0,-100.0
309021,-100.0,-99.0,-100.0
309036,-100.0,-99.0,-100.0
309039,-100.0,-99.0,-100.0
309054,-100.0,-99.0,-100.0
309056,-100.0,-99.0,-100.0
309067,-100.0,-99.0,-100.0
309071,-100.0,-99.0,-100.0
309131,-100.0,-99.0,-100.0
309165,-100.0,-99.0,-100.0
309209,-100.0,-99.0,-100.0
309288,-100.0,-99.0,-100.0
309316,-100.0,-99.0,-100.0
309398,-100.0,-99.0,-100.0
309412,-100.0,-99.0,-100.0
309526,-100.0,-99.0,-100.0
309564,-100.0,-99.0,-100.0
309579,-100.0,-99.0,-100.0
309607,-100.0,-99.0,-100.0
309629,-100.0,-99.0,-100.0
309663,-100.0,-99.0,-100.0
309685,-100.0,-99.0,-100.0
309708,-100.0,-99.0,-100.0
309779,-100.0,-99.0,-100.0
309796,-100.0,-99.0,-100.0
309832,-100.0,-99.0,-100.0
309915,-100.0,-99.0,-100.0
309933,-100.0,-99.0,-100.0
310003,-100.0,-99.0,-100.0
310025,-100.0,-99.0,-100.0
310055,-100.0,-99.0,-100.0
310116,-100.0,-99.0,-100.0
310134,-100.0,-99.0,-100.0
310154,-100.0,-99.0,-100.0
310217,-100.0,-99.0,-100.0
310234,-100.0,-99.0,-100.0
311672,-100.0,-99.0,-100.0
311696,-100.0,-99.0,-100.0
311732,-100.0,-99.0,-100.0
311753,-100.0,-99.0,-100.0
312060,-100.0,-99.0,-100.0
312077,-100.0,-99.0,-100.0
312095,-100.0,-99.0,-100.0
312107,-100.0,-99.0,-100.0
312128,-100.0,-99.0,-100.0
312140,-100.0,-99.0,-100.0
312147,-100.0,-99.0,-100.0
312157,-100.0,-99.0,-100.0
312178,-100.0,-99.0,-100.0
312190,-100.0,-99.0,-100.0
312197,-100.0,-99.0,-100.0
312207,-100.0,-99.0,-100.0
312942,-100.0,-99.0,-100.0
312960,-100.0,-99.0,-100.0
312977,-100.0,-99.0,-100.0
312990,-100.0,-99.0,-100.0
312996,-100.0,-99.0,-100.0
313007,-100.0,-99.0,-100.0
313014,-100.0,-99.0,-100.0
313024,-100.0,-99.0,-100.0
313043,-100.0,-99.0,-100.0
313059,-100.0,-99.0,-100.0
313065,-100.0,-99.0,-100.0
313078,-100.0,-99.0,-100.0
316160,-100.0,-99.0,-100.0
316179,-100.0,-99.0,-100.0
316184,-100.0,-99.0,-100.0
316208,-100.0,-99.0,-100.0
316214,-100.0,-99.0,-100.0
316241,-100.0,-99.0,-100.0
316249,-100.0,-99.0,-100.0
316278,-100.0,-99.0,-100.0
320361,-100.0,-99.0,-100.0
320392,-100.0,-99.0,-100.0
320399,-100.0,-99.0,-100.0
320425,-100.0,-99.0,-100.0
320430,-100.0,-99.0,-100.0
320458,-100.0,-99.0,-100.0
320465,-100.0,-99.0,-100.0
320491,-100.0,-99.0,-100.0
321462,-100.0,-99.0,-100.0
321491,-100.0,-99.0,-100.0
321497,-100.0,-99.0,-100.0
321525,-100.0,-99.0,-100.0
321547,-100.0,-99.0,-100.0
321558,-100.0,-99.0,-100.0
321580,-100.0,-99.0,-100.0
321591,-100.0,-99.0,-100.0
321613,-100.0,-99.0,-100.0
321625,-100.0,-99.0,-100.0
326163,-100.0,-99.0,-100.0
326170,-100.0,-99.0,-100.0
326173,-100.0,-99.0,-100.0
326188,-100.0,-99.0,-100.0
326193,-100.0,-99.0,-100.0
326205,-100.0,-99.0,-100.0
326207,-100.0,-99.0,-100.0
326223,-100.0,-99.0,-100.0
326225,-100.0,-99.0,-100.0
326240,-100.0,-99.0,-100.0
326241,-100.0,-99.0,-100.0
326258,-100.0,-99.0,-100.0
326259,-100.0,-99.0,-100.0
326275,-100.0,-99.0,-100.0
326277,-100.0,-99.0,-100.0
326294,-100.0,-99.0,-100.0
326295,-100.0,-99.0,-100.0
326311,-100.0,-99.0,-100.0
326313,-100.0,-99.0,-100.0
326329,-100.0,-99.0,-100.0
326330,-100.0,-99.0,-100.0
326345,-100.0,-99.0,-100.0
326348,-100.0,-99.0,-100.0
326363,-100.0,-99.0,-100.0
326365,-100.0,-99.0,-100.0
326388,-100.0,-99.0,-100.0
326390,-100.0,-99.0,-100.0
326406,-100.0,-99.0,-100.0
326409,-100.0,-99.0,-100.0
326423,-100.0,-99.0,-100.0
326426,-100.0,-99.0,-100.0
326440,-100.0,-99.0,-100.0
326442,-100.0,-99.0,-100.0
326458,-100.0,-99.0,-100.0
326460,-100.0,-99.0,-100.0
326476,-100.0,-99.0,-100.0
326479,-100.0,-99.0,-100.0
326494,-100.0,-99.0,-100.0
326495,-100.0,-99.0,-100.0
326512,-100.0,-99.0,-100.0
326514,-100.0,-99.0,-100.0
326528,-100.0,-99.0,-100.0
326531,-100.0,-99.0,-100.0
326546,-100.0,-99.0,-100.0
326548,-100.0,-99.0,-100.0
326564,-100.0,-99.0,-100.0
326566,-100.0,-99.0,-100.0
326582,-100.0,-99.0,-100.0
326583,-100.0,-99.0,-100.0
326588,-100.0,-99.0,-100.0
326590,-100.0,-99.0,-100.0
326606,-100.0,-99.0,-100.0
326608,-100.0,-99.0,-100.0
326623,-100.0,-99.0,-100.0
326625,-100.0,-99.0,-100.0
326641,-100.0,-99.0,-100.0
326643,-100.0,-99.0,-100.0
326659,-100.0,-99.0,-100.0
326661,-100.0,-99.0,-100.0
326677,-100.0,-99.0,-100.0
326681,-100.0,-99.0,-100.0
326695,-100.0,-99.0,-100.0
326697,-100.0,-99.0,-100.0
326712,-100.0,-99.0,-100.0
326715,-100.0,-99.0,-100.0
326728,-100.0,-99.0,-100.0
326730,-100.0,-99.0,-100.0
326747,-100.0,-99.0,-100.0
326749,-100.0,-99.0,-100.0
326764,-100.0,-99.0,-100.0
326766,-100.0,-99.0,-100.0
326782,-100.0,-99.0,-100.0
326786,-100.0,-99.0,-100.0
326801,-100.0,-99.0,-100.0
326804,-100.0,-99.0,-100.0
326808,-100.0,-99.0,-100.0
326812,-100.0,-99.0,-100.0
326824,-100.0,-99.0,-100.0
326827,-100.0,-99.0,-100.0
326842,-100.0,-99.0,-100.0
326844,-100.0,-99.0,-100.0
326860,-100.0,-99.0,-100.0
326863,-100.0,-99.0,-100.0
326877,-100.0,-99.0,-100.0
326878,-100.0,-99.0,-100.0
327603,-100.0,-99.0,-100.0
327607,-100.0,-99.0,-100.0
327667,-100.0,-99.0,-100.0
327682,-100.0,-99.0,-100.0
327689,-100.0,-99.0,-100.0
327708,-100.0,-99.0,-100.0
327718,-100.0,-99.0,-100.0
327737,-100.0,-99.0,-100.0
327750,-100.0,-99.0,-100.0
327786,-100.0,-99.0,-100.0
327800,-100.0,-99.0,-100.0
327822,-100.0,-99.0,-100.0
327853,-100.0,-99.0,-100.0
327878,-100.0,-99.0,-100.0
327911,-100.0,-99.0,-100.0
327918,-100.0,-99.0,-100.0
327937,-100.0,-99.0,-100.0
327961,-100.0,-99.0,-100.0
327972,-100.0,-99.0,-100.0
327980,-100.0,-99.0,-100.0
327999,-100.0,-99.0,-100.0
328023,-100.0,-99.0,-100.0
328032,-100.0,-99.0,-100.0
328038,-100.0,-99.0,-100.0
328075,-100.0,-99.0,-100.0
328082,-100.0,-99.0,-100.0
328097,-100.0,-99.0,-100.0
328103,-100.0,-99.0,-100.0
328114,-100.0,-99.0,-100.0
328122,-100.0,-99.0,-100.0
328131,-100.0,-99.0,-100.0
328144,-100.0,-99.0,-100.0
328163,-100.0,-99.0,-100.0
328173,-100.0,-99.0,-100.0
328184,-100.0,-99.0,-100.0
328193,-100.0,-99.0,-100.0
328203,-100.0,-99.0,-100.0
328231,-100.0,-99.0,-100.0
328239,-100.0,-99.0,-100.0
328244,-100.0,-99.0,-100.0
328258,-100.0,-99.0,-100.0
328266,-100.0,-99.0,-100.0
328275,-100.0,-99.0,-100.0
328284,-100.0,-99.0,-100.0
328297,-100.0,-99.0,-100.0
328308,-100.0,-99.0,-100.0
328321,-100.0,-99.0,-100.0
328335,-100.0,-99.0,-100.0
328347,-100.0,-99.0,-100.0
328352,-100.0,-99.0,-100.0
328362,-100.0,-99.0,-100.0
328377,-100.0,-99.0,-100.0
328388,-100.0,-99.0,-100.0
328403,-100.0,-99.0,-100.0
328411,-100.0,-99.0,-100.0
328429,-100.0,-99.0,-100.0
328436,-100.0,-99.0,-100.0
328447,-100.0,-99.0,-100.0
328455,-100.0,-99.0,-100.0
328466,-100.0,-99.0,-100.0
328475,-100.0,-99.0,-100.0
328487,-100.0,-99.0,-100.0
328501,-100.0,-99.0,-100.0
328511,-100.0,-99.0,-100.0
328521,-100.0,-99.0,-100.0
328530,-100.0,-99.0,-100.0
328542,-100.0,-99.0,-100.0
328554,-100.0,-99.0,-100.0
328567,-100.0,-99.0,-100.0
328575,-100.0,-99.0,-100.0
328581,-100.0,-99.0,-100.0
328587,-100.0,-99.0,-100.0
328593,-100.0,-99.0,-100.0
328594,-100.0,-99.0,-100.0
328602,-100.0,-99.0,-100.0
328608,-100.0,-99.0,-100.0
328623,-100.0,-99.0,-100.0
328625,-100.0,-99.0,-100.0
328633,-100.0,-99.0,-100.0
328636,-100.0,-99.0,-100.0
328646,-100.0,-99.0,-100.0
328652,-100.0,-99.0,-100.0
328658,-100.0,-99.0,-100.0
328660,-100.0,-99.0,-100.0
328669,-100.0,-99.0,-100.0
328675,-100.0,-99.0,-100.0
328681,-100.0,-99.0,-100.0
328690,-100.0,-99.0,-100.0
328699,-100.0,-99.0,-100.0
328711,-100.0,-99.0,-100.0
328721,-100.0,-99.0,-100.0
328730,-100.0,-99.0,-100.0
328738,-100.0,-99.0,-100.0
328746,-100.0,-99.0,-100.0
328757,-100.0,-99.0,-100.0
328763,-100.0,-99.0,-100.0
328781,-100.0,-99.0,-100.0
328798,-100.0,-99.0,-100.0
328810,-100.0,-99.0,-100.0
328816,-100.0,-99.0,-100.0
328825,-100.0,-99.0,-100.0
328834,-100.0,-99.0,-100.0
328843,-100.0,-99.0,-100.0
328850,-100.0,-99.0,-100.0
328856,-100.0,-99.0,-100.0
328865,-100.0,-99.0,-100.0
328874,-100.0,-99.0,-100.0
328884,-100.0,-99.0,-100.0
328891,-100.0,-99.0,-100.0
328895,-100.0,-99.0,-100.0
328909,-100.0,-99.0,-100.0
328922,-100.0,-99.0,-100.0
328927,-100.0,-99.0,-100.0
328932,-100.0,-99.0,-100.0
328943,-100.0,-99.0,-100.0
328950,-100.0,-99.0,-100.0
328963,-100.0,-99.0,-100.0
328995,-100.0,-99.0,-100.0
329010,-100.0,-99.0,-100.0
329018,-100.0,-99.0,-100.0
329023,-100.0,-99.0,-100.0
329038,-100.0,-99.0,-100.0
329045,-100.0,-99.0,-100.0
329080,-100.0,-99.0,-100.0
329085,-100.0,-99.0,-100.0
329091,-100.0,-99.0,-100.0
329107,-100.0,-99.0,-100.0
329113,-100.0,-99.0,-100.0
329132,-100.0,-99.0,-100.0
329151,-100.0,-99.0,-100.0
329166,-100.0,-99.0,-100.0
329172,-100.0,-99.0,-100.0
329182,-100.0,-99.0,-100.0
329186,-100.0,-99.0,-100.0
329194,-100.0,-99.0,-100.0
329200,-100.0,-99.0,-100.0
329213,-100.0,-99.0,-100.0
329220,-100.0,-99.0,-100.0
329227,-100.0,-99.0,-100.0
329237,-100.0,-99.0,-100.0
329260,-100.0,-99.0,-100.0
329264,-100.0,-99.0,-100.0
329272,-100.0,-99.0,-100.0
329282,-100.0,-99.0,-100.0
329289,-100.0,-99.0,-100.0
329302,-100.0,-99.0,-100.0
329312,-100.0,-99.0,-100.0
329326,-100.0,-99.0,-100.0
329336,-100.0,-99.0,-100.0
329342,-100.0,-99.0,-100.0
329350,-100.0,-99.0,-100.0
329358,-100.0,-99.0,-100.0
329368,-100.0,-99.0,-100.0
329379,-100.0,-99.0,-100.0
329393,-100.0,-99.0,-100.0
329402,-100.0,-99.0,-100.0
329409,-100.0,-99.0,-100.0
329433,-100.0,-99.0,-100.0
329441,-100.0,-99.0,-100.0
329445,-100.0,-99.0,-100.0
329455,-100.0,-99.0,-100.0
329464,-100.0,-99.0,-100.0
329472,-100.0,-99.0,-100.0
329483,-100.0,-99.0,-100.0
329504,-100.0,-99.0,-100.0
329509,-100.0,-99.0,-100.0
329524,-100.0,-99.0,-100.0
329543,-100.0,-99.0,-100.0
329557,-100.0,-99.0,-100.0
329564,-100.0,-99.0,-100.0
329570,-100.0,-99.0,-100.0
329579,-100.0,-99.0,-100.0
329588,-100.0,-99.0,-100.0
329597,-100.0,-99.0,-100.0
329605,-100.0,-99.0,-100.0
329610,-100.0,-99.0,-100.0
329619,-100.0,-99.0,-100.0
329630,-100.0,-99.0,-100.0
329641,-100.0,-99.0,-100.0
329646,-100.0,-99.0,-100.0
329656,-100.0,-99.0,-100.0
329667,-100.0,-99.0,-100.0
329679,-100.0,-99.0,-100.0
329684,-100.0,-99.0,-100.0
329692,-100.0,-99.0,-100.0
329698,-100.0,-99.0,-100.0
329705,-100.0,-99.0,-100.0
329716,-100.0,-99.0,-100.0
329729,-100.0,-99.0,-100.0
329737,-100.0,-99.0,-100.0
329744,-100.0,-99.0,-100.0
329752,-100.0,-99.0,-100.0
329759,-100.0,-99.0,-100.0
329767,-100.0,-99.0,-100.0
329775,-100.0,-99.0,-100.0
329782,-100.0,-99.0,-100.0
329795,-100.0,-99.0,-100.0
329805,-100.0,-99.0,-100.0
329812,-100.0,-99.0,-100.0
329823,-100.0,-99.0,-100.0
329831,-100.0,-99.0,-100.0
329845,-100.0,-99.0,-100.0
329850,-100.0,-99.0,-100.0
329857,-100.0,-99.0,-100.0
329865,-100.0,-99.0,-100.0
329873,-100.0,-99.0,-100.0
329884,-100.0,-99.0,-100.0
329906,-100.0,-99.0,-100.0
329915,-100.0,-99.0,-100.0
329929,-100.0,-99.0,-100.0
329936,-100.0,-99.0,-100.0
329942,-100.0,-99.0,-100.0
329958,-100.0,-99.0,-100.0
329967,-100.0,-99.0,-100.0
329978,-100.0,-99.0,-100.0
329989,-100.0,-99.0,-100.0
330006,-100.0,-99.0,-100.0
330011,-100.0,-99.0,-100.0
330021,-100.0,-99.0,-100.0
330030,-100.0,-99.0,-100.0
330036,-100.0,-99.0,-100.0
330065,-100.0,-99.0,-100.0
330072,-100.0,-99.0,-100.0
330090,-100.0,-99.0,-100.0
330097,-100.0,-99.0,-100.0
330110,-100.0,-99.0,-100.0
330118,-100.0,-99.0,-100.0
330128,-100.0,-99.0,-100.0
330135,-100.0,-99.0,-100.0
330150,-100.0,-99.0,-100.0
330159,-100.0,-99.0,-100.0
330161,-100.0,-99.0,-100.0
330171,-100.0,-99.0,-100.0
330179,-100.0,-99.0,-100.0
330188,-100.0,-99.0,-100.0
330196,-100.0,-99.0,-100.0
330207,-100.0,-99.0,-100.0
330218,-100.0,-99.0,-100.0
330241,-100.0,-99.0,-100.0
330252,-100.0,-99.0,-100.0
330277,-100.0,-99.0,-100.0
330283,-100.0,-99.0,-100.0
330293,-100.0,-99.0,-100.0
330300,-100.0,-99.0,-100.0
330330,-100.0,-99.0,-100.0
330339,-100.0,-99.0,-100.0
330363,-100.0,-99.0,-100.0
330384,-100.0,-99.0,-100.0
330389,-100.0,-99.0,-100.0
330396,-100.0,-99.0,-100.0
330405,-100.0,-99.0,-100.0
330414,-100.0,-99.0,-100.0
330429,-100.0,-99.0,-100.0
330434,-100.0,-99.0,-100.0
330439,-100.0,-99.0,-100.0
330449,-100.0,-99.0,-100.0
330454,-100.0,-99.0,-100.0
330465,-100.0,-99.0,-100.0
330479,-100.0,-99.0,-100.0
330488,-100.0,-99.0,-100.0
330522,-100.0,-99.0,-100.0
330525,-100.0,-99.0,-100.0
330531,-100.0,-99.0,-100.0
330539,-100.0,-99.0,-100.0
330553,-100.0,-99.0,-100.0
330581,-100.0,-99.0,-100.0
330591,-100.0,-99.0,-100.0
330622,-100.0,-99.0,-100.0
330633,-100.0,-99.0,-100.0
330642,-100.0,-99.0,-100.0
330654,-100.0,-99.0,-100.0
330662,-100.0,-99.0,-100.0
330672,-100.0,-99.0,-100.0
330679,-100.0,-99.0,-100.0
330687,-100.0,-99.0,-100.0
330711,-100.0,-99.0,-100.0
330720,-100.0,-99.0,-100.0
330728,-100.0,-99.0,-100.0
330735,-100.0,-99.0,-100.0
330762,-100.0,-99.0,-100.0
330770,-100.0,-99.0,-100.0
330781,-100.0,-99.0,-100.0
330792,-100.0,-99.0,-100.0
330795,-100.0,-99.0,-100.0
330810,-100.0,-99.0,-100.0
330817,-100.0,-99.0,-100.0
330828,-100.0,-99.0,-100.0
330834,-100.0,-99.0,-100.0
330845,-100.0,-99.0,-100.0
330854,-100.0,-99.0,-100.0
330864,-100.0,-99.0,-100.0
330892,-100.0,-99.0,-100.0
330899,-100.0,-99.0,-100.0
330909,-100.0,-99.0,-100.0
330920,-100.0,-99.0,-100.0
330944,-100.0,-99.0,-100.0
330953,-100.0,-99.0,-100.0
330962,-100.0,-99.0,-100.0
330971,-100.0,-99.0,-100.0
330991,-100.0,-99.0,-100.0
331003,-100.0,-99.0,-100.0
331008,-100.0,-99.0,-100.0
331016,-100.0,-99.0,-100.0
