,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A2XZXWD30F6AN
98928,90.0,90.0,76.0
98943,90.0,90.0,75.0
98946,90.0,90.0,75.0
98960,90.0,90.0,74.0
98962,90.0,90.0,74.0
98979,90.0,90.0,72.0
98990,90.0,90.0,72.0
99014,90.0,90.0,71.0
99143,90.0,90.0,71.0
99144,90.0,90.0,71.0
99162,90.0,90.0,71.0
99169,90.0,90.0,71.0
99195,90.0,90.0,71.0
99255,90.0,90.0,71.0
99258,90.0,90.0,71.0
99272,90.0,90.0,71.0
99276,90.0,90.0,71.0
99290,90.0,90.0,71.0
99293,90.0,90.0,71.0
99308,90.0,90.0,71.0
99311,90.0,90.0,71.0
99326,90.0,90.0,71.0
99330,90.0,90.0,71.0
99343,90.0,90.0,71.0
99347,90.0,90.0,71.0
99360,90.0,90.0,71.0
99361,90.0,90.0,71.0
99366,90.0,90.0,70.66666666666667
99378,90.0,90.0,70.33333333333333
99379,90.0,90.0,70.0
99381,90.0,90.0,70.0
99382,90.0,90.0,69.5
99395,90.0,90.0,69.0
99396,90.0,90.0,69.0
99397,90.0,90.0,69.0
99400,90.0,90.0,68.75
99403,90.0,90.0,68.5
99407,90.0,90.0,68.25
99412,90.0,90.0,68.0
99418,90.0,90.0,68.0
99421,90.0,90.0,67.33333333333333
99425,90.0,90.0,66.66666666666667
99430,90.0,90.0,66.0
99437,90.0,90.0,66.0
99438,90.0,90.0,65.33333333333333
99442,90.0,90.0,64.66666666666667
99454,90.0,90.0,64.0
99455,90.0,90.0,64.0
99459,90.0,90.0,64.0
99461,90.0,90.0,64.0
99473,90.0,90.0,63.666666666666664
99476,90.0,90.0,63.333333333333336
99491,90.0,90.0,63.0
99494,90.0,90.0,63.0
99509,90.0,90.0,63.0
99512,90.0,90.0,63.0
99526,90.0,90.0,63.0
99529,90.0,90.0,63.0
99544,90.0,90.0,63.0
99548,90.0,90.0,63.0
99561,90.0,90.0,63.0
99564,90.0,90.0,63.0
99578,90.0,90.0,63.0
99582,90.0,90.0,63.0
99597,90.0,90.0,63.0
99600,90.0,90.0,63.0
99617,90.0,90.0,63.0
99621,90.0,90.0,63.0
99638,90.0,90.0,63.0
99643,90.0,90.0,63.0
99655,90.0,90.0,63.0
99658,90.0,90.0,62.5
99673,90.0,90.0,62.0
99674,90.0,90.0,62.0
99675,90.0,90.0,62.0
99677,90.0,90.0,61.5
99689,90.0,90.0,61.0
99691,90.0,90.0,61.0
99694,90.0,90.0,60.5
99707,90.0,90.0,60.0
99708,90.0,90.0,60.0
99709,90.0,90.0,59.666666666666664
99713,90.0,90.0,59.333333333333336
99724,90.0,90.0,59.0
99726,90.0,90.0,59.0
99727,90.0,90.0,58.666666666666664
99730,90.0,90.0,58.333333333333336
99742,90.0,90.0,58.0
99744,90.0,90.0,58.0
99745,90.0,90.0,58.0
99749,90.0,90.0,57.0
99760,90.0,90.0,56.0
99762,90.0,90.0,56.0
99767,90.0,90.0,55.75
99780,90.0,90.0,55.5
99783,90.0,90.0,55.25
99788,90.0,90.0,55.0
99797,90.0,90.0,55.0
99803,90.0,90.0,55.0
99815,90.0,90.0,55.0
99819,90.0,90.0,55.0
99822,90.0,90.0,55.0
99825,90.0,90.0,55.0
99839,90.0,90.0,55.0
99843,90.0,90.0,55.0
99856,90.0,90.0,55.0
99859,90.0,90.0,55.0
99874,90.0,90.0,55.0
99877,90.0,90.0,55.0
99892,90.0,90.0,55.0
99898,90.0,90.0,55.0
99910,90.0,90.0,55.0
99913,90.0,90.0,55.0
99927,90.0,90.0,55.0
99932,90.0,90.0,55.0
99944,90.0,90.0,55.0
99947,90.0,90.0,55.0
99962,90.0,90.0,55.0
99966,90.0,90.0,55.0
99980,90.0,90.0,55.0
99983,90.0,90.0,55.0
99997,90.0,90.0,55.0
100001,90.0,90.0,55.0
100015,90.0,90.0,55.0
100019,90.0,90.0,55.0
100032,90.0,90.0,55.0
100036,90.0,90.0,55.0
100048,90.0,90.0,55.0
100050,90.0,90.0,54.8
100053,90.0,90.0,54.6
100057,90.0,90.0,54.4
100060,90.0,90.0,54.2
100066,90.0,90.0,54.0
100068,90.0,90.0,54.0
100074,90.0,90.0,53.666666666666664
100077,90.0,90.0,53.333333333333336
100081,90.0,90.0,53.0
100084,90.0,90.0,53.0
100089,90.0,90.0,52.0
100091,90.0,90.0,52.0
100092,90.0,90.0,51.666666666666664
100096,90.0,90.0,51.333333333333336
100107,90.0,90.0,51.0
100110,90.0,90.0,51.0
100114,90.0,90.0,50.5
100124,90.0,90.0,50.0
100127,90.0,90.0,50.0
100132,90.0,90.0,49.5
100142,90.0,90.0,49.0
100145,90.0,90.0,49.0
100148,90.0,90.0,48.5
100159,90.0,90.0,48.0
100162,90.0,90.0,48.0
100166,90.0,90.0,47.5
100177,90.0,90.0,47.0
100179,90.0,90.0,47.0
100180,90.0,90.0,46.8
100184,90.0,90.0,46.6
100198,90.0,90.0,46.4
100201,90.0,90.0,46.2
100213,90.0,90.0,46.0
100216,90.0,90.0,46.0
100222,90.0,90.0,46.0
100232,90.0,90.0,46.0
100235,90.0,90.0,46.0
100250,90.0,90.0,46.0
100254,90.0,90.0,46.0
100257,90.0,90.0,46.0
100260,90.0,90.0,46.0
100275,90.0,90.0,46.0
100278,90.0,90.0,46.0
100293,90.0,90.0,46.0
100296,90.0,90.0,46.0
100310,90.0,90.0,46.0
100315,90.0,90.0,46.0
100327,90.0,90.0,46.0
100330,90.0,90.0,46.0
100345,90.0,90.0,46.0
100348,90.0,90.0,46.0
100363,90.0,90.0,46.0
100366,90.0,90.0,46.0
100381,90.0,90.0,46.0
100385,90.0,90.0,46.0
100399,90.0,90.0,46.0
100402,90.0,90.0,46.0
100412,90.0,90.0,46.0
100415,90.0,90.0,45.666666666666664
100419,90.0,90.0,45.333333333333336
100432,90.0,90.0,45.0
100433,90.0,90.0,45.0
100434,90.0,90.0,45.0
100437,90.0,90.0,44.5
100451,90.0,90.0,44.0
100454,90.0,90.0,43.5
100463,90.0,90.0,43.0
100468,90.0,90.0,43.0
100473,90.0,90.0,42.75
100476,90.0,90.0,42.5
100479,90.0,90.0,42.25
100482,90.0,90.0,42.0
100485,90.0,90.0,42.0
100492,90.0,90.0,41.666666666666664
100496,90.0,90.0,41.333333333333336
100498,90.0,90.0,41.0
100501,90.0,90.0,41.0
100506,90.0,90.0,40.0
100511,90.0,90.0,40.0
100512,90.0,90.0,40.0
100518,90.0,90.0,39.5
100528,90.0,90.0,39.0
100532,90.0,90.0,38.5
100541,90.0,90.0,38.0
100546,90.0,90.0,38.0
100549,90.0,90.0,38.0
100569,90.0,90.0,38.0
100577,90.0,90.0,38.0
100597,90.0,90.0,38.0
100604,90.0,90.0,38.0
100634,90.0,90.0,38.0
100641,90.0,90.0,38.0
100652,90.0,90.0,38.0
100654,90.0,90.0,38.0
100669,90.0,90.0,38.0
100671,90.0,90.0,38.0
100676,90.0,90.0,38.0
100679,90.0,90.0,38.0
100693,90.0,90.0,38.0
100697,90.0,90.0,38.0
100708,90.0,90.0,38.0
100711,90.0,90.0,37.714285714285715
100713,90.0,90.0,37.42857142857143
100728,90.0,90.0,37.142857142857146
100731,90.0,90.0,36.857142857142854
100746,90.0,90.0,36.57142857142857
100749,90.0,90.0,36.285714285714285
100752,90.0,90.0,36.0
100764,90.0,90.0,36.0
100767,90.0,90.0,36.0
100771,90.0,90.0,36.0
100782,90.0,90.0,35.666666666666664
100785,90.0,90.0,35.333333333333336
100795,90.0,90.0,35.0
100799,90.0,90.0,35.0
100803,90.0,90.0,35.0
100835,90.0,90.0,35.0
100837,90.0,90.0,35.0
100852,90.0,90.0,35.0
100855,90.0,90.0,35.0
100870,90.0,90.0,35.0
100872,90.0,90.0,35.0
100886,90.0,90.0,35.0
100891,90.0,90.0,35.0
100904,90.0,90.0,35.0
100907,90.0,90.0,35.0
100912,90.0,90.0,35.0
100914,90.0,90.0,35.0
100929,90.0,90.0,35.0
100932,90.0,90.0,35.0
100946,90.0,90.0,35.0
100949,90.0,90.0,35.0
100965,90.0,90.0,35.0
100967,90.0,90.0,35.0
100981,90.0,90.0,35.0
100985,90.0,90.0,35.0
100999,90.0,90.0,35.0
101002,90.0,90.0,35.0
101017,90.0,90.0,35.0
101019,90.0,90.0,35.0
101035,90.0,90.0,35.0
101037,90.0,90.0,35.0
101052,90.0,90.0,35.0
101055,90.0,90.0,35.0
101070,90.0,90.0,35.0
101073,90.0,90.0,35.0
101087,90.0,90.0,35.0
101094,90.0,90.0,35.0
101105,90.0,90.0,35.0
101109,90.0,90.0,35.0
101112,90.0,90.0,35.0
101115,90.0,90.0,35.0
101131,90.0,90.0,35.0
101134,90.0,90.0,35.0
101147,90.0,90.0,35.0
101151,90.0,90.0,35.0
101164,90.0,90.0,35.0
101169,90.0,90.0,35.0
101183,90.0,90.0,35.0
101188,90.0,90.0,35.0
101200,90.0,90.0,35.0
101203,90.0,90.0,35.0
101218,90.0,90.0,35.0
101221,90.0,90.0,35.0
101235,90.0,90.0,35.0
101238,90.0,90.0,35.0
101253,90.0,90.0,35.0
101256,90.0,90.0,35.0
101270,90.0,90.0,35.0
101275,90.0,90.0,35.0
101288,90.0,90.0,35.0
101293,90.0,90.0,35.0
101306,90.0,90.0,35.0
101310,90.0,90.0,35.0
101323,90.0,90.0,35.0
101327,90.0,90.0,35.0
101331,90.0,90.0,35.0
101335,90.0,90.0,35.0
101348,90.0,90.0,35.0
101352,90.0,90.0,35.0
101364,90.0,90.0,35.0
101369,90.0,90.0,35.0
101382,90.0,90.0,35.0
101386,90.0,90.0,35.0
101400,90.0,90.0,35.0
101404,90.0,90.0,35.0
101417,90.0,90.0,35.0
101421,90.0,90.0,35.0
101436,90.0,90.0,35.0
101439,90.0,90.0,35.0
101453,90.0,90.0,35.0
101457,90.0,90.0,35.0
101471,90.0,90.0,35.0
101475,90.0,90.0,35.0
101488,90.0,90.0,35.0
101491,90.0,90.0,35.0
101506,90.0,90.0,35.0
101510,90.0,90.0,35.0
101524,90.0,90.0,35.0
101527,90.0,90.0,35.0
101531,90.0,90.0,35.0
101534,90.0,90.0,35.0
101547,90.0,90.0,35.0
101552,90.0,90.0,35.0
101565,90.0,90.0,35.0
101568,90.0,90.0,35.0
101583,90.0,90.0,35.0
101586,90.0,90.0,35.0
101601,90.0,90.0,35.0
101605,90.0,90.0,35.0
101619,90.0,90.0,35.0
101622,90.0,90.0,35.0
101636,90.0,90.0,35.0
101641,90.0,90.0,35.0
101653,90.0,90.0,35.0
101658,90.0,90.0,35.0
101671,90.0,90.0,35.0
101675,90.0,90.0,35.0
101689,90.0,90.0,35.0
101693,90.0,90.0,35.0
101706,90.0,90.0,35.0
101711,90.0,90.0,35.0
101725,90.0,90.0,35.0
101729,90.0,90.0,35.0
101742,90.0,90.0,35.0
101745,90.0,90.0,35.0
101759,90.0,90.0,35.0
101766,90.0,90.0,35.0
101768,90.0,90.0,35.0
101783,90.0,90.0,35.0
101787,90.0,90.0,35.0
101802,90.0,90.0,35.0
101805,90.0,90.0,35.0
101819,90.0,90.0,35.0
101842,90.0,90.0,35.0
101854,90.0,90.0,35.0
101859,90.0,90.0,35.0
101871,90.0,90.0,35.0
101875,90.0,90.0,35.0
101890,90.0,90.0,35.0
101894,90.0,90.0,35.0
101907,90.0,90.0,35.0
101910,90.0,90.0,35.0
101925,90.0,90.0,35.0
101929,90.0,90.0,35.0
101941,90.0,90.0,35.0
101946,90.0,90.0,35.0
101959,90.0,90.0,35.0
101963,90.0,90.0,35.0
101966,90.0,90.0,35.0
101969,90.0,90.0,35.0
101984,90.0,90.0,35.0
101987,90.0,90.0,35.0
102002,90.0,90.0,35.0
102005,90.0,90.0,35.0
102020,90.0,90.0,35.0
102021,90.0,90.0,35.0
105112,90.0,90.0,35.0
105128,90.0,90.0,35.0
105137,90.0,90.0,35.0
105161,90.0,90.0,35.0
105168,90.0,90.0,35.0
105196,90.0,90.0,35.0
105204,90.0,90.0,35.0
105231,90.0,90.0,35.0
105239,90.0,90.0,35.0
105267,90.0,90.0,35.0
105274,90.0,90.0,35.0
105301,90.0,90.0,35.0
105667,90.0,90.0,35.0
105684,90.0,90.0,35.0
105692,90.0,90.0,35.0
105717,90.0,90.0,35.0
105726,90.0,90.0,35.0
105759,90.0,90.0,35.0
105919,90.0,90.0,35.0
105937,90.0,90.0,35.0
105947,90.0,90.0,35.0
105958,90.0,90.0,35.0
105966,90.0,90.0,35.0
105976,90.0,90.0,35.0
105984,90.0,90.0,35.0
105993,90.0,90.0,35.0
106001,90.0,90.0,35.0
106013,90.0,90.0,35.0
106102,90.0,90.0,35.0
106118,90.0,90.0,35.0
106140,90.0,90.0,35.0
106150,90.0,90.0,35.0
106158,90.0,90.0,35.0
106163,90.0,90.0,35.0
106175,90.0,90.0,35.0
106183,90.0,90.0,35.0
106193,90.0,90.0,35.0
106201,90.0,90.0,35.0
106211,90.0,90.0,35.0
106218,90.0,90.0,35.0
106227,90.0,90.0,35.0
106235,90.0,90.0,35.0
106246,90.0,90.0,35.0
106354,90.0,90.0,35.0
106369,90.0,90.0,35.0
106381,90.0,90.0,35.0
106392,90.0,90.0,35.0
106553,90.0,90.0,35.0
106569,90.0,90.0,35.0
106575,90.0,90.0,35.0
106590,90.0,90.0,35.0
106599,90.0,90.0,35.0
106609,90.0,90.0,35.0
106631,90.0,90.0,35.0
106644,90.0,90.0,35.0
106753,90.0,90.0,35.0
106769,90.0,90.0,35.0
106789,90.0,90.0,35.0
106801,90.0,90.0,35.0
106808,90.0,90.0,35.0
106814,90.0,90.0,35.0
106825,90.0,90.0,35.0
106849,90.0,90.0,35.0
106861,90.0,90.0,35.0
106970,90.0,90.0,35.0
106984,90.0,90.0,35.0
107005,90.0,90.0,35.0
107007,90.0,90.0,35.0
107014,90.0,90.0,35.0
107025,90.0,90.0,35.0
107048,90.0,90.0,35.0
107060,90.0,90.0,35.0
107186,90.0,90.0,35.0
107202,90.0,90.0,35.0
107222,90.0,90.0,35.0
107224,90.0,90.0,35.0
107231,90.0,90.0,35.0
107241,90.0,90.0,35.0
107251,90.0,90.0,35.0
107259,90.0,90.0,35.0
107268,90.0,90.0,35.0
107276,90.0,90.0,35.0
107403,90.0,90.0,35.0
107419,90.0,90.0,35.0
107429,90.0,90.0,35.0
107441,90.0,90.0,35.0
107469,90.0,90.0,35.0
107476,90.0,90.0,35.0
107621,90.0,90.0,35.0
107634,90.0,90.0,35.0
107635,90.0,90.0,35.0
108160,90.0,90.0,35.0
108161,90.0,90.0,35.0
108180,90.0,90.0,35.0
108197,90.0,90.0,35.0
108215,90.0,90.0,35.0
108232,90.0,90.0,35.0
108250,90.0,90.0,35.0
108267,90.0,90.0,35.0
108285,90.0,90.0,35.0
108303,90.0,90.0,35.0
108320,90.0,90.0,35.0
108338,90.0,90.0,35.0
108345,90.0,90.0,35.0
108361,90.0,90.0,35.0
108379,90.0,90.0,35.0
108398,90.0,90.0,35.0
108415,90.0,90.0,35.0
108433,90.0,90.0,35.0
108449,90.0,90.0,35.0
108467,90.0,90.0,35.0
108485,90.0,90.0,35.0
108503,90.0,90.0,35.0
108520,90.0,90.0,35.0
108538,90.0,90.0,35.0
108555,90.0,90.0,35.0
108562,90.0,90.0,35.0
108579,90.0,90.0,35.0
108598,90.0,90.0,35.0
108616,90.0,90.0,35.0
108633,90.0,90.0,35.0
108650,90.0,90.0,35.0
108668,90.0,90.0,35.0
108686,90.0,90.0,35.0
108703,90.0,90.0,35.0
108721,90.0,90.0,35.0
108739,90.0,90.0,35.0
108756,90.0,90.0,35.0
108773,90.0,90.0,35.0
108780,90.0,90.0,35.0
108798,90.0,90.0,35.0
108816,90.0,90.0,35.0
108833,90.0,90.0,35.0
108850,90.0,90.0,35.0
108868,90.0,90.0,35.0
108886,90.0,90.0,35.0
108904,90.0,90.0,35.0
108922,90.0,90.0,35.0
108938,90.0,90.0,35.0
108956,90.0,90.0,35.0
108974,90.0,90.0,35.0
108981,90.0,90.0,35.0
108999,90.0,90.0,35.0
109016,90.0,90.0,35.0
109033,90.0,90.0,35.0
109051,90.0,90.0,35.0
109069,90.0,90.0,35.0
109087,90.0,90.0,35.0
109104,90.0,90.0,35.0
109121,90.0,90.0,35.0
109139,90.0,90.0,35.0
109157,90.0,90.0,35.0
109174,90.0,90.0,35.0
109193,90.0,90.0,35.0
109200,90.0,90.0,35.0
109216,90.0,90.0,35.0
109234,90.0,90.0,35.0
109251,90.0,90.0,35.0
109269,90.0,90.0,35.0
109287,90.0,90.0,35.0
109305,90.0,90.0,35.0
109321,90.0,90.0,35.0
109339,90.0,90.0,35.0
109357,90.0,90.0,35.0
109375,90.0,90.0,35.0
109393,90.0,90.0,35.0
109410,90.0,90.0,35.0
109417,90.0,90.0,35.0
109435,90.0,90.0,35.0
109452,90.0,90.0,35.0
109470,90.0,90.0,35.0
109488,90.0,90.0,35.0
109505,90.0,90.0,35.0
109522,90.0,90.0,35.0
109540,90.0,90.0,35.0
109558,90.0,90.0,35.0
109576,90.0,90.0,35.0
109594,90.0,90.0,35.0
109611,90.0,90.0,35.0
109628,90.0,90.0,35.0
109635,90.0,90.0,35.0
109653,90.0,90.0,35.0
109672,90.0,90.0,35.0
109689,90.0,90.0,35.0
109705,90.0,90.0,35.0
109723,90.0,90.0,35.0
109740,90.0,90.0,35.0
109758,90.0,90.0,35.0
109776,90.0,90.0,35.0
109793,90.0,90.0,35.0
109811,90.0,90.0,35.0
109828,90.0,90.0,35.0
109835,90.0,90.0,35.0
109853,90.0,90.0,35.0
109871,90.0,90.0,35.0
109888,90.0,90.0,35.0
109906,90.0,90.0,35.0
109923,90.0,90.0,35.0
109941,90.0,90.0,35.0
109959,90.0,90.0,35.0
109977,90.0,90.0,35.0
109993,90.0,90.0,35.0
110011,90.0,90.0,35.0
110029,90.0,90.0,35.0
110047,90.0,90.0,35.0
110054,90.0,90.0,35.0
110071,90.0,90.0,35.0
110088,90.0,90.0,35.0
110106,90.0,90.0,35.0
110124,90.0,90.0,35.0
110142,90.0,90.0,35.0
110159,90.0,90.0,35.0
110176,90.0,90.0,35.0
110194,90.0,90.0,35.0
110212,90.0,90.0,35.0
110230,90.0,90.0,35.0
110247,90.0,90.0,35.0
110255,90.0,90.0,35.0
110271,90.0,90.0,35.0
110289,90.0,90.0,35.0
110307,90.0,90.0,35.0
110325,90.0,90.0,35.0
110342,90.0,90.0,35.0
110359,90.0,90.0,35.0
110377,90.0,90.0,35.0
110395,90.0,90.0,35.0
110412,90.0,90.0,35.0
110430,90.0,90.0,35.0
110448,90.0,90.0,35.0
110465,90.0,90.0,35.0
110483,90.0,90.0,35.0
110490,90.0,90.0,35.0
110507,90.0,90.0,35.0
110525,90.0,90.0,35.0
110543,90.0,90.0,35.0
110560,90.0,90.0,35.0
110577,90.0,90.0,35.0
110595,90.0,90.0,35.0
110613,90.0,90.0,35.0
110631,90.0,90.0,35.0
110649,90.0,90.0,35.0
110665,90.0,90.0,35.0
110683,90.0,90.0,35.0
110690,90.0,90.0,35.0
110708,90.0,90.0,35.0
110726,90.0,90.0,35.0
110743,90.0,90.0,35.0
110760,90.0,90.0,35.0
110778,90.0,90.0,35.0
110796,90.0,90.0,35.0
110813,90.0,90.0,35.0
110831,90.0,90.0,35.0
110848,90.0,90.0,35.0
110866,90.0,90.0,35.0
110867,90.0,90.0,35.0
112048,90.0,90.0,35.0
112069,91.0,90.0,35.0
112100,91.0,90.0,35.0
112118,93.0,90.0,35.0
112136,94.0,90.0,35.0
112188,97.0,90.0,35.0
112195,98.0,90.0,35.0
112213,99.0,90.0,35.0
112248,100.0,90.0,35.0
116420,100.0,90.0,35.0
116501,100.0,89.0,35.0
116626,100.0,89.0,35.0
116653,100.0,88.0,35.0
116793,100.0,87.0,35.0
116860,100.0,87.0,35.0
116889,100.0,86.0,35.0
117024,100.0,85.0,35.0
117109,100.0,84.0,35.0
117185,100.0,84.0,35.0
117261,100.0,83.0,35.0
117433,100.0,83.0,35.0
117641,100.0,82.0,35.0
117727,100.0,81.0,35.0
117857,100.0,81.0,35.0
117938,100.0,80.0,35.0
118108,100.0,80.0,35.0
118275,100.0,79.0,35.0
118520,100.0,78.0,35.0
118641,100.0,77.0,35.0
118743,100.0,77.0,35.0
118865,100.0,76.0,35.0
119021,100.0,76.0,35.0
119105,100.0,75.0,35.0
119204,100.0,75.0,35.0
119309,100.0,74.0,35.0
119411,100.0,74.0,35.0
119473,100.0,73.0,35.0
119609,100.0,73.0,35.0
119861,100.0,72.0,35.0
119961,100.0,71.0,35.0
120090,100.0,71.0,35.0
120295,100.0,70.0,35.0
120452,100.0,69.0,35.0
120544,100.0,69.0,35.0
120782,100.0,68.0,35.0
120945,100.0,67.0,35.0
121105,100.0,66.0,35.0
121256,100.0,66.0,35.0
121257,100.0,66.0,35.0
121274,100.0,65.94117647058823,35.0
121277,100.0,65.88235294117646,35.0
121292,100.0,65.82352941176471,35.0
121299,100.0,65.76470588235294,35.0
121309,100.0,65.70588235294117,35.0
121312,100.0,65.6470588235294,35.0
121327,100.0,65.58823529411765,35.0
121330,100.0,65.52941176470588,35.0
121344,100.0,65.47058823529412,35.0
121348,100.0,65.41176470588235,35.0
121361,100.0,65.3529411764706,35.0
121364,100.0,65.29411764705883,35.0
121379,100.0,65.23529411764706,35.0
121382,100.0,65.17647058823529,35.0
121386,100.0,65.11764705882354,35.0
121390,100.0,65.05882352941177,35.0
121391,100.0,65.0,35.0
121404,100.0,65.0,35.0
121407,100.0,65.0,35.0
121422,100.0,65.0,35.0
121425,100.0,65.0,35.0
121439,100.0,65.0,35.0
121442,100.0,65.0,35.0
121456,100.0,65.0,35.0
121459,100.0,65.0,35.0
121474,100.0,65.0,35.0
121477,100.0,65.0,35.0
121492,100.0,65.0,35.0
121495,100.0,65.0,35.0
121510,100.0,65.0,35.0
121513,100.0,65.0,35.0
121526,100.0,65.0,35.0
121530,100.0,65.0,35.0
121544,100.0,65.0,35.0
121547,100.0,65.0,35.0
121562,100.0,65.0,35.0
121565,100.0,65.0,35.0
121580,100.0,65.0,35.0
121583,100.0,65.0,35.0
121586,100.0,65.0,35.0
121590,100.0,65.0,35.0
121604,100.0,65.0,35.0
121607,100.0,65.0,35.0
121621,100.0,65.0,35.0
121626,100.0,65.0,35.0
121639,100.0,65.0,35.0
121642,100.0,65.0,35.0
121657,100.0,65.0,35.0
121660,100.0,65.0,35.0
121674,100.0,65.0,35.0
121677,100.0,65.0,35.0
121692,100.0,65.0,35.0
121695,100.0,65.0,35.0
121710,100.0,65.0,35.0
121713,100.0,65.0,35.0
121727,100.0,65.0,35.0
121738,100.0,65.0,35.0
121763,100.0,65.0,35.0
121766,100.0,65.0,35.0
121780,100.0,65.0,35.0
121784,100.0,65.0,35.0
121798,100.0,65.0,35.0
121801,100.0,65.0,35.0
121814,100.0,65.0,35.0
121822,100.0,65.0,35.0
122113,100.0,65.0,35.0
122129,100.0,65.0,35.0
122132,100.0,65.0,35.0
122146,100.0,65.0,35.0
122149,100.0,65.0,35.0
122163,100.0,65.0,35.0
122168,100.0,65.0,35.0
122181,100.0,65.0,35.0
122185,100.0,65.0,35.0
122198,100.0,65.0,35.0
122203,100.0,65.0,35.0
122216,100.0,65.0,35.0
122222,100.0,65.0,35.0
122241,100.0,65.0,35.0
122245,100.0,65.0,35.0
122247,100.0,65.0,35.0
122258,100.0,64.66666666666667,35.0
122263,100.0,64.33333333333333,35.0
122269,100.0,64.0,35.0
122276,100.0,64.0,35.0
122281,100.0,64.0,35.0
122291,100.0,64.0,35.0
122293,100.0,63.5,35.0
122299,100.0,63.0,35.0
122311,100.0,63.0,35.0
122315,100.0,63.0,35.0
122324,100.0,63.0,35.0
122329,100.0,62.666666666666664,35.0
122333,100.0,62.333333333333336,35.0
122336,100.0,62.0,35.0
122346,100.0,62.0,35.0
122350,100.0,62.0,35.0
122364,100.0,62.0,35.0
122368,100.0,62.0,35.0
122372,100.0,62.0,35.0
122382,100.0,61.0,35.0
122391,100.0,61.0,35.0
122418,100.0,61.0,35.0
122432,100.0,61.0,35.0
122441,100.0,61.0,35.0
122445,100.0,61.0,35.0
122459,100.0,61.0,35.0
122462,100.0,61.0,35.0
122476,100.0,61.0,35.0
122480,100.0,61.0,35.0
122494,100.0,61.0,35.0
122496,100.0,61.0,35.0
122511,100.0,61.0,35.0
122513,100.0,61.0,35.0
122529,100.0,61.0,35.0
122532,100.0,61.0,35.0
122547,100.0,61.0,35.0
122549,100.0,61.0,35.0
122564,100.0,61.0,35.0
122567,100.0,61.0,35.0
122581,100.0,61.0,35.0
122585,100.0,61.0,35.0
122599,100.0,61.0,35.0
122602,100.0,61.0,35.0
122617,100.0,61.0,35.0
122619,100.0,61.0,35.0
122635,100.0,61.0,35.0
122638,100.0,61.0,35.0
122652,100.0,61.0,35.0
122655,100.0,61.0,35.0
122660,100.0,61.0,35.0
122662,100.0,61.0,35.0
122676,100.0,61.0,35.0
122678,100.0,61.0,35.0
122694,100.0,61.0,35.0
122696,100.0,61.0,35.0
122712,100.0,61.0,35.0
122716,100.0,61.0,35.0
122730,100.0,61.0,35.0
122733,100.0,61.0,35.0
122747,100.0,61.0,35.0
122750,100.0,61.0,35.0
122765,100.0,61.0,35.0
122768,100.0,61.0,35.0
122782,100.0,61.0,35.0
122785,100.0,61.0,35.0
122800,100.0,61.0,35.0
122802,100.0,61.0,35.0
122817,100.0,61.0,35.0
122820,100.0,61.0,35.0
122835,100.0,61.0,35.0
122838,100.0,61.0,35.0
122853,100.0,61.0,35.0
122855,100.0,61.0,35.0
122870,100.0,61.0,35.0
122877,100.0,61.0,35.0
122878,100.0,61.0,35.0
122894,100.0,61.0,35.0
122897,100.0,61.0,35.0
122912,100.0,61.0,35.0
122915,100.0,61.0,35.0
122930,100.0,61.0,35.0
122933,100.0,61.0,35.0
122936,100.0,61.0,35.0
122949,100.0,61.0,35.0
122953,100.0,61.0,35.0
122965,100.0,61.0,35.0
122972,100.0,61.0,35.0
122982,100.0,61.0,35.0
122985,100.0,61.0,35.0
122999,100.0,61.0,35.0
123000,100.0,61.0,35.0
123003,100.0,61.0,35.0
123018,100.0,61.0,35.0
123020,100.0,61.0,35.0
123036,100.0,61.0,35.0
123038,100.0,61.0,35.0
123049,100.0,61.0,35.0
123052,100.0,61.0,35.0
123056,100.0,61.0,35.0
123067,100.0,61.0,35.0
123070,100.0,61.0,35.0
123073,100.0,61.0,35.0
123088,100.0,61.0,35.0
123091,100.0,61.0,35.0
123095,100.0,61.0,35.0
123097,100.0,61.0,35.0
123098,100.0,61.0,35.0
123113,100.0,61.0,35.0
123115,100.0,61.0,35.0
123116,100.0,61.0,35.0
123131,100.0,61.0,35.0
123132,100.0,61.0,35.0
123134,100.0,61.0,35.0
123147,100.0,61.0,35.0
123149,100.0,61.0,35.0
123151,100.0,61.0,35.0
123165,100.0,61.0,35.0
123168,100.0,61.0,35.0
123183,100.0,61.0,35.0
123186,100.0,61.0,35.0
123201,100.0,61.0,35.0
123204,100.0,61.0,35.0
123215,100.0,61.0,35.0
123219,100.0,61.0,35.0
123221,100.0,61.0,35.0
123235,100.0,61.0,35.0
123236,100.0,61.0,35.0
123238,100.0,61.0,35.0
123250,100.0,61.0,35.0
123253,100.0,61.0,35.0
123257,100.0,61.0,35.0
123271,100.0,61.0,35.0
123273,100.0,61.0,35.0
123285,100.0,61.0,35.0
123289,100.0,61.0,35.0
123292,100.0,61.0,35.0
123296,100.0,61.0,35.0
123300,100.0,61.0,35.0
123304,100.0,61.0,35.0
123313,100.0,61.0,35.0
123316,100.0,61.0,35.0
123318,100.0,61.0,35.0
123331,100.0,61.0,35.0
123336,100.0,61.0,35.0
123337,100.0,61.0,35.0
123349,100.0,61.0,35.0
123351,100.0,61.0,35.0
