,A2YN6Z2DAW88X,A3KE7OXK8J5QA,A3TUMZ954ORSU
399334,,-82.0,29.0
399341,,-82.0,29.0
399355,,-82.0,29.0
399364,,-82.0,29.0
399372,,-81.0,29.0
399378,,-81.0,29.0
399390,,-81.0,29.0
399396,,-81.0,29.0
399406,,-81.0,29.0
399426,,-81.0,29.0
399437,,-80.0,29.0
399442,,-80.0,29.0
399491,,-80.0,29.0
399501,,-79.0,29.0
399553,,-79.0,29.0
399561,,-78.0,29.0
399562,,-78.0,29.0
399572,,-78.0,29.0
399579,,-78.0,29.0
399587,,-78.0,29.0
399589,,-77.66666666666667,29.0
399593,,-77.33333333333333,29.0
399600,,-77.0,29.0
399605,,-77.0,29.0
399614,,-77.0,29.0
399623,,-77.0,29.0
399627,,-76.5,29.0
399632,,-76.0,29.0
399634,,-76.0,29.0
399648,,-76.0,29.0
399657,,-76.0,29.0
399661,,-76.0,29.0
399664,,-76.0,29.0
399665,,-76.0,29.0
399675,,-76.0,29.0
399678,,-76.0,29.0
399686,,-76.0,29.0
399688,,-76.0,29.0
399693,,-75.5,29.0
399695,,-75.0,29.0
399696,,-75.0,29.0
399699,,-75.0,29.0
399704,,-75.0,29.0
399728,,-75.0,29.0
399746,,-75.0,29.0
399747,,-75.0,29.0
399758,,-74.0,29.0
399764,,-74.0,29.0
399812,,-74.0,29.0
399823,,-73.0,29.0
399843,,-73.0,29.0
399875,,-73.0,29.0
399877,,-73.0,29.0
399886,,-72.0,29.0
399898,,-72.0,29.0
399925,,-72.0,29.0
399941,,-72.0,29.0
399942,,-71.66666666666667,29.0
399948,,-71.33333333333333,29.0
399950,,-71.0,29.0
399965,,-71.0,29.0
399973,,-71.0,29.0
399981,,-70.5,29.0
399984,,-70.0,29.0
399988,,-70.0,29.0
399990,,-70.0,29.0
400008,,-70.0,29.0
400020,,-70.0,29.0
400031,,-70.0,29.0
400039,,-70.0,29.0
400041,,-69.5,29.0
400047,,-69.0,29.0
400050,,-69.0,29.0
400059,,-69.0,29.0
400060,,-69.0,29.0
400071,,-69.0,29.0
400079,,-69.0,29.0
400080,,-69.0,29.0
400084,,-69.0,29.0
400097,,-69.0,29.0
400103,,-69.0,29.0
400110,,-68.66666666666667,29.0
400111,,-68.33333333333333,29.0
400113,,-68.0,29.0
400119,,-68.0,29.0
400121,,-68.0,29.0
400141,,-68.0,29.0
400151,,-68.0,29.0
400166,,-68.0,29.0
400169,,-68.0,29.0
400177,,-67.0,29.0
400233,,-67.0,29.0
400240,,-66.5,29.0
400244,,-66.0,29.0
400254,,-66.0,29.0
400256,,-66.0,29.0
400260,,-66.0,29.0
400271,,-66.0,29.0
400274,,-66.0,29.0
400275,,-66.0,29.0
400281,,-66.0,29.0
400292,,-66.0,29.0
400298,,-66.0,29.0
400300,,-65.5,29.0
400307,,-65.0,29.0
400309,,-65.0,29.0
400318,,-65.0,29.0
400328,,-65.0,29.0
400335,,-65.0,29.0
400343,,-65.0,29.0
400347,,-65.0,29.0
400362,,-65.0,29.0
400364,,-65.0,29.0
400366,,-64.5,29.0
400374,,-64.0,29.0
400381,,-64.0,29.0
400386,,-64.0,29.0
400404,,-64.0,29.0
400423,,-64.0,29.0
400445,,-64.0,29.0
400447,,-64.0,29.0
400449,,-63.5,29.0
400461,,-63.0,29.0
400468,,-63.0,29.0
400473,,-63.0,29.0
400495,,-63.0,29.0
400502,,-63.0,29.0
400508,,-63.0,29.0
400509,,-63.0,29.0
400513,,-63.0,29.0
400523,,-63.0,29.0
400524,,-62.75,29.0
400526,,-62.5,29.0
400531,,-62.25,29.0
400533,,-62.0,29.0
400544,,-62.0,29.0
400548,,-62.0,29.0
400560,,-62.0,29.0
400561,,-61.666666666666664,29.0
400567,,-61.333333333333336,29.0
400570,,-61.0,29.0
400582,,-61.0,29.0
400586,,-61.0,29.0
400594,,-61.0,29.0
400599,,-61.0,29.0
400613,,-61.0,29.0
400618,,-61.0,29.0
400623,,-61.0,29.0
400627,,-61.0,29.0
400629,,-60.5,29.0
400642,,-60.0,29.0
400643,,-60.0,29.0
400699,,-60.0,29.0
400712,,-59.0,29.0
400761,,-59.0,29.0
400778,,-59.0,29.0
400780,,-59.0,29.0
400784,,-58.666666666666664,29.0
400785,,-58.333333333333336,29.0
400794,,-58.0,29.0
400797,,-58.0,29.0
400805,,-58.0,29.0
400806,,-58.0,29.0
400812,,-58.0,29.0
400813,,-58.0,29.0
400820,,-58.0,29.0
400826,,-58.0,29.0
400828,,-57.833333333333336,29.0
400831,,-57.666666666666664,29.0
400834,,-57.5,29.0
400837,,-57.333333333333336,29.0
400839,,-57.166666666666664,29.0
400840,,-57.0,29.0
400850,,-57.0,29.0
400855,,-57.0,29.0
400858,,-57.0,29.0
400861,,-57.0,29.0
400872,,-57.0,29.0
400873,,-57.0,29.0
400874,,-57.0,29.0
400879,,-56.75,29.0
400885,,-56.5,29.0
400889,,-56.25,29.0
400892,,-56.0,29.0
400895,,-56.0,29.0
400908,,-56.0,29.0
400911,,-56.0,29.0
400914,,-56.0,29.0
400924,,-56.0,29.0
400958,,-56.0,29.0
400961,,-55.5,29.0
400974,,-55.0,29.0
400994,,-55.0,29.0
401000,,-55.0,29.0
401010,,-55.0,29.0
401013,,-55.0,29.0
401016,,-55.0,29.0
401025,,-55.0,29.0
401029,,-55.0,29.0
401033,,-55.0,29.0
401036,,-55.0,29.0
401044,,-55.0,29.0
401045,,-54.857142857142854,29.0
401046,,-54.714285714285715,29.0
401052,,-54.57142857142857,29.0
401055,,-54.42857142857143,29.0
401057,,-54.285714285714285,29.0
401058,,-54.142857142857146,29.0
401062,,-54.0,29.0
401063,,-54.0,29.0
401064,,-54.0,29.0
401073,,-54.0,29.0
401076,,-54.0,29.0
401082,,-54.0,29.0
401090,,-54.0,29.0
401092,,-54.0,29.0
401096,,-53.75,29.0
401102,,-53.5,29.0
401106,,-53.25,29.0
401108,,-53.0,29.0
401112,,-53.0,29.0
401127,,-53.0,29.0
401132,,-53.0,29.0
401140,,-53.0,29.0
401142,,-53.0,29.0
401144,,-53.0,29.0
401147,,-52.5,29.0
401159,,-52.0,29.0
401161,,-52.0,29.0
401191,,-52.0,29.0
401195,,-52.0,29.0
401213,,-52.0,29.0
401220,,-52.0,29.0
401223,,-52.0,29.0
401233,,-52.0,29.0
401234,,-51.8,29.0
401240,,-51.6,29.0
401248,,-51.4,29.0
401251,,-51.2,29.0
401252,,-51.0,29.0
401259,,-51.0,29.0
401263,,-51.0,29.0
401266,,-51.0,29.0
401267,,-51.0,29.0
401272,,-51.0,29.0
401276,,-51.0,29.0
401289,,-51.0,29.0
401294,,-51.0,29.0
401306,,-51.0,29.0
401314,,-51.0,29.0
401322,,-51.0,29.0
401324,,-51.0,29.0
401329,,-51.0,29.0
401330,,-51.0,29.0
401339,,-50.5,29.0
401340,,-50.0,29.0
401343,,-50.0,29.0
401349,,-50.0,29.0
401360,,-50.0,29.0
401369,,-50.0,29.0
401379,,-50.0,29.0
401384,,-50.0,29.0
401392,,-50.0,29.0
401395,,-50.0,29.0
401397,,-50.0,29.0
401399,,-50.0,29.0
401409,,-49.0,29.0
401426,,-49.0,29.0
401432,,-49.0,29.0
401433,,-49.0,29.0
401436,,-49.0,29.0
401448,,-49.0,29.0
401457,,-49.0,29.0
401465,,-49.0,29.0
401467,,-49.0,29.0
401470,,-48.75,29.0
401475,,-48.5,29.0
401478,,-48.25,29.0
401487,,-48.0,29.0
401488,,-48.0,29.0
401493,,-48.0,29.0
401503,,-48.0,29.0
401509,,-48.0,29.0
401516,,-48.0,29.0
401521,,-48.0,29.0
401530,,-48.0,29.0
401543,,-48.0,29.0
401546,,-47.5,29.0
401553,,-47.0,29.0
401560,,-47.0,29.0
401564,,-47.0,29.0
401573,,-47.0,29.0
401575,,-47.0,29.0
401580,,-47.0,29.0
401589,,-47.0,29.0
401591,,-47.0,29.0
401595,,-47.0,29.0
401607,,-47.0,29.0
401609,,-47.0,29.0
401614,,-47.0,29.0
401615,,-47.0,29.0
401617,,-46.5,29.0
401623,,-46.0,29.0
401625,,-46.0,29.0
401631,,-46.0,29.0
401634,,-46.0,29.0
401647,,-46.0,29.0
401656,,-46.0,29.0
401681,,-46.0,29.0
401693,,-45.0,29.0
401719,,-45.0,29.0
401723,,-44.5,29.0
401731,,-44.0,29.0
401740,,-44.0,29.0
401746,,-44.0,29.0
401751,,-44.0,29.0
401754,,-44.0,29.0
401756,,-44.0,29.0
401760,,-44.0,29.0
401771,,-44.0,29.0
401774,,-44.0,29.0
401781,,-44.0,29.0
401789,,-44.0,29.0
401793,,-43.5,29.0
401798,,-43.0,29.0
401804,,-43.0,29.0
401809,,-43.0,29.0
401816,,-43.0,29.0
401827,,-43.0,29.0
401831,,-43.0,29.0
401832,,-43.0,29.0
401841,,-43.0,29.0
401843,,-43.0,29.0
401848,,-43.0,29.0
401858,,-43.0,29.0
401861,,-42.666666666666664,29.0
401867,,-42.333333333333336,29.0
401868,,-42.0,29.0
401881,,-42.0,29.0
401898,,-42.0,29.0
401929,,-42.0,29.0
401931,,-41.5,29.0
401938,,-41.0,29.0
401939,,-41.0,29.0
401955,,-41.0,29.0
401958,,-41.0,29.0
401963,,-41.0,29.0
401968,,-41.0,29.0
401971,,-41.0,29.0
401973,,-41.0,29.0
401978,,-41.0,29.0
401980,,-41.0,29.0
401990,,-41.0,29.0
401991,,-41.0,29.0
401998,,-41.0,29.0
402001,,-41.0,29.0
402010,,-40.5,29.0
402012,,-40.0,29.0
402014,,-40.0,29.0
402024,,-40.0,29.0
402025,,-40.0,29.0
402030,,-40.0,29.0
402045,,-40.0,29.0
402050,,-40.0,29.0
402064,,-40.0,29.0
402072,,-40.0,29.0
402073,,-40.0,29.0
402083,,-39.0,29.0
402086,,-39.0,29.0
402090,,-39.0,29.0
402098,,-39.0,29.0
402103,,-39.0,29.0
402110,,-39.0,29.0
402116,,-38.5,29.0
402121,,-38.0,29.0
402138,,-38.0,29.0
402141,,-38.0,29.0
402153,,-38.0,29.0
402163,,-38.0,29.0
402172,,-38.0,29.0
402176,,-38.0,29.0
402177,,-38.0,29.0
402190,,-38.0,29.0
402191,,-38.0,29.0
402195,,-38.0,29.0
402196,,-38.0,29.0
402201,,-38.0,29.0
402204,,-37.8,29.0
402208,,-37.6,29.0
402213,,-37.4,29.0
402214,,-37.2,29.0
402217,,-37.0,29.0
402223,,-37.0,29.0
402225,,-37.0,29.0
402228,,-37.0,29.0
402232,,-37.0,29.0
402242,,-37.0,29.0
402244,,-37.0,29.0
402249,,-37.0,29.0
402259,,-37.0,29.0
402264,,-37.0,29.0
402268,,-37.0,29.0
402277,,-37.0,29.0
402281,,-37.0,29.0
402286,,-36.5,29.0
402290,,-36.0,29.0
402296,,-36.0,29.0
402301,,-36.0,29.0
402302,,-36.0,29.0
402313,,-36.0,29.0
402317,,-36.0,29.0
402320,,-36.0,29.0
402325,,-36.0,29.0
402337,,-36.0,29.0
402342,,-36.0,29.0
402350,,-36.0,29.0
402352,,-35.666666666666664,29.0
402354,,-35.333333333333336,29.0
402362,,-35.0,29.0
402373,,-35.0,29.0
402379,,-35.0,29.0
402393,,-35.0,29.0
402398,,-35.0,29.0
402423,,-35.0,29.0
402425,,-34.666666666666664,29.0
402427,,-34.333333333333336,29.0
402433,,-34.0,29.0
402442,,-34.0,29.0
402445,,-34.0,29.0
402449,,-34.0,29.0
402460,,-34.0,29.0
402467,,-34.0,29.0
402474,,-34.0,29.0
402484,,-34.0,29.0
402489,,-34.0,29.0
402495,,-34.0,29.0
402499,,-33.666666666666664,29.0
402503,,-33.333333333333336,29.0
402505,,-33.0,29.0
402514,,-33.0,29.0
402517,,-33.0,29.0
402518,,-33.0,29.0
402529,,-33.0,29.0
402534,,-33.0,29.0
402547,,-33.0,29.0
402552,,-33.0,29.0
402554,,-33.0,29.0
402557,,-33.0,29.0
402560,,-33.0,29.0
402570,,-33.0,29.0
402572,,-33.0,29.0
402577,,-33.0,29.0
402586,,-33.0,29.0
402588,,-33.0,29.0
402590,,-33.0,29.0
402603,,-33.0,29.0
402609,,-33.0,29.0
402614,,-33.0,29.0
402624,,-32.5,29.0
402631,,-32.0,29.0
402635,,-32.0,29.0
402647,,-32.0,29.0
402660,,-32.0,29.0
402664,,-32.0,29.0
402676,,-32.0,29.0
402681,,-32.0,29.0
402694,,-32.0,29.0
402702,,-32.0,29.0
402713,,-32.0,29.0
402719,,-32.0,29.0
402727,,-32.0,29.0
402731,,-31.75,29.0
402736,,-31.5,29.0
402750,,-31.25,29.0
402755,,-31.0,29.0
402761,,-31.0,29.0
402771,,-31.0,29.0
402773,,-31.0,29.0
402775,,-31.0,29.0
402781,,-30.5,29.0
402783,,-30.0,29.0
402793,,-30.0,29.0
402798,,-30.0,29.0
402809,,-30.0,29.0
402816,,-30.0,29.0
402822,,-30.0,29.0
402824,,-29.5,29.0
402839,,-29.0,29.0
402880,,-29.0,29.0
402887,,-28.0,29.0
402913,,-28.0,29.0
402914,,-28.0,29.0
402919,,-28.0,29.0
402926,,-27.0,29.0
402927,,-27.0,29.0
402931,,-27.0,29.0
402946,,-27.0,29.0
402952,,-27.0,29.0
402960,,-27.0,29.0
402962,,-27.0,29.0
402964,,-26.75,29.0
402969,,-26.5,29.0
402970,,-26.25,29.0
402971,,-26.0,29.0
402977,,-26.0,29.0
402989,,-26.0,29.0
402996,,-26.0,29.0
403002,,-26.0,29.0
403005,,-25.5,29.0
403010,,-25.0,29.0
403021,,-25.0,29.0
403027,,-25.0,29.0
403039,,-25.0,29.0
403041,,-25.0,29.0
403042,,-25.0,29.0
403047,,-24.5,29.0
403050,,-24.0,29.0
403058,,-24.0,29.0
403062,,-24.0,29.0
403065,,-24.0,29.0
403076,,-24.0,29.0
403082,,-24.0,29.0
403089,,-23.0,29.0
403094,,-23.0,29.0
403110,,-23.0,29.0
403122,,-23.0,29.0
403130,,-22.0,29.0
403153,,-22.0,29.0
403160,,-22.0,29.0
403171,,-21.0,29.0
403187,,-21.0,29.0
403190,,-21.0,29.0
403192,,-21.0,29.0
403204,,-21.0,29.0
403205,,-20.5,29.0
403211,,-20.0,29.0
403212,,-20.0,29.0
403216,,-20.0,29.0
403221,,-20.0,29.0
403226,,-20.0,29.0
403227,,-19.5,29.0
403236,,-19.0,29.0
403237,,-19.0,29.0
403240,,-19.0,29.0
403245,,-19.0,29.0
403257,,-19.0,29.0
403261,,-19.0,29.0
403267,,-19.0,29.0
403274,,-19.0,29.0
403279,,-18.5,29.0
403284,,-18.0,29.0
403293,,-18.0,29.0
403297,,-18.0,29.0
403299,,-17.5,29.0
403305,,-17.0,29.0
403309,,-17.0,29.0
403355,,-17.0,29.0
403362,,-16.0,29.0
403396,,-16.0,29.0
403405,,-15.0,29.0
403440,,-15.0,29.0
403446,,-14.0,29.0
403473,,-14.0,29.0
403474,,-14.0,29.0
403481,,-14.0,29.0
403488,,-13.0,29.0
403493,,-13.0,29.0
403494,,-13.0,29.0
403509,,-13.0,29.0
403525,,-13.0,29.0
403526,,-12.5,29.0
403532,,-12.0,29.0
403533,,-12.0,29.0
403538,,-12.0,29.0
403545,,-12.0,29.0
403550,,-12.0,29.0
403564,,-12.0,29.0
403565,,-12.0,29.0
403569,,-12.0,29.0
403574,,-11.5,29.0
403577,,-11.0,29.0
403583,,-11.0,29.0
403589,,-11.0,29.0
403596,,-11.0,29.0
403616,,-11.0,29.0
403618,,-10.5,29.0
403624,,-10.0,29.0
403659,,-10.0,29.0
403665,,-9.0,29.0
403673,,-9.0,29.0
403694,,-9.0,29.0
403714,,-9.0,29.0
403723,,-8.0,29.0
403749,,-8.0,29.0
403759,,-8.0,29.0
403770,,-7.0,29.0
403804,,-7.0,29.0
403811,,-6.0,29.0
403833,,-6.0,29.0
403861,,-6.0,29.0
403873,,-5.0,29.0
403912,,-5.0,29.0
403919,,-4.0,29.0
403931,,-4.0,29.0
403959,,-4.0,29.0
403967,,-3.0,29.0
403986,,-3.0,29.0
404004,,-3.0,29.0
404013,,-2.0,29.0
404022,,-2.0,29.0
404048,,-2.0,29.0
404057,,-1.0,29.0
404073,,-1.0,29.0
404093,,-1.0,29.0
404100,,0.0,29.0
404111,,0.0,29.0
404139,,0.0,29.0
404146,,1.0,29.0
404180,,1.0,29.0
404190,,1.0,29.0
404197,,2.0,29.0
404206,,2.0,29.0
404215,,2.0,29.0
404224,,3.0,29.0
404262,,3.0,29.0
404272,,3.5,29.0
404273,,4.0,29.0
404303,,4.0,29.0
404314,,4.0,29.0
404328,,5.0,29.0
404372,,5.0,29.0
404379,,6.0,29.0
404407,,6.0,29.0
404420,,6.0,29.0
404429,,7.0,29.0
404458,,7.0,29.0
404476,,7.0,29.0
404483,,8.0,29.0
404503,,8.0,29.0
404506,,8.5,29.0
404512,,9.0,29.0
404552,,9.0,29.0
404583,,10.0,29.0
404609,,10.0,29.0
404628,,11.0,29.0
404649,,11.0,29.0
404683,,11.0,29.0
404700,,12.0,29.0
404703,,12.0,29.0
404739,,12.0,29.0
404750,,12.0,29.0
404762,,13.0,29.0
404783,,13.0,29.0
404820,,13.0,29.0
404832,,14.0,29.0
404891,,14.0,29.0
404907,,15.0,29.0
404966,,15.0,29.0
405002,,16.0,29.0
405060,,16.0,29.0
405079,,17.0,29.0
405139,,17.0,29.0
405155,,18.0,29.0
405214,,18.0,29.0
405219,,18.5,29.0
405233,,19.0,29.0
405260,,19.0,29.0
405265,,19.5,29.0
405279,,20.0,29.0
405309,,20.0,29.0
405323,,21.0,29.0
405348,,21.0,29.0
405389,,21.0,29.0
405393,,21.5,29.0
405410,,22.0,29.0
405436,,22.0,29.0
405463,,22.0,29.0
405488,,23.0,29.0
405503,,23.0,29.0
405534,,23.0,29.0
405551,,23.0,29.0
405570,,23.5,29.0
405572,,24.0,29.0
405623,,24.0,29.0
405629,,24.0,29.0
405638,,25.0,29.0
405666,,25.0,29.0
405678,,26.0,29.0
405738,,26.0,29.0
405747,,27.0,29.0
405792,,27.0,29.0
405799,,28.0,29.0
405822,,28.0,29.0
405831,,29.0,29.0
405875,,29.0,29.0
405883,,30.0,29.0
405906,,30.0,29.0
405915,,31.0,29.0
405959,,31.0,29.0
405969,,32.0,29.0
406013,,32.0,29.0
406021,,33.0,29.0
406071,,33.0,29.0
406079,,34.0,29.0
406125,,34.0,29.0
406135,,35.0,29.0
406151,,35.0,29.0
406167,,35.0,30.0
406171,,35.0,30.0
406181,,35.0,30.5
406183,,35.5,31.0
406190,,36.0,31.0
406191,,36.0,31.0
406199,,36.0,32.0
406244,,36.0,32.0
406269,,37.0,32.0
406341,,37.0,32.0
406356,,38.0,32.0
406381,,38.0,32.0
406389,,38.0,32.0
406396,,38.5,32.0
406407,,39.0,32.0
406422,,39.0,32.0
406425,,39.25,32.0
406435,,39.5,32.0
406442,,39.75,32.0
406448,,40.0,32.0
406452,,40.0,32.0
406459,,40.0,32.0
406463,,40.0,32.0
406469,,40.5,32.0
406479,,41.0,32.0
406492,,41.0,32.0
406502,,41.0,32.0
406510,,41.0,32.0
406518,,42.0,32.0
406526,,42.0,32.0
406535,,42.0,32.0
406542,,42.0,32.0
406549,,42.0,32.0
406550,,42.5,32.0
406556,,43.0,32.0
406559,,43.0,32.0
406570,,43.0,32.0
406575,,43.0,32.0
406584,,43.0,32.0
406587,,43.0,32.0
406595,,44.0,32.0
406608,,44.0,32.0
406609,,44.5,32.0
406617,,45.0,32.0
406620,,45.0,32.0
406642,,45.0,32.0
406653,,45.0,32.0
406659,,46.0,32.0
406667,,46.0,32.0
406691,,46.0,32.0
406693,,46.5,32.0
406700,,47.0,32.0
406703,,47.0,32.0
406709,,47.0,32.0
406720,,47.0,32.0
406736,,47.0,32.0
406742,,47.5,32.0
406744,,48.0,32.0
406753,,48.0,32.0
406775,,48.0,32.0
406776,,48.5,32.0
406783,,49.0,32.0
406786,,49.0,32.0
406792,,49.0,32.0
406802,,49.0,32.0
406815,,49.0,32.0
406822,,50.0,32.0
406826,,50.0,32.0
406836,,50.0,32.0
406859,,50.0,32.0
406867,,51.0,32.0
406869,,51.0,32.0
406875,,51.0,32.0
406885,,51.0,32.0
406903,,51.0,32.0
406909,,51.5,32.0
406911,,52.0,32.0
406919,,52.0,32.0
406926,,52.0,32.0
406936,,53.0,32.0
406942,,53.0,32.0
406953,,53.0,32.0
406959,,53.0,32.0
406971,,53.0,32.0
406978,,54.0,32.0
406985,,54.0,32.0
407009,,54.0,32.0
407014,,54.0,32.0
407019,,54.5,32.0
407020,,55.0,32.0
407026,,55.0,32.0
407034,,55.0,32.0
407042,,55.0,32.0
407053,,55.0,32.0
407061,,56.0,32.0
407079,,56.0,32.0
407085,,57.0,32.0
407121,,57.0,32.0
407128,,58.0,32.0
407143,,58.0,32.0
407154,,59.0,32.0
407169,,59.0,32.0
407177,,60.0,32.0
407194,,60.0,32.0
407202,,61.0,32.0
407237,,61.0,32.0
407244,,62.0,32.0
407279,,62.0,32.0
407288,,63.0,32.0
407324,,63.0,32.0
407331,,64.0,32.0
407333,,64.0,32.0
407345,,64.0,32.0
407354,,64.0,32.0
407359,,64.0,32.0
407367,,64.0,32.0
407370,,64.33333333333333,32.0
407375,,64.66666666666667,32.0
407376,,65.0,32.0
407388,,65.0,32.0
407392,,65.0,32.0
407405,,65.0,32.0
407409,,65.0,32.0
407411,,65.0,32.0
407417,,66.0,32.0
407420,,66.0,32.0
407425,,66.0,32.0
407436,,66.0,32.0
407442,,66.0,32.0
407453,,66.0,32.0
407455,,66.0,32.0
407459,,66.5,32.0
407467,,67.0,32.0
407470,,67.0,32.0
407476,,67.0,32.0
407500,,67.0,32.0
407506,,67.0,32.0
407509,,67.5,32.0
407513,,68.0,32.0
409302,,68.0,32.0
409323,,67.0,32.0
409384,,67.0,32.0
409399,,66.0,32.0
409422,,66.0,32.0
409434,,65.0,32.0
409491,,65.0,32.0
409511,,64.0,32.0
409585,,64.0,32.0
409596,,63.0,32.0
409673,,63.0,32.0
409689,,62.0,32.0
409789,,62.0,32.0
409802,,61.0,32.0
409833,,61.0,32.0
409850,,61.0,33.0
409853,,61.0,33.0
409861,,61.0,33.5
409866,,61.0,34.0
409870,,61.0,34.0
409883,,61.0,35.0
409887,,61.0,35.0
409893,,61.0,35.0
409910,,60.0,35.0
409953,,60.0,35.0
409969,,60.0,35.0
409981,,59.5,35.0
409985,,59.0,35.0
410037,,59.0,35.0
410054,,59.0,35.0
410066,,58.0,35.0
410081,,58.0,35.0
410124,,58.0,35.0
410131,,58.0,35.0
410146,,57.0,35.0
410172,,57.0,35.0
410189,,56.0,35.0
410213,,56.0,35.0
410246,,56.0,35.0
410258,,55.0,35.0
410281,,55.0,35.0
410303,,54.0,35.0
410315,,54.0,35.0
410373,,54.0,35.0
410376,,54.0,35.0
410392,,53.0,35.0
410409,,53.0,35.0
410458,,53.0,35.0
410474,,52.0,35.0
410493,,52.0,35.0
410540,,52.0,35.0
410566,,52.0,35.0
410574,,51.5,35.0
410582,,51.0,35.0
410602,,51.0,35.0
410612,,50.0,35.0
410643,,50.0,35.0
410646,,50.0,35.0
410654,,49.0,35.0
410681,,49.0,35.0
410687,,49.0,35.0
410694,,48.0,35.0
410725,,48.0,35.0
410731,,47.0,35.0
410748,,47.0,35.0
410756,,46.0,35.0
410788,,46.0,35.0
410799,,45.0,35.0
410844,,45.0,35.0
410850,,44.0,35.0
410882,,44.0,35.0
410890,,43.0,35.0
410923,,43.0,35.0
410930,,42.0,35.0
410966,,42.0,35.0
410976,,41.0,35.0
411009,,41.0,35.0
411017,,40.0,35.0
411036,,40.0,35.0
411045,,39.0,35.0
411081,,39.0,35.0
411089,,38.0,35.0
411125,,38.0,35.0
411132,,37.0,35.0
411167,,37.0,35.0
411176,,36.0,35.0
411211,,36.0,35.0
411218,,35.0,35.0
411255,,35.0,35.0
411262,,34.0,35.0
411298,,34.0,35.0
411306,,33.0,35.0
411343,,33.0,35.0
411352,,32.0,35.0
411387,,32.0,35.0
411396,,31.0,35.0
411431,,31.0,35.0
411440,,30.0,35.0
411484,,30.0,35.0
411493,,29.0,35.0
411531,,29.0,35.0
411538,,28.0,35.0
411576,,28.0,35.0
411584,,27.0,35.0
411621,,27.0,35.0
411630,,26.0,35.0
411668,,26.0,35.0
411676,,25.0,35.0
411696,,25.0,35.0
411703,,24.0,35.0
411742,,24.0,35.0
411748,,23.0,35.0
411766,,23.0,35.0
411779,,22.0,35.0
411800,,22.0,35.0
411809,,21.0,35.0
411849,,21.0,35.0
411864,,20.0,35.0
411899,,20.0,35.0
411910,,19.0,35.0
411953,,19.0,35.0
411962,,18.0,35.0
412001,,18.0,35.0
412009,,17.0,35.0
412049,,17.0,35.0
412057,,16.0,35.0
412097,,16.0,35.0
412104,,15.0,35.0
412144,,15.0,35.0
412151,,14.0,35.0
412195,,14.0,35.0
412202,,13.0,35.0
412253,,13.0,35.0
412267,,11.0,35.0
412286,,11.0,35.0
412294,,10.0,35.0
412336,,10.0,35.0
412345,,9.0,35.0
412387,,9.0,35.0
412396,,8.0,35.0
412417,,8.0,35.0
412425,,7.0,35.0
412467,,7.0,35.0
412474,,6.0,35.0
412519,,6.0,35.0
412529,,5.0,35.0
412571,,5.0,35.0
412580,,4.0,35.0
412622,,4.0,35.0
412633,,3.0,35.0
412674,,3.0,35.0
412685,,2.0,35.0
412705,,2.0,35.0
412715,,1.0,35.0
412758,,1.0,35.0
412768,,0.0,35.0
412788,,0.0,35.0
412796,,-1.0,35.0
412840,,-1.0,35.0
412849,,-2.0,35.0
412891,,-2.0,35.0
412900,,-3.0,35.0
412922,,-3.0,35.0
412930,,-4.0,35.0
412973,,-4.0,35.0
412981,,-5.0,35.0
413004,,-5.0,35.0
413014,,-6.0,35.0
413060,,-6.0,35.0
413069,,-7.0,35.0
413090,,-7.0,35.0
413098,,-8.0,35.0
413148,,-8.0,35.0
413154,,-9.0,35.0
413203,,-9.0,35.0
413212,,-10.0,35.0
413257,,-10.0,35.0
413265,,-11.0,35.0
413310,,-11.0,35.0
413322,,-12.0,35.0
413592,,-12.0,35.0
413608,,-11.0,35.0
413670,,-11.0,35.0
413676,,-10.0,35.0
413734,,-10.0,35.0
413744,,-9.0,35.0
413808,,-9.0,35.0
413824,,-8.0,35.0
413883,,-8.0,35.0
413895,,-7.0,35.0
413960,,-7.0,35.0
413973,,-6.0,35.0
414038,,-6.0,35.0
414054,,-5.0,35.0
414128,,-5.0,35.0
414146,,-4.0,35.0
414184,,-4.0,35.0
414200,,-3.0,35.0
414264,,-3.0,35.0
414278,,-2.0,35.0
414309,,-2.0,35.0
414323,,-1.0,35.0
414382,,-1.0,35.0
414401,,0.0,35.0
414428,,0.0,35.0
414488,,1.0,35.0
414516,,1.0,35.0
414606,,2.0,35.0
414687,,2.0,35.0
414702,,3.0,35.0
414782,,3.0,35.0
414788,,4.0,35.0
414820,,4.0,35.0
414829,,5.0,35.0
414858,,5.0,35.0
414865,,6.0,35.0
414881,,6.0,35.0
414895,,7.0,35.0
414937,,7.0,35.0
414949,,8.0,35.0
414986,,8.0,35.0
414994,,9.0,35.0
415022,,9.0,35.0
415029,,10.0,35.0
415062,,10.0,35.0
415069,,11.0,35.0
415105,,11.0,35.0
415117,,12.0,35.0
415148,,12.0,35.0
415155,,13.0,35.0
415189,,13.0,35.0
415198,,14.0,35.0
415232,,14.0,35.0
415238,,15.0,35.0
415279,,15.0,35.0
415285,,16.0,35.0
415302,,16.0,35.0
415311,,17.0,35.0
415344,,17.0,35.0
415351,,18.0,35.0
416310,,18.0,35.0
416321,,19.0,35.0
416339,,19.0,35.0
416349,,21.0,35.0
416390,,21.0,35.0
416398,,22.0,35.0
416441,,22.0,35.0
416450,,23.0,35.0
416507,,23.0,35.0
416517,,24.0,35.0
416533,,24.0,35.0
416543,,24.0,35.0
