,A2YN6Z2DAW88X,A3KE7OXK8J5QA,A3TUMZ954ORSU
114038,-100.0,-100.0,-34.0
114041,-100.0,-100.0,-34.0
114060,-100.0,-100.0,-34.0
114070,-100.0,-100.0,-34.0
114075,-100.0,-100.0,-34.0
114088,-100.0,-100.0,-34.0
114095,-100.0,-100.0,-34.0
114110,-100.0,-100.0,-34.0
114124,-100.0,-100.0,-34.0
114127,-100.0,-100.0,-34.0
114134,-100.0,-100.0,-34.0
114147,-100.0,-100.0,-34.0
114157,-100.0,-100.0,-34.0
114179,-100.0,-100.0,-34.0
114201,-100.0,-100.0,-34.0
114224,-100.0,-100.0,-34.0
114239,-100.0,-100.0,-34.0
114242,-100.0,-100.0,-34.0
114266,-100.0,-100.0,-34.0
114276,-100.0,-100.0,-34.0
114309,-100.0,-100.0,-34.0
114349,-100.0,-100.0,-34.0
114397,-100.0,-100.0,-34.0
114442,-100.0,-100.0,-34.0
114476,-100.0,-100.0,-34.0
114504,-100.0,-100.0,-34.0
114532,-100.0,-100.0,-34.0
114639,-100.0,-100.0,-34.0
114684,-100.0,-100.0,-34.0
114728,-100.0,-100.0,-34.0
114751,-100.0,-100.0,-34.0
114804,-100.0,-100.0,-34.0
114848,-100.0,-100.0,-34.0
114876,-100.0,-100.0,-34.0
114996,-100.0,-100.0,-34.0
115014,-100.0,-100.0,-34.0
115061,-100.0,-100.0,-34.0
115079,-100.0,-100.0,-34.0
115143,-100.0,-100.0,-34.0
115174,-100.0,-100.0,-34.0
115232,-100.0,-100.0,-34.0
115236,-100.0,-100.0,-34.0
115250,-100.0,-100.0,-34.0
115262,-100.0,-100.0,-34.0
115280,-100.0,-100.0,-34.0
115298,-100.0,-100.0,-34.0
115307,-100.0,-100.0,-34.0
115320,-100.0,-100.0,-34.0
115328,-100.0,-100.0,-34.0
115364,-100.0,-100.0,-34.0
115370,-100.0,-100.0,-34.0
115395,-100.0,-100.0,-34.0
115397,-100.0,-100.0,-34.0
115434,-100.0,-100.0,-34.0
115468,-100.0,-100.0,-34.0
115504,-100.0,-100.0,-34.0
115565,-100.0,-100.0,-34.0
115582,-100.0,-100.0,-34.0
115590,-100.0,-100.0,-34.0
115600,-100.0,-100.0,-34.0
115608,-100.0,-100.0,-34.0
115634,-100.0,-100.0,-34.0
115647,-100.0,-100.0,-34.0
115655,-100.0,-100.0,-34.0
115665,-100.0,-100.0,-34.0
115676,-100.0,-100.0,-34.0
115772,-100.0,-100.0,-34.0
115802,-100.0,-100.0,-34.0
115818,-100.0,-100.0,-34.0
115823,-100.0,-100.0,-34.0
115841,-100.0,-100.0,-34.0
115848,-100.0,-100.0,-34.0
115944,-100.0,-100.0,-34.0
115986,-100.0,-100.0,-34.0
116011,-100.0,-100.0,-34.0
116021,-100.0,-100.0,-34.0
116025,-100.0,-100.0,-34.0
116051,-100.0,-100.0,-34.0
116062,-100.0,-100.0,-34.0
116185,-100.0,-100.0,-34.0
116213,-100.0,-100.0,-34.0
116216,-100.0,-100.0,-34.0
116235,-100.0,-100.0,-34.0
116247,-100.0,-100.0,-34.0
116277,-100.0,-100.0,-34.0
116316,-100.0,-100.0,-34.0
116336,-100.0,-100.0,-34.0
116393,-100.0,-100.0,-34.0
116402,-100.0,-100.0,-34.0
116419,-100.0,-100.0,-34.0
116434,-100.0,-100.0,-34.0
116462,-100.0,-100.0,-34.0
116500,-100.0,-100.0,-34.0
116526,-100.0,-100.0,-34.0
116567,-100.0,-100.0,-34.0
116585,-100.0,-100.0,-34.0
116601,-100.0,-100.0,-34.0
116607,-100.0,-100.0,-34.0
116650,-100.0,-100.0,-34.0
116697,-100.0,-100.0,-34.0
116747,-100.0,-100.0,-34.0
116788,-100.0,-100.0,-34.0
116872,-100.0,-100.0,-34.0
116990,-100.0,-100.0,-34.0
117026,-100.0,-100.0,-34.0
117048,-100.0,-100.0,-34.0
117071,-100.0,-100.0,-34.0
117092,-100.0,-100.0,-34.0
117149,-100.0,-100.0,-34.0
117193,-100.0,-100.0,-34.0
117237,-100.0,-100.0,-34.0
117271,-100.0,-100.0,-34.0
117305,-100.0,-100.0,-34.0
117377,-100.0,-100.0,-34.0
117407,-100.0,-100.0,-34.0
117439,-100.0,-100.0,-34.0
117456,-100.0,-100.0,-34.0
117513,-100.0,-100.0,-34.0
117534,-100.0,-100.0,-34.0
117571,-100.0,-100.0,-34.0
117609,-100.0,-100.0,-34.0
117649,-100.0,-100.0,-34.0
117689,-100.0,-100.0,-34.0
117735,-100.0,-100.0,-34.0
117766,-100.0,-100.0,-34.0
117856,-100.0,-100.0,-34.0
117920,-100.0,-100.0,-34.0
117957,-100.0,-100.0,-34.0
117998,-100.0,-100.0,-34.0
118045,-100.0,-100.0,-34.0
118089,-100.0,-100.0,-34.0
118129,-100.0,-100.0,-34.0
118175,-100.0,-100.0,-34.0
118227,-100.0,-100.0,-34.0
118258,-100.0,-100.0,-34.0
118288,-100.0,-100.0,-34.0
118457,-100.0,-100.0,-34.0
118493,-100.0,-100.0,-34.0
118672,-100.0,-100.0,-34.0
118771,-100.0,-100.0,-34.0
118865,-100.0,-100.0,-34.0
118897,-100.0,-100.0,-34.0
118930,-100.0,-100.0,-34.0
119014,-100.0,-100.0,-34.0
119050,-100.0,-100.0,-34.0
119088,-100.0,-100.0,-34.0
119119,-100.0,-100.0,-34.0
119160,-100.0,-100.0,-34.0
119216,-100.0,-100.0,-34.0
119312,-100.0,-100.0,-34.0
119362,-100.0,-100.0,-34.0
119402,-100.0,-100.0,-34.0
119441,-100.0,-100.0,-34.0
119475,-100.0,-100.0,-34.0
119522,-100.0,-100.0,-34.0
119547,-100.0,-100.0,-34.0
119577,-100.0,-100.0,-34.0
119618,-100.0,-100.0,-34.0
119661,-100.0,-100.0,-34.0
119801,-100.0,-100.0,-34.0
119849,-100.0,-100.0,-34.0
119930,-100.0,-100.0,-34.0
119971,-100.0,-100.0,-34.0
119999,-100.0,-100.0,-34.0
120037,-100.0,-100.0,-34.0
120218,-100.0,-100.0,-34.0
120311,-100.0,-100.0,-34.0
120349,-100.0,-100.0,-34.0
120385,-100.0,-100.0,-34.0
120421,-100.0,-100.0,-34.0
120585,-100.0,-100.0,-34.0
120634,-100.0,-100.0,-34.0
120704,-100.0,-100.0,-34.0
120745,-100.0,-100.0,-34.0
120764,-100.0,-100.0,-34.0
120792,-100.0,-100.0,-34.0
120923,-100.0,-100.0,-34.0
120989,-100.0,-100.0,-34.0
121019,-100.0,-100.0,-34.0
121065,-100.0,-100.0,-34.0
121107,-100.0,-100.0,-34.0
121135,-100.0,-100.0,-34.0
121174,-100.0,-100.0,-34.0
121214,-100.0,-100.0,-34.0
121252,-100.0,-100.0,-34.0
121276,-100.0,-100.0,-34.0
121336,-100.0,-100.0,-34.0
121369,-100.0,-100.0,-34.0
121407,-100.0,-100.0,-34.0
121446,-100.0,-100.0,-34.0
121607,-100.0,-100.0,-34.0
121694,-100.0,-100.0,-34.0
121737,-100.0,-100.0,-34.0
121775,-100.0,-100.0,-34.0
121815,-100.0,-100.0,-34.0
121854,-100.0,-100.0,-34.0
121874,-100.0,-100.0,-34.0
121897,-100.0,-100.0,-34.0
121911,-100.0,-100.0,-34.0
121944,-100.0,-100.0,-34.0
121993,-100.0,-100.0,-34.0
122001,-100.0,-100.0,-34.0
122033,-100.0,-100.0,-34.0
122151,-100.0,-100.0,-34.0
122181,-100.0,-100.0,-34.0
122228,-100.0,-100.0,-34.0
122243,-100.0,-100.0,-34.0
122320,-100.0,-100.0,-34.0
122335,-100.0,-100.0,-34.0
122360,-100.0,-100.0,-34.0
122381,-100.0,-100.0,-34.0
122421,-100.0,-100.0,-34.0
122448,-100.0,-100.0,-34.0
122536,-100.0,-100.0,-34.0
122556,-100.0,-100.0,-34.0
122626,-100.0,-100.0,-34.0
122644,-100.0,-100.0,-34.0
122739,-100.0,-100.0,-34.0
122757,-100.0,-100.0,-34.0
122773,-100.0,-100.0,-34.0
122800,-100.0,-100.0,-34.0
122876,-100.0,-100.0,-34.0
122901,-100.0,-100.0,-34.0
122945,-100.0,-100.0,-34.0
122967,-100.0,-100.0,-34.0
123005,-100.0,-100.0,-34.0
123029,-100.0,-100.0,-34.0
123048,-100.0,-100.0,-34.0
123075,-100.0,-100.0,-34.0
123093,-100.0,-100.0,-34.0
123107,-100.0,-100.0,-34.0
123137,-100.0,-100.0,-34.0
123190,-100.0,-100.0,-34.0
123192,-100.0,-100.0,-34.0
123202,-100.0,-100.0,-34.0
123228,-100.0,-100.0,-34.0
123237,-100.0,-100.0,-34.0
123252,-100.0,-100.0,-34.0
123271,-100.0,-100.0,-34.0
123276,-100.0,-100.0,-34.0
123296,-100.0,-100.0,-34.0
123299,-100.0,-100.0,-34.0
123315,-100.0,-100.0,-34.0
123329,-100.0,-100.0,-34.0
123348,-100.0,-100.0,-34.0
123363,-100.0,-100.0,-34.0
123403,-100.0,-100.0,-34.0
123447,-100.0,-100.0,-34.0
123470,-100.0,-100.0,-34.0
123486,-100.0,-100.0,-34.0
123510,-100.0,-100.0,-34.0
123515,-100.0,-100.0,-34.0
123559,-100.0,-100.0,-34.0
123600,-100.0,-100.0,-34.0
123629,-100.0,-100.0,-34.0
123669,-100.0,-100.0,-34.0
123759,-100.0,-100.0,-34.0
123873,-100.0,-100.0,-34.0
123920,-100.0,-100.0,-34.0
123959,-100.0,-100.0,-34.0
124015,-100.0,-100.0,-34.0
124084,-100.0,-100.0,-34.0
124143,-100.0,-100.0,-34.0
124210,-100.0,-100.0,-34.0
124260,-100.0,-100.0,-34.0
124329,-100.0,-100.0,-34.0
124348,-100.0,-100.0,-34.0
124450,-100.0,-100.0,-34.0
124491,-100.0,-100.0,-34.0
124528,-100.0,-100.0,-34.0
124719,-100.0,-100.0,-34.0
124741,-100.0,-100.0,-34.0
124792,-100.0,-100.0,-34.0
124793,-100.0,-100.0,-34.0
129732,-100.0,-100.0,-34.0
129733,-100.0,-100.0,-34.0
129752,-100.0,-100.0,-34.0
129762,-100.0,-100.0,-34.0
129823,-100.0,-100.0,-34.0
129831,-100.0,-100.0,-34.0
129860,-100.0,-100.0,-34.0
129878,-100.0,-100.0,-34.0
129928,-100.0,-100.0,-34.0
129954,-100.0,-100.0,-34.0
130010,-100.0,-100.0,-34.0
130081,-100.0,-100.0,-34.0
130098,-100.0,-100.0,-34.0
130224,-100.0,-100.0,-34.0
130247,-100.0,-100.0,-34.0
131129,-100.0,-100.0,-34.0
131151,-100.0,-100.0,-34.0
131218,-100.0,-100.0,-34.0
131270,-100.0,-100.0,-34.0
131342,-100.0,-100.0,-34.0
131366,-100.0,-100.0,-34.0
131417,-100.0,-100.0,-34.0
131466,-100.0,-100.0,-34.0
131553,-100.0,-100.0,-34.0
131593,-100.0,-100.0,-34.0
131594,-100.0,-100.0,-34.0
140216,-100.0,-100.0,-34.0
140233,-100.0,-100.0,-35.0
140240,-100.0,-100.0,-35.0
140265,-100.0,-100.0,-37.0
140269,-100.0,-100.0,-37.0
140282,-100.0,-100.0,-38.0
140288,-100.0,-100.0,-38.0
140298,-100.0,-100.0,-39.0
140302,-100.0,-100.0,-39.0
140315,-100.0,-100.0,-40.0
140319,-100.0,-100.0,-40.0
140332,-100.0,-100.0,-41.0
140337,-100.0,-100.0,-41.0
140348,-100.0,-100.0,-42.0
140352,-100.0,-100.0,-42.0
140365,-100.0,-100.0,-44.0
140369,-100.0,-100.0,-44.0
140382,-100.0,-100.0,-45.0
140388,-100.0,-100.0,-45.0
140398,-100.0,-100.0,-46.0
140402,-100.0,-100.0,-46.0
140415,-100.0,-100.0,-47.0
140419,-100.0,-100.0,-47.0
140432,-100.0,-100.0,-48.0
140437,-100.0,-100.0,-48.0
140448,-100.0,-100.0,-49.0
140452,-100.0,-100.0,-49.0
140465,-100.0,-100.0,-50.0
140469,-100.0,-100.0,-50.0
140482,-100.0,-100.0,-51.0
140486,-100.0,-100.0,-51.0
140498,-100.0,-100.0,-52.0
141183,-100.0,-100.0,-52.0
141199,-100.0,-100.0,-53.0
141203,-100.0,-100.0,-53.0
141215,-100.0,-100.0,-54.0
141219,-100.0,-100.0,-54.0
141232,-100.0,-100.0,-55.0
141237,-100.0,-100.0,-55.0
141249,-100.0,-100.0,-56.0
141464,-100.0,-100.0,-56.0
141465,-100.0,-100.0,-56.0
141503,-100.0,-100.0,-56.0
141516,-100.0,-100.0,-56.0
141535,-100.0,-100.0,-57.0
141550,-100.0,-100.0,-57.0
141565,-100.0,-100.0,-59.0
141566,-100.0,-100.0,-59.0
141569,-100.0,-100.0,-59.0
141582,-100.0,-100.0,-60.0
141588,-100.0,-100.0,-60.0
141598,-100.0,-100.0,-61.0
141602,-100.0,-100.0,-61.0
141615,-100.0,-100.0,-62.0
141620,-100.0,-100.0,-62.0
141646,-100.0,-100.0,-62.0
141688,-100.0,-100.0,-62.0
141722,-100.0,-100.0,-62.0
141767,-100.0,-100.0,-62.0
141825,-100.0,-100.0,-62.0
141833,-100.0,-100.0,-62.0
141849,-100.0,-100.0,-63.0
141851,-100.0,-100.0,-63.0
141894,-100.0,-100.0,-63.0
141933,-100.0,-100.0,-63.0
141960,-100.0,-100.0,-63.0
141994,-100.0,-100.0,-63.0
142000,-100.0,-100.0,-63.0
142016,-100.0,-100.0,-64.0
142018,-100.0,-100.0,-64.0
142020,-100.0,-100.0,-64.0
142032,-100.0,-100.0,-65.0
142037,-100.0,-100.0,-65.0
142038,-100.0,-100.0,-65.5
142048,-100.0,-100.0,-66.0
142052,-100.0,-100.0,-66.0
142065,-100.0,-100.0,-67.0
142174,-100.0,-100.0,-67.0
142183,-100.0,-100.0,-67.0
142199,-100.0,-100.0,-68.0
142203,-100.0,-100.0,-68.0
142204,-100.0,-100.0,-68.5
142215,-100.0,-100.0,-69.0
142219,-100.0,-100.0,-69.0
142232,-100.0,-100.0,-70.0
142255,-100.0,-100.0,-70.0
142275,-100.0,-100.0,-70.0
142318,-100.0,-100.0,-70.0
142373,-100.0,-100.0,-70.0
142422,-100.0,-100.0,-70.0
142529,-100.0,-100.0,-70.0
142550,-100.0,-100.0,-70.0
142551,-100.0,-100.0,-70.0
145065,-100.0,-100.0,-70.0
145066,-100.0,-100.0,-70.0
145091,-100.0,-100.0,-70.0
145169,-100.0,-100.0,-70.0
145192,-100.0,-100.0,-70.0
145275,-100.0,-100.0,-70.0
145297,-100.0,-100.0,-70.0
145306,-100.0,-100.0,-70.0
145358,-100.0,-100.0,-70.0
145388,-100.0,-100.0,-70.0
145392,-100.0,-100.0,-70.0
145408,-100.0,-100.0,-70.0
145425,-100.0,-100.0,-70.0
145440,-100.0,-100.0,-70.0
145491,-100.0,-100.0,-70.0
145527,-100.0,-100.0,-70.0
145543,-100.0,-100.0,-70.0
145575,-100.0,-100.0,-70.0
145596,-100.0,-100.0,-70.0
145645,-100.0,-100.0,-70.0
145659,-100.0,-100.0,-70.0
145689,-100.0,-100.0,-70.0
145702,-100.0,-100.0,-70.0
145747,-100.0,-100.0,-70.0
145793,-100.0,-100.0,-70.0
145805,-100.0,-100.0,-70.0
145838,-100.0,-100.0,-70.0
145860,-100.0,-100.0,-70.0
145892,-100.0,-100.0,-70.0
145919,-100.0,-100.0,-70.0
145924,-100.0,-100.0,-70.0
145958,-100.0,-100.0,-70.0
145971,-100.0,-100.0,-70.0
146011,-100.0,-100.0,-70.0
146055,-100.0,-100.0,-70.0
146102,-100.0,-100.0,-70.0
146144,-100.0,-100.0,-70.0
146196,-100.0,-100.0,-70.0
146233,-100.0,-100.0,-70.0
146365,-100.0,-100.0,-70.0
146413,-100.0,-100.0,-70.0
146483,-100.0,-100.0,-70.0
146519,-100.0,-100.0,-70.0
146564,-100.0,-100.0,-70.0
146595,-100.0,-100.0,-70.0
146612,-100.0,-100.0,-70.0
146752,-100.0,-100.0,-70.0
146782,-100.0,-100.0,-70.0
146809,-100.0,-100.0,-70.0
149801,-100.0,-100.0,-70.0
149816,-100.0,-100.0,-69.0
149821,-100.0,-100.0,-69.0
149832,-100.0,-100.0,-68.0
149838,-100.0,-100.0,-68.0
149848,-100.0,-100.0,-67.0
149853,-100.0,-100.0,-67.0
149865,-100.0,-100.0,-66.0
149870,-100.0,-100.0,-66.0
149882,-100.0,-100.0,-64.0
149887,-100.0,-100.0,-64.0
149899,-100.0,-100.0,-63.0
149903,-100.0,-100.0,-63.0
149916,-100.0,-100.0,-62.0
149922,-100.0,-100.0,-62.0
149932,-100.0,-100.0,-61.0
149942,-100.0,-100.0,-61.0
149967,-100.0,-100.0,-60.0
149973,-100.0,-100.0,-60.0
149982,-100.0,-100.0,-59.0
149985,-100.0,-100.0,-59.0
149998,-100.0,-100.0,-58.0
150001,-100.0,-100.0,-58.0
150015,-100.0,-100.0,-57.0
150018,-100.0,-100.0,-57.0
150031,-100.0,-100.0,-55.0
150034,-100.0,-100.0,-55.0
150048,-100.0,-100.0,-54.0
150051,-100.0,-100.0,-54.0
150065,-100.0,-100.0,-53.0
150068,-100.0,-100.0,-53.0
150082,-100.0,-100.0,-52.0
150085,-100.0,-100.0,-52.0
150098,-100.0,-100.0,-51.0
150101,-100.0,-100.0,-51.0
150115,-100.0,-100.0,-50.0
150118,-100.0,-100.0,-50.0
150132,-100.0,-100.0,-49.0
150134,-100.0,-100.0,-49.0
150148,-100.0,-100.0,-48.0
150151,-100.0,-100.0,-48.0
150165,-100.0,-100.0,-47.0
150168,-100.0,-100.0,-47.0
150181,-100.0,-100.0,-45.0
150184,-100.0,-100.0,-45.0
150198,-100.0,-100.0,-44.0
150201,-100.0,-100.0,-44.0
150215,-100.0,-100.0,-43.0
150218,-100.0,-100.0,-43.0
150231,-100.0,-100.0,-42.0
150234,-100.0,-100.0,-42.0
150248,-100.0,-100.0,-41.0
150251,-100.0,-100.0,-41.0
150265,-100.0,-100.0,-40.0
150268,-100.0,-100.0,-40.0
150282,-100.0,-100.0,-39.0
150285,-100.0,-100.0,-39.0
150299,-100.0,-100.0,-38.0
150304,-100.0,-100.0,-38.0
150316,-100.0,-100.0,-37.0
150319,-100.0,-100.0,-37.0
150332,-100.0,-100.0,-36.0
150335,-100.0,-100.0,-36.0
150348,-100.0,-100.0,-34.0
150353,-100.0,-100.0,-34.0
150366,-100.0,-100.0,-33.0
150371,-100.0,-100.0,-33.0
150380,-100.0,-100.0,-100.0
150382,-100.0,-100.0,-32.0
150385,-100.0,-100.0,-32.0
150398,-100.0,-100.0,-31.0
150399,-100.0,-100.0,-99.0
150401,-100.0,-100.0,-31.0
150407,-100.0,-100.0,-99.0
150415,-100.0,-100.0,-30.0
150418,-100.0,-100.0,-30.0
150430,-100.0,-100.0,-98.0
150434,-100.0,-100.0,-98.0
150448,-100.0,-100.0,-28.0
150451,-100.0,-100.0,-28.0
150459,-100.0,-100.0,-96.0
150465,-100.0,-100.0,-27.0
150467,-100.0,-100.0,-96.0
150470,-100.0,-100.0,-27.0
150497,-100.0,-100.0,-93.0
150498,-100.0,-100.0,-24.0
150502,-100.0,-100.0,-24.0
150505,-100.0,-100.0,-93.0
150516,-100.0,-100.0,-23.0
150519,-100.0,-100.0,-23.0
150532,-100.0,-100.0,-22.0
150536,-100.0,-100.0,-22.0
150547,-100.0,-100.0,-90.0
150548,-100.0,-100.0,-21.0
150551,-100.0,-100.0,-21.0
150556,-100.0,-100.0,-90.0
150566,-100.0,-100.0,-20.0
150570,-100.0,-100.0,-20.0
150579,-100.0,-100.0,-87.0
150583,-100.0,-100.0,-19.0
150587,-100.0,-100.0,-87.0
150613,-100.0,-100.0,-85.0
150620,-100.0,-100.0,-85.0
150646,-100.0,-100.0,-83.0
150654,-100.0,-100.0,-83.0
150663,-100.0,-100.0,-82.0
150671,-100.0,-100.0,-82.0
150696,-100.0,-100.0,-80.0
150699,-100.0,-100.0,-80.0
150713,-100.0,-100.0,-79.0
150717,-100.0,-100.0,-79.0
150729,-100.0,-100.0,-78.0
150732,-100.0,-100.0,-78.0
150747,-100.0,-100.0,-76.0
150750,-100.0,-100.0,-76.0
150763,-100.0,-100.0,-75.0
150765,-100.0,-100.0,-75.0
150780,-100.0,-100.0,-74.0
150784,-100.0,-100.0,-74.0
150796,-100.0,-100.0,-73.0
150799,-100.0,-100.0,-73.0
150813,-100.0,-100.0,-72.0
150816,-100.0,-100.0,-72.0
150829,-100.0,-100.0,-71.0
150832,-100.0,-100.0,-71.0
150846,-100.0,-100.0,-70.0
150849,-100.0,-100.0,-70.0
150862,-100.0,-100.0,-69.0
150865,-100.0,-100.0,-69.0
150880,-100.0,-100.0,-67.0
150882,-100.0,-100.0,-67.0
150896,-100.0,-100.0,-66.0
150899,-100.0,-100.0,-66.0
150912,-100.0,-100.0,-65.0
150915,-100.0,-100.0,-65.0
150930,-100.0,-100.0,-64.0
150935,-100.0,-100.0,-64.0
150947,-100.0,-100.0,-63.0
150949,-100.0,-100.0,-63.0
150962,-100.0,-100.0,-62.0
150965,-100.0,-100.0,-62.0
150979,-100.0,-100.0,-61.0
150982,-100.0,-100.0,-61.0
150996,-100.0,-100.0,-60.0
150999,-100.0,-100.0,-60.0
151013,-100.0,-100.0,-59.0
151015,-100.0,-100.0,-59.0
151029,-100.0,-100.0,-57.0
151034,-100.0,-100.0,-57.0
151063,-100.0,-100.0,-55.0
151071,-100.0,-100.0,-55.0
151079,-100.0,-100.0,-54.0
151086,-100.0,-100.0,-54.0
151112,-100.0,-100.0,-52.0
151116,-100.0,-100.0,-52.0
151129,-100.0,-100.0,-51.0
151132,-100.0,-100.0,-51.0
151149,-100.0,-100.0,-50.0
151152,-100.0,-100.0,-50.0
151163,-100.0,-100.0,-49.0
151166,-100.0,-100.0,-49.0
151180,-100.0,-100.0,-47.0
151182,-100.0,-100.0,-47.0
151196,-100.0,-100.0,-46.0
151199,-100.0,-100.0,-46.0
151212,-100.0,-100.0,-45.0
151215,-100.0,-100.0,-45.0
151229,-100.0,-100.0,-44.0
151232,-100.0,-100.0,-44.0
151246,-100.0,-100.0,-43.0
151248,-100.0,-100.0,-43.0
151263,-100.0,-100.0,-42.0
151265,-100.0,-100.0,-42.0
151279,-100.0,-100.0,-41.0
151282,-100.0,-100.0,-41.0
151297,-100.0,-100.0,-40.0
151299,-100.0,-100.0,-40.0
151312,-100.0,-100.0,-39.0
151315,-100.0,-100.0,-39.0
151329,-100.0,-100.0,-37.0
151332,-100.0,-100.0,-37.0
151346,-100.0,-100.0,-36.0
151349,-100.0,-100.0,-36.0
151362,-100.0,-100.0,-35.0
151365,-100.0,-100.0,-35.0
151379,-100.0,-100.0,-34.0
151382,-100.0,-100.0,-34.0
151396,-100.0,-100.0,-33.0
151399,-100.0,-100.0,-33.0
151412,-100.0,-100.0,-32.0
151415,-100.0,-100.0,-32.0
151429,-100.0,-100.0,-31.0
151432,-100.0,-100.0,-31.0
151446,-100.0,-100.0,-30.0
151449,-100.0,-100.0,-30.0
151462,-100.0,-100.0,-29.0
151466,-100.0,-100.0,-29.0
151479,-100.0,-100.0,-27.0
151482,-100.0,-100.0,-27.0
151496,-100.0,-100.0,-26.0
151500,-100.0,-100.0,-26.0
151513,-100.0,-100.0,-25.0
151516,-100.0,-100.0,-25.0
151529,-100.0,-100.0,-24.0
151532,-100.0,-100.0,-24.0
151546,-100.0,-100.0,-23.0
151549,-100.0,-100.0,-23.0
151562,-100.0,-100.0,-22.0
151565,-100.0,-100.0,-22.0
151579,-100.0,-100.0,-21.0
151582,-100.0,-100.0,-21.0
151596,-100.0,-100.0,-20.0
151599,-100.0,-100.0,-20.0
151612,-100.0,-100.0,-19.0
151616,-100.0,-100.0,-19.0
151629,-100.0,-100.0,-17.0
151634,-100.0,-100.0,-17.0
151646,-100.0,-100.0,-16.0
151649,-100.0,-100.0,-16.0
151662,-100.0,-100.0,-15.0
151665,-100.0,-100.0,-15.0
151679,-100.0,-100.0,-14.0
151682,-100.0,-100.0,-14.0
151696,-100.0,-100.0,-13.0
151699,-100.0,-100.0,-13.0
151712,-100.0,-100.0,-12.0
151716,-100.0,-100.0,-12.0
151729,-100.0,-100.0,-11.0
151732,-100.0,-100.0,-11.0
151747,-100.0,-100.0,-10.0
151750,-100.0,-100.0,-10.0
151763,-100.0,-100.0,-9.0
151766,-100.0,-100.0,-9.0
151780,-100.0,-100.0,-8.0
151784,-100.0,-100.0,-8.0
151796,-100.0,-100.0,-6.0
151802,-100.0,-100.0,-6.0
151816,-100.0,-100.0,-5.0
151821,-100.0,-100.0,-5.0
151834,-100.0,-100.0,-4.0
151838,-100.0,-100.0,-4.0
151862,-100.0,-100.0,-2.0
151864,-100.0,-100.0,-2.0
151879,-100.0,-100.0,-1.0
151881,-100.0,-100.0,-1.0
151896,-100.0,-100.0,0.0
151898,-100.0,-100.0,0.0
151912,-100.0,-100.0,1.0
155098,-100.0,-100.0,1.0
155138,-100.0,-100.0,1.0
155179,-100.0,-100.0,1.0
155210,-100.0,-100.0,1.0
155269,-100.0,-100.0,1.0
155310,-100.0,-100.0,1.0
155402,-100.0,-100.0,1.0
155439,-100.0,-100.0,1.0
155471,-100.0,-100.0,1.0
155564,-100.0,-100.0,1.0
155584,-100.0,-100.0,1.0
156005,-100.0,-100.0,1.0
156062,-100.0,-100.0,1.0
156118,-100.0,-100.0,1.0
156152,-100.0,-100.0,1.0
156195,-100.0,-100.0,1.0
156236,-100.0,-100.0,1.0
156307,-100.0,-100.0,1.0
156397,-100.0,-100.0,1.0
156432,-100.0,-100.0,1.0
156479,-100.0,-100.0,1.0
156564,-100.0,-100.0,1.0
156619,-100.0,-100.0,1.0
156676,-100.0,-100.0,1.0
156703,-100.0,-100.0,1.0
156763,-100.0,-100.0,1.0
156794,-100.0,-100.0,1.0
156854,-100.0,-100.0,1.0
156893,-100.0,-100.0,1.0
156920,-100.0,-100.0,1.0
156952,-100.0,-100.0,1.0
156975,-100.0,-100.0,1.0
157069,-100.0,-100.0,1.0
157125,-100.0,-100.0,1.0
157158,-100.0,-100.0,1.0
157187,-100.0,-100.0,1.0
157231,-100.0,-100.0,1.0
157253,-100.0,-100.0,1.0
157275,-100.0,-100.0,1.0
157432,-100.0,-100.0,1.0
157519,-100.0,-100.0,1.0
157539,-100.0,-100.0,1.0
157558,-100.0,-100.0,1.0
157620,-100.0,-100.0,1.0
157667,-100.0,-100.0,1.0
157703,-100.0,-100.0,1.0
157745,-100.0,-100.0,1.0
157783,-100.0,-100.0,1.0
157784,-100.0,-100.0,1.0
158976,-100.0,-100.0,1.0
158977,-100.0,-100.0,1.0
158998,-100.0,-100.0,1.0
159017,-100.0,-100.0,1.0
159085,-100.0,-100.0,1.0
159100,-100.0,-100.0,1.0
159115,-100.0,-100.0,1.0
159151,-100.0,-100.0,1.0
159199,-100.0,-100.0,1.0
159264,-100.0,-100.0,1.0
159319,-100.0,-100.0,1.0
159330,-100.0,-100.0,1.0
159355,-100.0,-100.0,1.0
159365,-100.0,-100.0,1.0
159397,-100.0,-100.0,1.0
159405,-100.0,-100.0,1.0
159419,-100.0,-100.0,1.0
159428,-100.0,-100.0,1.0
159499,-100.0,-100.0,1.0
159511,-100.0,-100.0,1.0
159538,-100.0,-100.0,1.0
159552,-100.0,-100.0,1.0
159574,-100.0,-100.0,1.0
159589,-100.0,-100.0,1.0
159624,-100.0,-100.0,1.0
159655,-100.0,-100.0,1.0
159664,-100.0,-100.0,1.0
159675,-100.0,-100.0,1.0
159686,-100.0,-100.0,1.0
159715,-100.0,-100.0,1.0
159730,-100.0,-100.0,1.0
159743,-100.0,-100.0,1.0
159760,-100.0,-100.0,1.0
159762,-100.0,-100.0,1.0
159787,-100.0,-100.0,1.0
159799,-100.0,-100.0,1.0
159811,-100.0,-100.0,1.0
159837,-100.0,-100.0,1.0
159843,-100.0,-100.0,1.0
159861,-100.0,-100.0,1.0
159865,-100.0,-100.0,1.0
