,A3BPENSX5EVJ2,A1EUJEHDI66UT,A23KB5AO13NF7
583561,-54.0,98.0,
583563,-54.0,98.5,
583576,-53.666666666666664,99.0,
583581,-53.333333333333336,99.0,
583585,-53.0,99.0,
583594,-53.0,99.0,
583615,-53.0,99.0,
583630,-53.0,99.0,
583650,-53.0,99.0,
583666,-53.0,99.0,
583688,-53.0,99.0,
583689,-53.0,99.0,
583702,-52.0,99.0,
583707,-52.0,99.0,
583728,-52.0,99.0,
583745,-52.0,99.0,
583764,-52.0,99.0,
583777,-52.0,99.0,
583783,-52.0,99.0,
583796,-52.0,99.5,
583802,-52.0,100.0,
583809,-52.0,100.0,
583830,-52.0,100.0,
583847,-52.0,100.0,
583865,-52.0,100.0,
583875,-52.0,100.0,
583879,-51.75,100.0,
583899,-51.5,100.0,
583915,-51.25,100.0,
583916,-51.0,100.0,
583935,-51.0,100.0,
583950,-51.0,100.0,
583970,-51.0,100.0,
583982,-51.0,100.0,
584004,-51.0,100.0,
584019,-51.0,100.0,
584033,-51.0,100.0,
584039,-50.857142857142854,100.0,
584053,-50.714285714285715,100.0,
584077,-50.57142857142857,100.0,
584091,-50.42857142857143,100.0,
584112,-50.285714285714285,100.0,
584129,-50.142857142857146,100.0,
584133,-50.0,100.0,
584148,-50.0,100.0,
584166,-50.0,100.0,
584185,-50.0,100.0,
584200,-50.0,100.0,
584213,-50.0,100.0,
584219,-49.75,100.0,
584235,-49.5,100.0,
584254,-49.25,100.0,
584256,-49.0,100.0,
584265,-49.0,100.0,
584284,-49.0,100.0,
584298,-49.0,100.0,
584316,-49.0,100.0,
584329,-49.0,100.0,
584348,-49.0,100.0,
584355,-49.0,100.0,
584361,-48.875,100.0,
584379,-48.75,100.0,
584391,-48.625,100.0,
584411,-48.5,100.0,
584422,-48.375,100.0,
584441,-48.25,100.0,
584461,-48.125,100.0,
584462,-48.0,100.0,
584487,-48.0,100.0,
584520,-48.0,100.0,
584526,-48.0,100.0,
584555,-47.0,100.0,
584570,-47.0,100.0,
584601,-47.0,100.0,
584616,-47.0,100.0,
584623,-47.0,100.0,
584632,-47.0,100.0,
584639,-47.0,100.0,
584649,-47.0,100.0,
584656,-47.0,100.0,
584666,-47.0,100.0,
584674,-47.0,100.0,
584680,-47.0,100.0,
584684,-46.5,100.0,
584692,-46.0,100.0,
584703,-45.5,100.0,
584709,-45.0,100.0,
584711,-45.0,100.0,
584721,-45.0,100.0,
584728,-45.0,100.0,
584738,-45.0,100.0,
584746,-45.0,100.0,
584758,-45.0,100.0,
584767,-45.0,100.0,
584775,-45.0,100.0,
584785,-45.0,100.0,
584795,-45.0,100.0,
584802,-45.0,100.0,
584812,-45.0,100.0,
584817,-45.0,100.0,
584818,-44.833333333333336,100.0,
584828,-44.666666666666664,100.0,
584837,-44.5,100.0,
584847,-44.333333333333336,100.0,
584853,-44.166666666666664,100.0,
584862,-44.0,100.0,
584868,-44.0,100.0,
584881,-44.0,100.0,
584891,-44.0,100.0,
584901,-44.0,100.0,
584909,-44.0,100.0,
584917,-44.0,100.0,
584924,-44.0,100.0,
584933,-44.0,100.0,
584940,-44.0,100.0,
584946,-44.0,100.0,
584948,-43.9,100.0,
584954,-43.8,100.0,
584963,-43.7,100.0,
584970,-43.6,100.0,
584980,-43.5,100.0,
584986,-43.4,100.0,
584998,-43.3,100.0,
585004,-43.2,100.0,
585014,-43.1,100.0,
585015,-43.0,100.0,
585020,-43.0,100.0,
585042,-43.0,100.0,
585052,-43.0,100.0,
585059,-43.0,100.0,
585063,-42.75,100.0,
585072,-42.5,100.0,
585081,-42.25,100.0,
585084,-42.0,100.0,
585088,-42.0,100.0,
585098,-42.0,100.0,
585105,-42.0,100.0,
585114,-42.0,100.0,
585122,-42.0,100.0,
585140,-42.0,100.0,
585147,-42.0,100.0,
585177,-42.0,100.0,
585185,-42.0,100.0,
585194,-42.0,100.0,
585202,-42.0,100.0,
585214,-42.0,100.0,
585224,-42.0,100.0,
585235,-42.0,100.0,
585242,-42.0,100.0,
585248,-42.0,100.0,
585251,-41.8,100.0,
585259,-41.6,100.0,
585269,-41.4,100.0,
585275,-41.2,100.0,
585276,-41.0,100.0,
585284,-41.0,100.0,
585291,-41.0,100.0,
585304,-41.0,100.0,
585310,-41.0,100.0,
585322,-41.0,100.0,
585331,-41.0,100.0,
585340,-41.0,100.0,
585349,-41.0,100.0,
585359,-41.0,100.0,
585365,-41.0,100.0,
585376,-41.0,100.0,
585382,-41.0,100.0,
585394,-41.0,100.0,
585402,-41.0,100.0,
585412,-41.0,100.0,
585422,-41.0,100.0,
585432,-41.0,100.0,
585439,-41.0,100.0,
585445,-41.0,100.0,
585463,-40.857142857142854,100.0,
585473,-40.714285714285715,100.0,
585483,-40.57142857142857,100.0,
585491,-40.42857142857143,100.0,
585501,-40.285714285714285,100.0,
585510,-40.142857142857146,100.0,
585514,-40.0,100.0,
585520,-40.0,100.0,
585527,-40.0,100.0,
585536,-40.0,100.0,
585543,-40.0,100.0,
585552,-40.0,100.0,
585559,-40.0,100.0,
585570,-40.0,100.0,
585571,-40.0,100.0,
585577,-39.888888888888886,100.0,
585586,-39.77777777777778,100.0,
585593,-39.666666666666664,100.0,
585604,-39.55555555555556,100.0,
585613,-39.44444444444444,100.0,
585623,-39.333333333333336,100.0,
585630,-39.22222222222222,100.0,
585642,-39.111111111111114,100.0,
585643,-39.0,100.0,
585650,-39.0,100.0,
585661,-39.0,100.0,
585668,-39.0,100.0,
585679,-39.0,100.0,
585686,-39.0,100.0,
585696,-39.0,100.0,
585705,-39.0,100.0,
585715,-39.0,100.0,
585722,-39.0,100.0,
585733,-39.0,100.0,
585740,-39.0,100.0,
585750,-39.0,100.0,
585760,-39.0,100.0,
585770,-39.0,100.0,
585777,-39.0,100.0,
585782,-39.0,100.0,
585788,-38.75,100.0,
585797,-38.5,100.0,
585807,-38.25,100.0,
585809,-38.0,100.0,
585814,-38.0,100.0,
585826,-38.0,100.0,
585832,-38.0,100.0,
585845,-38.0,100.0,
585852,-38.0,100.0,
585868,-38.0,100.0,
585877,-38.0,100.0,
585888,-38.0,100.0,
585896,-38.0,100.0,
585908,-38.0,100.0,
585916,-38.0,100.0,
585928,-38.0,100.0,
585937,-38.0,100.0,
585946,-38.0,100.0,
585953,-38.0,100.0,
585963,-38.0,100.0,
585969,-38.0,100.0,
585970,-37.666666666666664,100.0,
585982,-37.333333333333336,100.0,
585990,-37.0,100.0,
585992,-37.0,100.0,
586003,-37.0,100.0,
586009,-37.0,100.0,
586021,-37.0,100.0,
586028,-37.0,100.0,
586039,-37.0,100.0,
586048,-37.0,100.0,
586061,-37.0,100.0,
586072,-37.0,100.0,
586084,-37.0,100.0,
586092,-37.0,100.0,
586104,-37.0,100.0,
586110,-37.0,100.0,
586120,-37.0,100.0,
586128,-37.0,100.0,
586139,-37.0,100.0,
586145,-37.0,100.0,
586159,-37.0,100.0,
586161,-37.0,100.0,
586166,-36.666666666666664,100.0,
586180,-36.333333333333336,100.0,
586185,-36.0,100.0,
586190,-36.0,100.0,
586199,-36.0,100.0,
586208,-36.0,100.0,
586219,-36.0,100.0,
586227,-36.0,100.0,
586238,-36.0,100.0,
586245,-36.0,100.0,
586256,-36.0,100.0,
586265,-36.0,100.0,
586277,-36.0,100.0,
586285,-36.0,100.0,
586307,-36.0,100.0,
586316,-36.0,100.0,
586333,-36.0,100.0,
586342,-36.0,100.0,
586346,-36.0,100.0,
586354,-35.75,100.0,
586364,-35.5,100.0,
586380,-35.25,100.0,
586389,-35.0,100.0,
586417,-35.0,100.0,
586426,-35.0,100.0,
586437,-35.0,100.0,
586444,-35.0,100.0,
586454,-35.0,100.0,
586467,-35.0,100.0,
586503,-35.0,100.0,
586618,-34.0,100.0,
586731,-34.0,100.0,
586771,-33.0,100.0,
586941,-33.0,100.0,
586951,-32.0,100.0,
587141,-32.0,100.0,
587176,-31.0,100.0,
587337,-31.0,100.0,
587380,-30.0,100.0,
587533,-30.0,100.0,
587626,-29.0,100.0,
587743,-29.0,100.0,
587782,-28.0,100.0,
587935,-28.0,100.0,
587954,-27.0,100.0,
588078,-27.0,100.0,
588173,-26.0,100.0,
588275,-26.0,100.0,
588317,-25.0,100.0,
588479,-25.0,100.0,
588498,-24.0,100.0,
588630,-24.0,100.0,
588660,-23.0,100.0,
588818,-23.0,100.0,
588837,-22.0,100.0,
588997,-22.0,100.0,
589021,-21.0,100.0,
589182,-21.0,100.0,
589238,-20.0,100.0,
589337,-20.0,100.0,
589415,-19.0,100.0,
589594,-19.0,100.0,
589617,-18.0,100.0,
589746,-18.0,100.0,
589812,-17.0,100.0,
589959,-17.0,100.0,
589981,-16.0,100.0,
590082,-16.0,100.0,
590171,-15.0,100.0,
590354,-15.0,100.0,
590366,-14.0,100.0,
590539,-14.0,100.0,
590609,-13.0,100.0,
590693,-13.0,100.0,
590735,-12.0,100.0,
590785,-12.0,100.0,
590799,-11.0,100.0,
590879,-11.0,100.0,
591085,-10.0,100.0,
591152,-10.0,100.0,
591192,-9.0,100.0,
591251,-9.0,100.0,
591263,-8.8,100.0,
591276,-8.6,100.0,
591293,-8.4,100.0,
591304,-8.2,100.0,
591321,-8.0,100.0,
591329,-8.0,100.0,
591347,-8.0,100.0,
591360,-8.0,100.0,
591379,-8.0,100.0,
591392,-8.0,100.0,
591410,-8.0,100.0,
591421,-8.0,100.0,
591440,-8.0,100.0,
591454,-8.0,100.0,
591474,-8.0,100.0,
591484,-8.0,100.0,
591501,-8.0,100.0,
591513,-8.0,100.0,
591515,-8.0,100.0,
591532,-7.666666666666667,100.0,
591544,-7.333333333333333,100.0,
591552,-7.0,100.0,
591565,-7.0,100.0,
591577,-7.0,100.0,
591595,-7.0,100.0,
591606,-7.0,100.0,
591623,-7.0,100.0,
591634,-7.0,100.0,
591655,-7.0,100.0,
591666,-7.0,100.0,
591687,-7.0,100.0,
591701,-7.0,100.0,
591704,-7.0,100.0,
591721,-6.666666666666667,100.0,
591733,-6.333333333333333,100.0,
591736,-6.0,100.0,
591751,-6.0,100.0,
591762,-6.0,100.0,
591781,-6.0,100.0,
591796,-6.0,100.0,
591813,-6.0,100.0,
591825,-6.0,100.0,
591843,-6.0,100.0,
591857,-6.0,100.0,
591872,-6.0,100.0,
591967,-5.0,100.0,
592096,-5.0,100.0,
592150,-4.0,100.0,
592316,-4.0,100.0,
592363,-3.0,100.0,
592551,-3.0,100.0,
592602,-2.0,100.0,
592765,-2.0,100.0,
592789,-1.0,100.0,
592965,-1.0,100.0,
592988,0.0,100.0,
593149,0.0,100.0,
593170,1.0,100.0,
593350,1.0,100.0,
593369,2.0,100.0,
593541,2.0,100.0,
593597,3.0,100.0,
593701,3.0,100.0,
593800,4.0,100.0,
593977,4.0,100.0,
594021,5.0,100.0,
594141,5.0,100.0,
594207,6.0,100.0,
594268,6.0,100.0,
594298,7.0,100.0,
594384,7.0,100.0,
594419,8.0,100.0,
594534,8.0,100.0,
594594,9.0,100.0,
594759,9.0,100.0,
594801,10.0,100.0,
594923,10.0,100.0,
594988,11.0,100.0,
595057,11.0,100.0,
595091,12.0,100.0,
595155,12.0,100.0,
595191,13.0,100.0,
595357,13.0,100.0,
595391,14.0,100.0,
595560,14.0,100.0,
595596,15.0,100.0,
595772,15.0,100.0,
595839,16.0,100.0,
595954,16.0,100.0,
596020,17.0,100.0,
596084,17.0,100.0,
596206,18.0,100.0,
596311,18.0,100.0,
596359,19.0,100.0,
596521,19.0,100.0,
596582,20.0,100.0,
596657,20.0,100.0,
596702,21.0,100.0,
596789,22.0,100.0,
596796,23.0,100.0,
596994,23.0,100.0,
597008,24.0,100.0,
597044,24.0,100.0,
597053,25.0,100.0,
597084,25.0,100.0,
597103,26.0,100.0,
597230,26.0,100.0,
597240,27.0,100.0,
597278,27.0,100.0,
597292,28.0,100.0,
597395,28.0,100.0,
597425,29.0,100.0,
597467,29.0,100.0,
597479,30.0,100.0,
597584,30.0,100.0,
597603,31.0,100.0,
597619,31.0,100.0,
597627,32.0,100.0,
597672,32.0,100.0,
597682,33.0,100.0,
597809,33.0,100.0,
597814,34.0,100.0,
597841,34.0,100.0,
597849,35.0,100.0,
597900,35.0,100.0,
597908,36.0,100.0,
597981,36.0,100.0,
597994,37.0,100.0,
598040,37.0,100.0,
598044,38.0,100.0,
598072,38.0,100.0,
598088,39.0,100.0,
598190,39.0,100.0,
598204,40.0,100.0,
598376,41.0,100.0,
598394,42.0,100.0,
598440,42.0,100.0,
598446,43.0,100.0,
598575,43.0,100.0,
598586,44.0,100.0,
598659,44.0,100.0,
598673,45.0,100.0,
598746,45.0,100.0,
598755,46.0,100.0,
598779,46.0,100.0,
598805,47.0,100.0,
598861,47.0,100.0,
598874,48.0,100.0,
598943,48.0,100.0,
598951,49.0,100.0,
599013,49.0,100.0,
599027,50.0,100.0,
599125,50.0,100.0,
599140,51.0,100.0,
599193,51.0,100.0,
599211,52.0,100.0,
599327,52.0,100.0,
599374,53.0,100.0,
599519,53.0,100.0,
599538,54.0,100.0,
599729,54.0,100.0,
599752,55.0,100.0,
599903,55.0,100.0,
600034,56.0,100.0,
600104,56.0,100.0,
600147,57.0,100.0,
600267,57.0,100.0,
600400,58.0,100.0,
600483,58.0,100.0,
600528,59.0,100.0,
600605,59.0,100.0,
600621,60.0,100.0,
600692,60.0,100.0,
600727,61.0,100.0,
600903,61.0,100.0,
600953,62.0,100.0,
601074,62.0,100.0,
601127,63.0,100.0,
601322,63.0,100.0,
601412,64.0,100.0,
601487,64.0,100.0,
601522,65.0,100.0,
601704,65.0,100.0,
601775,66.0,100.0,
601856,66.0,100.0,
601886,67.0,100.0,
602067,67.0,100.0,
602156,68.0,100.0,
602226,68.0,100.0,
602307,69.0,100.0,
602457,69.0,100.0,
602500,70.0,100.0,
602626,70.0,100.0,
602668,71.0,100.0,
602906,71.0,100.0,
602931,72.0,100.0,
603072,72.0,100.0,
603121,73.0,100.0,
603319,73.0,100.0,
603348,74.0,100.0,
603482,74.0,100.0,
603529,75.0,100.0,
603592,75.0,100.0,
603625,76.0,100.0,
603703,76.0,100.0,
603742,77.0,100.0,
603902,77.0,100.0,
603953,78.0,100.0,
604084,78.0,100.0,
604137,79.0,100.0,
604198,79.0,100.0,
604228,80.0,100.0,
604366,80.0,100.0,
604439,81.0,100.0,
604509,81.0,100.0,
604546,82.0,100.0,
604707,82.0,100.0,
604756,83.0,100.0,
604943,83.0,100.0,
604969,84.0,100.0,
605128,84.0,100.0,
605170,85.0,100.0,
605303,85.0,100.0,
605341,86.0,100.0,
605499,86.0,100.0,
605531,87.0,100.0,
605717,87.0,100.0,
605751,88.0,100.0,
605895,88.0,100.0,
605935,89.0,100.0,
606003,89.0,100.0,
606039,90.0,100.0,
606129,90.0,100.0,
606165,91.0,100.0,
606295,91.0,100.0,
606323,91.2,100.0,
606337,91.4,100.0,
606346,91.6,100.0,
606372,91.8,100.0,
606374,92.0,100.0,
606379,92.0,100.0,
606425,92.0,100.0,
606563,92.0,100.0,
606575,92.15384615384616,100.0,
606590,92.3076923076923,100.0,
606596,92.46153846153847,100.0,
606623,92.61538461538461,100.0,
606632,92.76923076923077,100.0,
606643,92.92307692307692,100.0,
606651,93.07692307692308,100.0,
606659,93.23076923076923,100.0,
606666,93.38461538461539,100.0,
606677,93.53846153846153,100.0,
606684,93.6923076923077,100.0,
606695,93.84615384615384,100.0,
606759,94.0,100.0,
606794,94.0,100.0,
606809,94.0,100.0,
606830,94.0,100.0,
606841,94.0,100.0,
606865,94.0,100.0,
606877,94.0,100.0,
606885,94.0,100.0,
606898,94.0,100.0,
606976,94.0,100.0,
606991,94.0,100.0,
606998,94.0,100.0,
607013,94.0,100.0,
607020,94.0,100.0,
607040,94.0,100.0,
607159,94.0,100.0,
607174,94.0,100.0,
607197,94.0,100.0,
607205,94.0,100.0,
607376,94.0,100.0,
607388,94.0,100.0,
607412,94.0,100.0,
607422,94.0,100.0,
607448,94.0,100.0,
607457,94.0,100.0,
607584,94.0,100.0,
607588,94.0,100.0,
607616,94.0,100.0,
607627,94.0,100.0,
607633,94.0,100.0,
607683,95.0,100.0,
607752,95.0,100.0,
607764,95.0,100.0,
607790,95.0,100.0,
607803,95.0,100.0,
607828,95.0,100.0,
607838,95.0,100.0,
607857,95.0,100.0,
607878,96.0,100.0,
607932,96.0,100.0,
607946,96.0,100.0,
607979,96.0,100.0,
607990,96.0,100.0,
608001,96.0,100.0,
608012,96.0,100.0,
608020,96.0,100.0,
608131,96.0,100.0,
608144,96.0,100.0,
608169,96.0,100.0,
608179,96.0,100.0,
608299,96.0,100.0,
608315,96.0,100.0,
608339,96.0,100.0,
608348,96.0,100.0,
608478,96.0,100.0,
608491,96.0,100.0,
608516,96.0,100.0,
608526,96.0,100.0,
608677,96.0,100.0,
608691,96.0,100.0,
608719,96.0,100.0,
608728,96.0,100.0,
608753,96.0,100.0,
608763,96.0,100.0,
608872,96.0,100.0,
608890,96.0,100.0,
608907,96.0,100.0,
608922,96.0,100.0,
608928,96.0,100.0,
608939,96.0,100.0,
608945,96.0,100.0,
608957,96.0,100.0,
608964,96.0,100.0,
608974,96.0,100.0,
609065,96.0,100.0,
609071,96.0,100.0,
609075,96.0,100.0,
609086,96.0,100.0,
609093,96.0,100.0,
609104,96.0,100.0,
609109,96.0,100.0,
609121,96.0,100.0,
609128,96.0,100.0,
609138,96.0,100.0,
609146,96.0,100.0,
609156,96.0,100.0,
609264,96.0,100.0,
609279,96.0,100.0,
609285,96.0,100.0,
609286,96.0,100.0,
609291,96.0,100.0,
609303,96.0,100.0,
609310,96.0,100.0,
609320,96.0,100.0,
609327,96.0,100.0,
609340,96.0,100.0,
609434,96.0,100.0,
609448,96.0,100.0,
609454,96.0,100.0,
609476,96.0,100.0,
609486,96.0,100.0,
609490,96.0,100.0,
609493,96.0,100.0,
609496,96.0,100.0,
609665,96.0,100.0,
609684,96.0,100.0,
609692,96.0,100.0,
609706,96.0,100.0,
609848,96.0,100.0,
609863,96.0,100.0,
609868,96.0,100.0,
609881,96.0,100.0,
609886,96.0,100.0,
609899,96.0,100.0,
609906,96.0,100.0,
609918,96.0,100.0,
609921,96.0,100.0,
609924,96.0,100.0,
609929,96.0,100.0,
609941,96.0,100.0,
610030,96.0,100.0,
610045,96.0,100.0,
610051,96.0,100.0,
610067,96.0,100.0,
610072,96.0,100.0,
610085,96.0,100.0,
610090,96.0,100.0,
610100,96.0,100.0,
610123,96.0,100.0,
610138,96.0,100.0,
610247,96.0,100.0,
610278,96.0,100.0,
610284,96.0,100.0,
610297,96.0,100.0,
610302,96.0,100.0,
610314,96.0,100.0,
610411,96.0,100.0,
610427,96.0,100.0,
610446,96.0,100.0,
610459,96.0,100.0,
610465,96.0,100.0,
610477,96.0,100.0,
610483,96.0,100.0,
610494,96.0,100.0,
610592,96.0,100.0,
610609,96.0,100.0,
610630,96.0,100.0,
610641,96.0,100.0,
610649,96.0,100.0,
610659,96.0,100.0,
610665,96.0,100.0,
610676,96.0,100.0,
610793,96.0,100.0,
610808,96.0,100.0,
621419,96.0,100.0,
621435,96.0,100.0,
621440,96.0,100.0,
621458,96.0,100.0,
621464,96.0,100.0,
621476,96.0,100.0,
621601,96.0,100.0,
621618,96.0,100.0,
621625,96.0,100.0,
621634,96.0,100.0,
621640,96.0,100.0,
621658,96.0,100.0,
621663,96.0,100.0,
621693,96.0,100.0,
621700,96.0,100.0,
621710,96.0,100.0,
621800,96.0,100.0,
621815,96.0,100.0,
621820,96.0,100.0,
621850,96.0,100.0,
621855,96.0,100.0,
621867,96.0,100.0,
621892,96.0,100.0,
621896,96.0,100.0,
621910,96.0,100.0,
621967,96.0,100.0,
621997,96.0,100.0,
622004,96.0,100.0,
622015,96.0,100.0,
622020,96.0,100.0,
622033,96.0,100.0,
622039,96.0,100.0,
622051,96.0,100.0,
622057,96.0,100.0,
622085,96.0,100.0,
622182,96.0,100.0,
622197,96.0,100.0,
622203,96.0,100.0,
622214,96.0,100.0,
622220,96.0,100.0,
622248,96.0,100.0,
622256,96.0,100.0,
622267,96.0,100.0,
622276,96.0,100.0,
622292,96.0,100.0,
622381,96.0,100.0,
622397,96.0,100.0,
622403,96.0,100.0,
622431,96.0,100.0,
622440,96.0,100.0,
622483,96.0,100.0,
622565,96.0,100.0,
622581,96.0,100.0,
622602,96.0,100.0,
622612,96.0,100.0,
622620,96.0,100.0,
622648,96.0,100.0,
622654,96.0,100.0,
622666,96.0,100.0,
622746,96.0,100.0,
622762,96.0,100.0,
622782,96.0,100.0,
622794,96.0,100.0,
622802,96.0,100.0,
622812,96.0,100.0,
622820,96.0,100.0,
622830,96.0,100.0,
622837,96.0,100.0,
622848,96.0,100.0,
628267,96.0,100.0,
628281,96.0,100.0,
628299,96.0,100.0,
628311,96.0,100.0,
628329,96.0,100.0,
628339,96.0,100.0,
628354,96.0,100.0,
628363,96.0,100.0,
628379,96.0,100.0,
628390,96.0,100.0,
628408,96.0,100.0,
628421,96.0,100.0,
628437,96.0,100.0,
628447,96.0,100.0,
628466,96.0,100.0,
628477,96.0,100.0,
628494,96.0,100.0,
628504,96.0,100.0,
628521,96.0,100.0,
628530,96.0,100.0,
628545,96.0,100.0,
628555,96.0,100.0,
628573,96.0,100.0,
628582,96.0,100.0,
628601,96.0,100.0,
628609,96.0,100.0,
628625,96.0,100.0,
628636,96.0,100.0,
628654,96.0,100.0,
628663,96.0,100.0,
628679,96.0,100.0,
628689,96.0,100.0,
628704,96.0,100.0,
628714,96.0,100.0,
628730,96.0,100.0,
628741,96.0,100.0,
628758,96.0,100.0,
628770,96.0,100.0,
628786,96.0,100.0,
628799,96.0,100.0,
628815,96.0,100.0,
628826,96.0,100.0,
628843,96.0,100.0,
628854,96.0,100.0,
628869,96.0,100.0,
628879,96.0,100.0,
628895,96.0,100.0,
628908,96.0,100.0,
628924,96.0,100.0,
628933,96.0,100.0,
628949,96.0,100.0,
628960,96.0,100.0,
628976,96.0,100.0,
628988,96.0,100.0,
629004,96.0,100.0,
629016,96.0,100.0,
629033,96.0,100.0,
629047,96.0,100.0,
629063,96.0,100.0,
629078,96.0,100.0,
629095,96.0,100.0,
629111,96.0,100.0,
629126,96.0,100.0,
629137,96.0,100.0,
629155,96.0,100.0,
629164,96.0,100.0,
629179,96.0,100.0,
629189,96.0,100.0,
629206,96.0,100.0,
629218,96.0,100.0,
629235,96.0,100.0,
629244,96.0,100.0,
629265,96.0,100.0,
629276,96.0,100.0,
629293,96.0,100.0,
629304,96.0,100.0,
629322,96.0,100.0,
629332,96.0,100.0,
629349,96.0,100.0,
629363,96.0,100.0,
629380,96.0,100.0,
629398,96.0,100.0,
629414,96.0,100.0,
629425,96.0,100.0,
629441,96.0,100.0,
629453,96.0,100.0,
629471,96.0,100.0,
629481,96.0,100.0,
629498,96.0,100.0,
629508,96.0,100.0,
629525,96.0,100.0,
629537,96.0,100.0,
629555,96.0,100.0,
629565,96.0,100.0,
629581,96.0,100.0,
629592,96.0,100.0,
629609,96.0,100.0,
629621,96.0,100.0,
629639,96.0,100.0,
629656,96.0,100.0,
629672,96.0,100.0,
629690,96.0,100.0,
629709,96.0,100.0,
629721,96.0,100.0,
629739,96.0,100.0,
629752,96.0,100.0,
629769,96.0,100.0,
629780,96.0,100.0,
629797,96.0,100.0,
629809,96.0,100.0,
629826,96.0,100.0,
629836,96.0,100.0,
629854,96.0,100.0,
629864,96.0,100.0,
629881,96.0,100.0,
629893,96.0,100.0,
629912,96.0,100.0,
629926,96.0,100.0,
629944,96.0,100.0,
629961,96.0,100.0,
629978,96.0,100.0,
629989,96.0,100.0,
630006,96.0,100.0,
630017,96.0,100.0,
630036,96.0,100.0,
630052,96.0,100.0,
630070,96.0,100.0,
630080,96.0,100.0,
630097,96.0,100.0,
630109,96.0,100.0,
630127,96.0,100.0,
630139,96.0,100.0,
630156,96.0,100.0,
630166,96.0,100.0,
630187,96.0,100.0,
630199,96.0,100.0,
630222,96.0,100.0,
630238,96.0,100.0,
630257,96.0,100.0,
630269,96.0,100.0,
630287,96.0,100.0,
630298,96.0,100.0,
630315,96.0,100.0,
630327,96.0,100.0,
630344,96.0,100.0,
630357,96.0,100.0,
630375,96.0,100.0,
630385,96.0,100.0,
630404,96.0,100.0,
630414,96.0,100.0,
630431,96.0,100.0,
630443,96.0,100.0,
630463,96.0,100.0,
630478,96.0,100.0,
630494,96.0,100.0,
630505,96.0,100.0,
630523,96.0,100.0,
630534,96.0,100.0,
630553,96.0,100.0,
630563,96.0,100.0,
630581,96.0,100.0,
630596,96.0,100.0,
630615,96.0,100.0,
630633,96.0,100.0,
630650,96.0,100.0,
630662,96.0,100.0,
630679,96.0,100.0,
630691,96.0,100.0,
630714,96.0,100.0,
630727,96.0,100.0,
630748,96.0,100.0,
630763,96.0,100.0,
630780,96.0,100.0,
630794,96.0,100.0,
630811,96.0,100.0,
630823,96.0,100.0,
630840,96.0,100.0,
630853,96.0,100.0,
630872,96.0,100.0,
630887,96.0,100.0,
630907,96.0,100.0,
630922,96.0,100.0,
630940,96.0,100.0,
630954,96.0,100.0,
630972,96.0,100.0,
630984,96.0,100.0,
631001,96.0,100.0,
631019,96.0,100.0,
631077,96.0,100.0,
631093,96.0,100.0,
631146,96.0,100.0,
631161,96.0,100.0,
631179,96.0,100.0,
631207,96.0,100.0,
631240,96.0,100.0,
631251,96.0,100.0,
631260,96.0,100.0,
631268,96.0,100.0,
631279,96.0,100.0,
631288,96.0,100.0,
631300,96.0,100.0,
631309,96.0,100.0,
631319,96.0,100.0,
631325,96.0,100.0,
631334,96.0,100.0,
631341,96.0,100.0,
631349,96.0,100.0,
631357,96.0,100.0,
631367,96.0,100.0,
631374,96.0,100.0,
631383,96.0,100.0,
631390,96.0,100.0,
631401,96.0,100.0,
631407,96.0,100.0,
631416,96.0,100.0,
631423,96.0,100.0,
631432,96.0,100.0,
631439,96.0,100.0,
631449,96.0,100.0,
631462,96.0,100.0,
631471,96.0,100.0,
631478,96.0,100.0,
631488,96.0,100.0,
631497,96.0,100.0,
631506,96.0,100.0,
631515,96.0,100.0,
631526,96.0,100.0,
631535,96.0,100.0,
631546,96.0,100.0,
631555,96.0,100.0,
631565,96.0,100.0,
631571,96.0,100.0,
631581,96.0,100.0,
631589,96.0,100.0,
631598,96.0,100.0,
631605,96.0,100.0,
631633,96.0,100.0,
631639,96.0,100.0,
631650,96.0,100.0,
631657,96.0,100.0,
631666,96.0,100.0,
631673,96.0,100.0,
631696,96.0,100.0,
631702,96.0,100.0,
631713,96.0,100.0,
631721,96.0,100.0,
631731,96.0,100.0,
631738,96.0,100.0,
631747,96.0,100.0,
631757,96.0,100.0,
631766,96.0,100.0,
631775,96.0,100.0,
631785,96.0,100.0,
631795,96.0,100.0,
631805,96.0,100.0,
631812,96.0,100.0,
631823,96.0,100.0,
631831,96.0,100.0,
631841,96.0,100.0,
631848,96.0,100.0,
631859,96.0,100.0,
631868,96.0,100.0,
631877,96.0,100.0,
631885,96.0,100.0,
631897,96.0,100.0,
631905,96.0,100.0,
631914,96.0,100.0,
631920,96.0,100.0,
631930,96.0,100.0,
631938,96.0,100.0,
631948,96.0,100.0,
631957,96.0,100.0,
631967,96.0,100.0,
631975,96.0,100.0,
631986,96.0,100.0,
631993,96.0,100.0,
632004,96.0,100.0,
632012,96.0,100.0,
632022,96.0,100.0,
632031,96.0,100.0,
632040,96.0,100.0,
632048,96.0,100.0,
632064,96.0,100.0,
632074,96.0,100.0,
632082,96.0,100.0,
632090,96.0,100.0,
632099,96.0,100.0,
632109,96.0,100.0,
632120,96.0,100.0,
632127,96.0,100.0,
632137,96.0,100.0,
632143,96.0,100.0,
632154,96.0,100.0,
632160,96.0,100.0,
632171,96.0,100.0,
632179,96.0,100.0,
632189,96.0,100.0,
632195,96.0,100.0,
