,AJSW1J6VE37BL,A1NRY8F9U4AYE,A11PJ3TQ4LWGW,A1EUJEHDI66UT,A73CNVUAKO1AY
46287,-37.0,-100.0,,,-94.0
46322,-37.0,-100.0,,,-94.0
46339,-37.0,-100.0,,,-94.0
46356,-37.0,-100.0,,,-94.0
46374,-37.0,-100.0,,,-94.0
46409,-37.0,-100.0,,,-94.0
46427,-37.0,-100.0,,,-94.0
46443,-37.0,-100.0,,,-94.0
46461,-37.0,-100.0,,,-94.0
46479,-37.0,-100.0,,,-94.0
46496,-37.0,-100.0,,,-94.0
46521,-37.0,-100.0,,,-94.0
46538,-37.0,-100.0,,,-94.0
46555,-37.0,-100.0,,,-94.0
46573,-37.0,-100.0,,,-94.0
46591,-37.0,-100.0,,,-94.0
46608,-37.0,-100.0,,,-94.0
46626,-37.0,-100.0,,,-94.0
46643,-37.0,-100.0,,,-94.0
46661,-37.0,-100.0,,,-94.0
46678,-37.0,-100.0,,,-94.0
46701,-37.0,-100.0,,,-94.0
46738,-37.0,-100.0,,,-94.0
46774,-37.0,-100.0,,,-94.0
46791,-37.0,-100.0,,,-94.0
46825,-37.0,-100.0,,,-94.0
46843,-37.0,-100.0,,,-94.0
46861,-37.0,-100.0,,,-94.0
46879,-37.0,-100.0,,,-94.0
46896,-37.0,-100.0,,,-94.0
46914,-37.0,-100.0,,,-94.0
46931,-37.0,-100.0,,,-94.0
46937,-37.0,-100.0,,,-94.0
46955,-37.0,-100.0,,,-94.0
46973,-37.0,-100.0,,,-94.0
46990,-37.0,-100.0,,,-94.0
47007,-37.0,-100.0,,,-94.0
47025,-37.0,-100.0,,,-94.0
47042,-37.0,-100.0,,,-94.0
47060,-37.0,-100.0,,,-94.0
47078,-37.0,-100.0,,,-94.0
47096,-37.0,-100.0,,,-94.0
47112,-37.0,-100.0,,,-94.0
47131,-37.0,-100.0,,,-94.0
47138,-37.0,-100.0,,,-94.0
47157,-37.0,-100.0,,,-94.0
47174,-37.0,-100.0,,,-94.0
47191,-37.0,-100.0,,,-94.0
47208,-37.0,-100.0,,,-94.0
47225,-37.0,-100.0,,,-94.0
47243,-37.0,-100.0,,,-94.0
47260,-37.0,-100.0,,,-94.0
47278,-37.0,-100.0,,,-94.0
47295,-37.0,-100.0,,,-94.0
47312,-37.0,-100.0,,,-94.0
47330,-37.0,-100.0,,,-94.0
47348,-37.0,-100.0,,,-94.0
47356,-37.0,-100.0,,,-94.0
47373,-37.0,-100.0,,,-94.0
50380,-37.0,-100.0,,,-94.0
50394,-37.0,-100.0,,,-94.0
50403,-37.0,-100.0,,,-94.0
50446,-37.0,-100.0,,,-94.0
50950,-37.0,-100.0,,,-94.0
50966,-38.0,-100.0,,,-94.0
50972,-38.0,-100.0,,,-94.0
50999,-40.0,-100.0,,,-94.0
51008,-40.0,-100.0,,,-94.0
51049,-42.0,-100.0,,,-94.0
51252,-42.0,-100.0,,,-94.0
51267,-43.0,-100.0,,,-94.0
51271,-43.0,-100.0,,,-94.0
51299,-45.0,-100.0,,,-94.0
51305,-45.0,-100.0,,,-94.0
51317,-46.0,-100.0,,,-94.0
51322,-46.0,-100.0,,,-94.0
51367,-48.0,-100.0,,,-94.0
51405,-48.0,-100.0,,,-94.0
51426,-48.0,-100.0,,,-94.0
51435,-48.0,-100.0,,,-94.0
51459,-48.0,-100.0,,,-94.0
51467,-48.0,-100.0,,,-94.0
51478,-48.0,-100.0,,,-94.0
51483,-48.0,-100.0,,,-94.0
51494,-48.0,-100.0,,,-94.0
51501,-48.0,-100.0,,,-94.0
51513,-48.0,-100.0,,,-94.0
51520,-48.0,-100.0,,,-94.0
51522,-48.0,-100.0,,,-94.0
51551,-47.0,-100.0,,,-94.0
51567,-47.0,-100.0,,,-94.0
