,A2APLCDM5WB4D,AZSSG2REHDX18,AF8GOPFSTWCH8,AD2M4BF7KYVQW,ASL9LVC97FUCZ
136053,,-100.0,-100.0,-100.0,-24.0
136070,,-100.0,-100.0,-100.0,-24.0
136086,,-100.0,-100.0,-100.0,-24.0
136103,,-100.0,-100.0,-100.0,-24.0
136120,,-100.0,-100.0,-100.0,-24.0
136136,,-100.0,-100.0,-100.0,-24.0
136142,,-100.0,-100.0,-100.0,-24.0
136153,,-100.0,-100.0,-100.0,-24.0
136162,,-100.0,-100.0,-100.0,-24.0
136169,,-100.0,-100.0,-100.0,-24.0
136186,,-100.0,-100.0,-100.0,-24.0
136194,,-100.0,-100.0,-100.0,-24.0
136203,,-100.0,-100.0,-100.0,-24.0
136220,,-100.0,-100.0,-100.0,-24.0
136236,,-100.0,-100.0,-100.0,-24.0
136243,,-100.0,-100.0,-100.0,-24.0
136253,,-100.0,-100.0,-100.0,-24.0
136258,,-100.0,-100.0,-100.0,-24.0
136270,,-100.0,-100.0,-100.0,-24.0
136278,,-100.0,-100.0,-100.0,-24.0
136286,,-100.0,-100.0,-100.0,-24.0
136303,,-100.0,-100.0,-100.0,-24.0
136320,,-100.0,-100.0,-100.0,-24.0
136336,,-100.0,-100.0,-100.0,-24.0
136492,,-100.0,-100.0,-100.0,-24.0
136503,,-100.0,-100.0,-100.0,-24.0
136511,,-100.0,-100.0,-100.0,-24.0
136523,,-100.0,-100.0,-100.0,-24.0
136537,,-100.0,-100.0,-100.0,-24.0
136542,,-100.0,-100.0,-100.0,-24.0
136554,,-100.0,-100.0,-100.0,-24.0
136560,,-100.0,-100.0,-100.0,-24.0
136570,,-100.0,-100.0,-100.0,-24.0
136587,,-100.0,-100.0,-100.0,-24.0
136593,,-100.0,-100.0,-100.0,-24.0
136610,,-100.0,-100.0,-100.0,-24.0
136662,,-100.0,-100.0,-100.0,-24.0
136677,,-100.0,-100.0,-100.0,-25.0
136689,,-100.0,-100.0,-100.0,-25.0
136726,,-100.0,-100.0,-100.0,-28.0
136732,,-100.0,-100.0,-100.0,-28.0
136775,,-100.0,-100.0,-100.0,-30.0
136777,,-100.0,-100.0,-100.0,-30.0
136781,,-100.0,-100.0,-100.0,-30.0
136795,,-100.0,-100.0,-100.0,-31.0
136810,,-100.0,-100.0,-100.0,-32.0
136826,,-100.0,-100.0,-100.0,-32.0
136843,,-100.0,-100.0,-100.0,-32.0
137008,,-100.0,-100.0,-100.0,-32.0
137029,,-100.0,-100.0,-100.0,-32.0
137053,,-100.0,-100.0,-100.0,-32.0
137075,,-100.0,-100.0,-100.0,-32.0
137242,,-100.0,-100.0,-100.0,-32.0
137262,,-100.0,-100.0,-100.0,-32.0
137280,,-100.0,-100.0,-100.0,-32.0
137293,,-100.0,-100.0,-100.0,-32.0
137309,,-100.0,-100.0,-100.0,-32.0
137326,,-100.0,-100.0,-100.0,-32.0
137343,,-100.0,-100.0,-100.0,-32.0
137360,,-100.0,-100.0,-100.0,-32.0
137380,,-100.0,-100.0,-100.0,-32.0
137576,,-100.0,-100.0,-100.0,-32.0
137597,,-100.0,-100.0,-100.0,-32.0
137619,,-100.0,-100.0,-100.0,-32.0
137644,,-100.0,-100.0,-100.0,-32.0
137660,,-100.0,-100.0,-100.0,-32.0
138840,,-100.0,-100.0,-100.0,-32.0
138857,,-100.0,-100.0,-100.0,-32.0
138872,,-100.0,-100.0,-100.0,-32.0
138889,,-100.0,-100.0,-100.0,-32.0
138906,,-100.0,-100.0,-100.0,-32.0
138923,,-100.0,-100.0,-100.0,-32.0
138939,,-100.0,-100.0,-100.0,-32.0
138956,,-100.0,-100.0,-100.0,-32.0
138973,,-100.0,-100.0,-100.0,-32.0
138989,,-100.0,-100.0,-100.0,-32.0
139006,,-100.0,-100.0,-100.0,-32.0
139023,,-100.0,-100.0,-100.0,-32.0
139040,,-100.0,-100.0,-100.0,-32.0
139056,,-100.0,-100.0,-100.0,-32.0
139073,,-100.0,-100.0,-100.0,-32.0
139089,,-100.0,-100.0,-100.0,-32.0
139106,,-100.0,-100.0,-100.0,-32.0
139123,,-100.0,-100.0,-100.0,-32.0
139140,,-100.0,-100.0,-100.0,-32.0
139156,,-100.0,-100.0,-100.0,-32.0
139173,,-100.0,-100.0,-100.0,-32.0
139190,,-100.0,-100.0,-100.0,-32.0
139206,,-100.0,-100.0,-100.0,-32.0
139223,,-100.0,-100.0,-100.0,-32.0
139240,,-100.0,-100.0,-100.0,-32.0
139256,,-100.0,-100.0,-100.0,-32.0
139273,,-100.0,-100.0,-100.0,-32.0
139290,,-100.0,-100.0,-100.0,-32.0
139306,,-100.0,-100.0,-100.0,-32.0
139323,,-100.0,-100.0,-100.0,-32.0
139325,,-100.0,-100.0,-100.0,-32.0
139340,,-100.0,-100.0,-100.0,-32.0
139345,,-100.0,-100.0,-100.0,-32.0
139375,,-100.0,-100.0,-100.0,-32.0
139394,,-100.0,-100.0,-100.0,-32.0
139428,,-100.0,-100.0,-100.0,-32.0
139459,,-100.0,-100.0,-100.0,-32.0
139477,,-100.0,-100.0,-100.0,-32.0
139509,,-100.0,-100.0,-100.0,-32.0
139527,,-100.0,-100.0,-100.0,-32.0
139558,,-100.0,-100.0,-100.0,-32.0
139593,,-100.0,-100.0,-100.0,-32.0
139611,,-100.0,-100.0,-100.0,-32.0
139642,,-100.0,-100.0,-100.0,-32.0
139660,,-100.0,-100.0,-100.0,-32.0
139676,,-100.0,-100.0,-100.0,-32.0
139693,,-100.0,-100.0,-100.0,-32.0
139726,,-100.0,-100.0,-100.0,-32.0
139761,,-100.0,-100.0,-100.0,-32.0
139775,,-100.0,-100.0,-100.0,-32.0
139811,,-100.0,-100.0,-100.0,-32.0
139844,,-100.0,-100.0,-100.0,-32.0
139860,,-100.0,-100.0,-100.0,-32.0
139892,,-100.0,-100.0,-100.0,-32.0
140409,,-100.0,-100.0,-100.0,-32.0
140428,,-100.0,-100.0,-100.0,-33.0
140436,,-100.0,-100.0,-100.0,-33.0
140459,,-100.0,-100.0,-100.0,-34.0
140466,,-100.0,-100.0,-100.0,-34.0
140493,,-100.0,-100.0,-100.0,-37.0
140498,,-100.0,-100.0,-100.0,-37.0
140509,,-100.0,-100.0,-100.0,-38.0
143659,,-100.0,-100.0,-100.0,-38.0
143694,,-100.0,-100.0,-100.0,-38.0
143726,,-100.0,-100.0,-100.0,-38.0
143760,,-100.0,-100.0,-100.0,-38.0
143945,,-100.0,-100.0,-100.0,-38.0
143960,,-100.0,-100.0,-100.0,-37.0
143968,,-100.0,-100.0,-100.0,-37.0
143992,,-100.0,-100.0,-100.0,-35.0
143998,,-100.0,-100.0,-100.0,-35.0
144009,,-100.0,-100.0,-100.0,-34.0
144344,,-100.0,-100.0,-100.0,-34.0
144361,,-100.0,-100.0,-100.0,-33.0
144366,,-100.0,-100.0,-100.0,-33.0
144392,,-100.0,-100.0,-100.0,-31.0
144396,,-100.0,-100.0,-100.0,-31.0
144440,,-100.0,-100.0,-100.0,-29.666666666666668
144441,-65.0,-100.0,-100.0,-100.0,-28.333333333333332
144443,-64.75,-100.0,-100.0,-100.0,-27.0
144448,-64.5,-100.0,-100.0,-100.0,-27.0
144477,-64.25,-100.0,-100.0,-100.0,-26.0
144482,-64.0,-100.0,-100.0,-100.0,-26.0
144574,-63.625,-100.0,-100.0,-100.0,-26.0
144594,-63.25,-100.0,-100.0,-100.0,-26.0
144625,-62.875,-100.0,-100.0,-100.0,-26.0
144643,-62.5,-100.0,-100.0,-100.0,-26.0
144660,-62.125,-100.0,-100.0,-100.0,-26.0
144709,-61.75,-100.0,-100.0,-100.0,-26.0
144726,-61.375,-100.0,-100.0,-100.0,-26.0
144841,-61.0,-100.0,-100.0,-100.0,-26.0
144882,-60.0,-100.0,-100.0,-100.0,-26.0
144941,-57.0,-100.0,-100.0,-100.0,-26.0
144976,-56.0,-100.0,-100.0,-100.0,-26.0
144995,-55.0,-100.0,-100.0,-100.0,-26.0
145001,-54.0,-100.0,-100.0,-100.0,-26.0
145025,-53.5,-100.0,-100.0,-100.0,-26.0
145060,-53.0,-100.0,-100.0,-100.0,-26.0
145078,-52.5,-100.0,-100.0,-100.0,-26.0
145096,-52.0,-100.0,-100.0,-100.0,-26.0
145113,-51.5,-100.0,-100.0,-100.0,-26.0
145224,-51.0,-100.0,-100.0,-100.0,-26.0
145281,-50.0,-100.0,-100.0,-100.0,-26.0
145341,-47.0,-100.0,-100.0,-100.0,-26.0
145459,-46.5,-100.0,-100.0,-100.0,-26.0
145461,-46.0,-100.0,-100.0,-100.0,-26.0
145477,-45.857142857142854,-100.0,-100.0,-100.0,-26.0
145478,-45.714285714285715,-100.0,-100.0,-100.0,-25.5
145494,-45.57142857142857,-100.0,-100.0,-100.0,-25.0
145496,-45.42857142857143,-100.0,-100.0,-100.0,-25.0
145499,-45.285714285714285,-100.0,-100.0,-100.0,-25.0
145510,-45.142857142857146,-100.0,-100.0,-100.0,-24.333333333333332
145522,-45.0,-100.0,-100.0,-100.0,-23.666666666666668
145527,-44.666666666666664,-100.0,-100.0,-100.0,-23.0
145529,-44.333333333333336,-100.0,-100.0,-100.0,-23.0
145546,-44.0,-100.0,-100.0,-100.0,-23.0
145562,-43.666666666666664,-100.0,-100.0,-100.0,-23.0
145581,-43.333333333333336,-100.0,-100.0,-100.0,-23.0
145582,-43.0,-100.0,-100.0,-100.0,-23.0
145597,-42.333333333333336,-100.0,-100.0,-100.0,-23.0
145615,-41.666666666666664,-100.0,-100.0,-100.0,-23.0
145701,-41.0,-100.0,-100.0,-100.0,-23.0
145761,-40.0,-100.0,-100.0,-100.0,-23.0
145801,-38.0,-100.0,-100.0,-100.0,-23.0
145802,,-100.0,-100.0,-100.0,-23.0
145827,,-100.0,-100.0,-100.0,-23.0
145845,,-100.0,-100.0,-100.0,-23.0
145864,,-100.0,-100.0,-100.0,-23.0
145877,,-100.0,-100.0,-100.0,-23.0
145891,,-100.0,-100.0,-100.0,-23.0
145910,,-100.0,-100.0,-100.0,-23.0
145926,,-100.0,-100.0,-100.0,-23.0
145945,,-100.0,-100.0,-100.0,-23.0
145960,,-100.0,-100.0,-100.0,-23.0
146160,,-100.0,-100.0,-100.0,-23.0
146178,,-100.0,-100.0,-100.0,-23.0
146196,,-100.0,-100.0,-100.0,-23.0
146209,,-100.0,-100.0,-100.0,-23.0
146225,,-100.0,-100.0,-100.0,-23.0
146244,,-100.0,-100.0,-100.0,-23.0
146260,,-100.0,-100.0,-100.0,-23.0
146410,,-100.0,-100.0,-100.0,-23.0
146428,,-100.0,-100.0,-100.0,-23.0
146448,,-100.0,-100.0,-100.0,-23.0
146463,,-100.0,-100.0,-100.0,-23.0
146476,,-100.0,-100.0,-100.0,-23.0
146481,,-100.0,-100.0,-100.0,-23.0
146493,,-100.0,-100.0,-100.0,-23.0
146498,,-100.0,-100.0,-100.0,-23.0
146508,,-100.0,-100.0,-100.0,-23.0
146514,,-100.0,-100.0,-100.0,-23.0
146529,,-100.0,-100.0,-100.0,-23.0
146531,,-100.0,-100.0,-100.0,-23.0
146548,,-100.0,-100.0,-100.0,-23.0
146565,,-100.0,-100.0,-100.0,-23.0
146581,,-100.0,-100.0,-100.0,-23.0
146599,,-100.0,-100.0,-100.0,-23.0
146615,,-100.0,-100.0,-100.0,-23.0
146631,,-100.0,-100.0,-100.0,-23.0
146648,,-100.0,-100.0,-100.0,-23.0
146660,,-100.0,-100.0,-100.0,-23.0
146664,,-100.0,-100.0,-100.0,-23.0
146677,,-100.0,-100.0,-100.0,-23.0
146681,,-100.0,-100.0,-100.0,-23.0
146696,,-100.0,-100.0,-100.0,-23.0
146709,,-100.0,-100.0,-100.0,-23.0
146726,,-100.0,-100.0,-100.0,-23.0
146744,,-100.0,-100.0,-100.0,-23.0
146759,,-100.0,-100.0,-100.0,-23.0
146891,,-100.0,-100.0,-100.0,-23.0
146913,,-100.0,-100.0,-100.0,-23.0
146931,,-100.0,-100.0,-100.0,-23.0
146945,,-100.0,-100.0,-100.0,-23.0
146965,,-100.0,-100.0,-100.0,-23.0
146981,,-100.0,-100.0,-100.0,-23.0
147110,,-100.0,-100.0,-100.0,-23.0
147127,,-100.0,-100.0,-100.0,-23.0
147143,,-100.0,-100.0,-100.0,-23.0
147158,,-100.0,-100.0,-100.0,-23.0
147175,,-100.0,-100.0,-100.0,-23.0
147193,,-100.0,-100.0,-100.0,-23.0
147208,,-100.0,-100.0,-100.0,-23.0
147229,,-100.0,-100.0,-100.0,-23.0
147375,,-100.0,-100.0,-100.0,-23.0
147394,,-100.0,-100.0,-100.0,-23.0
147414,,-100.0,-100.0,-100.0,-23.0
147428,,-100.0,-100.0,-100.0,-23.0
147442,,-100.0,-100.0,-100.0,-23.0
147461,,-100.0,-100.0,-100.0,-23.0
147476,,-100.0,-100.0,-100.0,-23.0
149945,,-100.0,-100.0,-100.0,-23.0
149960,,-100.0,-100.0,-100.0,-22.0
149965,,-100.0,-100.0,-100.0,-22.0
149993,,-100.0,-100.0,-100.0,-20.0
149996,,-100.0,-100.0,-100.0,-20.0
150043,,-100.0,-100.0,-100.0,-18.0
150123,,-100.0,-100.0,-100.0,-18.0
150140,,-100.0,-100.0,-100.0,-18.0
150156,,-100.0,-100.0,-100.0,-18.0
150173,,-100.0,-100.0,-100.0,-18.0
150189,,-100.0,-100.0,-100.0,-18.0
150206,,-100.0,-100.0,-100.0,-18.0
150223,,-100.0,-100.0,-100.0,-18.0
150239,,-100.0,-100.0,-100.0,-18.0
150256,,-100.0,-100.0,-100.0,-18.0
150273,,-100.0,-100.0,-100.0,-18.0
151245,,-100.0,-100.0,-100.0,-18.0
151268,,-100.0,-100.0,-100.0,-17.0
151275,,-100.0,-100.0,-100.0,-17.0
151310,,-100.0,-100.0,-100.0,-15.0
151316,,-100.0,-100.0,-100.0,-15.0
151343,,-100.0,-100.0,-100.0,-12.0
151453,,-100.0,-100.0,-100.0,-12.0
151470,,-100.0,-100.0,-100.0,-12.0
151486,,-100.0,-100.0,-100.0,-12.0
151503,,-100.0,-100.0,-100.0,-12.0
151520,,-100.0,-100.0,-100.0,-12.0
151537,,-100.0,-100.0,-100.0,-12.0
151553,,-100.0,-100.0,-100.0,-12.0
151570,,-100.0,-100.0,-100.0,-12.0
151586,,-100.0,-100.0,-100.0,-12.0
151603,,-100.0,-100.0,-100.0,-12.0
151620,,-100.0,-100.0,-100.0,-12.0
151637,,-100.0,-100.0,-100.0,-12.0
151653,,-100.0,-100.0,-100.0,-12.0
151777,,-100.0,-100.0,-100.0,-12.0
151795,,-100.0,-100.0,-100.0,-11.0
151802,,-100.0,-100.0,-100.0,-11.0
151826,,-100.0,-100.0,-100.0,-9.0
151833,,-100.0,-100.0,-100.0,-9.0
151876,,-100.0,-100.0,-100.0,-6.0
152044,,-100.0,-100.0,-100.0,-6.0
152060,,-100.0,-100.0,-100.0,-5.0
152068,,-100.0,-100.0,-100.0,-5.0
152088,,-100.0,-100.0,-100.0,-4.0
152094,,-100.0,-100.0,-100.0,-4.0
152112,,-100.0,-100.0,-100.0,-3.0
152126,,-100.0,-100.0,-100.0,-3.0
152135,,-100.0,-100.0,-100.0,-2.0
152258,,-100.0,-100.0,-100.0,-2.0
152276,,-100.0,-100.0,-100.0,-2.0
152278,,-100.0,-100.0,-100.0,-2.0
152291,,-100.0,-100.0,-100.0,-1.5
152294,,-100.0,-100.0,-100.0,-1.0
152299,,-100.0,-100.0,-100.0,-1.0
152308,,-100.0,-100.0,-100.0,-0.5
152312,,-100.0,-100.0,-100.0,0.0
152319,,-100.0,-100.0,-100.0,0.0
152325,,-100.0,-100.0,-100.0,0.5
152329,,-100.0,-100.0,-100.0,1.0
152337,,-100.0,-100.0,-100.0,1.0
152341,,-100.0,-100.0,-100.0,1.5
152347,,-100.0,-100.0,-100.0,2.0
152354,,-100.0,-100.0,-100.0,2.0
152358,,-100.0,-100.0,-100.0,2.6666666666666665
152374,,-100.0,-100.0,-100.0,3.333333333333333
152377,,-100.0,-100.0,-100.0,4.0
152391,,-100.0,-100.0,-100.0,4.0
152408,,-100.0,-100.0,-100.0,4.0
152424,,-100.0,-100.0,-100.0,4.0
152441,,-100.0,-100.0,-100.0,4.0
152456,,-100.0,-100.0,-100.0,4.0
152458,,-100.0,-100.0,-100.0,4.0
152473,,-100.0,-100.0,-100.0,4.0
152475,,-100.0,-100.0,-100.0,4.0
152489,,-100.0,-100.0,-100.0,4.0
152491,,-100.0,-100.0,-100.0,4.0
152506,,-100.0,-100.0,-100.0,4.0
152509,,-100.0,-100.0,-100.0,4.0
152523,,-100.0,-100.0,-100.0,4.0
152539,,-100.0,-100.0,-100.0,4.0
152556,,-100.0,-100.0,-100.0,4.0
152573,,-100.0,-100.0,-100.0,4.0
152590,,-100.0,-100.0,-100.0,4.0
152723,,-100.0,-100.0,-100.0,4.0
152740,,-100.0,-100.0,-100.0,4.0
152756,,-100.0,-100.0,-100.0,4.0
153626,,-100.0,-100.0,-100.0,4.0
153644,,-100.0,-100.0,-100.0,4.0
153691,,-100.0,-100.0,-100.0,4.0
153709,,-100.0,-100.0,-100.0,4.0
153741,,-100.0,-100.0,-100.0,4.0
153757,,-100.0,-100.0,-100.0,4.0
153774,,-100.0,-100.0,-100.0,4.0
153794,,-100.0,-100.0,-100.0,4.0
153810,,-100.0,-100.0,-100.0,4.0
153826,,-100.0,-100.0,-100.0,4.0
153843,,-100.0,-100.0,-100.0,4.0
153858,,-100.0,-100.0,-100.0,4.0
153876,,-100.0,-100.0,-100.0,4.0
153892,,-100.0,-100.0,-100.0,4.0
153909,,-100.0,-100.0,-100.0,4.0
153925,,-100.0,-100.0,-100.0,4.0
153941,,-100.0,-100.0,-100.0,4.0
153958,,-100.0,-100.0,-100.0,4.0
153990,,-100.0,-100.0,-100.0,4.0
154008,,-100.0,-100.0,-100.0,4.0
154028,,-100.0,-100.0,-100.0,4.0
154042,,-100.0,-100.0,-100.0,4.0
154059,,-100.0,-100.0,-100.0,4.0
154075,,-100.0,-100.0,-100.0,4.0
154090,,-100.0,-100.0,-100.0,4.0
154113,,-100.0,-100.0,-100.0,4.0
154141,,-100.0,-100.0,-100.0,4.0
154158,,-100.0,-100.0,-100.0,4.0
154175,,-100.0,-100.0,-100.0,4.0
154192,,-100.0,-100.0,-100.0,4.0
154210,,-100.0,-100.0,-100.0,4.0
154243,,-100.0,-100.0,-100.0,4.0
154276,,-100.0,-100.0,-100.0,4.0
154293,,-100.0,-100.0,-100.0,4.0
154309,,-100.0,-100.0,-100.0,4.0
154325,,-100.0,-100.0,-100.0,4.0
154343,,-100.0,-100.0,-100.0,4.0
154358,,-100.0,-100.0,-100.0,4.0
154376,,-100.0,-100.0,-100.0,4.0
154409,,-100.0,-100.0,-100.0,4.0
154443,,-100.0,-100.0,-100.0,4.0
154457,,-100.0,-100.0,-100.0,4.0
154475,,-100.0,-100.0,-100.0,4.0
154491,,-100.0,-100.0,-100.0,4.0
154509,,-100.0,-100.0,-100.0,4.0
154525,,-100.0,-100.0,-100.0,4.0
154542,,-100.0,-100.0,-100.0,4.0
154576,,-100.0,-100.0,-100.0,4.0
154593,,-100.0,-100.0,-100.0,4.0
154609,,-100.0,-100.0,-100.0,4.0
154641,,-100.0,-100.0,-100.0,4.0
154658,,-100.0,-100.0,-100.0,4.0
154675,,-100.0,-100.0,-100.0,4.0
154690,,-100.0,-100.0,-100.0,4.0
154708,,-100.0,-100.0,-100.0,4.0
154729,,-100.0,-100.0,-100.0,4.0
154743,,-100.0,-100.0,-100.0,4.0
154758,,-100.0,-100.0,-100.0,4.0
157576,,-100.0,-100.0,-100.0,4.0
157594,,-100.0,-100.0,-100.0,4.0
157610,,-100.0,-100.0,-100.0,4.0
157627,,-100.0,-100.0,-100.0,4.0
157643,,-100.0,-100.0,-100.0,4.0
157660,,-100.0,-100.0,-100.0,4.0
157677,,-100.0,-100.0,-100.0,4.0
157693,,-100.0,-100.0,-100.0,4.0
157710,,-100.0,-100.0,-100.0,4.0
157727,,-100.0,-100.0,-100.0,4.0
157743,,-100.0,-100.0,-100.0,4.0
157760,,-100.0,-100.0,-100.0,4.0
157777,,-100.0,-100.0,-100.0,4.0
157793,,-100.0,-100.0,-100.0,4.0
157810,,-100.0,-100.0,-100.0,4.0
157827,,-100.0,-100.0,-100.0,4.0
157843,,-100.0,-100.0,-100.0,4.0
157860,,-100.0,-100.0,-100.0,4.0
157877,,-100.0,-100.0,-100.0,4.0
157894,,-100.0,-100.0,-100.0,4.0
157910,,-100.0,-100.0,-100.0,4.0
157927,,-100.0,-100.0,-100.0,4.0
157943,,-100.0,-100.0,-100.0,4.0
157960,,-100.0,-100.0,-100.0,4.0
157961,,-100.0,-100.0,-100.0,4.0
157962,-37.0,-100.0,-100.0,-100.0,4.0
157977,-36.666666666666664,-100.0,-100.0,-100.0,4.0
157994,-36.333333333333336,-100.0,-100.0,-100.0,4.0
158008,-36.0,-100.0,-100.0,-100.0,4.0
158010,-35.666666666666664,-100.0,-100.0,-100.0,4.0
158024,-35.333333333333336,-100.0,-100.0,-100.0,4.0
158027,-35.0,-100.0,-100.0,-100.0,4.0
158044,-34.666666666666664,-100.0,-100.0,-100.0,4.0
158060,-34.333333333333336,-100.0,-100.0,-100.0,4.0
158061,-34.0,-100.0,-100.0,-100.0,4.0
158077,-33.5,-100.0,-100.0,-100.0,4.0
158090,-33.0,-100.0,-100.0,-100.0,4.0
158094,-32.5,-100.0,-100.0,-100.0,4.0
158109,-32.0,-100.0,-100.0,-100.0,4.0
158111,-31.5,-100.0,-100.0,-100.0,4.0
158121,-31.0,-100.0,-100.0,-100.0,4.0
158126,-30.571428571428573,-100.0,-100.0,-100.0,4.0
158128,-30.142857142857142,-100.0,-100.0,-100.0,4.0
158144,-29.714285714285715,-100.0,-100.0,-100.0,4.0
158158,-29.285714285714285,-100.0,-100.0,-100.0,4.0
158161,-28.857142857142858,-100.0,-100.0,-100.0,4.0
158177,-28.42857142857143,-100.0,-100.0,-100.0,4.0
158181,-28.0,-100.0,-100.0,-100.0,4.0
158192,-27.88888888888889,-100.0,-100.0,-100.0,4.0
158194,-27.77777777777778,-100.0,-100.0,-100.0,4.0
158211,-27.666666666666668,-100.0,-100.0,-100.0,4.0
158224,-27.555555555555557,-100.0,-100.0,-100.0,4.0
158227,-27.444444444444443,-100.0,-100.0,-100.0,4.0
158242,-27.333333333333332,-100.0,-100.0,-100.0,4.0
158244,-27.22222222222222,-100.0,-100.0,-100.0,4.0
158261,-27.11111111111111,-100.0,-100.0,-100.0,4.0
158274,-27.0,-100.0,-100.0,-100.0,4.0
158277,-26.88888888888889,-100.0,-100.0,-100.0,4.0
158292,-26.77777777777778,-100.0,-100.0,-100.0,4.0
158295,-26.666666666666668,-100.0,-100.0,-100.0,4.0
158311,-26.555555555555557,-100.0,-100.0,-100.0,4.0
158325,-26.444444444444443,-100.0,-100.0,-100.0,4.0
158327,-26.333333333333332,-100.0,-100.0,-100.0,4.0
158344,-26.22222222222222,-100.0,-100.0,-100.0,4.0
158359,-26.11111111111111,-100.0,-100.0,-100.0,4.0
158361,-26.0,-100.0,-100.0,-100.0,4.0
158375,-25.8,-100.0,-100.0,-100.0,4.0
158377,-25.6,-100.0,-100.0,-100.0,4.0
158394,-25.4,-100.0,-100.0,-100.0,4.0
158411,-25.2,-100.0,-100.0,-100.0,4.0
158422,-25.0,-100.0,-100.0,-100.0,4.0
158428,-24.375,-100.0,-100.0,-100.0,4.0
158444,-23.75,-100.0,-100.0,-100.0,4.0
158461,-23.125,-100.0,-100.0,-100.0,4.0
158477,-22.5,-100.0,-100.0,-100.0,4.0
158495,-21.875,-100.0,-100.0,-100.0,4.0
158511,-21.25,-100.0,-100.0,-100.0,4.0
158527,-20.625,-100.0,-100.0,-100.0,4.0
158601,-20.0,-100.0,-100.0,-100.0,4.0
158661,-19.0,-100.0,-100.0,-100.0,4.0
158781,-17.0,-100.0,-100.0,-100.0,4.0
158836,-16.0,-100.0,-100.0,-100.0,4.0
158981,-14.0,-100.0,-100.0,-100.0,4.0
159021,-13.0,-100.0,-100.0,-100.0,4.0
159022,,-100.0,-100.0,-100.0,4.0
159128,,-100.0,-100.0,-100.0,4.0
159145,,-100.0,-100.0,-100.0,4.0
159162,,-100.0,-100.0,-100.0,4.0
159178,,-100.0,-100.0,-100.0,4.0
159195,,-100.0,-100.0,-100.0,4.0
159212,,-100.0,-100.0,-100.0,4.0
159228,,-100.0,-100.0,-100.0,4.0
159245,,-100.0,-100.0,-100.0,4.0
159262,,-100.0,-100.0,-100.0,4.0
159278,,-100.0,-100.0,-100.0,4.0
159295,,-100.0,-100.0,-100.0,4.0
159312,,-100.0,-100.0,-100.0,4.0
159329,,-100.0,-100.0,-100.0,4.0
159346,,-100.0,-100.0,-100.0,4.0
159362,,-100.0,-100.0,-100.0,4.0
159379,,-100.0,-100.0,-100.0,4.0
159395,,-100.0,-100.0,-100.0,4.0
159412,,-100.0,-100.0,-100.0,4.0
159429,,-100.0,-100.0,-100.0,4.0
159445,,-100.0,-100.0,-100.0,4.0
159462,,-100.0,-100.0,-100.0,4.0
159479,,-100.0,-100.0,-100.0,4.0
159495,,-100.0,-100.0,-100.0,4.0
159512,,-100.0,-100.0,-100.0,4.0
159529,,-100.0,-100.0,-100.0,4.0
159545,,-100.0,-100.0,-100.0,4.0
159562,,-100.0,-100.0,-100.0,4.0
159579,,-100.0,-100.0,-100.0,4.0
159596,,-100.0,-100.0,-100.0,4.0
159612,,-100.0,-100.0,-100.0,4.0
159629,,-100.0,-100.0,-100.0,4.0
159645,,-100.0,-100.0,-100.0,4.0
159662,,-100.0,-100.0,-100.0,4.0
159679,,-100.0,-100.0,-100.0,4.0
159695,,-100.0,-100.0,-100.0,4.0
159712,,-100.0,-100.0,-100.0,4.0
159729,,-100.0,-100.0,-100.0,4.0
159746,,-100.0,-100.0,-100.0,4.0
159762,,-100.0,-100.0,-100.0,4.0
159779,,-100.0,-100.0,-100.0,4.0
159796,,-100.0,-100.0,-100.0,4.0
159812,,-100.0,-100.0,-100.0,4.0
159829,,-100.0,-100.0,-100.0,4.0
159846,,-100.0,-100.0,-100.0,4.0
159862,,-100.0,-100.0,-100.0,4.0
159879,,-100.0,-100.0,-100.0,4.0
159896,,-100.0,-100.0,-100.0,4.0
159912,,-100.0,-100.0,-100.0,4.0
159929,,-100.0,-100.0,-100.0,4.0
159946,,-100.0,-100.0,-100.0,4.0
159963,,-100.0,-100.0,-100.0,4.0
159979,,-100.0,-100.0,-100.0,4.0
159996,,-100.0,-100.0,-100.0,4.0
160013,,-100.0,-100.0,-100.0,4.0
160029,,-100.0,-100.0,-100.0,4.0
160046,,-100.0,-100.0,-100.0,4.0
160063,,-100.0,-100.0,-100.0,4.0
160079,,-100.0,-100.0,-100.0,4.0
160096,,-100.0,-100.0,-100.0,4.0
161798,,-100.0,-100.0,-100.0,4.0
161815,,-100.0,-100.0,-100.0,4.0
161831,,-100.0,-100.0,-100.0,4.0
161848,,-100.0,-100.0,-100.0,4.0
161865,,-100.0,-100.0,-100.0,4.0
161881,,-100.0,-100.0,-100.0,4.0
161898,,-100.0,-100.0,-100.0,4.0
161915,,-100.0,-100.0,-100.0,4.0
161931,,-100.0,-100.0,-100.0,4.0
161948,,-100.0,-100.0,-100.0,4.0
161965,,-100.0,-100.0,-100.0,4.0
161982,,-100.0,-100.0,-100.0,4.0
161998,,-100.0,-100.0,-100.0,4.0
162015,,-100.0,-100.0,-100.0,4.0
162031,,-100.0,-100.0,-100.0,4.0
162048,,-100.0,-100.0,-100.0,4.0
162065,,-100.0,-100.0,-100.0,4.0
162081,,-100.0,-100.0,-100.0,4.0
162098,,-100.0,-100.0,-100.0,4.0
163216,,-100.0,-100.0,-100.0,4.0
