,A2APLCDM5WB4D,AZSSG2REHDX18,AF8GOPFSTWCH8,AD2M4BF7KYVQW,ASL9LVC97FUCZ
416400,15.0,-100.0,100.0,,
416420,15.0,-100.0,100.0,,
416433,15.0,-100.0,100.0,,
416450,15.0,-100.0,100.0,,
416467,15.0,-100.0,100.0,,
416485,15.0,-100.0,100.0,,
416583,15.0,-100.0,100.0,,
416600,15.0,-100.0,100.0,,
416619,15.0,-100.0,100.0,,
416633,15.0,-100.0,100.0,,
416649,15.0,-100.0,100.0,,
416666,15.0,-100.0,100.0,,
416683,15.0,-100.0,100.0,,
416700,15.0,-100.0,100.0,,
416716,15.0,-100.0,100.0,,
416733,15.0,-100.0,100.0,,
416749,15.0,-100.0,100.0,,
416766,15.0,-100.0,100.0,,
416785,15.0,-100.0,100.0,,
416799,15.0,-100.0,100.0,,
416816,15.0,-100.0,100.0,,
416882,15.0,-100.0,100.0,,
416901,15.0,-100.0,100.0,,
416916,15.0,-100.0,100.0,,
416933,15.0,-100.0,100.0,,
416949,15.0,-100.0,100.0,,
416965,15.0,-100.0,100.0,,
416982,15.0,-100.0,100.0,,
416999,15.0,-100.0,100.0,,
417015,15.0,-100.0,100.0,,
417032,15.0,-100.0,100.0,,
417049,15.0,-100.0,100.0,,
417067,15.0,-100.0,100.0,,
417083,15.0,-100.0,100.0,,
417099,15.0,-100.0,100.0,,
417116,15.0,-100.0,100.0,,
417132,15.0,-100.0,100.0,,
417149,15.0,-100.0,100.0,,
417165,15.0,-100.0,100.0,,
417182,15.0,-100.0,100.0,,
417199,15.0,-100.0,100.0,,
417216,15.0,-100.0,100.0,,
417230,15.0,-100.0,100.0,,
417232,15.0,-100.0,100.0,,
417249,15.0,-100.0,100.0,,
417263,15.0,-100.0,100.0,,
417265,15.0,-100.0,100.0,,
417280,15.0,-100.0,100.0,,
417282,15.0,-100.0,100.0,,
417296,15.0,-100.0,100.0,,
417302,15.0,-100.0,100.0,,
417313,15.0,-100.0,100.0,,
417315,15.0,-100.0,100.0,,
417330,15.0,-100.0,100.0,,
417332,15.0,-100.0,100.0,,
417346,15.0,-100.0,100.0,,
417348,15.0,-100.0,100.0,,
417363,15.0,-100.0,100.0,,
417365,15.0,-100.0,100.0,,
417380,15.0,-100.0,100.0,,
417382,15.0,-100.0,100.0,,
417396,15.0,-100.0,100.0,,
417399,15.0,-100.0,100.0,,
417413,15.0,-100.0,100.0,,
417415,15.0,-100.0,100.0,,
417430,15.0,-100.0,100.0,,
417432,15.0,-100.0,100.0,,
417446,15.0,-100.0,100.0,,
417448,15.0,-100.0,100.0,,
417463,15.0,-100.0,100.0,,
417465,15.0,-100.0,100.0,,
417480,15.0,-100.0,100.0,,
417482,15.0,-100.0,100.0,,
417496,15.0,-100.0,100.0,,
417498,15.0,-100.0,100.0,,
417513,15.0,-100.0,100.0,,
417516,15.0,-100.0,100.0,,
417530,15.0,-100.0,100.0,,
417532,15.0,-100.0,100.0,,
417546,15.0,-100.0,100.0,,
417548,15.0,-100.0,100.0,,
417563,15.0,-100.0,100.0,,
417568,15.0,-100.0,100.0,,
417580,15.0,-100.0,100.0,,
417581,15.0,-100.0,100.0,,
417597,15.0,-100.0,100.0,,
417598,15.0,-100.0,100.0,,
417613,15.0,-100.0,100.0,,
417615,15.0,-100.0,100.0,,
417630,15.0,-100.0,100.0,,
417631,15.0,-100.0,100.0,,
417646,15.0,-100.0,100.0,,
417648,15.0,-100.0,100.0,,
417663,15.0,-100.0,100.0,,
417664,15.0,-100.0,100.0,,
417677,15.0,-100.0,100.0,,
417678,15.0,-100.0,100.0,54.0,
417681,15.0,-100.0,100.0,54.5,
417696,15.0,-100.0,100.0,55.0,
417697,15.0,-100.0,100.0,55.0,
417698,15.0,-100.0,100.0,55.0,
417713,15.0,-100.0,100.0,55.0,
417714,15.0,-100.0,100.0,55.0,
417730,15.0,-100.0,100.0,55.0,
417731,15.0,-100.0,100.0,55.0,
417747,15.0,-100.0,100.0,55.0,
417748,15.0,-100.0,100.0,55.0,
417764,15.0,-100.0,100.0,55.0,
417780,15.0,-100.0,100.0,55.0,
417781,15.0,-100.0,100.0,55.0,
417797,15.0,-100.0,100.0,55.0,
417798,15.0,-100.0,100.0,55.0,
417813,15.0,-100.0,100.0,55.0,
417814,15.0,-100.0,100.0,55.0,
417830,15.0,-100.0,100.0,55.0,
417831,15.0,-100.0,100.0,55.0,
417847,15.0,-100.0,100.0,55.0,
417864,15.0,-100.0,100.0,55.0,
417865,15.0,-100.0,100.0,55.0,
417880,15.0,-100.0,100.0,55.0,
417881,15.0,-100.0,100.0,55.0,
417897,15.0,-100.0,100.0,55.0,
417898,15.0,-100.0,100.0,55.0,
417913,15.0,-100.0,100.0,55.0,
417914,15.0,-100.0,100.0,55.0,
417930,15.0,-100.0,100.0,55.0,
417931,15.0,-100.0,100.0,55.0,
417947,15.0,-100.0,100.0,55.0,
417948,15.0,-100.0,100.0,55.0,
417964,15.0,-100.0,100.0,55.0,
417980,15.0,-100.0,100.0,55.0,
417997,15.0,-100.0,100.0,55.0,
418013,15.0,-100.0,100.0,55.0,
418014,15.0,-100.0,100.0,55.0,
418030,15.0,-100.0,100.0,55.0,
418031,15.0,-100.0,100.0,55.0,
418047,15.0,-100.0,100.0,55.0,
418064,15.0,-100.0,100.0,55.0,
418080,15.0,-100.0,100.0,55.0,
418084,15.0,-100.0,100.0,55.0,
418097,15.0,-100.0,100.0,55.0,
418114,15.0,-100.0,100.0,55.0,
418117,15.0,-100.0,100.0,55.0,
418130,15.0,-100.0,100.0,55.0,
418131,15.0,-100.0,100.0,55.0,
418147,15.0,-100.0,100.0,55.0,
418164,15.0,-100.0,100.0,55.0,
418180,15.0,-100.0,100.0,55.0,
418182,15.0,-100.0,100.0,55.0,
418197,15.0,-100.0,100.0,55.0,
418214,15.0,-100.0,100.0,55.0,
418216,15.0,-100.0,100.0,55.0,
418230,15.0,-100.0,100.0,55.0,
418247,15.0,-100.0,100.0,55.0,
418264,15.0,-100.0,100.0,55.0,
418281,15.0,-100.0,100.0,55.0,
418297,15.0,-100.0,100.0,55.0,
418314,15.0,-100.0,100.0,55.0,
418330,15.0,-100.0,100.0,55.0,
418331,15.0,-100.0,100.0,55.0,
418347,15.0,-100.0,100.0,55.0,
418364,15.0,-100.0,100.0,55.0,
418381,15.0,-100.0,100.0,55.0,
418382,15.0,-100.0,100.0,55.0,
418397,15.0,-100.0,100.0,55.0,
418398,15.0,-100.0,100.0,55.0,
418413,15.0,-100.0,100.0,55.0,
418414,15.0,-100.0,100.0,55.0,
418430,15.0,-100.0,100.0,55.0,
418431,15.0,-100.0,100.0,55.0,
418447,15.0,-100.0,100.0,55.0,
418448,15.0,-100.0,100.0,55.0,
418463,15.0,-100.0,100.0,55.0,
418464,15.0,-100.0,100.0,55.0,
418481,15.0,-100.0,100.0,55.0,
418497,15.0,-100.0,100.0,55.0,
418514,15.0,-100.0,100.0,55.0,
418530,15.0,-100.0,100.0,55.0,
418531,15.0,-100.0,100.0,55.0,
418546,15.0,-100.0,100.0,55.0,
418548,15.0,-100.0,100.0,55.0,
418563,15.0,-100.0,100.0,55.0,
418564,15.0,-100.0,100.0,55.0,
418580,15.0,-100.0,100.0,55.0,
418581,15.0,-100.0,100.0,55.0,
418597,15.0,-100.0,100.0,55.0,
418598,15.0,-100.0,100.0,55.0,
418613,15.0,-100.0,100.0,55.0,
418614,15.0,-100.0,100.0,55.0,
418630,15.0,-100.0,100.0,55.0,
418631,15.0,-100.0,100.0,55.0,
418646,15.0,-100.0,100.0,55.0,
418648,15.0,-100.0,100.0,55.0,
418663,15.0,-100.0,100.0,55.0,
418680,15.0,-100.0,100.0,55.0,
418696,15.0,-100.0,100.0,55.0,
418713,15.0,-100.0,100.0,55.0,
418731,15.0,-100.0,100.0,55.0,
418746,15.0,-100.0,100.0,55.0,
418748,15.0,-100.0,100.0,55.0,
418765,15.0,-100.0,100.0,55.0,
418767,15.0,-100.0,100.0,55.0,
418779,15.0,-100.0,100.0,55.0,
418781,15.0,-100.0,100.0,55.0,
418798,15.0,-100.0,100.0,55.0,
418812,15.0,-100.0,100.0,55.0,
418815,15.0,-100.0,100.0,55.0,
418829,15.0,-100.0,100.0,55.0,
418831,15.0,-100.0,100.0,55.0,
418846,15.0,-100.0,100.0,55.0,
418848,15.0,-100.0,100.0,55.0,
418863,15.0,-100.0,100.0,55.0,
418865,15.0,-100.0,100.0,55.0,
418879,15.0,-100.0,100.0,55.0,
418881,15.0,-100.0,100.0,55.0,
418896,15.0,-100.0,100.0,55.0,
418898,15.0,-100.0,100.0,55.0,
418913,15.0,-100.0,100.0,55.0,
418915,15.0,-100.0,100.0,55.0,
418929,15.0,-100.0,100.0,55.0,
418931,15.0,-100.0,100.0,55.0,
418947,15.0,-100.0,100.0,55.0,
418948,15.0,-100.0,100.0,55.0,
418965,15.0,-100.0,100.0,55.0,
418979,15.0,-100.0,100.0,55.0,
418981,15.0,-100.0,100.0,55.0,
418996,15.0,-100.0,100.0,55.0,
418998,15.0,-100.0,100.0,55.0,
419012,15.0,-100.0,100.0,55.0,
419015,15.0,-100.0,100.0,55.0,
419029,15.0,-100.0,100.0,55.0,
419032,15.0,-100.0,100.0,55.0,
419045,15.0,-100.0,100.0,55.0,
419046,15.0,-100.0,100.0,55.0,
419049,15.0,-100.0,100.0,55.0,
419062,15.0,-100.0,100.0,55.0,
419063,15.0,-100.0,100.0,55.0,
419065,15.0,-100.0,100.0,55.0,
419079,15.0,-100.0,100.0,55.0,
419082,15.0,-100.0,100.0,55.0,
419095,15.0,-100.0,100.0,55.0,
419098,15.0,-100.0,100.0,55.0,
419112,15.0,-100.0,100.0,55.0,
419113,15.0,-100.0,100.0,55.0,
419115,15.0,-100.0,100.0,55.0,
419129,15.0,-100.0,100.0,55.0,
419131,15.0,-100.0,100.0,55.0,
419132,15.0,-100.0,100.0,55.0,
419145,15.0,-100.0,100.0,55.0,
419148,15.0,-100.0,100.0,55.0,
419162,15.0,-100.0,100.0,55.0,
419165,15.0,-100.0,100.0,55.0,
419179,15.0,-100.0,100.0,55.0,
419182,15.0,-100.0,100.0,55.0,
419195,15.0,-100.0,100.0,55.0,
419198,15.0,-100.0,100.0,55.0,
419212,15.0,-100.0,100.0,55.0,
419215,15.0,-100.0,100.0,55.0,
419229,15.0,-100.0,100.0,55.0,
419232,15.0,-100.0,100.0,55.0,
419245,15.0,-100.0,100.0,55.0,
419248,15.0,-100.0,100.0,55.0,
419262,15.0,-100.0,100.0,55.0,
419265,15.0,-100.0,100.0,55.0,
419279,15.0,-100.0,100.0,55.0,
419282,15.0,-100.0,100.0,55.0,
419296,15.0,-100.0,100.0,55.0,
419298,15.0,-100.0,100.0,55.0,
419299,15.0,-100.0,100.0,55.0,
419312,15.0,-100.0,100.0,55.0,
419315,15.0,-100.0,100.0,55.0,
419318,15.0,-100.0,100.0,55.0,
419329,15.0,-100.0,100.0,55.0,
419332,15.0,-100.0,100.0,55.0,
419345,15.0,-100.0,100.0,55.0,
419346,15.0,-100.0,100.0,55.0,
419348,15.0,-100.0,100.0,55.0,
419362,15.0,-100.0,100.0,55.0,
419365,15.0,-100.0,100.0,55.0,
419378,15.0,-100.0,100.0,55.0,
419381,15.0,-100.0,100.0,55.0,
419382,15.0,-100.0,100.0,55.0,
419395,15.0,-100.0,100.0,55.0,
419398,15.0,-100.0,100.0,55.0,
419412,15.0,-100.0,100.0,55.0,
419414,15.0,-100.0,100.0,55.0,
419415,15.0,-100.0,100.0,55.0,
419428,15.0,-100.0,100.0,55.0,
419429,15.0,-100.0,100.0,55.0,
419432,15.0,-100.0,100.0,55.0,
419446,15.0,-100.0,100.0,55.0,
419449,15.0,-100.0,100.0,55.0,
419462,15.0,-100.0,100.0,55.0,
419465,15.0,-100.0,100.0,55.0,
419478,15.0,-100.0,100.0,55.0,
419482,15.0,-100.0,100.0,55.0,
419496,15.0,-100.0,100.0,55.0,
419498,15.0,-100.0,100.0,55.0,
419512,15.0,-100.0,100.0,55.0,
419515,15.0,-100.0,100.0,55.0,
419528,15.0,-100.0,100.0,55.0,
419532,15.0,-100.0,100.0,55.0,
419545,15.0,-100.0,100.0,55.0,
419549,15.0,-100.0,100.0,55.0,
419561,15.0,-100.0,100.0,55.0,
419565,15.0,-100.0,100.0,55.0,
419581,15.0,-100.0,100.0,55.0,
419582,15.0,-100.0,100.0,55.0,
419598,15.0,-100.0,100.0,55.0,
419599,15.0,-100.0,100.0,55.0,
419612,15.0,-100.0,100.0,55.0,
419615,15.0,-100.0,100.0,55.0,
419628,15.0,-100.0,100.0,55.0,
419632,15.0,-100.0,100.0,55.0,
419645,15.0,-100.0,100.0,55.0,
419649,15.0,-100.0,100.0,55.0,
419662,15.0,-100.0,100.0,55.0,
419665,15.0,-100.0,100.0,55.0,
419678,15.0,-100.0,100.0,55.0,
419682,15.0,-100.0,100.0,55.0,
419695,15.0,-100.0,100.0,55.0,
419699,15.0,-100.0,100.0,55.0,
419711,15.0,-100.0,100.0,55.0,
419715,15.0,-100.0,100.0,55.0,
419728,15.0,-100.0,100.0,55.0,
419732,15.0,-100.0,100.0,55.0,
419745,15.0,-100.0,100.0,55.0,
419749,15.0,-100.0,100.0,55.0,
419761,15.0,-100.0,100.0,55.0,
419766,15.0,-100.0,100.0,55.0,
419781,15.0,-100.0,100.0,55.0,
419782,15.0,-100.0,100.0,55.0,
419795,15.0,-100.0,100.0,55.0,
419799,15.0,-100.0,100.0,55.0,
419811,15.0,-100.0,100.0,55.0,
419816,15.0,-100.0,100.0,55.0,
419829,15.0,-100.0,100.0,55.0,
419832,15.0,-100.0,100.0,55.0,
419845,15.0,-100.0,100.0,55.0,
419849,15.0,-100.0,100.0,55.0,
419862,15.0,-100.0,100.0,55.0,
419866,15.0,-100.0,100.0,55.0,
419878,15.0,-100.0,100.0,55.0,
419882,15.0,-100.0,100.0,55.0,
419888,15.0,-100.0,100.0,55.0,
419895,15.142857142857142,-100.0,100.0,55.0,
419899,15.285714285714286,-100.0,100.0,55.0,
419913,15.428571428571429,-100.0,100.0,55.0,
419916,15.571428571428571,-100.0,100.0,55.0,
419928,15.714285714285714,-100.0,100.0,55.0,
419932,15.857142857142858,-100.0,100.0,55.0,
419934,16.0,-100.0,100.0,55.0,
419944,16.5,-100.0,100.0,55.0,
419950,17.0,-100.0,100.0,55.0,
419961,17.5,-100.0,100.0,55.0,
419966,18.0,-100.0,100.0,55.0,
419978,18.5,-100.0,100.0,55.0,
419982,19.0,-100.0,100.0,55.0,
419983,19.125,-100.0,100.0,55.0,
419996,19.25,-100.0,100.0,55.0,
419999,19.375,-100.0,100.0,55.0,
420011,19.5,-100.0,100.0,55.0,
420016,19.625,-100.0,100.0,55.0,
420028,19.75,-100.0,100.0,55.0,
420032,19.875,-100.0,100.0,55.0,
420041,20.0,-100.0,100.0,55.0,
420044,20.666666666666668,-100.0,100.0,55.0,
420049,21.333333333333332,-100.0,100.0,55.0,
420062,22.0,-100.0,100.0,55.0,
420066,22.666666666666668,-100.0,100.0,55.0,
420078,23.333333333333332,-100.0,100.0,55.0,
420083,24.0,-100.0,100.0,55.0,
420094,24.142857142857142,-100.0,100.0,55.0,
420099,24.285714285714285,-100.0,100.0,55.0,
420111,24.428571428571427,-100.0,100.0,55.0,
420116,24.571428571428573,-100.0,100.0,55.0,
420128,24.714285714285715,-100.0,100.0,55.0,
420133,24.857142857142858,-100.0,100.0,55.0,
420141,25.0,-100.0,100.0,55.0,
420145,25.007874015748033,-100.0,100.0,55.0,
420149,25.015748031496063,-100.0,100.0,55.0,
420160,25.023622047244096,-100.0,100.0,55.0,
420166,25.031496062992126,-100.0,100.0,55.0,
420178,25.03937007874016,-100.0,100.0,55.0,
420183,25.04724409448819,-100.0,100.0,55.0,
420194,25.055118110236222,-100.0,100.0,55.0,
420199,25.062992125984252,-100.0,100.0,55.0,
420211,25.070866141732285,-100.0,100.0,55.0,
420216,25.078740157480315,-100.0,100.0,55.0,
420227,25.086614173228348,-100.0,100.0,55.0,
420233,25.094488188976378,-100.0,100.0,55.0,
420244,25.10236220472441,-100.0,100.0,55.0,
420246,25.11023622047244,-100.0,100.0,55.0,
420249,25.118110236220474,-100.0,100.0,55.0,
420260,25.125984251968504,-100.0,100.0,55.0,
420262,25.133858267716537,-100.0,100.0,55.0,
420266,25.141732283464567,-100.0,100.0,55.0,
420279,25.1496062992126,-100.0,100.0,55.0,
420281,25.15748031496063,-100.0,100.0,55.0,
420283,25.165354330708663,-100.0,100.0,55.0,
420294,25.173228346456693,-100.0,100.0,55.0,
420295,25.181102362204726,-100.0,100.0,55.0,
420299,25.188976377952756,-100.0,100.0,55.0,
420311,25.19685039370079,-100.0,100.0,55.0,
420312,25.20472440944882,-100.0,100.0,55.0,
420316,25.212598425196852,-100.0,100.0,55.0,
420327,25.22047244094488,-100.0,100.0,55.0,
420329,25.228346456692915,-100.0,100.0,55.0,
420333,25.236220472440944,-100.0,100.0,55.0,
420344,25.244094488188978,-100.0,100.0,55.0,
420345,25.251968503937007,-100.0,100.0,55.0,
420350,25.25984251968504,-100.0,100.0,55.0,
420361,25.26771653543307,-100.0,100.0,55.0,
420362,25.275590551181104,-100.0,100.0,55.0,
420366,25.283464566929133,-100.0,100.0,55.0,
420377,25.291338582677167,-100.0,100.0,55.0,
420379,25.299212598425196,-100.0,100.0,55.0,
420383,25.30708661417323,-100.0,100.0,55.0,
420394,25.31496062992126,-100.0,100.0,55.0,
420395,25.322834645669293,-100.0,100.0,55.0,
420398,25.330708661417322,-100.0,100.0,55.0,
420400,25.338582677165356,-100.0,100.0,55.0,
420411,25.346456692913385,-100.0,100.0,55.0,
420412,25.35433070866142,-100.0,100.0,55.0,
420415,25.362204724409448,-100.0,100.0,55.0,
420416,25.37007874015748,-100.0,100.0,55.0,
420428,25.37795275590551,-100.0,100.0,55.0,
420432,25.385826771653544,-100.0,100.0,55.0,
420433,25.393700787401574,-100.0,100.0,55.0,
420443,25.401574803149607,-100.0,100.0,55.0,
420445,25.409448818897637,-100.0,100.0,55.0,
420449,25.41732283464567,-100.0,100.0,55.0,
420450,25.4251968503937,-100.0,100.0,55.0,
420460,25.433070866141733,-100.0,100.0,55.0,
420462,25.440944881889763,-100.0,100.0,55.0,
420464,25.448818897637796,-100.0,100.0,55.0,
420466,25.456692913385826,-100.0,100.0,55.0,
420477,25.46456692913386,-100.0,100.0,55.0,
420479,25.47244094488189,-100.0,100.0,55.0,
420483,25.480314960629922,-100.0,100.0,55.0,
420494,25.488188976377952,-100.0,100.0,55.0,
420495,25.496062992125985,-100.0,100.0,55.0,
420500,25.503937007874015,-100.0,100.0,55.0,
420510,25.511811023622048,-100.0,100.0,55.0,
420514,25.519685039370078,-100.0,100.0,55.0,
420516,25.52755905511811,-100.0,100.0,55.0,
420526,25.53543307086614,-100.0,100.0,55.0,
420531,25.543307086614174,-100.0,100.0,55.0,
420533,25.551181102362204,-100.0,100.0,55.0,
420543,25.559055118110237,-100.0,100.0,55.0,
420550,25.566929133858267,-100.0,100.0,55.0,
420557,25.5748031496063,-100.0,100.0,55.0,
420560,25.58267716535433,-100.0,100.0,55.25,
420567,25.590551181102363,-100.0,100.0,55.5,
420577,25.598425196850393,-100.0,100.0,55.75,
420580,25.606299212598426,-100.0,100.0,56.0,
420583,25.614173228346456,-100.0,100.0,56.0,
420587,25.62204724409449,-100.0,100.0,56.0,
420593,25.62992125984252,-100.0,100.0,56.333333333333336,
420600,25.637795275590552,-100.0,100.0,56.666666666666664,
420609,25.64566929133858,-100.0,100.0,57.0,
420610,25.653543307086615,-100.0,100.0,57.0,
420613,25.661417322834644,-100.0,100.0,57.0,
420616,25.669291338582678,-100.0,100.0,57.42857142857143,
420626,25.677165354330707,-100.0,100.0,57.857142857142854,
420633,25.68503937007874,-100.0,100.0,58.285714285714285,
420643,25.69291338582677,-100.0,100.0,58.714285714285715,
420649,25.700787401574804,-100.0,100.0,59.142857142857146,
420650,25.708661417322833,-100.0,100.0,59.57142857142857,
420657,25.716535433070867,-100.0,100.0,60.0,
420661,25.724409448818896,-100.0,100.0,60.0,
420666,25.73228346456693,-100.0,100.0,60.333333333333336,
420667,25.74015748031496,-100.0,100.0,60.666666666666664,
420672,25.748031496062993,-100.0,100.0,61.0,
420676,25.755905511811022,-100.0,100.0,61.0,
420682,25.763779527559056,-100.0,100.0,61.0,
420683,25.771653543307085,-100.0,100.0,61.0,
420694,25.77952755905512,-100.0,100.0,61.0,
420700,25.787401574803148,-100.0,100.0,61.0,
420710,25.79527559055118,-100.0,100.0,61.0,
420716,25.80314960629921,-100.0,100.0,61.0,
420726,25.811023622047244,-100.0,100.0,61.0,
420733,25.818897637795274,-100.0,100.0,61.0,
420734,25.826771653543307,-100.0,100.0,61.0,
420743,25.834645669291337,-100.0,100.0,61.0,
420749,25.84251968503937,-100.0,100.0,61.0,
420750,25.8503937007874,-100.0,100.0,61.0,
420760,25.858267716535433,-100.0,100.0,61.0,
420766,25.866141732283463,-100.0,100.0,61.0,
420767,25.874015748031496,-100.0,100.0,61.0,
420776,25.881889763779526,-100.0,100.0,61.0,
420783,25.88976377952756,-100.0,100.0,61.0,
420793,25.89763779527559,-100.0,100.0,61.0,
420800,25.905511811023622,-100.0,100.0,61.0,
420801,25.913385826771652,-100.0,100.0,61.0,
420809,25.921259842519685,-100.0,100.0,61.0,
420817,25.929133858267715,-100.0,100.0,61.0,
420826,25.937007874015748,-100.0,100.0,61.0,
420833,25.944881889763778,-100.0,100.0,61.0,
420843,25.95275590551181,-100.0,100.0,61.0,
420850,25.96062992125984,-100.0,100.0,61.0,
420859,25.968503937007874,-100.0,100.0,61.0,
420867,25.976377952755904,-100.0,100.0,61.0,
420876,25.984251968503937,-100.0,100.0,61.0,
420883,25.99212598425197,-100.0,100.0,61.0,
420885,26.0,-100.0,100.0,61.0,
420893,26.125,-100.0,100.0,61.0,
420900,26.25,-100.0,100.0,61.0,
420901,26.375,-100.0,100.0,61.0,
420910,26.5,-100.0,100.0,61.0,
420917,26.625,-100.0,100.0,61.0,
420926,26.75,-100.0,100.0,61.0,
420934,26.875,-100.0,100.0,61.0,
420941,27.0,-100.0,100.0,61.0,
420944,27.272727272727273,-100.0,100.0,61.0,
420950,27.545454545454547,-100.0,100.0,61.0,
420952,27.818181818181817,-100.0,100.0,61.0,
420959,28.09090909090909,-100.0,100.0,61.0,
420967,28.363636363636363,-100.0,100.0,61.0,
420969,28.636363636363637,-100.0,100.0,61.0,
420976,28.90909090909091,-100.0,100.0,61.0,
420983,29.18181818181818,-100.0,100.0,61.0,
420993,29.454545454545453,-100.0,100.0,61.0,
421000,29.727272727272727,-100.0,100.0,61.0,
421001,30.0,-100.0,100.0,61.0,
421009,30.2,-100.0,100.0,61.0,
421017,30.4,-100.0,100.0,61.0,
421026,30.6,-100.0,100.0,61.0,
421034,30.8,-100.0,100.0,61.0,
421042,31.0,-100.0,100.0,61.0,
421050,31.428571428571427,-100.0,100.0,61.0,
421052,31.857142857142858,-100.0,100.0,61.0,
421059,32.285714285714285,-100.0,100.0,61.0,
421067,32.714285714285715,-100.0,100.0,61.0,
421070,33.142857142857146,-100.0,100.0,61.0,
421077,33.57142857142857,-100.0,100.0,61.0,
421083,34.0,-100.0,100.0,61.0,
421084,34.125,-100.0,100.0,61.0,
421085,34.25,-100.0,100.0,61.0,
421093,34.375,-100.0,100.0,61.0,
421100,34.5,-100.0,100.0,61.0,
421101,34.625,-100.0,100.0,61.0,
421109,34.75,-100.0,100.0,61.0,
421118,34.875,-100.0,100.0,61.0,
421124,35.0,-100.0,100.0,61.0,
421126,35.064516129032256,-100.0,100.0,61.0,
421134,35.12903225806452,-100.0,100.0,61.0,
421135,35.193548387096776,-100.0,100.0,61.0,
421142,35.25806451612903,-100.0,100.0,61.0,
421150,35.32258064516129,-100.0,100.0,61.0,
421152,35.38709677419355,-100.0,100.0,61.0,
421159,35.45161290322581,-100.0,100.0,61.0,
421167,35.516129032258064,-100.0,100.0,61.0,
421175,35.58064516129032,-100.0,100.0,61.0,
421184,35.645161290322584,-100.0,100.0,61.0,
421192,35.70967741935484,-100.0,100.0,61.0,
421195,35.774193548387096,-100.0,100.0,61.0,
421200,35.83870967741935,-100.0,100.0,61.0,
421209,35.903225806451616,-100.0,100.0,61.0,
421213,35.96774193548387,-100.0,100.0,61.0,
421217,36.03225806451613,-100.0,100.0,61.0,
421225,36.096774193548384,-100.0,100.0,61.0,
421229,36.16129032258065,-100.0,100.0,61.0,
421234,36.225806451612904,-100.0,100.0,61.0,
421245,36.29032258064516,-100.0,100.0,61.0,
421246,36.354838709677416,-100.0,100.0,61.0,
421251,36.41935483870968,-100.0,100.0,61.0,
421259,36.483870967741936,-100.0,100.0,61.0,
421262,36.54838709677419,-100.0,100.0,61.0,
421267,36.61290322580645,-100.0,100.0,61.0,
421275,36.67741935483871,-100.0,100.0,61.0,
421278,36.74193548387097,-100.0,100.0,61.0,
421284,36.806451612903224,-100.0,100.0,61.0,
421292,36.87096774193548,-100.0,100.0,61.0,
421295,36.935483870967744,-100.0,100.0,61.0,
421301,37.0,-100.0,100.0,61.0,
421309,37.142857142857146,-100.0,100.0,61.0,
421312,37.285714285714285,-100.0,100.0,61.0,
421317,37.42857142857143,-100.0,100.0,61.0,
421325,37.57142857142857,-100.0,100.0,61.0,
421329,37.714285714285715,-100.0,100.0,61.0,
421334,37.857142857142854,-100.0,100.0,61.0,
421342,38.0,-100.0,100.0,61.0,
421344,38.22222222222222,-100.0,100.0,61.0,
421345,38.44444444444444,-100.0,100.0,61.0,
421351,38.666666666666664,-100.0,100.0,61.0,
421359,38.888888888888886,-100.0,100.0,61.0,
421362,39.111111111111114,-100.0,100.0,61.0,
421367,39.333333333333336,-100.0,100.0,61.0,
421375,39.55555555555556,-100.0,100.0,61.0,
421379,39.77777777777778,-100.0,100.0,61.0,
421383,40.0,-100.0,100.0,61.0,
421384,40.125,-100.0,100.0,61.0,
421392,40.25,-100.0,100.0,61.0,
421395,40.375,-100.0,100.0,61.0,
421401,40.5,-100.0,100.0,61.0,
421409,40.625,-100.0,100.0,61.0,
421412,40.75,-100.0,100.0,61.0,
421417,40.875,-100.0,100.0,61.0,
421425,41.0,-100.0,100.0,61.0,
421429,41.07142857142857,-100.0,100.0,61.0,
421434,41.142857142857146,-100.0,100.0,61.0,
421437,41.214285714285715,-100.0,100.0,61.0,
421442,41.285714285714285,-100.0,100.0,61.0,
421445,41.357142857142854,-100.0,100.0,61.0,
421451,41.42857142857143,-100.0,100.0,61.0,
421456,41.5,-100.0,100.0,61.0,
421460,41.57142857142857,-100.0,100.0,61.0,
421462,41.642857142857146,-100.0,100.0,61.0,
421468,41.714285714285715,-100.0,100.0,61.0,
421470,41.785714285714285,-100.0,100.0,61.0,
421475,41.857142857142854,-100.0,100.0,61.0,
421479,41.92857142857143,-100.0,100.0,61.0,
421481,42.0,-100.0,100.0,61.0,
421484,42.111111111111114,-100.0,100.0,61.0,
421487,42.22222222222222,-100.0,100.0,61.0,
421492,42.333333333333336,-100.0,100.0,61.0,
421495,42.44444444444444,-100.0,100.0,61.0,
421501,42.55555555555556,-100.0,100.0,61.0,
421503,42.666666666666664,-100.0,100.0,61.0,
421509,42.77777777777778,-100.0,100.0,61.0,
421525,42.888888888888886,-100.0,100.0,61.0,
421541,43.0,-100.0,100.0,61.0,
421542,43.4,-100.0,100.0,61.0,
421555,43.8,-100.0,100.0,61.0,
421558,44.2,-100.0,100.0,61.0,
421577,44.6,-100.0,100.0,61.0,
421586,45.0,-100.0,100.0,61.0,
421592,45.0,-100.0,100.0,61.0,
421608,45.0,-100.0,100.0,61.0,
421625,45.0,-100.0,100.0,61.0,
421641,45.0,-100.0,100.0,61.0,
