,A1O51ZAYABZYI,ARGR4AJESGHHP,A2IJQ30G1BWGV
201943,-80.0,14.0,-18.0
201947,-80.0,14.0,-18.0
201959,-80.0,15.0,-18.0
201964,-80.0,15.0,-18.0
201975,-80.0,15.5,-18.0
201976,-80.0,16.0,-18.0
201979,-80.0,16.0,-18.0
201993,-80.0,17.0,-18.0
201996,-80.0,17.0,-18.0
202009,-80.0,18.0,-18.0
202010,-80.0,18.0,-18.0
202013,-79.5,18.0,-18.0
202020,-79.0,19.0,-18.0
202027,-79.0,20.0,-18.0
202038,-79.0,20.0,-18.0
202048,-79.0,20.5,-18.0
202050,-78.5,21.0,-18.0
202053,-78.0,21.5,-18.0
202059,-78.0,22.0,-18.0
202063,-78.0,22.0,-18.0
202075,-78.0,22.5,-18.0
202076,-78.0,23.0,-18.0
202079,-78.0,23.0,-18.0
202093,-78.0,24.0,-18.0
202096,-78.0,24.0,-18.0
202109,-78.0,25.0,-18.0
202113,-78.0,25.0,-18.0
202126,-78.0,26.0,-18.0
202133,-78.0,26.0,-18.0
202141,-78.0,26.5,-18.0
202143,-78.0,27.0,-18.0
202145,-78.0,27.0,-18.0
202159,-78.0,28.0,-18.0
202161,-78.0,28.0,-18.0
202176,-78.0,29.0,-18.0
202178,-78.0,29.0,-18.0
202193,-78.0,31.0,-18.0
202196,-78.0,31.0,-18.0
202210,-78.0,32.0,-18.0
202212,-78.0,32.0,-18.0
202214,-78.0,32.5,-18.0
202226,-78.0,33.0,-18.0
202228,-78.0,33.0,-18.0
202242,-78.0,34.0,-18.0
202245,-78.0,34.0,-18.0
202260,-78.0,35.0,-18.0
202262,-78.0,35.0,-18.0
202272,-78.0,35.5,-18.0
202276,-77.75,36.0,-18.0
202279,-77.5,36.0,-18.0
202282,-77.25,36.333333333333336,-18.0
202287,-77.0,36.666666666666664,-18.0
202293,-77.0,37.0,-18.0
202296,-77.0,37.0,-18.0
202300,-77.0,37.333333333333336,-18.0
202303,-76.0,37.666666666666664,-18.0
202309,-76.0,38.0,-18.0
202311,-76.0,38.0,-18.0
202322,-76.0,39.0,-18.0
202326,-76.0,40.0,-18.0
202328,-76.0,40.0,-18.0
202343,-76.0,41.0,-18.0
202346,-76.0,41.0,-18.0
202359,-76.0,42.0,-18.0
202362,-76.0,42.0,-18.0
202376,-76.0,43.0,-18.0
202378,-76.0,43.0,-18.0
202393,-76.0,44.0,-18.0
202395,-76.0,44.0,-18.0
202409,-76.0,45.0,-18.0
202412,-76.0,45.0,-18.0
202413,-76.0,45.5,-18.0
202426,-76.0,46.0,-18.0
202428,-76.0,46.0,-18.0
202430,-76.0,46.5,-18.0
202442,-75.75,47.0,-18.0
202445,-75.5,47.0,-18.0
202450,-75.25,47.333333333333336,-18.0
202456,-75.0,47.666666666666664,-18.0
202459,-75.0,48.0,-18.0
202462,-75.0,48.0,-18.0
202476,-75.0,49.0,-18.0
202479,-75.0,49.0,-18.0
202490,-75.0,49.666666666666664,-18.0
202492,-75.0,50.333333333333336,-18.0
202493,-74.66666666666667,51.0,-18.0
202496,-74.33333333333333,51.0,-18.0
202504,-74.0,51.5,-18.0
202509,-73.94444444444444,52.0,-18.0
202512,-73.88888888888889,52.0,-18.0
202526,-73.83333333333333,53.0,-18.0
202529,-73.77777777777777,53.0,-18.0
202543,-73.72222222222223,54.0,-18.0
202546,-73.66666666666667,54.0,-18.0
202553,-73.61111111111111,54.5,-18.0
202559,-73.55555555555556,55.0,-18.0
202563,-73.5,55.0,-18.0
202576,-73.44444444444444,56.0,-18.0
202579,-73.38888888888889,56.0,-18.0
202583,-73.33333333333333,56.5,-18.0
202593,-73.27777777777777,57.0,-18.0
202596,-73.22222222222223,57.0,-18.0
202609,-73.16666666666667,58.0,-18.0
202611,-73.11111111111111,58.0,-18.0
202613,-73.05555555555556,58.0,-18.0
202623,-73.0,59.0,-18.0
202626,-72.75,60.0,-18.0
202629,-72.5,60.0,-18.0
202636,-72.25,60.333333333333336,-18.0
202638,-72.0,60.666666666666664,-18.0
202643,-72.0,61.0,-18.0
202646,-72.0,61.0,-18.0
202650,-72.0,61.5,-18.0
202659,-71.5,62.0,-18.0
202661,-71.0,62.0,-18.0
202663,-71.0,62.0,-18.0
202676,-71.0,63.0,-18.0
202680,-71.0,63.0,-18.0
202687,-71.0,63.5,-18.0
202692,-70.66666666666667,64.0,-18.0
202696,-70.33333333333333,64.0,-18.0
202698,-70.0,64.5,-18.0
202709,-70.0,65.0,-18.0
202711,-70.0,65.0,-18.0
202726,-70.0,66.0,-18.0
202728,-70.0,66.0,-18.0
202742,-70.0,67.0,-18.0
202744,-70.0,67.0,-18.0
202759,-70.0,68.0,-18.0
202762,-70.0,68.0,-18.0
202776,-70.0,69.0,-18.0
202779,-70.0,69.0,-18.0
202793,-70.0,71.0,-18.0
202795,-70.0,71.0,-18.0
202808,-70.0,71.5,-18.0
202809,-69.66666666666667,72.0,-18.0
202812,-69.33333333333333,72.0,-18.0
202818,-69.0,72.5,-18.0
202826,-69.0,73.0,-18.0
202829,-69.0,73.0,-18.0
202843,-69.0,74.0,-18.0
202846,-69.0,74.0,-18.0
202851,-69.0,74.5,-18.0
202859,-68.5,75.0,-18.0
202860,-68.0,75.0,-18.0
202863,-68.0,75.0,-18.0
202876,-68.0,76.0,-18.0
202879,-68.0,76.0,-18.0
202893,-68.0,77.0,-18.0
202896,-68.0,77.0,-18.0
202909,-68.0,78.0,-18.0
202913,-68.0,78.0,-18.0
202926,-68.0,80.0,-18.0
202930,-68.0,80.0,-18.0
202943,-68.0,81.0,-18.0
202947,-68.0,81.0,-18.0
202959,-68.0,82.0,-18.0
202961,-68.0,82.0,-18.0
202962,-67.5,82.0,-18.0
202973,-67.0,82.5,-18.0
202976,-67.0,83.0,-18.0
202979,-67.0,83.0,-18.0
202993,-67.0,84.0,-18.0
202996,-67.0,84.0,-18.0
203002,-67.0,84.33333333333333,-18.0
203009,-66.0,84.66666666666667,-18.0
203010,-66.0,85.0,-18.0
203013,-66.0,85.0,-18.0
203026,-66.0,86.0,-18.0
203030,-66.0,86.0,-18.0
203043,-66.0,87.0,-18.0
203046,-66.0,87.0,-18.0
203059,-66.0,88.0,-18.0
203062,-66.0,88.0,-18.0
203076,-66.0,90.0,-18.0
203079,-66.0,90.0,-18.0
203093,-66.0,91.0,-18.0
203096,-66.0,91.0,-18.0
203109,-66.0,92.0,-18.0
203113,-66.0,92.0,-18.0
203126,-66.0,93.0,-18.0
203129,-66.0,93.0,-18.0
203143,-66.0,94.0,-18.0
203146,-66.0,94.0,-18.0
203155,-66.0,94.33333333333333,-18.0
203158,-65.0,94.66666666666667,-18.0
203159,-65.0,95.0,-18.0
203164,-65.0,95.0,-18.0
203176,-65.0,96.0,-18.0
203179,-65.0,96.0,-18.0
203187,-65.0,96.5,-18.0
203193,-64.66666666666667,97.0,-18.0
203197,-64.33333333333333,97.0,-18.0
203198,-64.0,97.5,-18.0
203209,-64.0,98.0,-18.0
203212,-64.0,98.0,-18.0
203213,-63.5,98.0,-18.0
203223,-63.0,99.0,-18.0
203226,-63.0,100.0,-18.0
203305,-63.0,100.0,-18.0
203315,-62.0,100.0,-18.0
203350,-62.0,100.0,-18.0
203356,-61.0,100.0,-18.0
203488,-61.0,100.0,-18.0
203507,-61.0,100.0,-18.0
203517,-60.0,100.0,-18.0
203524,-60.0,100.0,-18.0
203555,-60.0,100.0,-18.0
203563,-59.0,100.0,-18.0
203570,-59.0,100.0,-18.0
203623,-59.0,100.0,-18.0
203674,-59.0,100.0,-18.0
203676,-59.0,100.0,-18.0
203686,-58.0,100.0,-18.0
203700,-58.0,100.0,-18.0
203721,-58.0,100.0,-18.0
203731,-57.0,100.0,-18.0
203772,-57.0,100.0,-18.0
203822,-57.0,100.0,-18.0
203832,-57.0,100.0,-18.0
203848,-56.0,100.0,-18.0
203861,-56.0,100.0,-18.0
203877,-56.0,100.0,-18.0
203882,-55.0,100.0,-18.0
203903,-55.0,100.0,-18.0
203953,-55.0,100.0,-18.0
203987,-55.0,100.0,-18.0
204026,-55.0,100.0,-18.0
204031,-55.0,100.0,-18.0
204045,-54.0,100.0,-18.0
204079,-54.0,100.0,-18.0
204085,-53.0,100.0,-18.0
204111,-53.0,100.0,-18.0
204145,-53.0,100.0,-18.0
204203,-53.0,100.0,-18.0
204204,-53.0,100.0,-18.0
204218,-52.0,100.0,-18.0
204224,-52.0,100.0,-18.0
204242,-52.0,100.0,-18.0
204248,-51.0,100.0,-18.0
204269,-51.0,100.0,-18.0
204314,-51.0,100.0,-18.0
204361,-51.0,100.0,-18.0
204370,-50.0,100.0,-18.0
204391,-50.0,100.0,-18.0
204409,-50.0,100.0,-18.0
204416,-49.5,100.0,-18.0
204428,-49.0,100.0,-18.0
204469,-49.0,100.0,-18.0
204504,-49.0,100.0,-18.0
204522,-49.0,100.0,-18.0
204539,-48.0,100.0,-18.0
204550,-48.0,100.0,-18.0
204585,-48.0,100.0,-18.0
204589,-47.5,100.0,-18.0
204599,-47.0,100.0,-18.0
204613,-47.0,100.0,-18.0
204666,-47.0,100.0,-18.0
204704,-47.0,100.0,-18.0
204714,-46.5,100.0,-18.0
204721,-46.0,100.0,-18.0
204748,-46.0,100.0,-18.0
204760,-45.0,100.0,-18.0
204806,-45.0,100.0,-18.0
204860,-45.0,100.0,-18.0
204864,-45.0,100.0,-18.0
204865,-44.0,100.0,-18.0
204901,-44.0,100.0,-18.0
204914,-43.0,100.0,-18.0
204939,-43.0,100.0,-18.0
204968,-43.0,100.0,-18.0
204994,-43.0,100.0,-18.0
205044,-43.0,100.0,-18.0
205072,-43.0,100.0,-18.0
205082,-42.0,100.0,-18.0
205127,-42.0,100.0,-18.0
205135,-41.0,100.0,-18.0
205152,-41.0,100.0,-18.0
205165,-40.0,100.0,-18.0
205171,-40.0,100.0,-18.0
205209,-40.0,100.0,-18.0
205215,-40.0,100.0,-18.0
205225,-39.0,100.0,-18.0
205241,-39.0,100.0,-18.0
205257,-39.0,100.0,-18.0
205338,-39.0,100.0,-18.0
205442,-39.0,100.0,-18.0
205509,-39.0,100.0,-18.0
205514,-39.0,100.0,-18.0
205515,-38.0,100.0,-18.0
205545,-38.0,100.0,-18.0
205551,-37.0,100.0,-18.0
205564,-37.0,100.0,-18.0
205610,-37.0,100.0,-18.0
205651,-37.0,100.0,-18.0
205706,-37.0,100.0,-18.0
205714,-37.0,100.0,-18.0
205715,-36.0,100.0,-18.0
205752,-36.0,100.0,-18.0
205754,-36.0,100.0,-18.0
205763,-35.0,100.0,-18.0
205800,-35.0,100.0,-18.0
205841,-35.0,100.0,-18.0
205885,-35.0,100.0,-18.0
205911,-35.0,100.0,-18.0
205920,-34.5,100.0,-18.0
205923,-34.0,100.0,-18.0
205948,-34.0,100.0,-18.0
205957,-33.0,100.0,-18.0
206049,-33.0,100.0,-18.0
206115,-33.0,100.0,-18.0
206181,-33.0,100.0,-18.0
206206,-33.0,100.0,-18.0
206246,-33.0,100.0,-18.0
206299,-33.0,100.0,-18.0
206315,-32.0,100.0,-18.0
206318,-32.0,100.0,-18.0
206357,-32.0,100.0,-18.0
206362,-31.0,100.0,-18.0
206385,-31.0,100.0,-18.0
206446,-31.0,100.0,-18.0
206480,-31.0,100.0,-18.0
206483,-31.0,100.0,-18.0
206499,-30.0,100.0,-18.0
206520,-30.0,100.0,-18.0
206529,-29.5,100.0,-18.0
206531,-29.0,100.0,-18.0
206538,-29.0,100.0,-18.0
206548,-27.0,100.0,-18.0
206556,-27.0,100.0,-18.0
206565,-26.0,100.0,-18.0
206570,-26.0,100.0,-18.0
206572,-25.0,100.0,-18.0
206573,-25.0,100.0,-18.0
206579,-25.0,100.0,-18.0
206590,-24.0,100.0,-18.0
206609,-24.0,100.0,-18.0
206691,-24.0,100.0,-18.0
206700,-24.0,100.0,-18.0
206714,-23.0,100.0,-18.0
206721,-23.0,100.0,-18.0
206730,-22.0,100.0,-18.0
206737,-22.0,100.0,-18.0
206738,-22.0,100.0,-18.0
206747,-21.0,100.0,-18.0
206770,-21.0,100.0,-18.0
206783,-20.0,100.0,-18.0
206798,-20.0,100.0,-18.0
206841,-20.0,100.0,-18.0
206878,-20.0,100.0,-18.0
206898,-20.0,100.0,-18.0
206916,-19.0,100.0,-18.0
206936,-19.0,100.0,-18.0
206946,-18.0,100.0,-18.0
206957,-18.0,100.0,-18.0
206964,-17.0,100.0,-18.0
207040,-17.0,100.0,-18.0
207081,-17.0,100.0,-18.0
207083,-16.5,100.0,-18.0
207096,-16.0,100.0,-18.0
207119,-16.0,100.0,-18.0
207128,-15.0,100.0,-18.0
207136,-15.0,100.0,-18.0
207147,-14.0,100.0,-18.0
207162,-14.0,100.0,-18.0
207205,-14.0,100.0,-18.0
207243,-14.0,100.0,-18.0
207282,-14.0,100.0,-18.0
207285,-13.5,100.0,-18.0
207295,-13.0,100.0,-18.0
207319,-13.0,100.0,-18.0
207321,-12.5,100.0,-18.0
207329,-12.0,100.0,-18.0
207355,-12.0,100.0,-18.0
207365,-11.0,100.0,-18.0
207370,-11.0,100.0,-18.0
207428,-11.0,100.0,-18.0
207445,-11.0,100.0,-18.0
207459,-10.0,100.0,-18.0
207466,-10.0,100.0,-18.0
207475,-9.0,100.0,-18.0
207483,-9.0,100.0,-18.0
207491,-8.0,100.0,-18.0
207501,-8.0,100.0,-18.0
207510,-7.0,100.0,-18.0
207534,-7.0,100.0,-18.0
207605,-7.0,100.0,-18.0
207637,-7.0,100.0,-18.0
207642,-6.0,100.0,-18.0
207666,-6.0,100.0,-18.0
207674,-5.0,100.0,-18.0
207684,-5.0,100.0,-18.0
207692,-4.0,100.0,-18.0
207700,-4.0,100.0,-18.0
207786,-4.0,100.0,-18.0
207832,-4.0,100.0,-18.0
207839,-4.0,100.0,-18.0
207842,-3.0,100.0,-18.0
207863,-3.0,100.0,-18.0
207865,-3.0,100.0,-18.0
207873,-2.0,100.0,-18.0
207898,-2.0,100.0,-18.0
207908,-1.0,100.0,-18.0
207930,-1.0,100.0,-18.0
207954,-1.0,100.0,-18.0
207999,-1.0,100.0,-18.0
208037,-1.0,100.0,-18.0
208050,0.0,100.0,-18.0
208078,1.0,100.0,-18.0
208090,2.0,100.0,-18.0
208099,2.0,100.0,-18.0
208109,2.5,100.0,-18.0
208110,3.0,100.0,-18.0
208219,3.0,100.0,-18.0
208232,4.0,100.0,-18.0
208256,4.0,100.0,-18.0
208266,5.0,100.0,-18.0
208280,5.0,100.0,-18.0
208291,6.0,100.0,-18.0
208623,6.0,100.0,-18.0
208636,7.0,100.0,-18.0
208664,7.0,100.0,-18.0
208672,8.0,100.0,-18.0
209090,9.0,100.0,-18.0
209109,10.0,100.0,-18.0
209130,10.0,100.0,-18.0
209143,11.0,100.0,-18.0
209326,11.0,100.0,-18.0
209366,11.0,100.0,-18.0
209411,11.0,100.0,-18.0
209418,11.0,100.0,-18.0
209431,12.0,100.0,-18.0
209439,12.0,100.0,-18.0
209457,12.0,100.0,-18.0
209465,13.0,100.0,-18.0
209490,13.0,100.0,-18.0
209491,13.0,100.0,-18.0
209502,14.0,100.0,-18.0
209533,14.0,100.0,-18.0
209590,14.0,100.0,-18.0
209653,14.0,100.0,-18.0
209754,14.0,100.0,-18.0
209758,14.0,100.0,-18.0
209772,15.0,100.0,-18.0
209780,15.0,100.0,-18.0
209790,16.0,100.0,-18.0
209794,16.0,100.0,-18.0
209799,16.0,100.0,-18.0
209808,18.0,100.0,-18.0
209830,18.0,100.0,-18.0
209866,18.0,100.0,-18.0
209885,18.0,100.0,-18.0
209985,18.0,100.0,-18.0
210019,18.0,100.0,-18.0
210051,18.0,100.0,-18.0
210063,19.0,100.0,-18.0
210071,19.0,100.0,-18.0
210091,19.0,100.0,-18.0
210100,20.0,100.0,-18.0
210102,20.0,100.0,-18.0
210125,20.0,100.0,-18.0
210135,21.0,100.0,-18.0
210140,21.0,100.0,-18.0
210177,21.0,100.0,-18.0
210212,21.0,100.0,-18.0
210250,21.0,100.0,-18.0
210300,21.0,100.0,-18.0
210344,21.0,100.0,-18.0
210377,21.0,100.0,-18.0
210406,21.0,100.0,-18.0
210410,22.0,100.0,-18.0
210431,22.0,100.0,-18.0
210437,22.0,100.0,-18.0
210447,23.0,100.0,-18.0
210478,23.0,100.0,-18.0
210543,23.0,100.0,-18.0
210581,23.0,100.0,-18.0
210683,23.0,100.0,-18.0
210695,23.5,100.0,-18.0
210696,24.0,100.0,-18.0
210728,24.0,100.0,-18.0
210737,25.0,100.0,-18.0
210741,25.0,100.0,-18.0
210765,25.0,100.0,-18.0
210775,26.0,100.0,-18.0
210790,26.0,100.0,-18.0
210835,26.0,100.0,-18.0
210900,26.0,100.0,-18.0
210909,26.5,100.0,-18.0
210913,27.0,100.0,-18.0
210940,27.0,100.0,-18.0
210946,28.0,100.0,-18.0
210986,28.0,100.0,-18.0
210990,28.5,100.0,-18.0
211000,29.0,100.0,-18.0
211073,29.0,100.0,-18.0
211112,29.0,100.0,-18.0
211134,29.0,100.0,-18.0
211146,29.5,100.0,-18.0
211148,30.0,100.0,-18.0
211159,30.0,100.0,-18.0
211180,32.0,100.0,-18.0
211185,32.0,100.0,-18.0
211209,32.0,100.0,-18.0
211218,33.0,100.0,-18.0
211244,33.0,100.0,-18.0
211290,33.0,100.0,-18.0
211334,33.0,100.0,-18.0
211367,33.0,100.0,-18.0
211370,33.0,100.0,-18.0
211383,34.0,100.0,-18.0
211394,34.0,100.0,-18.0
211411,34.0,100.0,-18.0
211418,35.0,100.0,-18.0
211419,35.0,100.0,-18.0
211442,35.0,100.0,-18.0
211445,35.0,100.0,-18.0
211466,37.0,100.0,-18.0
211525,37.0,100.0,-18.0
211555,37.0,100.0,-18.0
211601,37.0,100.0,-18.0
211605,37.0,100.0,-18.0
211618,38.0,100.0,-18.0
211645,38.0,100.0,-18.0
211654,39.0,100.0,-18.0
211684,39.0,100.0,-18.0
211690,40.0,100.0,-18.0
211694,41.0,100.0,-18.0
211723,41.0,100.0,-18.0
211800,41.0,100.0,-18.0
211833,41.0,100.0,-18.0
211873,41.0,100.0,-18.0
211895,41.0,100.0,-18.0
211976,41.0,100.0,-18.0
212073,41.0,100.0,-18.0
212085,42.0,100.0,-18.0
212116,43.0,100.0,-18.0
212124,44.0,100.0,-18.0
212137,44.0,100.0,-18.0
212159,46.0,100.0,-18.0
212190,46.0,100.0,-18.0
212200,47.0,100.0,-18.0
212336,47.0,100.0,-18.0
212348,48.0,100.0,-18.0
212389,48.0,100.0,-18.0
212396,49.0,100.0,-18.0
212539,49.0,100.0,-18.0
212544,50.0,100.0,-18.0
212589,50.0,100.0,-18.0
212599,51.0,100.0,-18.0
212768,51.0,100.0,-18.0
212771,52.0,100.0,-18.0
212805,52.0,100.0,-18.0
212813,53.0,100.0,-18.0
212977,53.0,100.0,-18.0
212995,54.0,100.0,-18.0
213036,54.0,100.0,-18.0
213050,55.0,100.0,-18.0
213202,55.0,100.0,-18.0
213214,56.0,100.0,-18.0
213247,56.0,100.0,-18.0
213253,57.0,100.0,-18.0
213287,57.0,100.0,-18.0
213298,58.0,100.0,-18.0
214494,58.0,100.0,-18.0
214510,58.0,99.0,-18.0
214513,58.0,99.0,-18.0
214527,58.0,98.0,-18.0
214528,58.0,98.0,-18.0
214544,58.0,96.0,-18.0
214547,58.0,96.0,-18.0
214560,58.0,95.0,-18.0
214562,58.0,95.0,-18.0
214577,58.0,94.0,-18.0
214579,58.0,94.0,-18.0
214593,58.0,93.0,-18.0
214811,58.0,93.0,-18.0
214827,58.0,94.0,-18.0
214830,58.0,94.0,-18.0
214843,58.0,95.0,-18.0
214846,58.0,95.0,-18.0
214860,58.0,96.0,-18.0
214862,58.0,96.0,-18.0
214877,58.0,98.0,-18.0
214881,58.0,98.0,-18.0
214893,58.0,99.0,-18.0
214895,58.0,99.0,-18.0
214910,58.0,100.0,-18.0
215217,58.0,100.0,-18.0
215232,57.0,100.0,-18.0
215239,57.0,100.0,-18.0
215267,55.0,100.0,-18.0
215274,55.0,100.0,-18.0
215283,54.0,100.0,-18.0
215291,54.0,100.0,-18.0
215321,51.0,100.0,-18.0
215417,51.0,100.0,-18.0
215449,49.0,100.0,-18.0
215457,49.0,100.0,-18.0
215483,47.0,100.0,-18.0
215494,47.0,100.0,-18.0
215525,44.0,100.0,-18.0
215618,44.0,100.0,-18.0
215632,43.0,100.0,-18.0
215645,43.0,100.0,-18.0
215665,41.0,100.0,-18.0
215688,41.0,100.0,-18.0
215706,40.0,100.0,-18.0
215819,40.0,100.0,-18.0
215834,39.0,100.0,-18.0
215868,39.0,100.0,-18.0
215873,38.0,100.0,-18.0
216018,38.0,100.0,-18.0
216031,37.0,100.0,-18.0
216058,37.0,100.0,-18.0
216065,36.0,100.0,-18.0
216090,36.0,100.0,-18.0
216104,35.0,100.0,-18.0
216161,35.0,100.0,-18.0
216177,35.0,99.0,-18.0
216179,35.0,99.0,-18.0
216193,35.0,98.0,-18.0
216196,35.0,98.0,-18.0
216210,35.0,97.0,-18.0
216216,34.5,97.0,-18.0
216222,34.0,96.5,-18.0
216227,34.0,96.0,-18.0
216230,34.0,96.0,-18.0
216236,34.0,95.5,-18.0
216243,33.666666666666664,95.0,-18.0
216245,33.333333333333336,95.0,-18.0
216246,33.0,94.66666666666667,-18.0
216254,33.0,94.33333333333333,-18.0
216260,32.5,94.0,-18.0
216263,32.0,94.0,-18.0
216272,32.0,93.5,-18.0
216277,31.666666666666668,93.0,-18.0
216279,31.333333333333332,93.0,-18.0
216282,31.0,92.5,-18.0
216293,31.0,92.0,-18.0
216297,31.0,92.0,-18.0
216310,31.0,91.0,-18.0
216312,31.0,91.0,-18.0
216327,31.0,89.0,-18.0
216330,31.0,89.0,-18.0
216343,31.0,88.0,-18.0
216346,31.0,88.0,-18.0
216360,31.0,87.0,-18.0
216362,31.0,87.0,-18.0
216377,31.0,86.0,-18.0
216379,31.0,86.0,-18.0
216393,31.0,85.0,-18.0
216397,31.0,85.0,-18.0
216400,31.0,84.5,-18.0
216411,30.5,84.0,-18.0
216413,30.0,84.0,-18.0
216417,30.0,84.0,-18.0
216427,30.0,83.0,-18.0
216432,30.0,83.0,-18.0
216438,30.0,82.5,-18.0
216443,29.5,82.0,-18.0
216446,29.0,82.0,-18.0
216447,29.0,82.0,-18.0
216455,29.0,81.5,-18.0
216460,28.666666666666668,81.0,-18.0
216464,28.333333333333332,81.0,-18.0
216465,28.0,80.0,-18.0
216477,28.0,79.0,-18.0
216479,28.0,79.0,-18.0
216494,28.0,78.0,-18.0
216497,28.0,78.0,-18.0
216510,28.0,77.0,-18.0
216512,28.0,77.0,-18.0
216527,28.0,76.0,-18.0
216529,28.0,76.0,-18.0
216543,28.0,75.0,-18.0
216547,28.0,75.0,-18.0
216560,28.0,74.0,-18.0
216563,28.0,74.0,-18.0
216577,28.0,73.0,-18.0
216579,28.0,73.0,-18.0
216593,28.0,72.0,-18.0
216596,28.0,72.0,-18.0
216610,28.0,71.0,-18.0
216614,28.0,71.0,-18.0
216615,28.0,70.0,-18.0
216627,27.5,69.0,-18.0
216629,27.0,69.0,-18.0
216630,27.0,69.0,-18.0
216643,27.0,68.0,-18.0
216646,27.0,68.0,-18.0
216651,27.0,67.5,-18.0
216660,26.333333333333332,67.0,-18.0
216662,25.666666666666668,67.0,-18.0
216663,25.0,66.5,-18.0
216677,25.0,66.0,-18.0
216679,25.0,66.0,-18.0
216686,25.0,65.5,-18.0
216694,24.666666666666668,65.0,-18.0
216697,24.333333333333332,65.0,-18.0
216699,24.0,64.5,-18.0
216710,24.0,64.0,-18.0
216712,24.0,64.0,-18.0
216727,24.0,63.0,-18.0
216730,24.0,63.0,-18.0
216743,24.0,62.0,-18.0
216747,24.0,62.0,-18.0
216760,24.0,61.0,-18.0
216763,24.0,61.0,-18.0
216777,24.0,59.0,-18.0
216779,24.0,59.0,-18.0
216794,24.0,58.0,-18.0
216802,24.0,58.0,-18.0
216815,24.0,57.0,-18.0
216827,23.5,56.0,-18.0
216828,23.0,56.0,-18.0
216835,23.0,56.0,-18.0
216836,22.666666666666668,56.0,-18.0
216845,22.333333333333332,55.0,-18.0
216846,22.0,55.0,-18.0
216848,22.0,55.0,-18.0
216854,22.0,54.5,-18.0
216860,21.5,54.0,-18.0
216862,21.0,54.0,-18.0
216863,21.0,54.0,-18.0
216877,21.0,53.0,-18.0
216880,21.0,53.0,-18.0
216888,21.0,52.5,-18.0
216893,20.5,52.0,-18.0
216896,20.0,52.0,-18.0
216910,20.0,51.0,-18.0
216913,20.0,51.0,-18.0
216922,20.0,50.0,-18.0
216927,19.666666666666668,49.0,-18.0
216930,19.333333333333332,49.0,-18.0
216932,19.0,48.5,-18.0
216944,19.0,48.0,-18.0
216947,19.0,48.0,-18.0
216960,19.0,47.0,-18.0
216964,19.0,47.0,-18.0
216977,19.0,46.0,-18.0
216980,19.0,46.0,-18.0
216993,19.0,45.0,-18.0
216996,19.0,45.0,-18.0
217010,19.0,44.0,-18.0
217013,19.0,44.0,-18.0
217027,19.0,43.0,-18.0
217030,19.0,43.0,-18.0
217033,19.0,42.5,-18.0
217043,18.5,42.0,-18.0
217044,18.0,42.0,-18.0
217047,18.0,42.0,-18.0
217060,18.0,41.0,-18.0
217063,18.0,41.0,-18.0
217069,18.0,40.0,-18.0
217077,17.5,39.0,-18.0
217078,17.0,39.0,-18.0
217080,17.0,39.0,-18.0
217086,17.0,38.5,-18.0
217094,16.5,38.0,-18.0
217096,16.0,38.0,-18.0
217097,16.0,38.0,-18.0
217104,16.0,37.5,-18.0
217110,15.666666666666666,37.0,-18.0
217113,15.333333333333334,37.0,-18.0
217114,15.0,36.5,-18.0
217127,15.0,36.0,-18.0
217130,15.0,36.0,-18.0
217143,15.0,35.0,-18.0
217146,15.0,35.0,-18.0
217160,15.0,34.0,-18.0
217163,15.0,34.0,-18.0
217177,15.0,33.0,-18.0
217180,15.0,33.0,-18.0
217193,15.0,32.0,-18.0
217197,15.0,32.0,-18.0
217210,15.0,31.0,-18.0
217213,15.0,31.0,-18.0
217227,15.0,29.0,-18.0
217230,15.0,29.0,-18.0
217237,15.0,28.5,-18.0
217243,14.5,28.0,-18.0
217244,14.0,28.0,-18.0
217248,14.0,28.0,-18.0
217260,14.0,27.0,-18.0
217264,14.0,27.0,-18.0
217266,14.0,26.5,-18.0
217277,13.5,26.0,-18.0
217278,13.0,26.0,-18.0
217280,13.0,26.0,-18.0
217293,13.0,25.0,-18.0
217297,13.0,25.0,-18.0
217305,13.0,24.5,-18.0
217311,12.5,24.0,-18.0
217314,12.0,24.0,-18.0
217318,12.0,24.0,-18.0
217344,12.0,22.0,-18.0
217351,12.0,22.0,-18.0
217377,12.0,20.0,-18.0
217385,12.0,20.0,-18.0
217395,12.0,19.0,-18.0
217401,12.0,19.0,-18.0
217427,12.0,17.0,-18.0
217432,12.0,17.0,-18.0
217444,12.0,16.0,-18.0
217450,12.0,16.0,-18.0
217461,12.0,15.0,-18.0
217465,12.0,15.0,-18.0
217473,11.5,15.0,-18.0
217479,11.0,14.0,-18.0
217494,11.0,13.0,-18.0
217497,11.0,13.0,-18.0
217502,11.0,12.5,-18.0
217510,10.5,12.0,-18.0
217512,10.0,12.0,-18.0
217514,10.0,12.0,-18.0
217522,10.0,11.0,-18.0
217527,9.666666666666666,10.0,-18.0
217529,9.333333333333334,10.0,-18.0
217531,9.0,9.5,-18.0
217544,9.0,9.0,-18.0
217547,9.0,9.0,-18.0
217556,9.0,8.5,-18.0
217560,8.666666666666666,8.0,-18.0
217563,8.333333333333334,8.0,-18.0
217566,8.0,7.5,-18.0
217577,8.0,7.0,-18.0
217579,8.0,7.0,-18.0
217594,8.0,6.0,-18.0
217596,8.0,6.0,-18.0
217610,8.0,5.0,-18.0
217613,8.0,5.0,-18.0
