,A1O51ZAYABZYI,ARGR4AJESGHHP,A2IJQ30G1BWGV
229091,64.0,-100.0,-18.0
229100,64.0,-100.0,-18.0
229113,63.0,-100.0,-18.0
229124,63.0,-100.0,-18.0
229133,62.0,-100.0,-18.0
229144,62.0,-100.0,-18.0
229151,61.0,-100.0,-18.0
229161,61.0,-100.0,-18.0
229169,60.0,-100.0,-18.0
229294,60.0,-100.0,-18.0
229307,59.0,-100.0,-18.0
229315,59.0,-100.0,-18.0
229331,58.0,-100.0,-18.0
229341,58.0,-100.0,-18.0
229351,57.0,-100.0,-18.0
229363,57.0,-100.0,-18.0
229380,56.0,-100.0,-18.0
229510,56.0,-100.0,-18.0
229522,55.0,-100.0,-18.0
229532,55.0,-100.0,-18.0
229546,54.0,-100.0,-18.0
229556,54.0,-100.0,-18.0
229565,53.0,-100.0,-18.0
229577,53.0,-100.0,-18.0
229584,52.0,-100.0,-18.0
229727,52.0,-100.0,-18.0
229742,51.0,-100.0,-18.0
229778,51.0,-100.0,-18.0
229792,50.0,-100.0,-18.0
229967,50.0,-100.0,-18.0
229981,49.0,-100.0,-18.0
230150,49.0,-100.0,-18.0
230163,48.0,-100.0,-18.0
230190,48.0,-100.0,-18.0
230196,47.0,-100.0,-18.0
230361,47.0,-100.0,-18.0
230374,46.0,-100.0,-18.0
230416,46.0,-100.0,-18.0
230428,45.0,-100.0,-18.0
230453,45.0,-100.0,-18.0
230461,44.0,-100.0,-18.0
230585,44.0,-100.0,-18.0
230598,43.0,-100.0,-18.0
230628,43.0,-100.0,-18.0
230634,42.0,-100.0,-18.0
230798,42.0,-100.0,-18.0
230810,41.0,-100.0,-18.0
230837,41.0,-100.0,-18.0
230847,40.0,-100.0,-18.0
230877,40.0,-100.0,-18.0
230884,39.0,-100.0,-18.0
230996,39.0,-100.0,-18.0
231007,38.0,-100.0,-18.0
231041,38.0,-100.0,-18.0
231046,37.0,-100.0,-18.0
231077,37.0,-100.0,-18.0
231083,36.0,-100.0,-18.0
231214,36.0,-100.0,-18.0
231226,35.0,-100.0,-18.0
231252,35.0,-100.0,-18.0
231273,33.0,-100.0,-18.0
231302,33.0,-100.0,-18.0
231311,32.0,-100.0,-18.0
231429,32.0,-100.0,-18.0
231441,31.0,-100.0,-18.0
231467,31.0,-100.0,-18.0
231475,30.0,-100.0,-18.0
231504,30.0,-100.0,-18.0
231526,28.0,-100.0,-18.0
231664,28.0,-100.0,-18.0
231675,27.0,-100.0,-18.0
231704,27.0,-100.0,-18.0
231714,26.0,-100.0,-18.0
231847,26.0,-100.0,-18.0
231857,25.0,-100.0,-18.0
231886,25.0,-100.0,-18.0
231893,24.0,-100.0,-18.0
231920,24.0,-100.0,-18.0
231930,23.0,-100.0,-18.0
231957,23.0,-100.0,-18.0
231965,22.0,-100.0,-18.0
233666,22.0,-100.0,-18.0
233671,21.0,-100.0,-18.0
233693,21.0,-100.0,-18.0
233701,20.0,-100.0,-18.0
233710,20.0,-100.0,-18.0
233720,19.0,-100.0,-18.0
233727,19.0,-100.0,-18.0
233738,18.0,-100.0,-18.0
233746,18.0,-100.0,-18.0
233757,17.0,-100.0,-18.0
233765,17.0,-100.0,-18.0
233774,16.0,-100.0,-18.0
233904,16.0,-100.0,-18.0
233919,15.0,-100.0,-18.0
233944,15.0,-100.0,-18.0
233954,14.0,-100.0,-18.0
234106,14.0,-100.0,-18.0
234120,13.0,-100.0,-18.0
234127,13.0,-100.0,-18.0
234137,12.0,-100.0,-18.0
234143,12.0,-100.0,-18.0
234154,11.0,-100.0,-18.0
234162,11.0,-100.0,-18.0
234170,10.0,-100.0,-18.0
234179,10.0,-100.0,-18.0
234189,9.0,-100.0,-18.0
234324,9.0,-100.0,-18.0
234338,8.0,-100.0,-18.0
234363,8.0,-100.0,-18.0
234374,7.0,-100.0,-18.0
234395,7.0,-100.0,-18.0
234404,6.0,-100.0,-18.0
234415,6.0,-100.0,-18.0
234424,5.0,-100.0,-18.0
234431,5.0,-100.0,-18.0
234440,4.0,-100.0,-18.0
234542,4.0,-100.0,-18.0
234555,3.0,-100.0,-18.0
234578,3.0,-100.0,-18.0
234587,2.0,-100.0,-18.0
234597,2.0,-100.0,-18.0
234606,1.0,-100.0,-18.0
234614,1.0,-100.0,-18.0
234623,0.0,-100.0,-18.0
234633,0.0,-100.0,-18.0
234641,-1.0,-100.0,-18.0
234758,-1.0,-100.0,-18.0
234772,-2.0,-100.0,-18.0
234797,-2.0,-100.0,-18.0
234805,-3.0,-100.0,-18.0
234831,-3.0,-100.0,-18.0
234841,-4.0,-100.0,-18.0
234849,-4.0,-100.0,-18.0
234857,-5.0,-100.0,-18.0
234976,-5.0,-100.0,-18.0
234991,-6.0,-100.0,-18.0
235016,-6.0,-100.0,-18.0
235021,-7.0,-100.0,-18.0
235031,-7.0,-100.0,-18.0
235039,-8.0,-100.0,-18.0
235047,-8.0,-100.0,-18.0
235059,-9.0,-100.0,-18.0
235209,-9.0,-100.0,-18.0
235225,-10.0,-100.0,-18.0
235233,-10.0,-100.0,-18.0
235256,-12.0,-100.0,-18.0
235264,-12.0,-100.0,-18.0
235273,-13.0,-100.0,-18.0
235407,-13.0,-100.0,-18.0
235422,-14.0,-100.0,-18.0
235448,-14.0,-100.0,-18.0
235456,-15.0,-100.0,-18.0
235482,-15.0,-100.0,-18.0
235491,-16.0,-100.0,-18.0
235500,-16.0,-100.0,-18.0
235507,-17.0,-100.0,-18.0
235645,-17.0,-100.0,-18.0
235657,-18.0,-100.0,-18.0
235666,-18.0,-100.0,-18.0
235689,-20.0,-100.0,-18.0
235698,-20.0,-100.0,-18.0
235707,-21.0,-100.0,-18.0
235844,-21.0,-100.0,-18.0
235855,-22.0,-100.0,-18.0
235880,-22.0,-100.0,-18.0
235889,-23.0,-100.0,-18.0
235915,-23.0,-100.0,-18.0
235923,-24.0,-100.0,-18.0
236059,-24.0,-100.0,-18.0
236073,-25.0,-100.0,-18.0
236097,-25.0,-100.0,-18.0
236106,-26.0,-100.0,-18.0
236131,-26.0,-100.0,-18.0
236140,-27.0,-100.0,-18.0
236151,-27.0,-100.0,-18.0
236159,-28.0,-100.0,-18.0
236276,-28.0,-100.0,-18.0
236291,-29.0,-100.0,-18.0
236327,-29.0,-100.0,-18.0
236334,-30.0,-100.0,-18.0
236362,-30.0,-100.0,-18.0
236376,-31.0,-100.0,-18.0
236459,-31.0,-100.0,-18.0
236473,-32.0,-100.0,-18.0
236482,-32.0,-100.0,-18.0
236495,-33.0,-100.0,-18.0
236506,-33.0,-100.0,-18.0
236517,-34.0,-100.0,-18.0
236544,-34.0,-100.0,-18.0
236549,-35.0,-100.0,-18.0
236658,-35.0,-100.0,-18.0
236672,-36.0,-100.0,-18.0
236682,-36.0,-100.0,-18.0
236699,-37.0,-100.0,-18.0
236726,-37.0,-100.0,-18.0
236733,-38.0,-100.0,-18.0
236864,-38.0,-100.0,-18.0
236873,-39.0,-100.0,-18.0
236911,-39.0,-100.0,-18.0
236923,-40.0,-100.0,-18.0
237094,-40.0,-100.0,-18.0
237108,-41.0,-100.0,-18.0
237146,-41.0,-100.0,-18.0
237157,-42.0,-100.0,-18.0
237481,-42.0,-100.0,-18.0
237498,-43.0,-100.0,-18.0
237519,-43.0,-100.0,-18.0
237534,-44.0,-100.0,-18.0
237545,-44.0,-100.0,-18.0
237557,-45.0,-100.0,-18.0
237803,-45.0,-100.0,-18.0
237816,-46.0,-100.0,-18.0
237845,-46.0,-100.0,-18.0
237852,-47.0,-100.0,-18.0
237865,-47.0,-100.0,-18.0
237882,-49.0,-100.0,-18.0
238128,-49.0,-100.0,-18.0
238138,-50.0,-100.0,-18.0
238154,-50.0,-100.0,-18.0
238161,-51.0,-100.0,-18.0
238408,-51.0,-100.0,-18.0
238416,-52.0,-100.0,-18.0
238468,-52.0,-100.0,-18.0
238476,-53.0,-100.0,-18.0
238683,-53.0,-100.0,-18.0
238696,-54.0,-100.0,-18.0
238725,-54.0,-100.0,-18.0
238735,-55.0,-100.0,-18.0
238748,-55.0,-100.0,-18.0
238762,-56.0,-100.0,-18.0
238944,-56.0,-100.0,-18.0
238961,-57.0,-100.0,-18.0
239187,-58.0,-100.0,-18.0
239198,-59.0,-100.0,-18.0
239228,-60.0,-100.0,-18.0
239238,-61.0,-100.0,-18.0
239430,-61.0,-100.0,-18.0
239443,-62.0,-100.0,-18.0
239475,-62.0,-100.0,-18.0
239485,-63.0,-100.0,-18.0
239664,-63.0,-100.0,-18.0
239674,-64.0,-100.0,-18.0
239707,-64.0,-100.0,-18.0
239714,-65.0,-100.0,-18.0
239747,-65.0,-100.0,-18.0
239754,-66.0,-100.0,-18.0
239915,-66.0,-100.0,-18.0
239929,-67.0,-100.0,-18.0
239962,-67.0,-100.0,-18.0
239967,-68.0,-100.0,-18.0
239982,-68.0,-100.0,-18.0
239994,-69.0,-100.0,-18.0
240135,-69.0,-100.0,-18.0
240147,-70.0,-100.0,-18.0
240188,-70.0,-100.0,-18.0
240198,-71.0,-100.0,-18.0
240362,-71.0,-100.0,-18.0
240378,-72.0,-100.0,-18.0
240424,-72.0,-100.0,-18.0
240433,-73.0,-100.0,-18.0
240561,-73.0,-100.0,-18.0
240581,-74.0,-100.0,-18.0
240594,-74.0,-100.0,-18.0
240611,-75.0,-100.0,-18.0
240769,-75.0,-100.0,-18.0
240781,-76.0,-100.0,-18.0
240821,-76.0,-100.0,-18.0
240830,-77.0,-100.0,-18.0
240869,-77.0,-100.0,-18.0
240880,-78.0,-100.0,-18.0
241026,-78.0,-100.0,-18.0
241085,-79.0,-100.0,-18.0
241263,-79.0,-100.0,-18.0
241276,-80.0,-100.0,-18.0
241310,-80.0,-100.0,-18.0
241321,-81.0,-100.0,-18.0
241354,-81.0,-100.0,-18.0
241357,-82.0,-100.0,-18.0
241435,-82.0,-100.0,-18.0
241450,-83.0,-100.0,-18.0
241489,-83.0,-100.0,-18.0
241503,-84.0,-100.0,-18.0
241520,-84.0,-100.0,-18.0
241532,-85.0,-100.0,-18.0
241666,-85.0,-100.0,-18.0
241679,-86.0,-100.0,-18.0
241712,-86.0,-100.0,-18.0
241721,-87.0,-100.0,-18.0
241982,-87.0,-100.0,-18.0
241984,-88.0,-100.0,-18.0
242019,-88.0,-100.0,-18.0
242029,-89.0,-100.0,-18.0
242063,-89.0,-100.0,-18.0
242070,-90.0,-100.0,-18.0
242255,-90.0,-100.0,-18.0
242267,-91.0,-100.0,-18.0
242310,-91.0,-100.0,-18.0
242318,-92.0,-100.0,-18.0
252402,-92.0,-100.0,-18.0
252433,-92.0,-100.0,-18.0
252489,-92.0,-100.0,-18.0
252538,-92.0,-100.0,-18.0
252574,-92.0,-100.0,-18.0
252613,-92.0,-100.0,-18.0
252659,-92.0,-100.0,-18.0
252689,-92.0,-100.0,-18.0
252704,-92.0,-100.0,-18.0
252756,-92.0,-100.0,-18.0
252778,-92.0,-100.0,-18.0
252823,-92.0,-100.0,-18.0
252850,-92.0,-100.0,-18.0
252895,-92.0,-100.0,-18.0
252919,-92.0,-100.0,-18.0
252952,-92.0,-100.0,-18.0
252987,-92.0,-100.0,-18.0
253039,-92.0,-100.0,-18.0
253066,-92.0,-100.0,-18.0
253113,-92.0,-100.0,-18.0
253139,-92.0,-100.0,-18.0
253185,-92.0,-100.0,-18.0
253206,-92.0,-100.0,-18.0
253243,-92.0,-100.0,-18.0
253295,-92.0,-100.0,-18.0
253336,-92.0,-100.0,-18.0
253385,-92.0,-100.0,-18.0
253427,-92.0,-100.0,-18.0
253472,-92.0,-100.0,-18.0
253499,-92.0,-100.0,-18.0
253529,-92.0,-100.0,-18.0
253578,-92.0,-100.0,-18.0
253623,-92.0,-100.0,-18.0
253671,-92.0,-100.0,-18.0
253700,-92.0,-100.0,-18.0
253740,-92.0,-100.0,-18.0
253769,-92.0,-100.0,-18.0
253812,-92.0,-100.0,-18.0
253845,-92.0,-100.0,-18.0
253881,-92.0,-100.0,-18.0
253905,-92.0,-100.0,-18.0
253952,-92.0,-100.0,-18.0
254041,-92.0,-100.0,-18.0
254084,-92.0,-100.0,-18.0
254113,-92.0,-100.0,-18.0
254149,-92.0,-100.0,-18.0
254182,-92.0,-100.0,-18.0
254233,-92.0,-100.0,-18.0
254259,-92.0,-100.0,-18.0
254299,-92.0,-100.0,-18.0
254355,-92.0,-100.0,-18.0
254399,-92.0,-100.0,-18.0
254431,-92.0,-100.0,-18.0
254474,-92.0,-100.0,-18.0
254487,-92.0,-100.0,-18.0
254533,-92.0,-100.0,-18.0
254606,-92.0,-100.0,-18.0
254631,-92.0,-100.0,-18.0
254687,-92.0,-100.0,-18.0
254723,-92.0,-100.0,-18.0
254749,-92.0,-100.0,-18.0
254781,-92.0,-100.0,-18.0
254804,-92.0,-100.0,-18.0
254864,-92.0,-100.0,-18.0
254886,-92.0,-100.0,-18.0
254938,-92.0,-100.0,-18.0
254975,-92.0,-100.0,-18.0
255014,-92.0,-100.0,-18.0
255040,-92.0,-100.0,-18.0
255079,-92.0,-100.0,-18.0
255117,-92.0,-100.0,-18.0
255150,-92.0,-100.0,-18.0
255257,-92.0,-100.0,-18.0
255295,-92.0,-100.0,-18.0
255326,-92.0,-100.0,-18.0
255354,-92.0,-100.0,-18.0
255380,-92.0,-100.0,-18.0
255419,-92.0,-100.0,-18.0
255471,-92.0,-100.0,-18.0
255504,-92.0,-100.0,-18.0
255555,-92.0,-100.0,-18.0
255612,-92.0,-100.0,-18.0
255650,-92.0,-100.0,-18.0
255687,-92.0,-100.0,-18.0
255703,-92.0,-100.0,-18.0
255777,-92.0,-100.0,-18.0
255814,-92.0,-100.0,-18.0
255882,-92.0,-100.0,-18.0
255911,-92.0,-100.0,-18.0
255944,-92.0,-100.0,-18.0
255984,-92.0,-100.0,-18.0
256021,-92.0,-100.0,-18.0
256065,-92.0,-100.0,-18.0
256123,-92.0,-100.0,-18.0
256162,-92.0,-100.0,-18.0
256192,-92.0,-100.0,-18.0
256231,-92.0,-100.0,-18.0
256255,-92.0,-100.0,-18.0
256293,-92.0,-100.0,-18.0
256325,-92.0,-100.0,-18.0
256354,-92.0,-100.0,-18.0
256412,-92.0,-100.0,-18.0
256454,-92.0,-100.0,-18.0
256500,-92.0,-100.0,-18.0
256533,-92.0,-100.0,-18.0
256560,-92.0,-100.0,-18.0
256600,-92.0,-100.0,-18.0
256625,-92.0,-100.0,-18.0
256656,-92.0,-100.0,-18.0
256714,-92.0,-100.0,-18.0
256785,-92.0,-100.0,-18.0
256822,-92.0,-100.0,-18.0
256855,-92.0,-100.0,-18.0
256877,-92.0,-100.0,-18.0
256918,-92.0,-100.0,-18.0
256951,-92.0,-100.0,-18.0
256970,-92.0,-100.0,-18.0
257044,-92.0,-100.0,-18.0
257124,-92.0,-100.0,-18.0
257164,-92.0,-100.0,-18.0
257195,-92.0,-100.0,-18.0
257249,-92.0,-100.0,-18.0
257317,-92.0,-100.0,-18.0
257343,-92.0,-100.0,-18.0
257369,-92.0,-100.0,-18.0
257393,-92.0,-100.0,-18.0
257440,-92.0,-100.0,-18.0
257495,-92.0,-100.0,-18.0
257526,-92.0,-100.0,-18.0
257553,-92.0,-100.0,-18.0
257586,-92.0,-100.0,-18.0
257626,-92.0,-100.0,-18.0
257671,-92.0,-100.0,-18.0
257707,-92.0,-100.0,-18.0
257742,-92.0,-100.0,-18.0
257785,-92.0,-100.0,-18.0
257823,-92.0,-100.0,-18.0
257841,-92.0,-100.0,-18.0
257938,-92.0,-100.0,-18.0
257989,-92.0,-100.0,-18.0
258041,-92.0,-100.0,-18.0
258072,-92.0,-100.0,-18.0
258126,-92.0,-100.0,-18.0
258155,-92.0,-100.0,-18.0
258242,-92.0,-100.0,-18.0
258286,-92.0,-100.0,-18.0
258338,-92.0,-100.0,-18.0
258371,-92.0,-100.0,-18.0
258422,-92.0,-100.0,-18.0
258458,-92.0,-100.0,-18.0
258505,-92.0,-100.0,-18.0
258553,-92.0,-100.0,-18.0
258600,-92.0,-100.0,-18.0
258724,-92.0,-100.0,-18.0
258756,-92.0,-100.0,-18.0
258802,-92.0,-100.0,-18.0
258868,-92.0,-100.0,-18.0
258900,-92.0,-100.0,-18.0
258931,-92.0,-100.0,-18.0
259041,-92.0,-100.0,-18.0
259062,-92.0,-100.0,-18.0
259112,-92.0,-100.0,-18.0
259141,-92.0,-100.0,-18.0
259172,-92.0,-100.0,-18.0
259233,-92.0,-100.0,-18.0
259286,-92.0,-100.0,-18.0
259315,-92.0,-100.0,-18.0
259367,-92.0,-100.0,-18.0
259393,-92.0,-100.0,-18.0
259429,-92.0,-100.0,-18.0
259470,-92.0,-100.0,-18.0
259501,-92.0,-100.0,-18.0
259553,-92.0,-100.0,-18.0
259622,-92.0,-100.0,-18.0
259671,-92.0,-100.0,-18.0
259709,-92.0,-100.0,-18.0
259736,-92.0,-100.0,-18.0
259807,-92.0,-100.0,-18.0
259868,-92.0,-100.0,-18.0
259919,-92.0,-100.0,-18.0
322463,-92.0,-100.0,-18.0
322464,-92.0,-100.0,-18.0
322499,-92.0,-100.0,-18.0
322517,-92.0,-100.0,-18.0
322527,-92.0,-100.0,-18.0
322543,-92.0,-100.0,-18.0
322562,-92.0,-100.0,-18.0
322578,-92.0,-100.0,-18.0
322597,-92.0,-100.0,-18.0
322613,-92.0,-100.0,-18.0
322667,-92.0,-100.0,-18.0
322678,-92.0,-100.0,-18.0
322692,-92.0,-100.0,-18.0
322744,-92.0,-100.0,-18.0
322762,-92.0,-100.0,-18.0
322856,-92.0,-100.0,-18.0
322872,-92.0,-100.0,-18.0
322900,-92.0,-100.0,-18.0
322904,-92.0,-100.0,-18.0
322923,-92.0,-100.0,-18.0
322928,-92.0,-100.0,-18.0
322947,-92.0,-100.0,-18.0
322960,-92.0,-100.0,-18.0
322979,-92.0,-100.0,-18.0
322985,-92.0,-100.0,-18.0
323018,-92.0,-100.0,-18.0
323024,-92.0,-100.0,-18.0
323041,-92.0,-100.0,-18.0
323049,-92.0,-100.0,-18.0
323067,-92.0,-100.0,-18.0
323073,-92.0,-100.0,-18.0
323091,-92.0,-100.0,-18.0
323096,-92.0,-100.0,-18.0
323118,-92.0,-100.0,-18.0
323122,-92.0,-100.0,-18.0
323166,-92.0,-100.0,-18.0
323171,-92.0,-100.0,-18.0
323189,-92.0,-100.0,-18.0
323193,-92.0,-100.0,-18.0
323215,-92.0,-100.0,-18.0
323220,-92.0,-100.0,-18.0
323240,-92.0,-100.0,-18.0
323246,-92.0,-100.0,-18.0
323265,-92.0,-100.0,-18.0
323271,-92.0,-100.0,-18.0
323290,-92.0,-100.0,-18.0
323295,-92.0,-100.0,-18.0
323338,-92.0,-100.0,-18.0
323346,-92.0,-100.0,-18.0
323365,-92.0,-100.0,-18.0
323370,-92.0,-100.0,-18.0
323421,-92.0,-100.0,-18.0
323437,-92.0,-100.0,-18.0
323458,-92.0,-100.0,-18.0
323465,-92.0,-100.0,-18.0
323511,-92.0,-100.0,-18.0
323519,-92.0,-100.0,-18.0
323551,-92.0,-100.0,-18.0
323557,-92.0,-100.0,-18.0
323662,-92.0,-100.0,-18.0
323672,-92.0,-100.0,-18.0
323696,-92.0,-100.0,-18.0
323711,-92.0,-100.0,-18.0
323739,-92.0,-100.0,-18.0
323746,-92.0,-100.0,-18.0
323802,-92.0,-100.0,-18.0
323812,-92.0,-100.0,-18.0
323859,-92.0,-100.0,-18.0
323873,-92.0,-100.0,-18.0
323896,-92.0,-100.0,-18.0
323905,-92.0,-100.0,-18.0
323968,-92.0,-100.0,-18.0
323978,-92.0,-100.0,-18.0
324025,-92.0,-100.0,-18.0
324039,-92.0,-100.0,-18.0
324088,-92.0,-100.0,-18.0
324095,-92.0,-100.0,-18.0
324156,-92.0,-100.0,-18.0
324164,-92.0,-100.0,-18.0
324198,-92.0,-100.0,-18.0
324212,-92.0,-100.0,-18.0
324264,-92.0,-100.0,-18.0
324271,-92.0,-100.0,-18.0
324304,-92.0,-100.0,-18.0
324313,-92.0,-100.0,-18.0
324381,-92.0,-100.0,-18.0
324390,-92.0,-100.0,-18.0
324415,-92.0,-100.0,-18.0
324427,-92.0,-100.0,-18.0
324452,-92.0,-100.0,-18.0
324459,-92.0,-100.0,-18.0
324486,-92.0,-100.0,-18.0
324491,-92.0,-100.0,-18.0
324516,-92.0,-100.0,-18.0
324523,-92.0,-100.0,-18.0
324548,-92.0,-100.0,-18.0
324562,-92.0,-100.0,-18.0
324591,-92.0,-100.0,-18.0
324599,-92.0,-100.0,-18.0
324637,-92.0,-100.0,-18.0
324646,-92.0,-100.0,-18.0
324671,-92.0,-100.0,-18.0
324678,-92.0,-100.0,-18.0
324704,-92.0,-100.0,-18.0
324711,-92.0,-100.0,-18.0
324768,-92.0,-100.0,-18.0
324776,-92.0,-100.0,-18.0
324801,-92.0,-100.0,-18.0
324807,-92.0,-100.0,-18.0
324812,-92.0,-100.0,-18.0
324815,-92.0,-100.0,-18.0
324840,-92.0,-100.0,-18.0
324847,-92.0,-100.0,-18.0
324871,-92.0,-100.0,-18.0
324878,-92.0,-100.0,-18.0
324937,-92.0,-100.0,-18.0
324945,-92.0,-100.0,-18.0
353034,-92.0,-100.0,-18.0
