,AYTF9Q5TZX4IK,AF50K5H2FJWW0,AF8GOPFSTWCH8
169735,-90.0,-43.0,
169741,-90.0,-43.0,
169761,-90.0,-43.0,
169773,-90.0,-43.0,
169803,-90.0,-43.0,
169822,-90.0,-43.0,
169842,-90.0,-43.0,
169850,-90.0,-43.0,
169868,-90.0,-43.0,
169871,-90.0,-43.0,
169892,-90.0,-43.0,
169917,-90.0,-43.0,
169925,-90.0,-43.0,
169950,-90.0,-43.0,
169961,-90.0,-43.0,
169990,-90.0,-43.0,
169993,-90.0,-43.0,
170001,-90.0,-43.0,
170010,-90.0,-43.0,
170015,-90.0,-43.0,
170023,-90.0,-43.0,
170039,-90.0,-43.0,
170040,-90.0,-43.0,
170044,-90.0,-43.0,
170046,-90.0,-43.0,
170051,-90.0,-43.0,
170057,-90.0,-43.0,
170063,-90.0,-43.0,
170070,-90.0,-43.0,
170073,-90.0,-43.0,
170109,-90.0,-43.0,
170141,-90.0,-43.0,
170152,-90.0,-43.0,
170174,-90.0,-43.0,
170187,-90.0,-43.0,
170259,-90.0,-43.0,
170284,-90.0,-43.0,
170419,-90.0,-43.0,
170454,-89.0,-43.0,
170474,-87.5,-43.0,
170500,-86.0,-43.0,
170504,-85.0,-43.0,
170535,-84.0,-43.0,
170536,,-43.0,
170683,,-43.0,
170701,,-43.0,
170733,,-43.0,
170754,,-43.0,
170775,,-43.0,
170793,,-43.0,
170815,,-43.0,
170831,,-43.0,
170832,,-43.0,
171908,,-43.0,
171924,,-43.0,
171930,,-43.0,
171955,,-43.0,
171962,,-43.0,
171972,,-43.0,
171977,,-43.0,
171988,,-43.0,
171994,,-43.0,
172004,,-43.0,
172011,,-43.0,
172021,,-43.0,
172028,,-43.0,
172038,,-43.0,
172044,,-43.0,
172055,,-43.0,
172063,,-43.0,
172088,,-43.0,
172129,,-43.0,
172130,,-43.0,
172191,,-43.0,
172280,,-43.0,
172298,,-43.0,
172362,,-43.0,
172381,,-43.0,
172464,,-43.0,
172479,,-43.0,
172483,,-43.0,
172496,,-43.0,
172499,,-43.0,
172513,,-43.0,
172516,,-43.0,
172530,,-43.0,
172533,,-43.0,
172546,,-43.0,
172550,,-43.0,
172563,,-43.0,
172742,,-43.0,
172760,,-43.0,
172815,,-43.0,
172832,,-43.0,
172900,,-43.0,
172921,,-43.0,
172964,,-43.0,
172966,,-43.0,
172981,,-43.0,
172985,,-43.0,
172998,,-43.0,
173001,,-43.0,
173014,,-43.0,
173083,,-43.0,
173213,,-43.0,
173234,,-43.0,
173310,,-43.0,
173327,,-43.0,
173443,,-43.0,
173461,,-43.0,
173465,,-43.0,
173479,,-43.0,
173503,,-43.0,
173509,,-43.0,
173518,,-43.0,
173529,,-43.0,
173539,,-43.0,
173550,,-43.0,
173569,,-43.0,
173580,,-43.0,
173602,,-43.0,
173610,,-43.0,
173620,,-43.0,
173622,,-43.0,
173640,,-43.0,
173648,,-43.0,
173649,,-43.0,
173664,,-43.0,
173674,,-43.0,
173685,,-43.0,
173702,,-43.0,
173711,,-43.0,
173734,,-43.0,
173748,,-43.0,
173750,,-43.0,
173793,,-43.0,
173812,,-43.0,
173813,,-43.0,
173833,,-43.0,
173884,,-43.0,
173887,,-43.0,
173903,,-43.0,
173921,,-43.0,
173928,,-43.0,
173938,,-43.0,
173962,,-43.0,
173978,,-43.0,
173983,,-43.0,
174004,,-43.0,
174045,,-43.0,
174055,,-43.0,
174072,,-43.0,
174088,,-43.0,
174158,,-43.0,
174163,,-43.0,
174174,,-43.0,
174214,,-43.0,
174232,,-43.0,
174259,,-43.0,
174321,,-43.0,
174335,,-43.0,
174352,,-43.0,
174443,,-43.0,
174471,,-43.0,
174484,,-43.0,
174502,,-43.0,
174519,,-43.0,
174520,,-43.0,
174528,,-43.0,
174534,,-43.0,
174605,,-43.0,
174628,,-43.0,
174643,,-43.0,
174658,,-43.0,
174670,,-43.0,
174702,,-43.0,
174713,,-43.0,
174800,,-43.0,
174821,,-43.0,
174842,,-43.0,
174860,,-43.0,
174868,,-43.0,
174875,,-43.0,
174902,,-43.0,
174914,,-43.0,
174940,,-43.0,
175002,,-43.0,
175004,,-43.0,
175015,,-43.0,
175042,,-43.0,
175049,,-43.0,
175073,,-43.0,
175089,,-43.0,
175103,,-43.0,
175110,,-43.0,
175112,,-43.0,
175128,,-43.0,
175147,,-43.0,
175159,,-43.0,
175185,,-43.0,
175194,,-43.0,
175195,,-43.0,
175230,,-43.0,
175243,,-43.0,
175254,,-43.0,
175295,,-43.0,
175307,,-43.0,
175334,,-43.0,
175364,,-43.0,
175378,,-43.0,
175383,,-43.0,
175394,,-43.0,
175397,,-43.0,
175462,,-43.0,
175477,,-43.0,
175478,,-43.0,
175485,,-43.0,
175501,,-43.0,
175509,,-43.0,
175514,,-43.0,
175524,,-43.0,
175554,,-43.0,
175571,,-43.0,
175601,,-43.0,
175619,,-43.0,
175650,,-43.0,
175654,,-43.0,
175668,,-43.0,
175688,,-43.0,
175692,,-43.0,
175753,,-43.0,
175762,,-43.0,
175774,,-43.0,
175781,,-43.0,
175808,,-43.0,
175815,,-43.0,
175819,,-43.0,
175862,,-43.0,
175873,,-43.0,
175880,,-43.0,
175890,,-43.0,
175903,,-43.0,
175913,,-43.0,
175918,,-43.0,
175929,,-43.0,
175933,,-43.0,
175947,,-43.0,
175959,,-43.0,
175984,,-43.0,
175994,,-43.0,
176012,,-43.0,
176018,,-43.0,
176023,,-43.0,
176030,,-43.0,
176032,,-43.0,
176040,,-43.0,
176099,,-43.0,
176113,,-43.0,
176143,,-43.0,
176147,,-43.0,
176158,,-43.0,
176171,,-43.0,
176183,,-43.0,
176193,,-43.0,
176201,,-43.0,
176238,,-43.0,
176249,,-43.0,
176258,,-43.0,
176269,,-43.0,
176282,,-43.0,
176312,,-43.0,
176322,,-43.0,
176353,,-43.0,
176368,,-43.0,
176383,,-43.0,
176393,,-43.0,
176400,,-43.0,
176410,,-43.0,
176465,,-43.0,
176488,,-43.0,
176523,,-43.0,
176534,,-43.0,
176563,,-43.0,
176572,,-43.0,
176601,,-43.0,
176614,,-43.0,
176633,,-43.0,
176643,,-43.0,
176669,,-43.0,
176683,,-43.0,
176709,,-43.0,
176721,,-43.0,
176785,,-43.0,
176795,,-43.0,
176820,,-43.0,
176830,,-43.0,
176858,,-43.0,
176875,,-43.0,
176910,,-43.0,
176916,,-43.0,
176927,,-43.0,
176933,,-43.0,
176944,,-43.0,
176950,,-43.0,
176959,,-43.0,
176966,,-43.0,
176981,,-43.0,
176983,,-43.0,
176993,,-43.0,
177000,,-43.0,
177012,,-43.0,
177017,,-43.0,
177021,,-43.0,
177029,,-43.0,
177033,,-43.0,
177041,,-43.0,
177050,,-43.0,
177062,,-43.0,
177067,,-43.0,
177083,,-43.0,
177084,,-43.0,
177093,,-43.0,
177100,,-43.0,
177117,,-43.0,
177130,,-43.0,
177133,,-43.0,
177150,,-43.0,
177151,,-43.0,
177161,,-43.0,
177167,,-43.0,
177182,,-43.0,
177193,,-43.0,
177210,,-43.0,
177217,,-43.0,
177234,,-43.0,
177250,,-43.0,
177251,,-43.0,
177264,,-43.0,
177267,,-43.0,
177274,,-43.0,
177283,,-43.0,
177284,,-43.0,
177300,,-43.0,
177317,,-43.0,
177323,,-43.0,
177334,,-43.0,
177350,,-43.0,
177367,,-43.0,
177368,,-43.0,
177374,,-43.0,
177384,,-43.0,
177389,,-43.0,
177400,,-43.0,
177407,,-43.0,
177412,,-43.0,
177417,,-43.0,
177431,,-43.0,
177433,,-43.0,
177450,,-43.0,
177462,,-43.0,
177467,,-43.0,
177468,,-43.0,
177481,,-43.0,
177499,,-43.0,
177512,,-43.0,
177561,,-43.0,
177573,,-43.0,
177590,,-43.0,
177601,,-43.0,
177618,,-43.0,
177641,,-43.0,
177653,,-43.0,
177665,,-43.0,
177683,,-43.0,
177699,,-43.0,
177704,,-43.0,
177715,,-43.0,
177758,,-43.0,
177763,,-43.0,
177783,,-43.0,
177793,,-43.0,
177827,,-43.0,
177841,,-43.0,
177860,,-43.0,
177875,,-43.0,
177895,,-43.0,
177908,,-43.0,
177984,,-43.0,
177999,,-43.0,
178005,,-43.0,
178015,,-43.0,
178033,,-43.0,
178090,,-43.0,
178108,,-43.0,
178123,,-43.0,
178140,,-43.0,
178154,,-43.0,
178241,,-43.0,
178253,,-43.0,
178260,,-43.0,
178271,,-43.0,
178300,,-43.0,
178309,,-43.0,
178350,,-43.0,
178361,,-43.0,
178380,,-43.0,
178388,,-43.0,
178467,,-43.0,
178480,,-43.0,
178484,,-43.0,
178497,,-43.0,
178512,,-43.0,
178525,,-43.0,
178553,,-43.0,
178570,,-43.0,
178595,,-43.0,
178607,,-43.0,
178643,,-43.0,
178652,,-43.0,
178660,,-43.0,
178672,,-43.0,
178693,,-43.0,
178703,,-43.0,
178711,,-43.0,
178788,,-43.0,
178817,,-43.0,
178827,,-43.0,
178844,,-43.0,
178854,,-43.0,
178861,,-43.0,
178952,,-43.0,
178972,,-43.0,
178989,,-43.0,
178993,,-43.0,
179003,,-43.0,
180797,,-43.0,
180798,-83.0,-43.0,
180845,-84.0,-43.0,
180879,-87.0,-43.0,
180914,-89.0,-43.0,
180961,-92.0,-43.0,
180962,,-43.0,
187508,,-43.0,
187509,-93.0,-43.0,
187555,-94.0,-43.0,
187590,-96.0,-43.0,
187636,-99.0,-43.0,
188163,-99.0,-43.0,
188199,-99.0,-43.0,
188264,-99.0,-43.0,
188274,-99.0,-43.0,
188288,-99.0,-43.0,
188301,-99.0,-43.0,
188320,-99.0,-43.0,
188354,-99.0,-43.0,
188374,-99.0,-43.0,
188408,-99.0,-43.0,
188448,-99.0,-43.0,
188462,-99.0,-43.0,
188470,-99.0,-43.0,
188482,-99.0,-43.0,
188494,-99.0,-43.0,
188524,-99.0,-43.0,
188787,-99.0,-43.0,
188801,-99.0,-43.0,
188824,-99.0,-43.0,
188903,-99.0,-43.0,
188924,-99.0,-43.0,
188950,-99.0,-43.0,
188968,-99.0,-43.0,
188981,-99.0,-43.0,
189000,-99.0,-43.0,
189012,-99.0,-43.0,
189019,-99.0,-43.0,
189083,-99.0,-43.0,
189119,-99.0,-43.0,
189129,-99.0,-43.0,
189134,-99.0,-43.0,
189143,-99.0,-43.0,
189163,-99.0,-43.0,
189178,-99.0,-43.0,
189202,-99.0,-43.0,
189238,-99.0,-43.0,
189248,-99.0,-43.0,
189254,-99.0,-43.0,
189280,-99.0,-43.0,
189289,-99.0,-43.0,
189330,-99.0,-43.0,
189339,-99.0,-43.0,
189362,-99.0,-43.0,
189370,-99.0,-43.0,
189388,-99.0,-43.0,
189398,-99.0,-43.0,
189450,-99.0,-43.0,
189484,-99.0,-43.0,
189499,-99.0,-43.0,
189528,-99.0,-43.0,
189544,-99.0,-43.0,
189559,-99.0,-43.0,
189588,-99.0,-43.0,
189604,-99.0,-43.0,
189625,-99.0,-43.0,
189639,-99.0,-43.0,
189671,-99.0,-43.0,
189694,-99.0,-43.0,
189713,-99.0,-43.0,
189721,-99.0,-43.0,
189848,-99.0,-43.0,
189868,-99.0,-43.0,
189890,-99.0,-43.0,
189898,-99.0,-43.0,
189919,-99.0,-43.0,
189929,-99.0,-43.0,
189934,-99.0,-43.0,
189944,-99.0,-43.0,
189964,-99.0,-43.0,
189978,-99.0,-43.0,
189982,-99.0,-43.0,
189998,-99.0,-43.0,
190030,-99.0,-43.0,
190051,-99.0,-43.0,
190070,-99.0,-43.0,
190085,-99.0,-43.0,
190143,-99.0,-43.0,
190153,-99.0,-43.0,
190170,-99.0,-43.0,
190182,-99.0,-43.0,
190231,-99.0,-43.0,
190248,-99.0,-43.0,
190269,-99.0,-43.0,
190288,-99.0,-43.0,
190294,-99.0,-43.0,
190302,-99.0,-43.0,
190335,-99.0,-43.0,
190350,-99.0,-43.0,
190371,-99.0,-43.0,
190382,-99.0,-43.0,
190399,-99.0,-43.0,
190409,-99.0,-43.0,
190433,-99.0,-43.0,
190442,-99.0,-43.0,
190463,-99.0,-43.0,
190474,-99.0,-43.0,
190501,-99.0,-43.0,
190521,-99.0,-43.0,
190539,-99.0,-43.0,
190553,-99.0,-43.0,
190571,-99.0,-43.0,
190584,-99.0,-43.0,
190602,-99.0,-43.0,
190614,-99.0,-43.0,
190648,-99.0,-43.0,
190662,-99.0,-43.0,
190710,-99.0,-43.0,
190722,-99.0,-43.0,
190762,-99.0,-43.0,
190775,-99.0,-43.0,
190798,-99.0,-43.0,
190811,-99.0,-43.0,
190818,-99.0,-43.0,
190848,-99.0,-43.0,
190853,-99.0,-43.0,
190868,-99.0,-43.0,
190887,-99.0,-43.0,
190900,-99.0,-43.0,
191288,-99.0,-43.0,
191305,-99.0,-42.0,
191311,-99.0,-42.0,
191338,-99.0,-40.0,
191344,-99.0,-40.0,
191374,-99.0,-38.0,
191378,-99.0,-38.0,
191389,-99.0,-37.0,
191394,-99.0,-37.0,
191425,-99.0,-35.0,
191430,-99.0,-35.0,
191443,-99.0,-34.0,
191447,-99.0,-34.0,
191479,-99.0,-32.0,
191484,-99.0,-32.0,
191502,-99.0,-30.0,
191507,-99.0,-30.0,
191520,-99.0,-29.0,
191524,-99.0,-29.0,
191555,-99.0,-27.0,
191560,-99.0,-27.0,
191573,-99.0,-26.0,
191579,-99.0,-26.0,
191607,-99.0,-24.0,
191611,-99.0,-24.0,
191642,-99.0,-21.0,
191647,-99.0,-21.0,
191677,-99.0,-19.0,
191683,-99.0,-19.0,
191694,-99.0,-18.0,
191701,-99.0,-18.0,
191720,-99.0,-16.0,
191725,-99.0,-16.0,
191753,-99.0,-14.0,
191760,-99.0,-14.0,
191771,-99.0,-12.0,
191776,-99.0,-12.0,
191807,-99.0,-10.0,
191811,-99.0,-10.0,
191825,-99.0,-9.0,
191830,-99.0,-9.0,
191859,-99.0,-7.0,
191865,-99.0,-7.0,
191877,-99.0,-6.0,
191884,-99.0,-6.0,
191893,-99.0,-5.0,
191899,-99.0,-5.0,
191912,-99.0,-4.0,
191919,-99.0,-4.0,
191920,-99.0,-2.0,
191925,-99.0,-2.0,
191935,-99.0,-1.0,
191942,-99.0,-1.0,
191953,-99.0,0.0,
191958,-99.0,0.0,
191972,-99.0,1.0,
191978,-99.0,1.0,
191988,-99.0,2.0,
192574,-99.0,2.0,
192588,-99.0,1.0,
192605,-99.0,1.0,
192622,-99.0,-1.0,
192629,-99.0,-1.0,
192640,-99.0,-2.0,
192647,-99.0,-2.0,
192659,-99.0,-3.0,
192682,-99.0,-3.0,
192692,-99.0,-4.0,
192716,-99.0,-4.0,
192727,-99.0,-6.0,
192748,-99.0,-6.0,
192762,-99.0,-7.0,
192773,-99.0,-7.0,
192786,-99.0,-8.0,
192791,-99.0,-8.0,
192803,-99.0,-9.0,
192810,-99.0,-9.0,
192822,-99.0,-10.0,
192842,-99.0,-10.0,
192857,-99.0,-12.0,
192862,-99.0,-12.0,
192874,-99.0,-13.0,
192881,-99.0,-13.0,
192891,-99.0,-14.0,
192897,-99.0,-14.0,
192908,-99.0,-15.0,
192915,-99.0,-15.0,
192928,-99.0,-16.0,
192933,-99.0,-16.0,
192943,-99.0,-17.0,
192949,-99.0,-17.0,
192962,-99.0,-18.0,
192968,-99.0,-18.0,
192979,-99.0,-19.0,
192985,-99.0,-20.0,
192989,-99.0,-20.0,
193005,-99.0,-21.0,
193011,-99.0,-21.0,
193021,-99.0,-22.0,
193027,-99.0,-22.0,
193040,-99.0,-23.0,
193065,-99.0,-23.0,
193074,-99.0,-24.0,
193080,-99.0,-24.0,
193091,-99.0,-25.0,
193097,-99.0,-25.0,
193110,-99.0,-26.0,
193136,-99.0,-26.0,
193148,-99.0,-27.0,
193168,-99.0,-27.0,
193180,-99.0,-28.0,
193204,-99.0,-28.0,
193205,-99.0,-29.0,
193242,-99.0,-29.0,
193258,-99.0,-30.0,
193268,-99.0,-30.0,
193291,-99.0,-31.0,
193297,-99.0,-31.0,
193309,-99.0,-32.0,
193333,-99.0,-32.0,
193356,-99.0,-33.0,
193365,-99.0,-33.0,
193387,-99.0,-34.0,
193396,-99.0,-34.0,
193407,-99.0,-35.0,
193419,-99.0,-35.0,
193437,-99.0,-36.0,
193460,-99.0,-36.0,
193472,-99.0,-38.0,
193493,-99.0,-38.0,
193507,-99.0,-39.0,
193513,-99.0,-39.0,
193524,-99.0,-40.0,
193548,-99.0,-40.0,
193562,-99.0,-41.0,
193584,-99.0,-41.0,
193597,-99.0,-42.0,
193617,-99.0,-42.0,
193630,-99.0,-43.0,
193643,-99.0,-43.0,
193654,-99.0,-44.0,
193659,-99.0,-44.0,
193672,-99.0,-45.0,
193677,-99.0,-45.0,
193688,-99.0,-46.0,
193694,-99.0,-46.0,
193705,-99.0,-47.0,
193712,-99.0,-47.0,
193724,-99.0,-48.0,
193744,-99.0,-48.0,
193759,-99.0,-50.0,
193765,-99.0,-50.0,
193777,-99.0,-51.0,
193799,-99.0,-51.0,
193812,-99.0,-52.0,
193834,-99.0,-52.0,
193836,-99.0,-53.0,
193841,-99.0,-53.0,
193853,-99.0,-54.0,
193859,-99.0,-54.0,
193871,-99.0,-55.0,
193876,-99.0,-55.0,
193887,-99.0,-56.0,
193894,-99.0,-56.0,
193906,-99.0,-57.0,
193912,-99.0,-57.0,
193923,-99.0,-58.0,
193929,-99.0,-58.0,
193940,-99.0,-59.0,
204422,-99.0,-59.0,
204438,-99.0,-59.0,
204477,-99.0,-59.0,
204494,-99.0,-59.0,
204495,-99.0,-59.0,
204501,-99.0,-59.0,
204510,-99.0,-59.0,
204525,-99.0,-59.0,
204526,-99.0,-59.0,
204540,-99.0,-59.0,
204543,-99.0,-59.0,
204548,-99.0,-59.0,
204560,-99.0,-59.0,
204567,-99.0,-59.0,
204575,-99.0,-59.0,
204576,-99.0,-59.0,
204585,-99.0,-59.0,
204590,-99.0,-59.0,
204593,-99.0,-59.0,
204610,-99.0,-59.0,
204626,-99.0,-59.0,
204631,-99.0,-59.0,
204643,-99.0,-59.0,
204660,-99.0,-59.0,
204676,-99.0,-59.0,
204688,-99.0,-59.0,
204693,-99.0,-59.0,
204718,-99.0,-59.0,
204810,-99.0,-59.0,
204837,-99.0,-59.0,
204843,-99.0,-59.0,
204860,-99.0,-59.0,
204862,-99.0,-59.0,
204872,-99.0,-59.0,
204876,-99.0,-59.0,
204893,-99.0,-59.0,
204901,-99.0,-59.0,
204910,-99.0,-59.0,
204919,-99.0,-59.0,
204926,-99.0,-59.0,
204943,-99.0,-59.0,
204947,-99.0,-59.0,
204960,-99.0,-59.0,
204976,-99.0,-59.0,
204986,-99.0,-59.0,
204993,-99.0,-59.0,
205010,-99.0,-59.0,
205026,-99.0,-59.0,
205040,-99.0,-59.0,
205043,-99.0,-59.0,
205060,-99.0,-59.0,
205079,-99.0,-59.0,
205089,-99.0,-59.0,
205105,-99.0,-59.0,
205127,-99.0,-59.0,
205218,-99.0,-59.0,
205230,-99.0,-59.0,
205257,-99.0,-59.0,
205305,-99.0,-59.0,
205315,-99.0,-59.0,
205348,-99.0,-59.0,
205363,-99.0,-59.0,
205412,-99.0,-59.0,
205456,-99.0,-59.0,
205469,-99.0,-59.0,
205490,-99.0,-59.0,
205539,-99.0,-59.0,
205576,-99.0,-59.0,
205592,-99.0,-59.0,
205619,-99.0,-59.0,
205672,-99.0,-59.0,
205702,-99.0,-59.0,
205706,-98.66666666666667,-59.0,
205708,-98.33333333333333,-59.0,
205736,-98.0,-59.0,
205751,-97.25,-59.0,
205760,-96.5,-59.0,
205777,-95.75,-59.0,
205783,-95.0,-59.0,
205794,-94.33333333333333,-59.0,
205802,-93.66666666666667,-59.0,
205818,-93.0,-59.0,
205827,-92.25,-59.0,
205835,-91.5,-59.0,
205855,-90.75,-59.0,
205864,-90.0,-59.0,
205865,,-59.0,
205866,,-59.0,
205875,,-59.0,
205880,,-59.0,
205897,,-59.0,
205922,,-59.0,
205930,,-59.0,
205935,,-59.0,
205941,,-59.0,
205947,,-59.0,
205962,,-59.0,
205975,,-59.0,
205980,,-59.0,
205994,,-59.0,
206009,,-59.0,
206022,,-59.0,
206047,,-59.0,
206058,,-59.0,
206074,,-59.0,
206075,,-59.0,
206085,,-59.0,
206090,,-59.0,
206108,,-59.0,
206125,,-59.0,
206158,,-59.0,
206171,,-59.0,
206180,,-59.0,
206210,,-59.0,
206237,,-59.0,
206261,,-59.0,
206276,,-59.0,
206334,,-59.0,
206341,,-59.0,
206365,,-59.0,
206371,,-59.0,
206374,,-59.0,
206424,,-59.0,
206438,,-59.0,
206467,,-59.0,
206470,,-59.0,
206476,,-59.0,
206497,,-59.0,
206499,,-59.0,
206517,,-59.0,
206526,,-59.0,
206532,,-59.0,
206540,,-59.0,
206549,,-59.0,
206569,,-59.0,
206585,,-59.0,
206589,,-59.0,
206591,,-59.0,
206600,,-59.0,
206626,,-59.0,
206635,,-59.0,
206658,,-59.0,
206691,,-59.0,
206708,,-59.0,
206719,,-59.0,
206739,,-59.0,
206750,,-59.0,
206760,,-59.0,
206789,,-59.0,
206812,,-59.0,
206821,,-59.0,
206840,,-59.0,
206850,,-59.0,
206860,,-59.0,
206871,,-59.0,
206877,,-59.0,
206955,,-59.0,
206961,,-59.0,
206974,,-59.0,
206989,,-59.0,
206994,,-59.0,
207000,,-59.0,
207008,,-59.0,
207010,,-59.0,
207067,,-59.0,
207071,,-59.0,
207085,,-59.0,
207089,,-59.0,
207096,,-59.0,
207111,,-59.0,
207122,,-59.0,
207141,,-59.0,
207167,,-59.0,
207174,,-59.0,
207179,,-59.0,
207194,,-59.0,
207206,,-59.0,
207221,,-59.0,
207237,,-59.0,
207246,,-59.0,
207251,,-59.0,
207256,,-59.0,
207271,,-59.0,
207274,,-59.0,
207284,,-59.0,
207304,,-59.0,
207319,,-59.0,
207334,,-59.0,
207381,,-59.0,
207389,,-59.0,
207401,,-59.0,
207407,,-59.0,
207411,,-59.0,
207419,,-59.0,
207425,,-59.0,
207430,,-59.0,
207435,,-59.0,
207452,,-59.0,
207465,,-59.0,
207481,,-59.0,
207501,,-59.0,
207552,,-59.0,
207556,,-59.0,
207570,,-59.0,
207609,,-59.0,
207630,,-59.0,
207638,,-59.0,
207664,,-59.0,
207666,,-59.0,
207672,,-59.0,
207691,,-59.0,
207700,,-59.0,
207718,,-59.0,
207729,,-59.0,
207742,,-59.0,
207781,,-59.0,
207791,,-59.0,
207811,,-59.0,
207858,,-59.0,
207907,,-59.0,
207915,,-59.0,
207921,,-59.0,
207936,,-59.0,
207958,,-59.0,
207974,,-59.0,
208005,,-59.0,
208081,,-59.0,
208102,,-59.0,
208109,,-59.0,
208205,,-59.0,
208218,,-59.0,
208235,,-59.0,
208241,,-59.0,
208288,,-59.0,
208298,,-59.0,
208337,,-59.0,
208356,,-59.0,
208385,,-59.0,
208390,,-59.0,
208407,,-59.0,
208421,,-59.0,
208441,,-59.0,
208456,,-59.0,
208460,,-59.0,
208470,,-59.0,
208506,,-59.0,
208517,,-59.0,
208526,,-59.0,
208539,,-59.0,
208561,,-59.0,
208573,,-59.0,
208600,,-59.0,
208617,,-59.0,
208624,,-59.0,
208632,,-59.0,
208665,,-59.0,
208691,,-59.0,
208692,,-59.0,
208711,,-59.0,
208724,,-59.0,
208741,,-59.0,
208752,,-59.0,
208780,,-59.0,
208789,,-59.0,
208793,,-59.0,
208801,,-59.0,
208821,,-59.0,
208835,,-59.0,
208848,,-59.0,
208859,,-59.0,
208871,,-59.0,
208881,,-59.0,
208908,,-59.0,
208931,,-59.0,
208941,,-59.0,
208952,,-59.0,
208967,,-59.0,
208980,,-59.0,
208989,,-59.0,
209008,,-59.0,
209049,,-59.0,
209058,,-59.0,
209087,,-59.0,
209088,,-59.0,
209100,,-59.0,
209104,,-59.0,
209191,,-59.0,
209206,,-59.0,
209225,,-59.0,
209240,,-59.0,
209242,,-59.0,
209272,,-59.0,
209294,,-59.0,
209304,,-59.0,
209316,,-59.0,
209319,,-59.0,
209341,,-59.0,
209357,,-59.0,
209376,,-59.0,
209389,,-59.0,
209419,,-59.0,
209449,,-59.0,
209460,,-59.0,
209471,,-59.0,
209490,,-59.0,
209501,,-59.0,
209511,,-59.0,
209541,,-59.0,
209542,,-59.0,
209572,,-59.0,
209590,,-59.0,
209619,,-59.0,
209632,,-59.0,
209679,,-59.0,
209719,,-59.0,
209733,,-59.0,
209758,,-59.0,
209766,,-59.0,
209778,,-59.0,
209799,,-59.0,
209817,,-59.0,
209852,,-59.0,
209879,,-59.0,
209887,,-59.0,
209908,,-59.0,
209954,,-59.0,
209969,,-59.0,
209973,,-59.0,
209981,,-59.0,
209982,,-59.0,
210010,,-59.0,
210019,,-59.0,
210039,,-59.0,
210075,,-59.0,
210086,,-59.0,
210108,,-59.0,
210118,,-59.0,
210148,,-59.0,
210157,,-59.0,
210169,,-59.0,
210171,,-59.0,
210178,,-59.0,
210219,,-59.0,
210234,,-59.0,
210236,,-59.0,
210256,,-59.0,
210266,,-59.0,
210285,,-59.0,
210305,,-59.0,
210341,,-59.0,
210351,,-59.0,
210380,,-59.0,
210407,,-59.0,
210423,,-59.0,
210458,,-59.0,
210463,,-59.0,
210509,,-59.0,
210532,,-59.0,
210551,,-59.0,
210584,,-59.0,
210592,,-59.0,
210608,,-59.0,
210616,,-59.0,
210621,,-59.0,
210640,,-59.0,
210645,,-59.0,
210654,,-59.0,
210674,,-59.0,
210690,,-59.0,
210691,,-59.0,
210698,,-59.0,
210707,,-59.0,
210717,,-59.0,
210739,,-59.0,
210767,,-59.0,
210781,,-59.0,
210790,,-59.0,
210838,,-59.0,
210856,,-59.0,
213038,,-59.0,
213039,-92.0,-59.0,
213086,-93.0,-59.0,
213120,-95.0,-59.0,
213167,-98.0,-59.0,
213202,-100.0,-59.0,
213203,,-59.0,
213812,,-59.0,
213826,,-59.0,
213856,,-59.0,
213866,,-59.0,
213896,,-59.0,
213906,,-59.0,
213935,,-59.0,
213944,,-59.0,
213972,,-59.0,
213984,,-59.0,
214013,,-59.0,
214031,,-59.0,
214368,,-59.0,
214378,,-59.0,
214436,,-59.0,
214456,,-59.0,
214473,,-59.0,
214485,,-59.0,
214495,,-59.0,
214510,,-59.0,
214565,,-59.0,
214576,,-59.0,
214627,,-59.0,
214735,,-59.0,
214743,,-58.5,
214753,,-58.0,
214754,,-58.0,
214758,,-58.0,
214768,,-57.0,
214770,,-57.0,
214772,,-57.0,
214786,,-56.0,
214791,,-56.0,
214807,,-54.5,
214821,,-53.0,
214823,,-53.0,
214825,,-53.0,
214838,,-52.0,
214844,,-52.0,
214852,,-51.5,
214856,,-51.0,
214859,,-51.0,
214861,,-50.5,
214873,,-50.0,
214876,,-50.0,
214909,,-48.0,
214913,,-48.0,
214943,,-46.0,
214948,,-46.0,
214961,,-45.0,
214964,,-45.0,
214967,,-43.0,
214971,,-43.0,
214985,,-42.0,
214989,,-42.0,
215004,,-41.0,
215006,,-41.0,
215008,,-41.0,
215019,,-40.0,
215022,,-40.0,
215024,,-40.0,
215037,,-39.0,
215041,,-39.0,
215056,,-38.0,
215060,,-38.0,
215073,,-37.0,
215077,,-37.0,
215108,,-35.0,
215112,,-35.0,
215124,,-33.0,
215129,,-33.0,
215143,,-32.0,
215147,,-32.0,
215148,,-31.5,
215161,,-31.0,
215164,,-31.0,
215165,,-30.0,
215185,,-29.0,
215188,,-29.0,
215203,,-28.0,
215208,,-28.0,
215234,,-27.0,
215237,,-26.0,
215240,,-26.0,
215255,,-25.0,
215260,,-25.0,
215265,,-24.0,
215273,,-23.0,
215276,,-23.0,
215290,,-22.0,
215292,,-22.0,
215293,,-22.0,
215305,,-21.5,
215307,,-21.0,
215313,,-21.0,
215318,,-20.5,
215324,,-20.0,
215328,,-20.0,
215343,,-19.0,
215360,,-18.0,
215364,,-18.0,
215377,,-17.0,
