,AYTF9Q5TZX4IK,AF50K5H2FJWW0,AF8GOPFSTWCH8
76219,,-42.0,
76237,,-42.0,
76260,,-42.0,
76280,,-42.0,
76295,,-42.0,
76305,,-42.0,
76322,,-42.0,
76337,,-42.0,
76357,,-42.0,
76369,,-42.0,
76387,,-42.0,
76410,,-42.0,
76419,,-42.0,
76447,,-42.0,
76457,,-42.0,
76476,,-42.0,
76486,,-42.0,
76510,,-42.0,
76537,,-42.0,
76562,,-42.0,
76578,,-42.0,
76597,,-42.0,
76610,,-42.0,
76617,,-42.0,
76627,,-41.5,
76633,,-41.0,
76639,,-41.0,
76649,,-40.0,
76665,,-39.0,
76668,,-39.0,
76672,,-39.0,
76682,,-38.0,
76690,,-38.0,
76696,,-37.5,
76700,,-37.0,
76708,,-37.0,
76710,,-36.5,
76718,,-36.0,
76724,,-36.0,
76725,,-35.0,
76731,,-35.0,
76742,,-34.0,
76745,,-34.0,
76749,,-34.0,
76757,,-33.5,
76759,,-33.0,
76781,,-33.0,
76782,,-33.0,
76794,,-32.0,
76796,,-32.0,
76807,,-32.0,
76817,,-32.0,
76831,,-31.0,
76848,,-31.0,
76866,,-31.0,
76906,,-31.0,
76919,,-31.0,
76957,,-31.0,
76977,,-31.0,
77022,,-31.0,
77040,,-31.0,
77049,,-31.0,
77065,,-30.0,
77083,,-30.0,
77099,,-29.0,
77106,,-29.0,
77117,,-28.0,
77123,,-28.0,
77135,,-27.0,
77146,,-27.0,
77158,,-26.0,
77165,,-26.0,
77176,,-25.0,
77301,,-25.0,
77317,,-24.0,
77323,,-24.0,
77333,,-23.0,
77355,,-23.0,
77357,,-22.0,
77379,,-22.0,
77392,,-21.0,
77398,,-21.0,
77411,,-19.0,
77431,,-19.0,
77444,,-17.0,
77612,,-17.0,
77630,,-16.0,
77652,,-16.0,
77662,,-15.0,
77692,,-15.0,
77704,,-14.0,
77726,,-14.0,
77735,,-13.0,
80412,,-13.0,
80447,,-14.0,
80452,,-14.0,
80480,,-15.0,
80506,,-15.0,
80516,,-16.0,
80522,,-16.0,
80551,,-18.0,
80564,,-18.0,
80575,,-19.0,
80601,,-19.0,
80614,,-20.0,
80935,,-20.0,
80952,,-21.0,
80979,,-21.0,
80989,,-22.0,
80998,,-22.0,
81010,,-23.0,
81499,,-23.0,
81513,,-24.0,
81536,,-24.0,
81547,,-25.0,
81554,,-25.0,
81565,,-26.0,
81589,,-26.0,
81600,,-27.0,
81628,,-28.0,
81642,,-30.0,
81665,,-30.0,
81675,,-31.0,
81683,,-31.0,
81695,,-32.0,
81718,,-32.0,
81729,,-33.0,
81753,,-33.0,
81766,,-34.0,
81788,,-34.0,
81804,,-35.0,
81825,,-35.0,
81837,,-36.0,
81849,,-36.0,
81861,,-37.0,
81884,,-37.0,
81895,,-38.0,
81917,,-38.0,
81933,,-39.0,
81956,,-39.0,
81968,,-40.0,
81989,,-40.0,
81999,,-41.0,
82021,,-41.0,
82035,,-42.0,
82046,,-42.0,
82059,,-43.0,
82081,,-43.0,
82092,,-44.0,
82117,,-44.0,
82129,,-45.0,
82154,,-45.0,
82167,,-46.0,
82192,,-46.0,
82203,,-47.0,
82239,,-47.0,
82259,,-48.0,
82275,,-48.0,
82289,,-49.0,
82318,,-49.0,
82336,,-50.0,
82377,,-50.0,
82396,,-51.0,
82430,,-51.0,
82449,,-52.0,
82480,,-52.0,
82502,,-53.0,
82536,,-53.0,
82549,,-54.0,
82575,,-54.0,
82591,,-55.0,
82621,,-55.0,
82635,,-56.0,
82663,,-56.0,
82674,,-57.0,
82698,,-57.0,
82707,,-59.0,
82731,,-59.0,
82745,,-60.0,
82769,,-60.0,
82780,,-60.5,
82783,,-61.0,
82798,,-61.0,
82836,,-61.0,
82840,,-61.0,
82858,,-61.0,
82872,,-61.0,
82888,,-61.0,
82898,,-61.0,
82920,,-61.0,
82932,,-61.0,
82952,,-61.0,
82967,,-61.0,
82982,,-61.0,
83001,,-61.0,
83058,,-61.0,
83070,,-61.0,
83107,,-61.0,
83130,,-61.0,
83152,,-61.0,
83167,,-61.0,
83199,,-61.0,
83221,,-61.0,
83251,,-61.0,
83269,,-61.0,
83288,,-61.0,
83299,,-61.0,
83326,,-61.0,
83339,,-61.0,
83356,,-61.0,
83365,,-61.0,
83380,,-61.0,
83398,,-61.0,
83502,,-61.0,
83514,,-61.0,
83521,,-61.0,
83556,,-61.0,
83557,,-61.0,
83562,,-61.0,
83568,,-61.0,
83570,,-61.0,
83579,,-61.0,
83584,,-61.25,
83587,,-61.5,
83588,-87.0,-61.75,
83596,-86.75,-62.0,
83618,-86.5,-62.0,
83625,-86.25,-62.5,
83634,-86.0,-63.0,
83639,-85.5,-63.0,
83655,-85.0,-63.0,
83656,-84.5,-63.0,
83664,-84.0,-63.5,
83667,-83.5,-64.0,
83669,-83.0,-64.0,
83672,-82.71428571428571,-64.0,
83684,-82.42857142857143,-64.0,
83688,-82.14285714285714,-64.0,
83690,-81.85714285714286,-64.0,
83706,-81.57142857142857,-65.0,
83715,-81.28571428571429,-65.0,
83716,-81.0,-65.25,
83717,-80.25,-65.5,
83718,-79.5,-65.75,
83730,-78.75,-66.0,
83750,-78.0,-66.0,
83751,,-66.0,
83769,,-66.0,
83800,,-66.0,
83819,,-66.0,
83833,,-66.0,
83847,,-66.0,
83849,,-66.0,
83858,,-66.0,
83879,,-66.0,
83883,,-66.0,
83890,,-66.33333333333333,
83895,,-66.66666666666667,
83899,,-67.0,
83909,,-67.0,
83920,,-67.0,
83921,,-67.33333333333333,
83922,,-67.66666666666667,
83931,,-68.0,
83955,,-68.0,
83967,,-69.0,
83968,,-69.0,
83979,,-69.0,
83989,,-69.0,
83999,,-69.0,
84006,,-69.0,
84011,,-69.0,
84023,,-69.0,
84025,,-69.0,
84035,,-69.0,
84081,,-69.0,
84101,,-69.0,
84103,,-69.0,
84116,,-70.0,
84137,,-70.0,
84142,,-70.5,
84149,,-71.0,
84171,,-71.0,
84175,,-71.5,
84182,,-72.0,
84190,,-73.0,
84203,,-73.0,
84220,,-73.0,
84237,,-73.0,
84254,,-73.0,
84257,,-73.0,
84271,,-73.0,
84301,,-73.0,
84335,,-73.0,
84336,,-73.0,
84337,,-73.33333333333333,
84346,,-73.66666666666667,
84353,,-74.0,
84356,,-74.0,
84369,,-74.0,
84376,,-74.0,
84384,,-74.5,
84388,,-75.0,
84403,,-75.0,
84411,,-75.33333333333333,
84413,,-75.66666666666667,
84415,,-76.0,
84422,,-76.0,
84457,,-76.0,
84472,,-76.0,
84495,,-76.0,
84507,,-76.0,
84519,,-76.0,
84523,,-76.0,
84539,,-76.0,
84550,,-76.0,
84569,,-76.0,
84579,,-76.0,
84597,,-76.0,
84602,,-76.0,
84604,,-76.0,
84609,,-77.0,
84611,,-77.0,
84624,,-77.0,
84631,,-77.0,
84641,,-77.5,
84642,,-78.0,
84651,,-78.0,
84670,,-78.0,
84681,,-79.0,
84705,,-79.0,
84717,,-80.0,
84719,,-80.0,
84731,,-80.0,
84749,,-80.0,
84767,,-80.0,
84779,,-80.0,
84835,,-80.0,
84836,,-80.33333333333333,
84842,,-80.66666666666667,
84843,,-81.0,
84866,,-81.0,
84872,,-81.5,
84880,,-82.0,
84882,,-82.0,
84900,,-82.0,
84903,,-82.0,
84911,,-82.5,
84915,,-83.0,
84939,,-83.0,
84951,,-84.0,
84957,,-84.0,
85045,,-84.0,
85064,,-84.0,
85082,,-84.0,
85088,,-84.0,
85106,,-84.0,
85118,,-84.5,
85126,,-85.0,
85140,,-85.0,
85154,,-85.0,
85155,-77.0,-85.0,
85159,-77.0909090909091,-85.0,
85162,-77.18181818181819,-85.33333333333333,
85166,-77.27272727272727,-85.66666666666667,
85175,-77.36363636363636,-86.0,
85196,-77.45454545454545,-86.0,
85206,-77.54545454545455,-86.0,
85219,-77.63636363636364,-86.0,
85224,-77.72727272727273,-86.0,
85239,-77.81818181818181,-86.5,
85246,-77.9090909090909,-87.0,
85248,-78.0,-87.0,
85255,-79.5,-87.0,
85283,-81.0,-87.0,
85299,-81.25,-87.0,
85319,-81.5,-87.0,
85323,-81.75,-87.0,
85329,-82.0,-87.0,
85334,-82.75,-87.0,
85335,-83.5,-87.0,
85346,-84.25,-87.0,
85364,-85.0,-87.0,
85378,-85.5,-87.0,
85384,-86.0,-87.0,
85398,-86.5,-87.0,
85411,-87.0,-87.0,
85434,-87.5,-87.0,
85447,-88.0,-87.5,
85448,-88.5,-88.0,
85457,-89.0,-88.0,
85462,-89.5,-88.0,
85468,-90.0,-88.0,
85470,-90.5,-88.0,
85483,-91.0,-89.0,
85491,-91.5,-89.0,
85492,-92.0,-89.0,
85501,-92.0,-89.0,
85512,-92.0,-89.0,
85517,-92.0,-89.0,
85527,-92.0,-89.5,
85531,-92.0,-90.0,
85532,-92.0,-90.0,
85552,-92.0,-90.0,
85571,-92.0,-90.0,
85587,-92.0,-90.0,
85590,-92.0,-90.0,
85605,-92.0,-90.0,
85634,-92.0,-90.0,
85638,-92.0,-90.0,
85661,-92.0,-90.0,
85668,-92.0,-90.0,
85695,-92.0,-90.0,
85707,-92.0,-90.0,
85715,-92.0,-90.0,
85729,-92.0,-90.0,
85745,-92.0,-91.0,
85770,-92.0,-91.0,
85775,-92.0,-91.33333333333333,
85780,-92.0,-91.66666666666667,
85781,-92.0,-92.0,
85798,-92.0,-92.0,
85808,-92.0,-92.0,
85816,-92.0,-92.5,
85819,-92.0,-93.0,
85832,-92.0,-93.0,
85855,-92.0,-93.0,
85861,-92.0,-93.0,
85866,-92.0,-93.0,
85890,-92.0,-93.0,
85904,-92.0,-93.0,
85908,-92.0,-93.0,
85918,-92.0,-93.0,
85937,-92.0,-93.0,
85952,-92.0,-93.0,
85985,-92.0,-93.0,
85989,-92.0,-93.0,
86004,-92.0,-93.0,
86007,-92.0,-93.5,
86019,-92.0,-94.0,
86042,-92.0,-94.0,
86056,-92.0,-95.0,
86061,-92.0,-95.0,
86078,-92.0,-95.0,
86093,-92.0,-96.0,
86108,-92.0,-96.0,
86127,-92.0,-96.0,
86139,-92.0,-96.0,
86159,-92.0,-96.0,
86171,-92.0,-96.0,
86183,-92.0,-96.0,
86188,-92.0,-96.0,
86206,-92.0,-96.0,
86258,-92.0,-96.0,
86260,-92.0,-96.0,
86275,-92.0,-96.0,
86290,-92.0,-96.0,
86304,-92.0,-96.0,
86314,-92.0,-96.0,
86318,-92.0,-96.0,
86329,-92.0,-96.0,
86342,-92.0,-96.0,
86377,-92.0,-96.0,
86379,-92.0,-96.0,
86391,-92.0,-96.0,
86420,-92.0,-96.0,
86424,-92.0,-96.0,
86438,-92.0,-96.0,
86473,-92.0,-96.0,
86578,-92.0,-96.0,
86658,-92.0,-96.0,
86659,-92.0,-96.0,
87858,-92.0,-96.0,
87859,-92.0,-96.0,
87878,-92.0,-96.0,
87897,-92.0,-96.0,
87908,-92.0,-96.0,
87928,-92.0,-96.0,
87949,-92.0,-96.0,
87958,-92.0,-96.0,
87982,-92.0,-96.0,
87996,-92.0,-96.0,
88948,-92.0,-96.0,
88965,-92.0,-95.0,
88987,-92.0,-95.0,
89001,-92.0,-94.0,
89026,-92.0,-94.0,
89041,-92.0,-93.0,
89067,-92.0,-93.0,
89078,-92.0,-92.0,
89402,-92.0,-92.0,
89417,-92.0,-91.0,
89440,-92.0,-91.0,
89454,-92.0,-90.0,
89487,-92.0,-90.0,
89501,-92.0,-89.0,
89527,-92.0,-89.0,
89534,-92.0,-88.0,
92758,-92.0,-88.0,
92774,-92.0,-88.0,
92797,-92.0,-88.0,
92806,-92.0,-88.0,
92825,-92.0,-88.0,
92837,-92.0,-88.0,
92857,-92.0,-88.0,
92870,-92.0,-88.0,
92887,-92.0,-88.0,
92908,-92.0,-88.0,
92920,-92.0,-88.0,
92937,-92.0,-88.0,
92956,-92.0,-88.0,
92970,-92.0,-88.0,
92987,-92.0,-88.0,
93008,-92.0,-88.0,
93020,-92.0,-88.0,
93038,-92.0,-88.0,
93056,-92.0,-88.0,
93069,-92.0,-88.0,
93096,-92.0,-88.0,
93110,-92.0,-88.0,
93129,-92.0,-88.0,
93146,-92.0,-88.0,
93159,-92.0,-88.0,
93170,-92.0,-88.0,
93186,-92.0,-88.0,
93205,-92.0,-88.0,
93220,-92.0,-88.0,
93240,-92.0,-88.0,
93257,-92.0,-88.0,
93286,-92.0,-88.0,
93306,-92.0,-88.0,
93331,-92.0,-88.0,
93349,-92.0,-88.0,
93368,-92.0,-88.0,
93387,-92.0,-88.0,
93410,-92.0,-88.0,
93419,-92.0,-88.0,
93475,-92.0,-88.0,
93488,-92.0,-88.0,
93505,-92.0,-88.0,
93552,-92.0,-88.0,
93560,-92.0,-88.0,
93579,-92.0,-88.0,
93588,-92.0,-88.0,
93605,-92.0,-88.0,
93626,-92.0,-88.0,
93708,-92.0,-88.0,
93759,-92.0,-88.0,
93769,-92.0,-88.0,
93791,-92.0,-88.0,
93796,-92.0,-88.0,
93820,-92.0,-88.0,
93827,-92.0,-88.0,
93899,-92.0,-88.0,
93919,-92.0,-88.0,
93933,-92.0,-88.0,
93945,-92.0,-88.0,
93967,-92.0,-88.0,
93977,-92.0,-88.0,
94027,-92.0,-88.0,
94036,-92.0,-88.0,
94055,-92.0,-88.0,
94074,-92.0,-88.0,
94097,-92.0,-88.0,
94114,-92.0,-88.0,
94130,-92.0,-88.0,
94159,-92.5,-88.0,
94165,-93.0,-88.0,
94198,-94.0,-88.0,
94210,-95.0,-88.0,
94211,-96.0,-88.0,
94231,-97.0,-88.0,
94247,-98.0,-88.0,
94257,-99.0,-88.0,
94277,-99.0,-88.0,
94286,-99.0,-88.0,
94309,-99.0,-88.0,
94319,-99.0,-88.0,
94339,-99.0,-88.0,
94357,-99.0,-88.0,
94379,-99.0,-88.0,
94398,-99.0,-88.0,
94415,-99.0,-88.0,
94431,-99.0,-88.0,
94448,-99.0,-88.0,
94461,-99.0,-88.0,
94479,-99.0,-88.0,
94506,-99.0,-88.0,
94527,-99.0,-88.0,
94537,-99.0,-88.0,
94552,-99.0,-88.0,
94570,-99.0,-88.0,
94584,-99.0,-88.0,
94606,-99.0,-88.0,
94620,-99.0,-88.0,
94654,-99.0,-88.0,
94663,-99.0,-88.0,
94676,-99.0,-88.0,
94689,-99.0,-88.0,
94730,-99.0,-88.0,
94757,-99.0,-88.0,
94769,-99.0,-88.0,
94779,-99.0,-88.0,
94811,-99.0,-88.0,
94826,-99.0,-88.0,
94836,-99.0,-88.0,
94899,-99.0,-88.0,
94919,-99.0,-88.0,
95207,-99.0,-88.0,
95225,-99.0,-88.0,
95241,-99.0,-88.0,
95257,-99.0,-88.0,
95274,-99.0,-88.0,
95291,-99.0,-88.0,
95307,-99.0,-88.0,
95441,-99.0,-88.0,
95458,-99.0,-88.0,
95474,-99.0,-88.0,
95487,-99.0,-88.0,
95490,-99.0,-88.0,
95507,-99.0,-88.0,
95508,-99.0,-88.0,
95524,-99.0,-88.0,
95541,-99.0,-88.0,
95557,-99.0,-88.0,
95567,-99.0,-88.0,
95626,-99.0,-88.0,
95641,-99.0,-88.0,
95650,-99.0,-88.0,
95664,-99.0,-88.0,
95670,-99.0,-88.0,
95687,-99.0,-88.0,
95704,-99.0,-88.0,
95719,-99.0,-88.0,
95756,-99.0,-88.0,
95762,-99.0,-88.0,
95767,-99.0,-88.0,
95779,-99.0,-88.0,
95791,-99.0,-88.0,
95794,-99.0,-88.0,
95814,-99.0,-88.0,
95822,-99.0,-88.0,
95825,-99.0,-88.0,
95839,-99.0,-88.0,
95853,-99.0,-88.0,
95869,-99.0,-88.0,
95891,-99.0,-88.0,
95896,-99.0,-88.0,
95906,-99.0,-88.0,
95917,-99.0,-88.0,
95918,-99.0,-88.0,
95926,-98.75,-88.0,
95936,-98.5,-88.0,
95954,-98.25,-88.0,
95964,-98.0,-88.0,
95966,-97.6,-88.0,
95967,-97.2,-88.0,
95978,-96.8,-88.0,
95995,-96.4,-88.0,
95999,-96.0,-88.0,
96005,-95.5,-88.0,
96012,-95.0,-88.0,
96018,-94.5,-88.0,
96019,-94.0,-88.0,
96036,-93.5,-88.0,
96045,-93.0,-88.0,
96059,-92.5,-88.0,
96064,-92.0,-88.0,
96076,-91.5,-88.0,
96080,-91.0,-88.0,
96081,,-88.0,
96086,,-88.0,
96089,,-88.0,
96130,,-88.0,
96144,,-88.0,
96146,,-88.0,
96158,,-88.0,
96164,,-88.0,
96167,,-88.0,
96186,,-88.0,
96207,,-88.0,
96239,,-88.0,
96247,,-88.0,
96250,,-88.0,
96266,,-88.0,
96268,,-88.0,
96287,,-88.0,
96300,,-88.0,
96312,,-88.0,
96325,,-88.0,
96331,,-88.0,
96344,,-88.0,
96347,,-88.0,
96362,,-88.0,
96377,,-88.0,
96393,,-88.0,
96424,,-88.0,
96435,,-88.0,
96438,,-88.0,
96458,,-88.0,
96479,,-88.0,
96494,,-88.0,
96506,,-88.0,
96507,,-88.0,
96541,,-88.0,
96543,,-88.0,
96552,,-88.0,
96564,,-88.0,
96624,,-88.0,
96638,,-88.0,
96646,,-88.0,
96652,,-88.0,
96662,,-88.0,
96676,,-88.0,
96698,,-88.0,
96709,,-88.0,
96737,,-88.0,
96744,,-88.0,
96761,,-88.0,
96764,,-88.0,
96775,,-88.0,
96777,,-88.0,
96795,,-88.0,
96806,,-88.0,
96825,,-88.0,
96834,,-88.0,
96847,,-88.0,
96888,,-88.0,
96928,,-88.0,
96938,,-88.0,
96961,,-88.0,
96970,,-88.0,
96988,,-88.0,
96989,,-88.0,
97000,,-88.0,
97007,,-88.0,
97019,,-88.0,
97033,,-88.0,
97048,,-88.0,
97064,,-88.0,
97119,,-88.0,
97141,,-88.0,
97152,,-88.0,
97154,,-88.0,
97161,,-88.0,
97172,,-88.0,
97179,,-88.0,
97188,,-88.0,
97196,,-88.0,
97210,,-88.0,
97212,,-88.0,
97229,,-88.0,
97234,,-88.0,
97256,,-88.0,
97276,,-88.0,
97278,,-88.0,
97287,,-88.0,
97308,,-88.0,
97329,,-88.0,
97331,,-88.0,
97344,,-88.0,
97346,,-88.0,
97407,,-88.0,
97426,,-88.0,
97439,,-88.0,
97475,,-88.0,
97485,,-88.0,
97494,,-88.0,
97507,,-88.0,
97515,,-88.0,
97516,,-88.0,
97528,,-88.0,
97536,,-88.0,
97542,,-88.0,
97617,,-88.0,
97625,,-88.0,
97629,,-88.0,
97644,,-88.0,
97649,,-88.0,
97658,,-88.0,
97676,,-88.0,
97677,,-88.0,
97695,,-88.0,
97698,,-88.0,
97718,,-88.0,
97742,,-88.0,
97776,,-88.0,
97790,,-88.0,
97805,,-88.0,
97826,,-88.0,
97842,,-88.0,
97851,,-88.0,
97857,,-88.0,
97886,,-88.0,
97898,,-88.0,
97909,,-88.0,
97981,,-88.0,
98000,,-87.0,
98004,,-87.0,
98031,,-85.0,
98036,,-85.0,
98046,,-84.33333333333333,
98056,,-83.66666666666667,
98057,,-83.0,
98061,,-83.0,
98074,,-82.0,
98078,,-82.0,
98090,,-81.0,
98097,,-81.0,
98109,,-80.0,
98113,,-80.0,
98137,,-79.0,
98144,,-78.0,
98148,,-78.0,
98155,,-77.0,
98162,,-76.0,
98166,,-76.0,
98170,,-76.0,
98196,,-74.0,
98201,,-74.0,
98231,,-72.0,
98235,,-72.0,
98249,,-71.0,
98305,,-71.0,
98319,,-71.0,
98376,,-71.0,
98394,,-71.0,
98421,,-71.0,
98431,,-71.0,
98455,,-71.0,
98467,,-71.0,
98684,,-71.0,
98691,,-70.0,
98695,,-70.0,
98724,,-68.0,
98729,,-68.0,
98741,,-67.0,
98746,,-67.0,
98776,,-65.0,
98780,,-65.0,
98794,,-64.0,
98804,,-64.0,
98821,,-63.0,
98829,,-62.0,
98840,,-62.0,
98859,,-62.0,
98868,,-62.0,
98884,,-62.0,
98898,,-62.0,
100243,,-62.0,
100262,,-61.0,
100266,,-61.0,
100295,,-59.0,
100299,,-59.0,
100313,,-58.0,
100317,,-58.0,
100329,,-57.0,
100333,,-57.0,
100367,,-54.0,
100372,,-54.0,
100406,,-51.0,
100411,,-51.0,
100441,,-49.0,
101701,,-49.0,
101781,,-49.0,
101803,,-49.0,
101812,,-49.0,
101830,,-49.0,
101848,,-49.0,
101862,,-49.0,
101949,,-49.0,
101997,,-49.0,
102016,,-49.0,
102022,,-49.0,
102060,,-49.0,
102069,,-49.0,
102121,,-49.0,
102138,,-49.0,
102162,,-49.0,
102172,,-49.0,
102188,,-49.0,
102198,,-49.0,
102229,,-49.0,
102249,,-49.0,
102261,,-49.0,
102280,,-49.0,
102295,,-49.0,
102312,,-49.0,
102335,,-49.0,
102366,,-49.0,
102382,,-49.0,
102399,,-49.0,
102416,,-49.0,
102422,,-49.0,
102438,,-49.0,
102452,,-49.0,
102470,,-49.0,
102480,,-49.0,
102499,,-49.0,
102512,,-49.0,
102540,,-49.0,
102557,,-49.0,
102580,,-49.0,
102588,,-49.0,
102607,,-49.0,
102618,,-49.0,
102631,,-49.0,
102670,,-49.0,
102703,,-49.0,
102720,,-49.0,
102749,,-49.0,
102763,,-49.0,
102781,,-49.0,
102805,,-49.0,
102829,,-49.0,
102839,,-49.0,
102855,,-49.0,
102868,,-49.0,
102883,,-49.0,
102911,,-49.0,
102951,,-49.0,
102966,,-49.0,
102978,,-49.0,
102998,,-49.0,
103012,,-49.0,
103152,,-49.0,
103182,,-49.0,
103263,,-49.0,
103302,,-49.0,
103337,,-49.0,
103431,,-49.0,
103442,,-49.0,
103460,,-49.0,
103472,,-49.0,
103488,,-49.0,
103498,,-49.0,
103567,,-49.0,
103577,,-49.0,
103601,,-49.0,
103618,,-49.0,
103635,,-49.0,
103641,,-49.0,
103702,,-49.0,
103732,,-49.0,
103752,,-49.0,
103773,,-49.0,
103792,,-49.0,
103850,,-49.0,
103890,,-49.0,
103908,,-49.0,
103918,,-49.0,
103935,,-49.0,
103949,,-49.0,
103968,,-49.0,
103980,,-49.0,
104002,,-49.0,
104017,,-49.0,
104029,,-49.0,
104042,,-49.0,
104112,,-49.0,
104130,,-49.0,
104152,,-49.0,
104165,,-49.0,
104179,,-49.0,
104192,,-49.0,
104213,,-49.0,
104235,,-49.0,
104263,,-49.0,
104269,,-49.0,
104295,,-49.0,
104308,,-49.0,
104322,,-49.0,
104373,,-49.0,
104449,,-49.0,
104467,,-49.0,
104485,,-49.0,
104500,,-49.0,
104621,,-49.0,
104681,,-49.0,
106679,,-49.0,
106680,-93.0,-49.0,
106727,-94.0,-49.0,
106773,-96.0,-49.0,
106819,-99.0,-49.0,
106820,,-49.0,
116652,,-49.0,
116668,,-49.0,
116691,,-49.0,
116701,,-49.0,
116728,,-49.0,
116740,,-49.0,
116756,,-49.0,
116770,,-49.0,
116790,,-49.0,
116805,,-49.0,
116841,,-49.0,
116851,,-49.0,
116882,,-49.0,
116893,,-49.0,
116914,,-49.0,
116921,,-49.0,
116940,,-49.0,
116960,,-49.0,
116981,,-49.0,
116991,,-49.0,
117010,,-49.0,
117020,,-49.0,
117044,,-49.0,
117055,,-49.0,
117092,,-49.0,
117102,,-49.0,
117123,,-49.0,
117131,,-49.0,
117140,,-49.0,
117150,,-49.0,
117169,,-49.0,
117182,,-49.0,
117940,,-49.0,
117953,,-49.0,
117976,,-49.0,
117988,,-49.0,
118021,,-49.0,
118036,,-49.0,
118059,,-49.0,
118072,,-49.0,
118090,,-49.0,
118102,,-49.0,
118125,,-49.0,
118136,,-49.0,
118172,,-49.0,
118190,,-49.0,
120346,,-49.0,
120363,,-49.0,
120428,,-49.0,
120433,,-49.0,
120454,,-49.0,
120464,,-49.0,
120483,,-49.0,
120495,,-49.0,
120515,,-49.0,
120522,,-49.0,
120536,,-49.0,
120552,,-49.0,
120580,,-49.0,
120589,,-49.0,
120670,,-49.0,
120698,,-49.0,
120740,,-49.0,
120749,,-49.0,
120754,,-49.0,
120764,,-49.0,
120845,,-49.0,
120854,,-49.0,
120878,,-49.0,
120886,,-49.0,
120912,,-49.0,
120921,,-49.0,
120960,,-49.0,
120980,,-49.0,
120994,,-49.0,
121002,,-49.0,
121029,,-49.0,
121035,,-49.0,
121055,,-49.0,
121064,,-49.0,
121083,,-49.0,
121093,,-49.0,
121105,,-49.0,
121121,,-49.0,
121150,,-49.0,
121173,,-49.0,
121205,,-49.0,
121228,,-49.0,
121290,,-49.0,
121303,,-49.0,
121338,,-49.0,
121346,,-49.0,
121368,,-49.0,
121375,,-49.0,
135226,,-49.0,
135242,,-48.0,
135247,,-48.0,
135277,,-46.0,
135281,,-46.0,
135293,,-45.0,
135298,,-45.0,
135329,,-42.0,
135333,,-42.0,
135346,,-41.0,
135350,,-41.0,
135381,,-39.0,
135405,,-37.0,
135408,,-37.0,
135423,,-36.0,
135427,,-36.0,
135458,,-34.0,
135676,,-34.0,
135693,,-33.0,
135701,,-33.0,
135728,,-31.0,
135733,,-31.0,
135744,,-30.0,
135749,,-30.0,
135762,,-28.0,
135929,,-28.0,
135945,,-27.0,
135951,,-27.0,
135979,,-25.0,
135984,,-25.0,
135996,,-24.0,
136001,,-24.0,
136015,,-23.0,
136214,,-23.0,
136227,,-22.0,
136233,,-22.0,
136255,,-21.0,
136259,,-21.0,
136274,,-19.0,
136282,,-19.0,
136309,,-18.0,
141325,,-18.0,
141342,,-18.0,
141358,,-18.0,
141375,,-18.0,
141392,,-18.0,
141408,,-18.0,
141425,,-18.0,
141442,,-18.0,
141458,,-18.0,
141475,,-18.0,
141492,,-18.0,
141575,,-18.0,
141592,,-18.0,
141608,,-18.0,
141625,,-18.0,
141642,,-18.0,
141661,,-18.0,
141676,,-18.0,
141682,,-18.0,
141694,,-18.0,
141701,,-18.0,
141726,,-18.0,
141730,,-18.0,
141743,,-18.0,
141775,,-18.0,
141792,,-18.0,
141808,,-18.0,
141811,,-18.0,
141825,,-18.0,
141828,,-18.0,
141842,,-18.0,
141849,,-18.0,
141858,,-18.0,
141861,,-18.0,
141875,,-18.0,
141884,,-18.0,
141892,,-18.0,
141900,,-18.0,
141908,,-18.0,
141910,,-18.0,
141921,,-18.0,
141925,,-18.0,
141942,,-18.0,
141950,,-18.0,
141959,,-18.0,
141962,,-18.0,
141975,,-18.0,
141992,,-18.0,
141998,,-18.0,
142009,,-18.0,
142012,,-18.0,
142035,,-18.0,
142047,,-18.0,
142067,,-18.0,
142079,,-18.0,
142102,,-18.0,
142113,,-18.0,
142134,,-18.0,
142150,,-18.0,
142156,,-18.0,
142172,,-18.0,
142183,,-18.0,
142221,,-18.0,
142224,,-18.0,
142228,,-18.0,
142232,,-18.0,
142240,,-18.0,
142241,,-18.0,
142244,,-18.0,
142246,,-18.0,
142253,,-18.0,
142261,,-18.0,
142263,,-18.0,
142264,,-18.0,
142278,,-18.0,
142279,,-18.0,
142280,,-18.0,
142286,,-18.0,
142295,,-18.0,
142297,,-18.0,
142299,,-18.0,
142311,,-18.0,
142313,,-18.0,
142324,,-18.0,
142328,,-18.0,
142330,,-18.0,
142345,,-18.0,
142382,,-18.0,
142391,,-18.0,
142394,,-18.0,
142432,,-18.0,
142452,,-18.0,
142490,,-18.0,
142513,,-18.0,
142524,,-18.0,
142529,,-18.0,
142530,,-18.0,
142531,,-18.0,
142546,,-18.0,
142548,,-18.0,
142550,,-18.0,
142551,,-18.0,
142561,,-18.0,
142562,,-18.0,
142564,,-18.0,
142572,,-18.0,
142579,,-18.0,
142580,,-18.0,
142583,,-18.0,
142596,,-18.0,
142597,,-18.0,
142623,,-18.0,
142632,,-18.0,
142639,,-18.0,
142655,,-18.0,
142667,,-18.0,
142691,,-18.0,
142694,,-18.0,
142707,,-18.0,
142724,,-18.0,
142739,,-18.0,
142745,,-18.0,
142755,,-18.0,
142797,,-18.0,
142803,,-18.0,
142806,,-18.0,
142813,,-18.0,
142834,,-18.0,
