,A9ZBEA4T2FNZ3,ADYYCYVBZE1V
208793,-100.0,49.0
208830,-100.0,48.0
208879,-100.0,44.0
209037,-100.0,44.0
209053,-100.0,42.0
209078,-100.0,41.0
209756,-100.0,41.0
209784,-100.0,40.0
209811,-100.0,38.0
209840,-100.0,37.0
209863,-100.0,35.0
209891,-100.0,33.0
209912,-100.0,31.0
211430,-100.0,31.0
211485,-100.0,34.0
211562,-100.0,36.0
211589,-100.0,38.0
211604,-100.0,40.0
211789,-100.0,40.0
211805,-100.0,42.0
211830,-100.0,43.0
211856,-100.0,45.0
211883,-100.0,47.0
211910,-100.0,48.0
212212,-100.0,48.0
212231,-100.0,49.0
212255,-100.0,50.0
212281,-100.0,51.0
212307,-100.0,53.0
212334,-100.0,54.0
212534,-100.0,54.0
212562,-100.0,56.0
212587,-100.0,57.0
212612,-100.0,59.0
212639,-100.0,61.0
212655,-100.0,62.0
212681,-100.0,64.0
212786,-100.0,64.0
212813,-100.0,66.0
212838,-100.0,67.0
212864,-100.0,69.0
212881,-100.0,71.0
212907,-100.0,72.0
213012,-100.0,72.0
213039,-100.0,73.0
213064,-100.0,75.0
213080,-100.0,77.0
213106,-100.0,78.0
213132,-100.0,79.0
213211,-100.0,79.0
213238,-100.0,80.0
213264,-100.0,81.0
213290,-100.0,83.0
213306,-100.0,85.0
213333,-100.0,87.0
213358,-100.0,88.0
213386,-100.0,90.0
213411,-100.0,91.0
213438,-100.0,93.0
213464,-100.0,95.0
213506,-100.0,97.0
213558,-100.0,100.0
214409,-100.0,100.0
214437,-100.0,99.0
214462,-100.0,97.0
214489,-100.0,96.0
214516,-100.0,94.0
214566,-100.0,91.0
214593,-100.0,89.0
214609,-100.0,87.0
214809,-100.0,87.0
214836,-100.0,86.0
214886,-100.0,83.0
214912,-100.0,81.0
214939,-100.0,79.0
214965,-100.0,78.0
214993,-100.0,77.0
215166,-100.0,77.0
215193,-100.0,75.0
215219,-100.0,74.0
215234,-100.0,72.0
215260,-100.0,70.0
215286,-100.0,69.0
215312,-100.0,67.0
215341,-100.0,66.0
215512,-100.0,66.0
215540,-100.0,65.0
215592,-100.0,62.0
215617,-100.0,60.0
215643,-100.0,58.0
215685,-100.0,56.0
215713,-100.0,55.0
216468,-100.0,55.0
216495,-100.0,54.0
216536,-100.0,52.0
216562,-100.0,51.0
216588,-100.0,49.0
216615,-100.0,47.0
216937,-100.0,47.0
216968,-100.0,46.0
216990,-100.0,46.0
217018,-100.0,45.0
217045,-100.0,44.0
217069,-100.0,43.0
217097,-100.0,42.0
217122,-100.0,40.0
217150,-100.0,39.0
218670,-100.0,39.0
218692,-99.0,39.0
218732,-96.0,39.0
218753,-95.0,39.0
218763,-94.0,39.0
218784,-92.0,39.0
218806,-91.0,39.0
218826,-90.0,39.0
218847,-88.0,39.0
218869,-87.0,39.0
218889,-86.0,39.0
218910,-84.0,39.0
218931,-83.0,39.0
218953,-82.0,39.0
219035,-76.0,39.0
219055,-76.0,39.0
219110,-72.0,39.0
219144,-70.0,39.0
219173,-68.0,39.0
219185,-67.0,39.0
219205,-65.0,39.0
219225,-64.0,39.0
219247,-63.0,39.0
219267,-61.0,39.0
219288,-60.0,39.0
219310,-59.0,39.0
219330,-57.0,39.0
219351,-56.0,39.0
219367,-55.5,39.0
219373,-55.0,38.666666666666664
219394,-53.0,38.333333333333336
219396,-52.5,38.0
219404,-52.0,37.333333333333336
219425,-51.0,36.666666666666664
219446,-49.0,36.0
219467,-48.0,35.0
219473,-47.5,34.0
219488,-47.0,33.0
219509,-45.0,32.0
219516,-44.5,31.0
219531,-44.0,31.0
219551,-43.0,31.0
219572,-41.0,31.0
219593,-40.0,31.0
219603,-39.0,31.0
219625,-37.0,31.0
219645,-36.0,31.0
219666,-35.0,31.0
219688,-33.0,31.0
219709,-32.0,31.0
219714,-31.5,31.0
219729,-31.0,30.0
219741,-30.0,29.0
219751,-29.0,28.5
219772,-28.0,28.0
219792,-27.0,27.5
219793,-26.0,27.0
219815,-25.0,26.0
219819,-24.5,25.0
219824,-24.0,25.0
219846,-23.0,25.0
219866,-21.0,25.0
219887,-20.0,25.0
219908,-19.0,25.0
219929,-17.0,25.0
219950,-16.0,25.0
219971,-15.0,25.0
219992,-13.0,25.0
220012,-12.0,25.0
220033,-11.0,25.0
220043,-9.0,25.0
220064,-8.0,25.0
220086,-7.0,25.0
220106,-5.0,25.0
220127,-4.0,25.0
220149,-3.0,25.0
220169,-1.0,25.0
220190,0.0,25.0
220191,0.5,25.0
220212,1.0,24.5
220221,2.0,24.0
220232,3.0,23.5
220245,3.5,23.0
220253,4.0,22.0
220271,5.5,21.0
220285,7.0,20.5
220298,7.5,20.0
220306,8.0,19.0
220324,8.5,18.0
220327,9.0,18.0
220348,11.0,18.0
220370,12.0,18.0
220393,13.0,18.0
220411,15.0,18.0
220419,15.5,18.0
220432,16.0,17.5
220445,16.5,17.0
220453,17.0,16.333333333333332
220464,19.0,15.666666666666666
220471,19.5,15.0
220484,20.0,14.5
220496,20.5,14.0
220505,21.0,13.0
220523,22.5,12.0
220547,24.0,12.0
220568,25.0,12.0
220590,27.0,12.0
220611,28.0,12.0
220617,28.5,12.0
220631,29.0,11.5
220645,30.0,11.0
220653,31.0,10.25
220674,32.0,9.5
220684,33.0,8.75
220696,34.0,8.0
220705,35.0,7.5
220722,35.0,7.0
220750,35.0,6.0
220817,35.0,6.0
220843,35.0,5.0
220869,35.0,4.0
220896,35.0,2.0
220922,35.0,0.0
220949,35.0,-1.0
221042,35.0,-1.0
221072,35.0,-3.0
221096,35.0,-4.0
221122,35.0,-6.0
221149,35.0,-8.0
221174,35.0,-9.0
221191,35.0,-10.0
221217,35.0,-10.0
221243,35.0,-12.0
221269,35.0,-13.0
221296,35.0,-15.0
221322,35.0,-17.0
221348,35.0,-18.0
221442,35.0,-18.0
221469,35.0,-19.0
221495,35.0,-21.0
221521,35.0,-22.0
221548,35.0,-24.0
221574,35.0,-25.0
221642,35.0,-25.0
221668,35.0,-26.0
221694,35.0,-28.0
221721,35.0,-30.0
221841,35.0,-30.0
221869,35.0,-31.0
221897,35.0,-32.0
222025,35.0,-32.0
222044,35.0,-33.0
222069,35.0,-34.0
222173,35.0,-34.0
222200,35.0,-36.0
222319,35.0,-36.0
222347,35.0,-37.0
222372,35.0,-38.0
222996,35.0,-38.0
223026,35.0,-37.0
223076,35.0,-34.0
223196,35.0,-34.0
223226,35.0,-33.0
223249,35.0,-31.0
223275,35.0,-30.0
223302,35.0,-28.0
223328,35.0,-26.0
223450,35.0,-26.0
223477,35.0,-25.0
223529,35.0,-22.0
223597,35.0,-20.0
223995,35.0,-20.0
224026,35.0,-19.0
224074,35.0,-17.0
224101,35.0,-16.0
224127,35.0,-15.0
224158,35.0,-14.0
224275,35.0,-14.0
224333,35.0,-13.0
224354,35.0,-12.0
224404,35.0,-9.0
224421,35.0,-7.0
224578,35.0,-7.0
224606,35.0,-6.0
224647,35.0,-3.0
224678,35.0,-1.0
224847,35.0,-1.0
224874,35.0,1.0
224899,35.0,2.0
224952,35.0,6.0
225749,35.0,6.0
225778,35.0,7.0
225828,35.0,9.0
225856,35.0,11.0
225880,35.0,12.0
225897,35.0,14.0
225923,35.0,15.0
226106,35.0,15.0
226123,35.0,16.0
226148,35.0,18.0
226176,35.0,19.0
226200,35.0,21.0
226227,35.0,23.0
226254,35.0,24.0
226348,35.0,24.0
226375,35.0,26.0
226401,35.0,27.0
226427,35.0,29.0
226453,35.0,31.0
226480,35.0,32.0
226508,35.0,34.0
226548,35.0,34.0
226575,35.0,35.0
226601,35.0,36.0
226626,35.0,38.0
226653,35.0,40.0
226682,35.0,41.0
226773,35.0,41.0
226802,35.0,42.0
226826,35.0,44.0
226852,35.0,46.0
226878,35.0,47.0
226907,35.0,49.0
226998,35.0,49.0
227028,35.0,50.0
227077,35.0,53.0
235733,35.0,53.0
235763,35.0,52.0
235812,35.0,51.0
235841,35.0,49.0
235866,35.0,48.0
235893,35.0,46.0
236092,35.0,46.0
236120,35.0,45.0
236134,35.0,44.0
236160,35.0,42.0
236188,35.0,40.0
236213,35.0,39.0
236240,35.0,37.0
236412,35.0,37.0
236441,35.0,36.0
236473,35.0,36.0
236517,35.0,33.0
236544,35.0,31.0
236559,35.0,29.0
236743,35.0,29.0
236772,35.0,28.0
236811,35.0,25.0
236838,35.0,24.0
236864,35.0,22.0
236985,35.0,22.0
237016,35.0,21.0
237064,35.0,18.0
237091,35.0,17.0
237116,35.0,15.0
237142,35.0,13.0
237341,35.0,13.0
237370,35.0,12.0
237410,35.0,9.0
237437,35.0,8.0
237568,35.0,8.0
237597,35.0,7.0
237636,35.0,4.0
237662,35.0,3.0
237689,35.0,2.0
237836,35.0,2.0
237863,35.0,1.0
237915,35.0,-2.0
237942,35.0,-3.0
238087,35.0,-3.0
238116,35.0,-5.0
238141,35.0,-6.0
238166,35.0,-8.0
238194,35.0,-9.0
238366,35.0,-9.0
238394,35.0,-10.0
238418,35.0,-11.0
238446,35.0,-13.0
238566,35.0,-13.0
238595,35.0,-14.0
238644,35.0,-17.0
238672,35.0,-18.0
238770,35.0,-18.0
238797,35.0,-19.0
238859,35.0,-20.0
238966,35.0,-20.0
238999,35.0,-21.0
239043,35.0,-23.0
239138,35.0,-23.0
239170,35.0,-24.0
239219,35.0,-26.0
239323,35.0,-26.0
239365,35.0,-28.0
239495,35.0,-28.0
239524,35.0,-29.0
239538,35.0,-31.0
239565,35.0,-32.0
239644,35.0,-32.0
239671,35.0,-33.0
239701,35.0,-33.0
239721,35.0,-34.0
239817,35.0,-34.0
239870,35.0,-36.0
239895,35.0,-37.0
239989,35.0,-37.0
240017,35.0,-38.0
240041,35.0,-40.0
240068,35.0,-41.0
240174,35.0,-41.0
240192,35.0,-42.0
240218,35.0,-43.0
240243,35.0,-44.0
240324,35.0,-44.0
240351,35.0,-45.0
240379,35.0,-46.0
240392,35.0,-48.0
240417,35.0,-49.0
240495,35.0,-49.0
240525,35.0,-50.0
240547,35.0,-51.0
240576,35.0,-53.0
240667,35.0,-53.0
240696,35.0,-54.0
240747,35.0,-56.0
240814,35.0,-56.0
240842,35.0,-57.0
240867,35.0,-58.0
240892,35.0,-60.0
240920,35.0,-61.0
240997,35.0,-61.0
241027,35.0,-62.0
241069,35.0,-64.0
241597,35.0,-64.0
241624,35.0,-66.0
241648,35.0,-67.0
241675,35.0,-69.0
241691,35.0,-71.0
241718,35.0,-72.0
241874,35.0,-72.0
241893,35.0,-74.0
241917,35.0,-75.0
241943,35.0,-77.0
241969,35.0,-79.0
241995,35.0,-80.0
242117,35.0,-80.0
242145,35.0,-81.0
242196,35.0,-84.0
242222,35.0,-86.0
242248,35.0,-87.0
242276,35.0,-88.0
242421,35.0,-88.0
242481,35.0,-89.0
242525,35.0,-91.0
242543,35.0,-93.0
248592,35.0,-93.0
248614,34.0,-93.0
248644,31.0,-93.0
248665,30.0,-93.0
248686,29.0,-93.0
248707,27.0,-93.0
248728,26.0,-93.0
248750,25.0,-93.0
248770,23.0,-93.0
248791,22.0,-93.0
248812,21.0,-93.0
248833,19.0,-93.0
248844,18.0,-93.0
248865,17.0,-93.0
248885,15.0,-93.0
248907,14.0,-93.0
248928,13.0,-93.0
248948,11.0,-93.0
248970,10.0,-93.0
248991,9.0,-93.0
249011,7.0,-93.0
249033,6.0,-93.0
249043,5.0,-93.0
249064,3.0,-93.0
249085,2.0,-93.0
249106,1.0,-93.0
249127,-1.0,-93.0
249148,-2.0,-93.0
249169,-3.0,-93.0
249193,-4.0,-93.0
249211,-5.0,-93.0
249233,-6.0,-93.0
249254,-8.0,-93.0
249263,-9.0,-93.0
249285,-10.0,-93.0
249306,-12.0,-93.0
249326,-13.0,-93.0
249348,-14.0,-93.0
249369,-16.0,-93.0
249389,-17.0,-93.0
249411,-18.0,-93.0
249431,-20.0,-93.0
249452,-21.0,-93.0
249472,-22.0,-93.0
249485,-24.0,-93.0
249511,-25.0,-93.0
249525,-26.0,-93.0
249546,-28.0,-93.0
249568,-29.0,-93.0
249588,-30.0,-93.0
249610,-32.0,-93.0
249630,-33.0,-93.0
249652,-34.0,-93.0
249673,-36.0,-93.0
249693,-37.0,-93.0
249704,-38.0,-93.0
249726,-40.0,-93.0
249746,-41.0,-93.0
249767,-42.0,-93.0
249787,-44.0,-93.0
249809,-45.0,-93.0
249830,-46.0,-93.0
249850,-48.0,-93.0
249872,-49.0,-93.0
249893,-50.0,-93.0
249903,-52.0,-93.0
249924,-53.0,-93.0
249953,-54.0,-93.0
249975,-55.0,-93.0
249993,-56.0,-93.0
250017,-56.0,-93.0
250030,-58.0,-93.0
250050,-59.0,-93.0
250071,-60.0,-93.0
250092,-62.0,-93.0
250113,-63.0,-93.0
250124,-64.0,-93.0
250145,-66.0,-93.0
250165,-67.0,-93.0
250187,-68.0,-93.0
250208,-70.0,-93.0
250228,-71.0,-93.0
250250,-72.0,-93.0
250271,-74.0,-93.0
250291,-75.0,-93.0
250313,-76.0,-93.0
250324,-78.0,-93.0
250344,-79.0,-93.0
250365,-80.0,-93.0
250387,-82.0,-93.0
250409,-83.0,-93.0
250429,-84.0,-93.0
250449,-86.0,-93.0
250471,-87.0,-93.0
250491,-88.0,-93.0
250518,-90.0,-93.0
250535,-91.0,-93.0
250544,-92.0,-93.0
250567,-94.0,-93.0
250586,-95.0,-93.0
250606,-96.0,-93.0
250628,-98.0,-93.0
250649,-99.0,-93.0
250669,-100.0,-93.0
286260,-100.0,-93.0
286261,-100.0,-93.0
286293,-100.0,-93.0
286312,-100.0,-93.0
286315,-100.0,-93.0
286355,-100.0,-93.0
286384,-100.0,-93.0
286425,-100.0,-93.0
286453,-100.0,-93.0
286475,-100.0,-93.0
286495,-100.0,-93.0
286536,-100.0,-93.0
286566,-100.0,-93.0
286596,-100.0,-93.0
286620,-100.0,-93.0
286695,-100.0,-93.0
286697,-100.0,-93.0
286772,-100.0,-93.0
286784,-100.0,-93.0
286854,-100.0,-93.0
286868,-100.0,-93.0
286934,-100.0,-93.0
286948,-100.0,-93.0
287028,-100.0,-93.0
287041,-100.0,-93.0
287118,-100.0,-93.0
287121,-100.0,-93.0
287194,-100.0,-93.0
287207,-100.0,-93.0
287287,-100.0,-93.0
287300,-100.0,-93.0
287364,-100.0,-93.0
287376,-100.0,-93.0
287470,-100.0,-93.0
287485,-100.0,-93.0
287551,-100.0,-93.0
287559,-100.0,-93.0
287648,-100.0,-93.0
287668,-100.0,-93.0
287707,-100.0,-93.0
287722,-100.0,-93.0
287791,-100.0,-93.0
287803,-100.0,-93.0
287804,-100.0,-93.0
289537,-100.0,-93.0
289563,-100.0,-93.0
289612,-100.0,-93.0
289637,-100.0,-93.0
289662,-100.0,-93.0
289687,-100.0,-93.0
289712,-100.0,-93.0
289736,-100.0,-93.0
289762,-100.0,-93.0
289787,-100.0,-93.0
289812,-100.0,-93.0
289837,-100.0,-93.0
289862,-100.0,-93.0
289888,-100.0,-93.0
289912,-100.0,-93.0
289938,-100.0,-93.0
289962,-100.0,-93.0
289988,-100.0,-93.0
290013,-100.0,-93.0
290037,-100.0,-93.0
290063,-100.0,-93.0
290087,-100.0,-93.0
290114,-100.0,-93.0
290138,-100.0,-93.0
290188,-100.0,-93.0
290212,-100.0,-93.0
290239,-100.0,-93.0
290263,-100.0,-93.0
290288,-100.0,-93.0
290313,-100.0,-93.0
290338,-100.0,-93.0
290364,-100.0,-93.0
290388,-100.0,-93.0
290413,-100.0,-93.0
290438,-100.0,-93.0
290463,-100.0,-93.0
290488,-100.0,-93.0
290513,-100.0,-93.0
290538,-100.0,-93.0
290564,-100.0,-93.0
290588,-100.0,-93.0
290615,-100.0,-93.0
290638,-100.0,-93.0
290663,-100.0,-93.0
290688,-100.0,-93.0
290713,-100.0,-93.0
290738,-100.0,-93.0
290763,-100.0,-93.0
290788,-100.0,-93.0
290813,-100.0,-93.0
291464,-100.0,-93.0
291491,-100.0,-93.0
291539,-100.0,-93.0
291564,-100.0,-93.0
291589,-100.0,-93.0
291614,-100.0,-93.0
291639,-100.0,-93.0
291664,-100.0,-93.0
291689,-100.0,-93.0
291714,-100.0,-93.0
291739,-100.0,-93.0
291764,-100.0,-93.0
291789,-100.0,-93.0
291814,-100.0,-93.0
291839,-100.0,-93.0
291864,-100.0,-93.0
291889,-100.0,-93.0
291914,-100.0,-93.0
291939,-100.0,-93.0
291964,-100.0,-93.0
291989,-100.0,-93.0
292004,-100.0,-93.0
292005,-100.0,-93.0
356393,-100.0,-93.0
356394,-100.0,-93.0
356416,-100.0,-93.0
356468,-100.0,-93.0
356485,-100.0,-93.0
356520,-100.0,-93.0
356534,-100.0,-93.0
356572,-100.0,-93.0
356588,-100.0,-93.0
356617,-100.0,-93.0
356633,-100.0,-93.0
356669,-100.0,-93.0
356683,-100.0,-93.0
356724,-100.0,-93.0
356742,-100.0,-93.0
356775,-100.0,-93.0
356797,-100.0,-93.0
356820,-100.0,-93.0
356836,-100.0,-93.0
356866,-100.0,-93.0
356884,-100.0,-93.0
356921,-100.0,-93.0
356938,-100.0,-93.0
356974,-100.0,-93.0
356992,-100.0,-93.0
357018,-100.0,-93.0
357028,-100.0,-93.0
357063,-100.0,-93.0
357081,-100.0,-93.0
357118,-100.0,-93.0
357145,-100.0,-93.0
357182,-100.0,-93.0
357198,-100.0,-93.0
357233,-100.0,-93.0
357248,-100.0,-93.0
357288,-100.0,-93.0
357310,-100.0,-93.0
357353,-100.0,-93.0
357372,-100.0,-93.0
357406,-100.0,-93.0
357428,-100.0,-93.0
357456,-100.0,-93.0
357490,-100.0,-93.0
357534,-100.0,-93.0
357551,-100.0,-93.0
357588,-100.0,-93.0
357610,-100.0,-93.0
357648,-100.0,-93.0
357669,-100.0,-93.0
357713,-100.0,-93.0
357737,-100.0,-93.0
357756,-100.0,-93.0
357796,-100.0,-93.0
357830,-100.0,-93.0
357849,-100.0,-93.0
357878,-100.0,-93.0
357892,-100.0,-93.0
357931,-100.0,-93.0
357951,-100.0,-93.0
357969,-100.0,-93.0
358031,-100.0,-93.0
358071,-100.0,-93.0
358093,-100.0,-93.0
358118,-100.0,-93.0
358135,-100.0,-93.0
358168,-100.0,-93.0
358188,-100.0,-93.0
358209,-100.0,-93.0
358239,-100.0,-93.0
358272,-100.0,-93.0
358292,-100.0,-93.0
358320,-100.0,-93.0
358334,-100.0,-93.0
358371,-100.0,-93.0
358388,-100.0,-93.0
358421,-100.0,-93.0
358438,-100.0,-93.0
358477,-100.0,-93.0
358495,-100.0,-93.0
358524,-100.0,-93.0
358539,-100.0,-93.0
358575,-100.0,-93.0
358591,-100.0,-93.0
358602,-100.0,-93.0
358623,-100.0,-93.0
358657,-100.0,-93.0
358672,-100.0,-93.0
358708,-100.0,-93.0
358727,-100.0,-93.0
358751,-100.0,-93.0
358767,-100.0,-93.0
358778,-100.0,-93.0
358797,-100.0,-93.0
358813,-100.0,-93.0
358835,-100.0,-93.0
358877,-100.0,-93.0
358901,-100.0,-93.0
358939,-100.0,-93.0
358947,-100.0,-93.0
358981,-100.0,-93.0
358997,-100.0,-93.0
359035,-100.0,-93.0
359050,-100.0,-93.0
359083,-100.0,-93.0
359100,-100.0,-93.0
359142,-100.0,-93.0
359158,-100.0,-93.0
359182,-100.0,-93.0
359205,-100.0,-93.0
359217,-100.0,-93.0
359238,-100.0,-93.0
359279,-100.0,-93.0
359296,-100.0,-93.0
359338,-100.0,-93.0
359355,-100.0,-93.0
359381,-100.0,-93.0
359393,-100.0,-93.0
359424,-100.0,-93.0
359441,-100.0,-93.0
359475,-100.0,-93.0
359495,-100.0,-93.0
359532,-100.0,-93.0
359548,-100.0,-93.0
359581,-100.0,-93.0
359585,-100.0,-93.0
359620,-100.0,-93.0
359644,-100.0,-93.0
359687,-100.0,-93.0
359706,-100.0,-93.0
359739,-100.0,-93.0
359758,-100.0,-93.0
359793,-100.0,-93.0
359802,-100.0,-93.0
359811,-100.0,-93.0
359830,-100.0,-93.0
359865,-100.0,-93.0
359881,-100.0,-93.0
359915,-100.0,-93.0
359935,-100.0,-93.0
359972,-100.0,-93.0
359989,-100.0,-93.0
360000,-100.0,-93.0
360008,-100.0,-93.0
360044,-100.0,-93.0
360063,-100.0,-93.0
360098,-100.0,-93.0
360118,-100.0,-93.0
360155,-100.0,-93.0
360176,-100.0,-93.0
360210,-100.0,-93.0
360224,-100.0,-93.0
360246,-100.0,-93.0
360262,-100.0,-93.0
360302,-100.0,-93.0
360326,-100.0,-93.0
360362,-100.0,-93.0
360382,-100.0,-93.0
360415,-100.0,-93.0
360430,-100.0,-93.0
360455,-100.0,-93.0
360473,-100.0,-93.0
360505,-100.0,-93.0
360522,-100.0,-93.0
360556,-100.0,-93.0
360576,-100.0,-93.0
360614,-100.0,-93.0
360631,-100.0,-93.0
360661,-100.0,-93.0
360679,-100.0,-93.0
360713,-100.0,-93.0
360731,-100.0,-93.0
360764,-100.0,-93.0
360783,-100.0,-93.0
360793,-100.0,-93.0
360814,-100.0,-93.0
360825,-100.0,-93.0
360846,-100.0,-93.0
360857,-100.0,-93.0
360865,-100.0,-93.0
360904,-100.0,-93.0
360921,-100.0,-93.0
360965,-100.0,-93.0
360981,-100.0,-93.0
361014,-100.0,-93.0
361032,-100.0,-93.0
361065,-100.0,-93.0
361082,-100.0,-93.0
361119,-100.0,-93.0
361137,-100.0,-93.0
361177,-100.0,-93.0
361203,-100.0,-93.0
361215,-100.0,-93.0
361246,-100.0,-93.0
361287,-100.0,-93.0
361295,-100.0,-93.0
361333,-100.0,-93.0
361355,-100.0,-93.0
361398,-100.0,-93.0
361417,-100.0,-93.0
361456,-100.0,-93.0
361483,-100.0,-93.0
361515,-100.0,-93.0
361528,-100.0,-93.0
361539,-100.0,-93.0
361598,-100.0,-93.0
361640,-100.0,-93.0
361660,-100.0,-93.0
361692,-100.0,-93.0
361710,-100.0,-93.0
361734,-100.0,-93.0
361757,-100.0,-93.0
361796,-100.0,-93.0
361816,-100.0,-93.0
361827,-100.0,-93.0
361848,-100.0,-93.0
361883,-100.0,-93.0
361900,-100.0,-93.0
361942,-100.0,-93.0
361947,-100.0,-93.0
361983,-100.0,-93.0
362001,-100.0,-93.0
362036,-100.0,-93.0
362059,-100.0,-93.0
362070,-100.0,-93.0
362089,-100.0,-93.0
362128,-100.0,-93.0
362145,-100.0,-93.0
362171,-100.0,-93.0
362188,-100.0,-93.0
362198,-100.0,-93.0
362218,-100.0,-93.0
362257,-100.0,-93.0
362273,-100.0,-93.0
362309,-100.0,-93.0
362327,-100.0,-93.0
362366,-100.0,-93.0
362377,-100.0,-93.0
362415,-100.0,-93.0
362431,-100.0,-93.0
362463,-100.0,-93.0
362480,-100.0,-93.0
362518,-100.0,-93.0
362534,-100.0,-93.0
362569,-100.0,-93.0
362578,-100.0,-93.0
362612,-100.0,-93.0
362630,-100.0,-93.0
362674,-100.0,-93.0
362692,-100.0,-93.0
362729,-100.0,-93.0
362748,-100.0,-93.0
362786,-100.0,-93.0
362797,-100.0,-93.0
362833,-100.0,-93.0
362850,-100.0,-93.0
362884,-100.0,-93.0
362901,-100.0,-93.0
362935,-100.0,-93.0
362954,-100.0,-93.0
362994,-100.0,-93.0
363006,-100.0,-93.0
363041,-100.0,-93.0
363060,-100.0,-93.0
363071,-100.0,-93.0
363091,-100.0,-93.0
363129,-100.0,-93.0
363149,-100.0,-93.0
363185,-100.0,-93.0
363201,-100.0,-93.0
363213,-100.0,-93.0
363221,-100.0,-93.0
363232,-100.0,-93.0
363259,-100.0,-93.0
363299,-100.0,-93.0
363317,-100.0,-93.0
363355,-100.0,-93.0
363373,-100.0,-93.0
363412,-100.0,-93.0
363420,-100.0,-93.0
363454,-100.0,-93.0
363471,-100.0,-93.0
363509,-100.0,-93.0
363530,-100.0,-93.0
363565,-100.0,-93.0
363588,-100.0,-93.0
363630,-100.0,-93.0
363647,-100.0,-93.0
363673,-100.0,-93.0
363690,-100.0,-93.0
363727,-100.0,-93.0
363745,-100.0,-93.0
363756,-100.0,-93.0
363775,-100.0,-93.0
363816,-100.0,-93.0
363836,-100.0,-93.0
363862,-100.0,-93.0
363882,-100.0,-93.0
363893,-100.0,-93.0
363915,-100.0,-93.0
363957,-100.0,-93.0
363976,-100.0,-93.0
364018,-100.0,-93.0
364037,-100.0,-93.0
364074,-100.0,-93.0
364098,-100.0,-93.0
364144,-100.0,-93.0
364167,-100.0,-93.0
364204,-100.0,-93.0
364224,-100.0,-93.0
364265,-100.0,-93.0
364273,-100.0,-93.0
364308,-100.0,-93.0
364327,-100.0,-93.0
364364,-100.0,-93.0
364384,-100.0,-93.0
364420,-100.0,-93.0
364441,-100.0,-93.0
364478,-100.0,-93.0
364498,-100.0,-93.0
364524,-100.0,-93.0
364544,-100.0,-93.0
364555,-100.0,-93.0
364576,-100.0,-93.0
364612,-100.0,-93.0
364631,-100.0,-93.0
364670,-100.0,-93.0
364688,-100.0,-93.0
364714,-100.0,-93.0
364737,-100.0,-93.0
364777,-100.0,-93.0
364800,-100.0,-93.0
364863,-100.0,-93.0
364884,-100.0,-93.0
364929,-100.0,-93.0
364943,-100.0,-93.0
364967,-100.0,-93.0
364977,-100.0,-93.0
364999,-100.0,-93.0
365013,-100.0,-93.0
365019,-100.0,-93.0
365032,-100.0,-93.0
365061,-100.0,-93.0
365071,-100.0,-93.0
365096,-100.0,-93.0
365113,-100.0,-93.0
365148,-100.0,-93.0
365159,-100.0,-93.0
365183,-100.0,-93.0
365199,-100.0,-93.0
365226,-100.0,-93.0
365239,-100.0,-93.0
365264,-100.0,-93.0
365275,-100.0,-93.0
365298,-100.0,-93.0
365309,-100.0,-93.0
365333,-100.0,-93.0
365350,-100.0,-93.0
365356,-100.0,-93.0
365358,-100.0,-93.0
365386,-100.0,-93.0
365402,-100.0,-93.0
365442,-100.0,-93.0
365458,-100.0,-93.0
365481,-100.0,-93.0
365496,-100.0,-93.0
365526,-100.0,-93.0
365536,-100.0,-93.0
365552,-100.0,-93.0
365568,-100.0,-93.0
365599,-100.0,-93.0
365622,-100.0,-93.0
365668,-100.0,-93.0
365686,-100.0,-93.0
365713,-100.0,-93.0
365726,-100.0,-93.0
365734,-100.0,-93.0
365758,-100.0,-93.0
365780,-100.0,-93.0
365820,-100.0,-93.0
365847,-100.0,-93.0
365857,-100.0,-93.0
365889,-100.0,-93.0
365899,-100.0,-93.0
365923,-100.0,-93.0
365937,-100.0,-93.0
365962,-100.0,-93.0
365978,-100.0,-93.0
375569,-100.0,-93.0
375587,-100.0,-93.0
375616,-100.0,-93.0
375627,-100.0,-93.0
375661,-100.0,-93.0
375674,-100.0,-93.0
375702,-100.0,-93.0
375715,-100.0,-93.0
375723,-100.0,-93.0
375746,-100.0,-93.0
375756,-100.0,-93.0
375775,-100.0,-93.0
375795,-100.0,-93.0
375813,-100.0,-93.0
375837,-100.0,-93.0
375852,-100.0,-93.0
375862,-100.0,-93.0
375877,-100.0,-93.0
375907,-100.0,-93.0
375923,-100.0,-93.0
375954,-100.0,-93.0
375968,-100.0,-93.0
376000,-100.0,-93.0
376013,-100.0,-93.0
376038,-100.0,-93.0
376051,-100.0,-93.0
376087,-100.0,-93.0
376104,-100.0,-93.0
376138,-100.0,-93.0
376155,-100.0,-93.0
376185,-100.0,-93.0
376202,-100.0,-93.0
376226,-100.0,-93.0
376252,-100.0,-93.0
376262,-100.0,-93.0
376283,-100.0,-93.0
376335,-100.0,-93.0
376358,-100.0,-93.0
376394,-100.0,-93.0
376413,-100.0,-93.0
376445,-100.0,-93.0
376450,-100.0,-93.0
376489,-100.0,-93.0
376509,-100.0,-93.0
376538,-100.0,-93.0
376557,-100.0,-93.0
376595,-100.0,-93.0
376610,-100.0,-93.0
376641,-100.0,-93.0
376649,-100.0,-93.0
