,A9ZBEA4T2FNZ3,ADYYCYVBZE1V
85860,97.0,-73.0
85909,97.0,-76.0
85937,97.0,-78.0
85952,97.0,-79.0
86030,97.0,-79.0
86057,97.0,-80.0
86084,97.0,-82.0
86109,97.0,-83.0
86134,97.0,-83.0
86162,97.0,-83.0
86204,97.0,-83.0
86207,97.0,-83.33333333333333
86223,97.0,-83.66666666666667
86232,97.0,-84.0
86260,97.0,-85.0
86279,97.0,-86.0
86281,97.0,-87.0
86309,97.0,-88.0
86329,97.0,-88.0
86352,97.0,-88.0
86376,97.0,-88.0
86377,97.0,-88.5
86406,97.0,-89.0
86409,97.0,-89.5
86429,97.0,-90.0
86455,97.0,-92.0
86464,97.0,-92.0
86480,97.0,-92.0
86540,97.0,-92.0
86569,97.0,-92.0
86587,97.0,-92.0
86606,97.0,-93.0
86621,97.0,-93.5
86631,97.0,-94.0
86647,97.0,-94.0
86696,97.0,-94.0
86717,97.0,-94.0
86735,97.0,-94.0
86762,97.0,-96.0
86767,97.0,-96.33333333333333
86790,97.0,-96.66666666666667
86791,97.0,-97.0
86802,97.0,-99.0
86829,97.0,-100.0
86843,97.0,-100.0
86866,97.0,-100.0
86922,97.0,-100.0
86953,97.0,-100.0
87011,97.0,-100.0
87042,97.0,-100.0
87098,97.0,-100.0
87112,97.0,-100.0
87168,97.0,-100.0
87194,97.0,-100.0
87251,97.0,-100.0
87276,97.0,-100.0
87325,97.0,-100.0
87345,97.0,-100.0
87398,97.0,-100.0
87423,97.0,-100.0
87441,97.0,-100.0
87459,97.0,-99.0
87488,97.0,-98.0
87507,97.0,-97.0
87512,97.0,-96.66666666666667
87529,97.0,-96.33333333333333
87533,97.0,-96.0
87547,97.0,-95.0
87558,97.0,-94.0
87568,97.0,-94.0
87591,97.0,-94.0
87647,97.0,-94.0
87667,97.0,-94.0
87680,97.0,-94.0
87726,97.0,-93.5
87727,97.0,-93.0
87738,97.0,-93.0
87776,97.0,-93.0
87803,97.0,-92.0
87811,97.0,-91.0
87836,97.0,-91.0
87852,97.0,-91.0
87890,97.0,-91.0
87942,97.0,-91.0
87964,97.0,-91.0
88007,97.0,-91.0
88010,97.0,-91.0
88032,97.0,-90.5
88040,97.0,-90.0
88065,97.0,-89.0
88081,97.0,-88.0
88089,97.0,-87.5
88107,97.0,-87.0
88126,97.0,-87.0
88166,97.0,-87.0
88186,97.0,-87.0
88250,97.0,-87.0
88263,97.0,-87.0
88291,97.0,-86.5
88295,97.0,-86.0
88317,97.0,-85.5
88330,97.0,-85.0
88343,97.0,-84.0
88395,97.0,-83.0
88410,97.0,-82.0
88419,97.0,-82.0
88437,97.0,-82.0
88461,97.0,-82.0
88518,97.0,-82.0
88543,97.0,-82.0
88560,97.0,-82.0
88561,97.0,-81.66666666666667
88586,97.0,-81.33333333333333
88589,97.0,-81.0
88619,97.0,-81.0
88621,97.0,-80.0
88635,97.0,-79.0
88643,97.0,-78.66666666666667
88662,97.0,-78.33333333333333
88665,97.0,-78.0
88687,97.0,-78.0
88744,97.0,-78.0
88764,97.0,-78.0
88784,97.0,-78.0
88812,97.0,-77.0
88819,97.0,-76.5
88836,97.0,-76.0
88837,97.0,-75.33333333333333
88854,97.0,-74.66666666666667
88862,97.0,-74.0
88882,97.0,-74.0
88935,97.0,-74.0
88956,97.0,-74.0
88964,97.0,-73.5
88987,97.0,-73.0
89009,97.0,-72.0
89021,97.0,-71.0
89035,97.0,-70.0
89055,97.0,-69.5
89062,97.0,-69.0
89115,97.0,-69.0
89135,97.0,-69.0
89157,97.0,-69.0
89185,97.0,-67.0
89209,97.0,-66.5
89210,97.0,-66.0
89227,97.0,-65.0
89237,97.0,-64.0
89241,97.0,-63.333333333333336
89258,97.0,-62.666666666666664
89261,97.0,-62.0
89285,97.0,-62.0
89340,97.0,-62.0
89357,97.0,-62.0
89369,97.0,-61.5
89385,97.0,-61.0
89388,97.0,-61.0
89412,97.0,-61.0
89415,97.0,-60.333333333333336
89427,97.0,-59.666666666666664
89435,97.0,-59.0
89447,97.0,-58.0
89464,97.0,-57.0
89474,97.0,-57.0
89494,97.0,-57.0
89553,97.0,-57.0
89567,97.0,-57.0
89584,97.0,-56.5
89585,97.0,-56.0
89609,97.0,-55.0
89633,97.0,-53.0
89639,97.0,-52.0
89661,97.0,-51.0
89669,97.0,-50.5
89687,97.0,-50.0
89713,97.0,-50.0
89740,97.0,-50.0
89757,97.0,-50.0
89782,97.0,-50.0
89786,97.0,-49.5
89810,97.0,-49.0
89833,97.0,-48.0
89846,97.0,-47.0
89861,97.0,-46.0
89876,97.0,-45.5
89886,97.0,-45.0
89903,97.0,-44.666666666666664
89928,97.0,-44.333333333333336
89938,97.0,-44.0
89948,97.0,-44.0
89990,97.0,-44.0
89992,97.0,-43.5
90008,97.0,-43.0
90036,97.0,-42.0
90058,97.0,-40.0
90059,97.0,-39.5
90086,97.0,-39.0
90093,97.0,-39.0
90150,97.0,-39.0
90164,97.0,-39.0
90177,97.0,-38.5
90191,97.0,-38.0
90196,97.0,-37.5
90206,97.0,-37.0
90228,97.0,-36.0
90232,97.0,-35.0
90258,97.0,-33.0
90288,97.0,-32.0
90293,97.0,-32.0
90305,97.0,-32.0
90328,97.0,-32.0
90356,97.0,-32.0
90364,97.0,-32.0
90376,97.0,-31.5
90390,97.0,-31.0
90404,97.0,-30.5
90417,97.0,-30.0
90432,97.0,-28.0
90458,97.0,-26.0
90462,97.0,-26.0
90494,97.0,-26.0
90512,97.0,-26.0
90530,97.0,-26.0
90597,97.0,-26.0
90616,97.0,-26.0
90626,97.0,-25.5
90633,97.0,-25.0
90644,97.0,-25.0
90675,97.0,-25.0
90693,97.0,-25.0
90724,97.0,-25.0
90769,97.0,-25.0
90790,97.0,-25.0
90795,97.0,-24.5
90816,97.0,-24.0
90842,97.0,-23.0
90849,97.0,-23.0
90874,97.0,-23.0
90894,97.0,-23.0
90923,97.0,-23.0
90964,97.0,-23.0
90991,97.0,-22.0
90992,97.0,-21.333333333333332
91020,97.0,-20.666666666666668
91042,97.0,-20.0
91043,97.0,-20.0
91075,97.0,-20.0
91137,97.0,-20.0
91148,97.0,-19.666666666666668
91152,97.0,-19.333333333333332
91164,97.0,-19.0
91182,97.0,-18.5
91189,97.0,-18.0
91200,97.0,-17.0
91233,97.0,-16.0
91243,97.0,-15.0
91252,97.0,-15.0
91279,97.0,-15.0
91291,97.0,-15.0
91328,97.0,-15.0
91338,97.0,-15.0
91343,97.0,-14.5
91366,97.0,-14.0
91375,97.0,-13.666666666666666
91376,97.0,-13.333333333333334
91389,97.0,-13.0
91408,97.0,-12.5
91415,97.0,-12.0
91423,97.0,-11.75
91432,97.0,-11.5
91445,97.0,-11.25
91447,97.0,-11.0
91485,97.0,-11.0
91510,97.0,-11.0
91535,97.0,-11.0
91542,97.0,-10.5
91564,97.0,-10.0
91566,97.0,-9.5
91589,97.0,-9.0
91615,97.0,-7.0
91641,97.0,-6.0
91738,97.0,-6.0
91764,97.0,-5.0
91789,97.0,-4.0
91815,97.0,-2.0
91842,97.0,-1.0
91935,97.0,-1.0
91965,97.0,0.0
91989,97.0,1.0
92014,97.0,3.0
92043,97.0,4.0
92121,97.0,4.0
92137,97.0,5.0
92162,97.0,6.0
92186,97.0,8.0
92214,97.0,10.0
92242,97.0,11.0
92334,97.0,11.0
92364,97.0,12.0
92387,97.0,13.0
92413,97.0,15.0
92440,97.0,16.0
92518,97.0,16.0
92547,97.0,17.0
92560,97.0,18.0
92586,97.0,20.0
92616,97.0,22.0
92619,97.0,22.333333333333332
92637,97.0,22.666666666666668
92644,97.0,23.0
92658,97.0,23.0
92666,97.0,23.0
92692,97.0,23.0
92705,97.0,23.0
92714,97.0,23.0
92721,97.0,23.0
92731,97.0,23.5
92746,97.0,24.0
92760,97.0,25.0
92762,97.0,25.666666666666668
92775,97.0,26.333333333333332
92787,97.0,27.0
92806,97.0,28.0
92812,97.0,29.0
92817,97.0,29.5
92840,97.0,30.0
92844,97.0,30.0
92858,97.0,30.0
92864,97.0,30.0
92872,97.0,30.0
92900,97.0,30.0
92911,97.0,30.0
92916,97.0,30.0
92937,97.0,31.0
92943,97.0,32.0
92950,97.0,32.5
92968,97.0,33.0
92977,97.0,34.0
92985,97.0,35.0
92991,97.0,36.0
93012,97.0,37.0
93037,97.0,37.0
93052,97.0,37.0
93062,97.0,37.0
93077,97.0,37.0
93089,97.0,37.0
93095,97.0,37.333333333333336
93109,97.0,37.666666666666664
93118,97.0,38.0
93135,97.0,38.75
93152,97.0,39.5
93160,97.0,40.25
93168,97.0,41.0
93173,97.0,42.0
93194,97.0,43.0
93200,97.0,43.0
93214,97.0,43.0
93224,97.0,43.0
93242,97.0,43.0
93263,97.0,43.0
93268,97.0,43.333333333333336
93284,97.0,43.666666666666664
93289,97.0,44.0
93300,97.0,44.5
93315,97.0,45.0
93319,97.0,46.0
93341,97.0,47.0
93347,97.0,47.666666666666664
93361,97.0,48.333333333333336
93369,97.0,49.0
93387,97.0,49.5
93393,97.0,50.0
93403,97.0,50.0
93433,97.0,50.0
93446,97.0,50.0
93464,97.0,50.0
93478,97.0,50.666666666666664
93490,97.0,51.333333333333336
93515,97.0,52.0
93520,97.0,52.5
93542,97.0,53.0
93548,97.0,53.666666666666664
93563,97.0,54.333333333333336
93568,97.0,55.0
93589,97.0,56.0
93597,97.0,57.0
93603,97.0,57.0
93614,97.0,57.0
93628,97.0,57.0
93659,97.0,57.0
93662,97.0,57.0
93669,97.0,57.5
93689,97.0,58.0
93697,97.0,58.333333333333336
93711,97.0,58.666666666666664
93714,97.0,59.0
93729,97.0,60.0
93742,97.0,61.0
93743,97.0,62.0
93768,97.0,63.0
93770,97.0,63.0
93785,97.0,63.0
93824,97.0,63.0
93838,97.0,63.0
93839,97.0,63.0
93864,97.0,64.0
93869,97.0,64.33333333333333
93884,97.0,64.66666666666667
93888,97.0,65.0
93914,97.0,67.0
93915,97.0,67.66666666666667
93928,97.0,68.33333333333333
93940,97.0,69.0
93948,97.0,69.0
93960,97.0,69.0
93992,97.0,69.0
94007,97.0,69.0
94019,97.0,69.0
94042,97.0,69.5
94046,97.0,70.0
94054,97.0,70.5
94062,97.0,71.0
94086,97.0,72.0
94087,97.0,73.0
94100,97.0,73.66666666666667
94111,97.0,74.33333333333333
94114,97.0,75.0
94137,97.0,75.0
94147,97.0,75.0
94172,97.0,75.0
94183,97.0,75.0
94217,97.0,75.0
94219,97.0,75.0
94245,97.0,76.0
94252,97.0,77.0
94271,97.0,78.0
94287,97.0,79.0
94289,97.0,80.0
94313,97.0,81.0
94335,97.0,81.0
94352,97.0,81.0
94388,97.0,81.0
94393,97.0,81.0
94407,97.0,81.5
94420,97.0,82.0
94440,97.0,83.0
94445,97.0,84.0
94458,97.0,84.5
94471,97.0,85.0
94488,97.0,87.0
94505,97.0,87.0
94531,97.0,87.0
94572,97.0,87.0
94584,97.0,87.0
94597,97.0,87.0
94643,97.0,87.5
94646,97.0,88.0
94660,97.0,88.33333333333333
94693,97.0,88.66666666666667
94698,97.0,89.0
94719,97.0,89.0
94753,97.0,89.0
94760,97.0,89.33333333333333
94781,97.0,89.66666666666667
94794,97.0,90.0
94812,97.0,90.66666666666667
94825,97.0,91.33333333333333
94848,97.0,92.0
94862,97.0,92.5
94870,97.0,93.0
94885,97.0,93.0
94928,97.0,93.0
94945,97.0,93.0
94977,97.0,93.0
94991,97.0,93.0
95011,97.0,93.0
95028,97.0,93.0
95085,97.0,93.0
95108,97.0,93.0
95162,97.0,93.0
95196,97.0,93.0
95221,97.0,93.0
95236,97.0,93.0
95270,97.0,93.0
95282,97.0,93.0
95322,97.0,93.0
95343,97.0,92.0
95381,97.0,92.0
95394,97.0,91.0
95422,97.0,91.0
95445,97.0,89.0
95478,97.0,89.0
95507,97.0,88.0
95527,97.0,88.0
95552,97.0,87.0
95567,97.0,86.0
95722,97.0,86.0
95754,97.0,85.0
95764,97.0,84.0
95792,97.0,82.0
95817,97.0,81.0
95843,97.0,79.0
95949,97.0,79.0
95976,97.0,78.0
96001,97.0,78.0
96017,97.0,77.0
96042,97.0,76.0
96149,97.0,76.0
96178,97.0,75.0
96189,97.0,74.0
96217,97.0,72.0
96245,97.0,71.0
96323,97.0,71.0
96352,97.0,70.0
96375,97.0,69.0
96399,97.0,67.0
96416,97.0,65.0
96520,97.0,65.0
96552,97.0,64.0
96573,97.0,63.0
96668,97.0,63.0
96696,97.0,62.0
96720,97.0,60.0
96748,97.0,59.0
96774,97.0,57.0
96867,97.0,57.0
96896,97.0,56.0
96919,97.0,55.0
96945,97.0,54.0
97001,97.0,54.0
97041,97.0,53.0
97066,97.0,52.0
97095,97.0,50.0
97171,97.0,50.0
97199,97.0,49.0
97224,97.0,48.0
97252,97.0,47.0
97265,97.0,46.0
97346,97.0,46.0
97372,97.0,45.0
97397,97.0,43.0
97424,97.0,41.0
97491,97.0,41.0
97519,97.0,40.0
97547,97.0,39.0
97570,97.0,38.0
97769,97.0,38.0
97797,97.0,37.0
97821,97.0,36.0
97849,97.0,34.0
97970,97.0,34.0
97998,97.0,33.0
98022,97.0,32.0
98048,97.0,30.0
98076,97.0,28.0
98170,97.0,28.0
98197,97.0,26.0
98222,97.0,25.0
98301,97.0,25.0
98317,97.0,24.0
98343,97.0,24.0
98368,97.0,22.0
98395,97.0,20.0
98481,97.0,20.0
98543,97.0,17.0
98569,97.0,16.0
98647,97.0,16.0
98677,97.0,15.0
98728,97.0,14.0
98768,97.0,13.0
98828,97.0,13.0
98857,97.0,12.0
98899,97.0,11.0
98967,97.0,11.0
99022,97.0,9.0
99048,97.0,8.0
99099,97.0,5.0
99168,97.0,5.0
99194,97.0,4.0
99242,97.0,2.0
99327,97.0,2.0
99363,97.0,1.0
99392,97.0,1.0
99396,97.0,0.0
99429,97.0,-1.0
101251,97.0,-1.0
101279,97.0,-2.0
101320,97.0,-4.0
101347,97.0,-5.0
101452,97.0,-5.0
101480,97.0,-6.0
101520,97.0,-8.0
101547,97.0,-9.0
101651,97.0,-9.0
101679,97.0,-10.0
101720,97.0,-14.0
101824,97.0,-14.0
101853,97.0,-15.0
101881,97.0,-16.0
101904,97.0,-18.0
101934,97.0,-19.0
102023,97.0,-19.0
102053,97.0,-21.0
102076,97.0,-22.0
102104,97.0,-24.0
102198,97.0,-24.0
102226,97.0,-25.0
102277,97.0,-27.0
102303,97.0,-29.0
102397,97.0,-29.0
102426,97.0,-30.0
102452,97.0,-32.0
102478,97.0,-33.0
102529,97.0,-34.0
102598,97.0,-34.0
102625,97.0,-35.0
102650,97.0,-36.0
102675,97.0,-38.0
102703,97.0,-39.0
102781,97.0,-39.0
102799,97.0,-40.0
102824,97.0,-41.0
102849,97.0,-43.0
102953,97.0,-43.0
102982,97.0,-44.0
103022,97.0,-47.0
103128,97.0,-47.0
103155,97.0,-48.0
103182,97.0,-50.0
103206,97.0,-51.0
103474,97.0,-51.0
103506,97.0,-52.0
103562,97.0,-54.0
103633,97.0,-57.0
103699,97.0,-57.0
103729,97.0,-58.0
103779,97.0,-61.0
103808,97.0,-63.0
103900,97.0,-63.0
103929,97.0,-64.0
103978,97.0,-67.0
104006,97.0,-68.0
104101,97.0,-68.0
104128,97.0,-69.0
104155,97.0,-70.0
104181,97.0,-71.0
104232,97.0,-72.0
104351,97.0,-72.0
104383,97.0,-73.0
104406,97.0,-74.0
104441,97.0,-74.0
104459,97.0,-76.0
104578,97.0,-76.0
104607,97.0,-77.0
104630,97.0,-78.0
104656,97.0,-80.0
104687,97.0,-82.0
104752,97.0,-82.0
104780,97.0,-83.0
104823,97.0,-83.0
104830,97.0,-84.0
104858,97.0,-85.0
104888,97.0,-87.0
104910,97.0,-88.0
105005,97.0,-88.0
105032,97.0,-89.0
105056,97.0,-90.0
105082,97.0,-92.0
105178,97.0,-92.0
105206,97.0,-93.0
105230,97.0,-94.0
105256,97.0,-95.0
105281,97.0,-96.0
105361,97.0,-96.0
105377,97.0,-97.0
105403,97.0,-98.0
105429,97.0,-100.0
109578,97.0,-100.0
109599,96.0,-100.0
109641,94.0,-100.0
109661,93.0,-100.0
109682,92.0,-100.0
109704,90.0,-100.0
109725,89.0,-100.0
109735,88.0,-100.0
109756,86.0,-100.0
109776,85.0,-100.0
109798,84.0,-100.0
109819,82.0,-100.0
109841,81.0,-100.0
109861,80.0,-100.0
109882,78.0,-100.0
109903,77.0,-100.0
109924,76.0,-100.0
109945,74.0,-100.0
109956,73.0,-100.0
109976,72.0,-100.0
109997,70.0,-100.0
110017,69.0,-100.0
110039,68.0,-100.0
110059,66.0,-100.0
110080,65.0,-100.0
110102,64.0,-100.0
110122,62.0,-100.0
110143,61.0,-100.0
110165,60.0,-100.0
110174,58.0,-100.0
110196,57.0,-100.0
110217,56.0,-100.0
110238,54.0,-100.0
110259,53.0,-100.0
110280,52.0,-100.0
110301,50.0,-100.0
110322,49.0,-100.0
110343,48.0,-100.0
110364,46.0,-100.0
110385,45.0,-100.0
110395,44.0,-100.0
110417,42.0,-100.0
110438,41.0,-100.0
110458,40.0,-100.0
110480,38.0,-100.0
110500,37.0,-100.0
110521,36.0,-100.0
110544,35.0,-100.0
110564,33.0,-100.0
110584,32.0,-100.0
110595,30.0,-100.0
110616,29.0,-100.0
110637,28.0,-100.0
110658,26.0,-100.0
110679,25.0,-100.0
110700,24.0,-100.0
110722,23.0,-100.0
110742,21.0,-100.0
110763,20.0,-100.0
110784,18.0,-100.0
110805,17.0,-100.0
110815,16.0,-100.0
110836,14.0,-100.0
110858,13.0,-100.0
110878,12.0,-100.0
110900,11.0,-100.0
110921,9.0,-100.0
110942,8.0,-100.0
110962,6.0,-100.0
110985,5.0,-100.0
111005,4.0,-100.0
111015,2.0,-100.0
111036,1.0,-100.0
111057,0.0,-100.0
111078,-2.0,-100.0
111099,-3.0,-100.0
111120,-4.0,-100.0
111141,-6.0,-100.0
111162,-7.0,-100.0
111183,-8.0,-100.0
111204,-9.0,-100.0
111225,-11.0,-100.0
111236,-12.0,-100.0
111257,-13.0,-100.0
111277,-15.0,-100.0
111319,-17.0,-100.0
111340,-19.0,-100.0
111360,-20.0,-100.0
111383,-22.0,-100.0
111403,-23.0,-100.0
111423,-24.0,-100.0
111445,-25.0,-100.0
111455,-27.0,-100.0
111476,-28.0,-100.0
111497,-30.0,-100.0
111518,-31.0,-100.0
111539,-32.0,-100.0
111561,-33.0,-100.0
111581,-35.0,-100.0
111602,-36.0,-100.0
111623,-38.0,-100.0
111644,-39.0,-100.0
111666,-40.0,-100.0
111675,-42.0,-100.0
111697,-43.0,-100.0
111717,-44.0,-100.0
111739,-45.0,-100.0
111761,-47.0,-100.0
111782,-48.0,-100.0
111802,-49.0,-100.0
111824,-51.0,-100.0
111844,-52.0,-100.0
111864,-53.0,-100.0
111875,-55.0,-100.0
111896,-56.0,-100.0
111917,-57.0,-100.0
111938,-59.0,-100.0
111959,-60.0,-100.0
111980,-61.0,-100.0
112001,-63.0,-100.0
112022,-64.0,-100.0
112044,-65.0,-100.0
112064,-67.0,-100.0
112085,-68.0,-100.0
112097,-69.0,-100.0
112117,-71.0,-100.0
112139,-72.0,-100.0
112159,-73.0,-100.0
112180,-75.0,-100.0
112202,-76.0,-100.0
112223,-77.0,-100.0
112243,-79.0,-100.0
112266,-80.0,-100.0
112286,-81.0,-100.0
112296,-83.0,-100.0
112317,-84.0,-100.0
112359,-87.0,-100.0
112380,-88.0,-100.0
114698,-88.0,-100.0
114721,-89.0,-100.0
114761,-92.0,-100.0
114782,-93.0,-100.0
114802,-94.0,-100.0
114824,-96.0,-100.0
114845,-97.0,-100.0
114855,-98.0,-100.0
114876,-100.0,-100.0
116091,-100.0,-100.0
116119,-100.0,-99.0
116196,-100.0,-97.0
116223,-100.0,-95.0
116239,-100.0,-94.0
116491,-100.0,-94.0
116520,-100.0,-93.0
116572,-100.0,-91.0
116595,-100.0,-90.0
116628,-100.0,-88.0
116715,-100.0,-88.0
116744,-100.0,-87.0
116794,-100.0,-84.0
116820,-100.0,-82.0
117020,-100.0,-82.0
117049,-100.0,-81.0
117075,-100.0,-80.0
117089,-100.0,-78.0
117116,-100.0,-77.0
117273,-100.0,-77.0
117300,-100.0,-75.0
117315,-100.0,-74.0
117341,-100.0,-72.0
117369,-100.0,-71.0
117566,-100.0,-71.0
117596,-100.0,-69.0
117619,-100.0,-68.0
117645,-100.0,-66.0
117671,-100.0,-64.0
117819,-100.0,-64.0
117847,-100.0,-63.0
117872,-100.0,-62.0
117898,-100.0,-60.0
117924,-100.0,-59.0
118097,-100.0,-59.0
118126,-100.0,-57.0
118165,-100.0,-54.0
118192,-100.0,-52.0
118218,-100.0,-51.0
118470,-100.0,-51.0
118499,-100.0,-50.0
118548,-100.0,-47.0
118578,-100.0,-46.0
118748,-100.0,-46.0
118778,-100.0,-45.0
118791,-100.0,-44.0
118817,-100.0,-42.0
118843,-100.0,-41.0
119043,-100.0,-41.0
119071,-100.0,-39.0
119096,-100.0,-38.0
119122,-100.0,-36.0
119151,-100.0,-35.0
119294,-100.0,-35.0
119323,-100.0,-34.0
119347,-100.0,-32.0
119373,-100.0,-31.0
119399,-100.0,-29.0
119427,-100.0,-28.0
119998,-100.0,-28.0
120027,-100.0,-29.0
120067,-100.0,-31.0
120093,-100.0,-33.0
120119,-100.0,-35.0
120745,-100.0,-35.0
120773,-100.0,-34.0
120798,-100.0,-32.0
120825,-100.0,-31.0
120970,-100.0,-31.0
120999,-100.0,-30.0
121049,-100.0,-27.0
121075,-100.0,-26.0
121101,-100.0,-24.0
121276,-100.0,-24.0
121303,-100.0,-22.0
121329,-100.0,-21.0
121354,-100.0,-19.0
121372,-100.0,-18.0
121475,-100.0,-18.0
121507,-100.0,-17.0
121553,-100.0,-14.0
121579,-100.0,-13.0
121596,-100.0,-11.0
121623,-100.0,-10.0
169206,-100.0,-10.0
169238,-100.0,-9.0
169310,-100.0,-6.0
169336,-100.0,-4.0
169405,-100.0,1.0
169604,-100.0,1.0
169632,-100.0,2.0
169657,-100.0,3.0
169683,-100.0,4.0
169709,-100.0,5.0
169735,-100.0,7.0
169762,-100.0,8.0
169988,-100.0,8.0
170004,-100.0,10.0
170031,-100.0,11.0
170056,-100.0,13.0
170083,-100.0,15.0
170109,-100.0,16.0
172939,-100.0,16.0
172968,-100.0,15.0
173008,-100.0,13.0
173034,-100.0,11.0
173060,-100.0,9.0
173088,-100.0,8.0
173259,-100.0,8.0
173288,-100.0,7.0
173339,-100.0,4.0
173365,-100.0,3.0
173392,-100.0,1.0
173408,-100.0,0.0
173434,-100.0,-1.0
173618,-100.0,-1.0
173634,-100.0,-3.0
173659,-100.0,-4.0
173685,-100.0,-6.0
173712,-100.0,-8.0
173912,-100.0,-8.0
173939,-100.0,-10.0
173964,-100.0,-11.0
173990,-100.0,-13.0
174016,-100.0,-15.0
174216,-100.0,-15.0
174245,-100.0,-16.0
174285,-100.0,-19.0
174310,-100.0,-20.0
174511,-100.0,-20.0
174538,-100.0,-21.0
174590,-100.0,-24.0
174616,-100.0,-26.0
174642,-100.0,-27.0
174669,-100.0,-28.0
181976,-100.0,-28.0
181977,-100.0,-28.0
181994,-100.0,-28.0
182056,-100.0,-28.0
182067,-100.0,-28.0
182121,-100.0,-28.0
182131,-100.0,-28.0
182171,-100.0,-28.0
182187,-100.0,-28.0
182237,-100.0,-28.0
182249,-100.0,-28.0
182272,-100.0,-28.0
182281,-100.0,-28.0
182330,-100.0,-28.0
182339,-100.0,-28.0
182378,-100.0,-28.0
182390,-100.0,-28.0
182417,-100.0,-28.0
182429,-100.0,-28.0
182489,-100.0,-28.0
182505,-100.0,-28.0
182562,-100.0,-28.0
182572,-100.0,-28.0
182628,-100.0,-28.0
182640,-100.0,-28.0
182698,-100.0,-28.0
182710,-100.0,-28.0
182758,-100.0,-28.0
182766,-100.0,-28.0
182793,-100.0,-28.0
182802,-100.0,-28.0
182853,-100.0,-28.0
182864,-100.0,-28.0
182912,-100.0,-28.0
182923,-100.0,-28.0
182975,-100.0,-28.0
182986,-100.0,-28.0
183019,-100.0,-28.0
183029,-100.0,-28.0
183072,-100.0,-28.0
183081,-100.0,-28.0
183126,-100.0,-28.0
183136,-100.0,-28.0
183187,-100.0,-28.0
183195,-100.0,-28.0
183196,-100.0,-28.0
185146,-100.0,-28.0
185175,-100.0,-27.0
185225,-100.0,-25.0
185252,-100.0,-23.0
185278,-100.0,-22.0
185304,-100.0,-20.0
185331,-100.0,-19.0
185798,-100.0,-19.0
185826,-100.0,-17.0
185851,-100.0,-16.0
185877,-100.0,-14.0
185903,-100.0,-12.0
185930,-100.0,-11.0
186250,-100.0,-11.0
186277,-100.0,-10.0
186304,-100.0,-9.0
186329,-100.0,-7.0
186355,-100.0,-6.0
186382,-100.0,-4.0
187658,-100.0,-4.0
187686,-100.0,-3.0
187735,-100.0,-2.0
187778,-100.0,0.0
187804,-100.0,2.0
188204,-100.0,2.0
188232,-100.0,3.0
188283,-100.0,6.0
188309,-100.0,7.0
188335,-100.0,9.0
188351,-100.0,11.0
188404,-100.0,14.0
188708,-100.0,14.0
188737,-100.0,15.0
188775,-100.0,18.0
188802,-100.0,19.0
188828,-100.0,21.0
188854,-100.0,23.0
189281,-100.0,23.0
189309,-100.0,24.0
189360,-100.0,27.0
189387,-100.0,28.0
189412,-100.0,30.0
189427,-100.0,31.0
189455,-100.0,33.0
189784,-100.0,33.0
189816,-100.0,34.0
189859,-100.0,35.0
189906,-100.0,37.0
189932,-100.0,39.0
189958,-100.0,41.0
190662,-100.0,41.0
190694,-100.0,42.0
190734,-100.0,43.0
190757,-100.0,45.0
190783,-100.0,46.0
190810,-100.0,48.0
190835,-100.0,50.0
190863,-100.0,51.0
193362,-100.0,51.0
193390,-100.0,52.0
193409,-100.0,52.5
193410,-100.0,53.0
193437,-100.0,53.5
193440,-100.0,54.0
193457,-100.0,56.0
193483,-100.0,57.0
193485,-100.0,57.5
193509,-100.0,58.0
193510,-100.0,58.666666666666664
193534,-100.0,59.333333333333336
193535,-100.0,60.0
193562,-100.0,61.0
194916,-100.0,61.0
194944,-100.0,62.0
194984,-100.0,64.0
195012,-100.0,66.0
195065,-100.0,69.0
195117,-100.0,72.0
196539,-100.0,72.0
196568,-100.0,73.0
196618,-100.0,76.0
196644,-100.0,77.0
196670,-100.0,79.0
196686,-100.0,81.0
196712,-100.0,82.0
197737,-100.0,82.0
197767,-100.0,83.0
197816,-100.0,86.0
197842,-100.0,87.0
197869,-100.0,89.0
197895,-100.0,91.0
198867,-100.0,91.0
198920,-100.0,93.0
198972,-100.0,95.0
199015,-100.0,97.0
199039,-100.0,99.0
200221,-100.0,99.0
200276,-100.0,100.0
201740,-100.0,100.0
201771,-100.0,100.0
201849,-100.0,100.0
201873,-100.0,100.0
202085,-100.0,100.0
202128,-100.0,100.0
202129,-100.0,100.0
206908,-100.0,100.0
206925,-100.0,99.0
206976,-100.0,97.0
207002,-100.0,95.0
207028,-100.0,93.0
207055,-100.0,92.0
207081,-100.0,91.0
207107,-100.0,89.0
207256,-100.0,89.0
207284,-100.0,88.0
207308,-100.0,87.0
207334,-100.0,85.0
207349,-100.0,84.0
207602,-100.0,84.0
207630,-100.0,83.0
207680,-100.0,81.0
207707,-100.0,80.0
207733,-100.0,79.0
207759,-100.0,78.0
207774,-100.0,76.0
207907,-100.0,76.0
207934,-100.0,75.0
207959,-100.0,74.0
207973,-100.0,72.0
208000,-100.0,70.0
208028,-100.0,69.0
208054,-100.0,67.0
208080,-100.0,65.0
208201,-100.0,65.0
208228,-100.0,64.0
208253,-100.0,63.0
208305,-100.0,60.0
208334,-100.0,58.0
208479,-100.0,58.0
208507,-100.0,57.0
208558,-100.0,55.0
208585,-100.0,53.0
208610,-100.0,51.0
208626,-100.0,50.0
208756,-100.0,50.0
