,AYZH634E8OS41,AZSSG2REHDX18,A1XY2JMPVJCF4
277228,-100.0,-100.0,-100.0
277229,-100.0,-100.0,-100.0
277244,-100.0,-100.0,-100.0
277245,-100.0,-100.0,-100.0
277261,-100.0,-100.0,-100.0
277262,-100.0,-100.0,-100.0
277277,-100.0,-100.0,-100.0
277278,-100.0,-100.0,-100.0
277294,-100.0,-100.0,-100.0
277295,-100.0,-100.0,-100.0
277308,-100.0,-100.0,-100.0
277311,-100.0,-100.0,-100.0
277328,-100.0,-100.0,-100.0
277343,-100.0,-100.0,-100.0
277344,-100.0,-100.0,-100.0
277345,-100.0,-100.0,-100.0
277361,-100.0,-100.0,-100.0
277378,-100.0,-100.0,-100.0
277395,-100.0,-100.0,-100.0
277411,-100.0,-100.0,-100.0
277428,-100.0,-100.0,-100.0
277444,-100.0,-100.0,-100.0
277461,-100.0,-100.0,-100.0
277462,-100.0,-100.0,-100.0
277478,-100.0,-100.0,-100.0
277479,-100.0,-100.0,-100.0
277494,-100.0,-100.0,-100.0
277495,-100.0,-100.0,-100.0
277511,-100.0,-100.0,-100.0
277512,-100.0,-100.0,-100.0
277528,-100.0,-100.0,-100.0
277544,-100.0,-100.0,-100.0
277545,-100.0,-100.0,-100.0
277561,-100.0,-100.0,-100.0
277562,-100.0,-100.0,-100.0
277578,-100.0,-100.0,-100.0
277579,-100.0,-100.0,-100.0
277587,-100.0,-100.0,-100.0
277595,-100.0,-100.0,-100.0
277633,-100.0,-100.0,-100.0
277680,-100.0,-100.0,-100.0
277695,-100.0,-100.0,-100.0
277713,-100.0,-100.0,-100.0
277715,-100.0,-100.0,-100.0
277729,-100.0,-100.0,-100.0
277745,-100.0,-100.0,-100.0
277762,-100.0,-100.0,-100.0
277779,-100.0,-100.0,-100.0
277795,-100.0,-100.0,-100.0
277812,-100.0,-100.0,-100.0
277905,-100.0,-100.0,-100.0
277912,-100.0,-100.0,-100.0
277922,-100.0,-100.0,-100.0
277924,-100.0,-100.0,-100.0
277930,-100.0,-100.0,-100.0
277937,-100.0,-100.0,-100.0
277946,-100.0,-100.0,-100.0
277954,-100.0,-100.0,-100.0
277962,-100.0,-100.0,-100.0
277970,-100.0,-100.0,-100.0
277971,-100.0,-100.0,-100.0
277979,-100.0,-100.0,-100.0
277988,-100.0,-100.0,-100.0
277996,-100.0,-100.0,-100.0
278004,-100.0,-100.0,-100.0
278005,-100.0,-100.0,-100.0
278013,-100.0,-100.0,-100.0
278020,-100.0,-100.0,-100.0
278029,-100.0,-100.0,-100.0
278038,-100.0,-100.0,-100.0
278051,-100.0,-100.0,-100.0
278054,-100.0,-100.0,-100.0
278073,-100.0,-100.0,-100.0
278087,-100.0,-100.0,-100.0
278104,-100.0,-100.0,-100.0
278123,-100.0,-100.0,-100.0
278137,-100.0,-100.0,-100.0
278146,-100.0,-100.0,-100.0
278154,-100.0,-100.0,-100.0
278163,-100.0,-100.0,-100.0
278170,-100.0,-100.0,-100.0
278179,-100.0,-100.0,-100.0
278187,-100.0,-100.0,-100.0
278196,-100.0,-100.0,-100.0
278205,-100.0,-100.0,-100.0
278212,-100.0,-100.0,-100.0
278220,-100.0,-100.0,-100.0
278229,-100.0,-100.0,-100.0
278230,-100.0,-100.0,-100.0
278237,-100.0,-100.0,-100.0
278246,-100.0,-100.0,-100.0
278254,-100.0,-100.0,-100.0
278265,-100.0,-100.0,-100.0
278271,-100.0,-100.0,-100.0
278287,-100.0,-100.0,-100.0
278304,-100.0,-100.0,-100.0
278312,-100.0,-100.0,-100.0
278320,-100.0,-100.0,-100.0
278337,-100.0,-100.0,-100.0
278346,-100.0,-100.0,-100.0
278354,-100.0,-100.0,-100.0
278363,-100.0,-100.0,-100.0
278370,-100.0,-100.0,-100.0
278376,-100.0,-100.0,-100.0
278380,-100.0,-100.0,-100.0
278387,-100.0,-100.0,-100.0
278393,-100.0,-100.0,-100.0
278396,-100.0,-100.0,-100.0
278404,-100.0,-100.0,-100.0
278413,-100.0,-100.0,-100.0
278420,-100.0,-100.0,-100.0
278423,-100.0,-100.0,-100.0
278428,-100.0,-100.0,-100.0
278429,-100.0,-100.0,-100.0
278437,-100.0,-100.0,-100.0
278446,-100.0,-100.0,-100.0
278448,-100.0,-100.0,-100.0
278449,-100.0,-100.0,-100.0
278454,-100.0,-100.0,-100.0
278463,-100.0,-100.0,-100.0
278469,-100.0,-100.0,-100.0
278471,-100.0,-100.0,-100.0
278474,-100.0,-100.0,-100.0
278487,-100.0,-100.0,-100.0
278502,-100.0,-100.0,-100.0
278504,-100.0,-100.0,-100.0
278505,-100.0,-100.0,-100.0
278520,-100.0,-100.0,-100.0
278537,-100.0,-100.0,-100.0
278554,-100.0,-100.0,-100.0
278570,-100.0,-100.0,-100.0
278571,-100.0,-100.0,-100.0
278587,-100.0,-100.0,-100.0
278596,-100.0,-100.0,-100.0
278603,-100.0,-100.0,-100.0
278614,-100.0,-100.0,-100.0
278620,-100.0,-100.0,-100.0
278624,-100.0,-100.0,-100.0
278630,-100.0,-100.0,-100.0
278637,-100.0,-100.0,-100.0
278646,-100.0,-100.0,-100.0
278653,-100.0,-100.0,-100.0
278658,-100.0,-100.0,-100.0
278663,-100.0,-100.0,-100.0
278670,-100.0,-100.0,-100.0
278680,-100.0,-100.0,-100.0
278687,-100.0,-100.0,-100.0
278696,-100.0,-100.0,-100.0
278704,-100.0,-100.0,-100.0
278711,-100.0,-100.0,-100.0
278713,-100.0,-100.0,-100.0
278720,-100.0,-100.0,-100.0
278737,-100.0,-100.0,-100.0
278746,-100.0,-100.0,-100.0
278753,-100.0,-100.0,-100.0
278772,-100.0,-100.0,-100.0
278791,-100.0,-100.0,-100.0
278798,-100.0,-100.0,-100.0
278805,-100.0,-100.0,-100.0
278820,-100.0,-100.0,-100.0
278833,-100.0,-100.0,-100.0
278838,-100.0,-100.0,-100.0
278853,-100.0,-100.0,-100.0
278867,-100.0,-100.0,-100.0
278871,-100.0,-100.0,-100.0
278887,-100.0,-100.0,-100.0
278903,-100.0,-100.0,-100.0
278920,-100.0,-100.0,-100.0
278936,-100.0,-100.0,-100.0
278937,-100.0,-100.0,-100.0
278953,-100.0,-100.0,-100.0
278970,-100.0,-100.0,-100.0
278986,-100.0,-100.0,-100.0
278989,-100.0,-100.0,-100.0
279003,-100.0,-100.0,-100.0
279020,-100.0,-100.0,-100.0
279024,-100.0,-100.0,-100.0
279037,-100.0,-100.0,-100.0
279054,-100.0,-100.0,-100.0
279071,-100.0,-100.0,-100.0
279076,-100.0,-100.0,-100.0
279087,-100.0,-100.0,-100.0
279103,-100.0,-100.0,-100.0
279111,-100.0,-100.0,-100.0
279120,-100.0,-100.0,-100.0
279138,-100.0,-100.0,-100.0
279146,-100.0,-100.0,-100.0
279153,-100.0,-100.0,-100.0
279187,-100.0,-100.0,-100.0
279198,-100.0,-100.0,-100.0
279204,-100.0,-100.0,-100.0
279220,-100.0,-100.0,-100.0
279233,-100.0,-100.0,-100.0
279236,-100.0,-100.0,-100.0
279253,-100.0,-100.0,-100.0
279270,-100.0,-100.0,-100.0
279285,-100.0,-100.0,-100.0
279286,-100.0,-100.0,-100.0
279303,-100.0,-100.0,-100.0
279320,-100.0,-100.0,-100.0
279336,-100.0,-100.0,-100.0
279353,-100.0,-100.0,-100.0
279355,-100.0,-100.0,-100.0
279369,-100.0,-100.0,-100.0
279389,-100.0,-100.0,-100.0
279403,-100.0,-100.0,-100.0
279407,-100.0,-100.0,-100.0
279419,-100.0,-100.0,-100.0
279438,-100.0,-100.0,-100.0
279442,-100.0,-100.0,-100.0
279453,-100.0,-100.0,-100.0
279469,-100.0,-100.0,-100.0
279484,-100.0,-100.0,-100.0
279486,-100.0,-100.0,-100.0
279494,-100.0,-100.0,-100.0
279502,-100.0,-100.0,-100.0
279519,-100.0,-100.0,-100.0
279536,-100.0,-100.0,-100.0
279553,-100.0,-100.0,-100.0
279566,-100.0,-100.0,-100.0
279569,-100.0,-100.0,-100.0
279586,-100.0,-100.0,-100.0
279600,-100.0,-100.0,-100.0
279603,-100.0,-100.0,-100.0
279619,-100.0,-100.0,-100.0
279637,-100.0,-100.0,-100.0
279647,-100.0,-100.0,-100.0
279653,-100.0,-100.0,-100.0
279669,-100.0,-100.0,-100.0
279682,-100.0,-100.0,-100.0
279686,-100.0,-100.0,-100.0
279703,-100.0,-100.0,-100.0
279719,-100.0,-100.0,-100.0
279728,-100.0,-100.0,-100.0
279736,-100.0,-100.0,-100.0
279752,-100.0,-100.0,-100.0
279763,-100.0,-100.0,-100.0
279770,-100.0,-100.0,-100.0
279789,-100.0,-100.0,-100.0
279804,-100.0,-100.0,-100.0
279809,-100.0,-100.0,-100.0
279819,-100.0,-100.0,-100.0
279837,-100.0,-100.0,-100.0
279838,-100.0,-100.0,-100.0
279839,-100.0,-100.0,-100.0
279844,-100.0,-100.0,-100.0
279853,-100.0,-100.0,-100.0
279870,-100.0,-100.0,-100.0
279886,-100.0,-100.0,-100.0
279891,-100.0,-100.0,-100.0
279892,-100.0,-100.0,-100.0
279919,-100.0,-100.0,-100.0
279921,-100.0,-100.0,-100.0
279925,-100.0,-100.0,-100.0
279935,-100.0,-100.0,-100.0
279952,-100.0,-100.0,-100.0
279967,-100.0,-100.0,-100.0
279969,-100.0,-100.0,-100.0
279972,-100.0,-100.0,-100.0
279973,-100.0,-100.0,-100.0
279986,-100.0,-100.0,-100.0
280002,-100.0,-100.0,-100.0
280003,-100.0,-100.0,-100.0
280019,-100.0,-100.0,-100.0
280036,-100.0,-100.0,-100.0
280053,-100.0,-100.0,-100.0
280070,-100.0,-100.0,-100.0
280086,-100.0,-100.0,-100.0
280103,-100.0,-100.0,-100.0
280119,-100.0,-100.0,-100.0
280138,-100.0,-100.0,-100.0
280153,-100.0,-100.0,-100.0
280170,-100.0,-100.0,-100.0
280185,-100.0,-100.0,-100.0
280204,-100.0,-100.0,-100.0
280208,-100.0,-100.0,-100.0
280219,-100.0,-100.0,-100.0
280235,-100.0,-100.0,-100.0
280252,-100.0,-100.0,-100.0
280261,-100.0,-100.0,-100.0
280269,-100.0,-100.0,-100.0
280285,-100.0,-100.0,-100.0
280292,-100.0,-100.0,-100.0
280295,-100.0,-100.0,-100.0
280302,-100.0,-100.0,-100.0
280319,-100.0,-100.0,-100.0
280335,-100.0,-100.0,-100.0
280339,-100.0,-100.0,-100.0
280348,-100.0,-100.0,-100.0
280352,-100.0,-100.0,-100.0
280368,-100.0,-100.0,-100.0
280373,-100.0,-100.0,-100.0
280383,-100.0,-100.0,-100.0
280385,-100.0,-100.0,-100.0
280402,-100.0,-100.0,-100.0
280417,-100.0,-100.0,-100.0
280419,-100.0,-100.0,-100.0
280435,-100.0,-100.0,-100.0
280452,-100.0,-100.0,-100.0
280468,-100.0,-100.0,-100.0
280470,-100.0,-100.0,-100.0
280485,-100.0,-100.0,-100.0
280503,-100.0,-100.0,-100.0
280504,-100.0,-100.0,-100.0
280519,-100.0,-100.0,-100.0
280536,-100.0,-100.0,-100.0
280553,-100.0,-100.0,-100.0
280557,-100.0,-100.0,-100.0
280570,-100.0,-100.0,-100.0
280585,-100.0,-100.0,-100.0
280591,-100.0,-100.0,-100.0
280603,-100.0,-100.0,-100.0
280619,-100.0,-100.0,-100.0
280626,-100.0,-100.0,-100.0
280636,-100.0,-100.0,-100.0
280653,-100.0,-100.0,-100.0
280664,-100.0,-100.0,-100.0
280668,-100.0,-100.0,-100.0
280679,-100.0,-100.0,-100.0
280685,-100.0,-100.0,-100.0
280698,-100.0,-100.0,-100.0
280703,-100.0,-100.0,-100.0
280713,-100.0,-100.0,-100.0
280719,-100.0,-100.0,-100.0
280735,-100.0,-100.0,-100.0
280745,-100.0,-100.0,-100.0
280754,-100.0,-100.0,-100.0
280766,-100.0,-100.0,-100.0
280770,-100.0,-100.0,-100.0
280780,-100.0,-100.0,-100.0
280781,-100.0,-100.0,-100.0
280789,-100.0,-100.0,-100.0
280800,-100.0,-100.0,-100.0
280804,-100.0,-100.0,-100.0
280819,-100.0,-100.0,-100.0
280835,-100.0,-100.0,-100.0
280854,-100.0,-100.0,-100.0
280869,-100.0,-100.0,-100.0
280885,-100.0,-100.0,-100.0
280888,-100.0,-100.0,-100.0
280903,-100.0,-100.0,-100.0
280919,-100.0,-100.0,-100.0
280922,-100.0,-100.0,-100.0
280935,-100.0,-100.0,-100.0
280957,-100.0,-100.0,-100.0
281009,-100.0,-100.0,-100.0
281016,-100.0,-100.0,-100.0
281017,-100.0,-100.0,-100.0
281044,-100.0,-100.0,-100.0
281063,-100.0,-100.0,-100.0
281079,-100.0,-100.0,-100.0
281110,-100.0,-100.0,-100.0
281144,-100.0,-100.0,-100.0
281191,-100.0,-100.0,-100.0
281222,-100.0,-100.0,-100.0
281226,-100.0,-100.0,-100.0
281252,-100.0,-100.0,-100.0
281255,-100.0,-100.0,-100.0
281272,-100.0,-100.0,-100.0
281283,-100.0,-100.0,-100.0
281290,-100.0,-100.0,-100.0
281344,-100.0,-100.0,-100.0
281350,-100.0,-100.0,-100.0
281448,-100.0,-100.0,-100.0
281453,-100.0,-100.0,-100.0
281481,-100.0,-100.0,-100.0
281485,-100.0,-100.0,-100.0
281516,-100.0,-100.0,-100.0
281539,-100.0,-100.0,-100.0
281544,-100.0,-100.0,-100.0
281562,-100.0,-100.0,-100.0
281570,-100.0,-100.0,-100.0
281574,-100.0,-100.0,-100.0
281597,-100.0,-100.0,-100.0
281604,-100.0,-100.0,-100.0
281644,-100.0,-100.0,-100.0
281661,-100.0,-100.0,-100.0
281692,-100.0,-100.0,-100.0
281696,-100.0,-100.0,-100.0
281725,-100.0,-100.0,-100.0
281729,-100.0,-100.0,-100.0
281758,-100.0,-100.0,-100.0
281806,-100.0,-100.0,-100.0
281813,-100.0,-100.0,-100.0
281847,-100.0,-100.0,-100.0
281851,-100.0,-100.0,-100.0
281853,-100.0,-100.0,-100.0
281877,-100.0,-100.0,-100.0
281881,-100.0,-100.0,-100.0
281888,-100.0,-100.0,-100.0
281910,-100.0,-100.0,-100.0
281913,-100.0,-100.0,-100.0
281942,-100.0,-100.0,-100.0
281947,-100.0,-100.0,-100.0
281965,-100.0,-100.0,-100.0
281969,-100.0,-100.0,-100.0
281997,-100.0,-100.0,-100.0
282002,-100.0,-100.0,-100.0
282029,-100.0,-100.0,-100.0
282114,-100.0,-100.0,-100.0
282115,-100.0,-100.0,-100.0
282150,-100.0,-100.0,-100.0
282183,-100.0,-100.0,-100.0
282187,-100.0,-100.0,-100.0
282196,-100.0,-100.0,-100.0
282214,-100.0,-100.0,-100.0
282218,-100.0,-100.0,-100.0
282224,-100.0,-100.0,-100.0
282231,-100.0,-100.0,-100.0
282249,-100.0,-100.0,-100.0
282253,-100.0,-100.0,-100.0
282259,-100.0,-100.0,-100.0
282267,-100.0,-100.0,-100.0
282273,-100.0,-100.0,-100.0
282277,-100.0,-100.0,-100.0
282278,-100.0,-100.0,-100.0
282284,-100.0,-100.0,-100.0
282300,-100.0,-100.0,-100.0
282305,-100.0,-100.0,-100.0
282317,-100.0,-100.0,-100.0
282334,-100.0,-100.0,-100.0
282336,-100.0,-100.0,-100.0
282340,-100.0,-100.0,-100.0
282343,-100.0,-100.0,-100.0
282350,-100.0,-100.0,-100.0
282367,-100.0,-100.0,-100.0
282384,-100.0,-100.0,-100.0
282400,-100.0,-100.0,-100.0
282417,-100.0,-100.0,-100.0
282434,-100.0,-100.0,-100.0
282643,-100.0,-100.0,-100.0
282675,-100.0,-100.0,-100.0
282678,-100.0,-100.0,-100.0
282706,-100.0,-100.0,-100.0
282710,-100.0,-100.0,-100.0
282739,-100.0,-100.0,-100.0
282742,-100.0,-100.0,-100.0
282772,-100.0,-100.0,-100.0
282861,-100.0,-100.0,-100.0
282874,-100.0,-100.0,-100.0
282891,-100.0,-100.0,-100.0
282897,-100.0,-100.0,-100.0
282921,-100.0,-100.0,-100.0
282924,-100.0,-100.0,-100.0
282928,-100.0,-100.0,-100.0
282946,-100.0,-100.0,-100.0
282951,-100.0,-100.0,-100.0
282956,-100.0,-100.0,-100.0
282979,-100.0,-100.0,-100.0
282982,-100.0,-100.0,-100.0
283002,-100.0,-100.0,-100.0
283013,-100.0,-100.0,-100.0
283037,-100.0,-100.0,-100.0
283081,-100.0,-100.0,-100.0
283083,-100.0,-100.0,-100.0
283100,-100.0,-100.0,-100.0
283105,-100.0,-100.0,-100.0
283118,-100.0,-100.0,-100.0
283134,-100.0,-100.0,-100.0
283137,-100.0,-100.0,-100.0
283164,-100.0,-100.0,-100.0
283165,-100.0,-100.0,-100.0
283167,-100.0,-100.0,-100.0
283198,-100.0,-100.0,-100.0
283199,-100.0,-100.0,-100.0
283246,-100.0,-100.0,-100.0
283281,-100.0,-100.0,-100.0
283295,-100.0,-100.0,-100.0
283327,-100.0,-100.0,-100.0
283374,-100.0,-100.0,-100.0
283395,-100.0,-100.0,-100.0
283400,-100.0,-100.0,-100.0
283408,-100.0,-100.0,-100.0
283418,-100.0,-100.0,-100.0
283421,-100.0,-100.0,-100.0
283452,-100.0,-100.0,-100.0
283455,-100.0,-100.0,-100.0
283490,-100.0,-100.0,-100.0
283536,-100.0,-100.0,-100.0
283551,-100.0,-100.0,-100.0
283571,-100.0,-100.0,-100.0
283574,-100.0,-100.0,-100.0
283582,-100.0,-100.0,-100.0
283617,-100.0,-100.0,-100.0
283643,-100.0,-100.0,-100.0
283647,-100.0,-100.0,-100.0
283652,-100.0,-100.0,-100.0
283687,-100.0,-100.0,-100.0
283712,-100.0,-100.0,-100.0
283734,-100.0,-100.0,-100.0
283768,-100.0,-100.0,-100.0
283815,-100.0,-100.0,-100.0
283861,-100.0,-100.0,-100.0
283896,-100.0,-100.0,-100.0
283900,-100.0,-100.0,-100.0
283942,-100.0,-100.0,-100.0
283953,-100.0,-100.0,-100.0
283977,-100.0,-100.0,-100.0
284005,-100.0,-100.0,-100.0
284024,-100.0,-100.0,-100.0
284040,-100.0,-100.0,-100.0
284059,-100.0,-100.0,-100.0
284092,-100.0,-100.0,-100.0
284105,-100.0,-100.0,-100.0
284106,-100.0,-100.0,-100.0
284127,-100.0,-100.0,-100.0
284140,-100.0,-100.0,-100.0
284141,-100.0,-100.0,-100.0
284144,-100.0,-100.0,-100.0
284162,-100.0,-100.0,-100.0
284169,-100.0,-100.0,-100.0
284184,-100.0,-100.0,-100.0
284186,-100.0,-100.0,-100.0
284203,-100.0,-100.0,-100.0
284205,-100.0,-100.0,-100.0
284214,-100.0,-100.0,-100.0
284221,-100.0,-100.0,-100.0
284225,-100.0,-100.0,-100.0
284249,-100.0,-100.0,-100.0
284268,-100.0,-100.0,-100.0
284301,-100.0,-100.0,-100.0
284302,-100.0,-100.0,-100.0
284336,-100.0,-100.0,-100.0
284349,-100.0,-100.0,-100.0
284384,-100.0,-100.0,-100.0
284388,-100.0,-100.0,-100.0
284423,-100.0,-100.0,-100.0
284430,-100.0,-100.0,-100.0
284458,-100.0,-100.0,-100.0
284465,-100.0,-100.0,-100.0
284510,-100.0,-100.0,-100.0
284511,-100.0,-100.0,-100.0
284545,-100.0,-100.0,-100.0
284546,-100.0,-100.0,-100.0
284593,-100.0,-100.0,-100.0
284597,-100.0,-100.0,-100.0
284627,-100.0,-100.0,-100.0
284632,-100.0,-100.0,-100.0
284667,-100.0,-100.0,-100.0
284674,-100.0,-100.0,-100.0
284719,-100.0,-100.0,-100.0
284754,-100.0,-100.0,-100.0
284755,-100.0,-100.0,-100.0
284824,-100.0,-100.0,-100.0
284827,-100.0,-100.0,-100.0
284849,-100.0,-100.0,-100.0
284852,-100.0,-100.0,-100.0
284870,-100.0,-100.0,-100.0
284881,-100.0,-100.0,-100.0
284887,-100.0,-100.0,-100.0
284903,-100.0,-100.0,-100.0
284920,-100.0,-100.0,-100.0
284936,-100.0,-100.0,-100.0
284953,-100.0,-100.0,-100.0
284970,-100.0,-100.0,-100.0
284987,-100.0,-100.0,-100.0
285004,-100.0,-100.0,-100.0
285124,-100.0,-100.0,-100.0
285140,-100.0,-99.0,-100.0
285143,-100.0,-99.0,-100.0
285154,-100.0,-98.0,-100.0
285159,-100.0,-98.0,-100.0
285181,-100.0,-96.0,-100.0
285184,-100.0,-96.0,-100.0
285194,-100.0,-95.0,-100.0
285199,-100.0,-95.0,-100.0
285206,-100.0,-94.5,-100.0
285211,-100.0,-94.0,-100.0
285215,-100.0,-94.0,-100.0
285227,-100.0,-93.0,-100.0
285231,-100.0,-93.0,-100.0
285236,-100.0,-92.5,-100.0
285242,-100.0,-92.0,-100.0
285246,-100.0,-92.0,-100.0
285257,-100.0,-91.0,-100.0
285259,-100.0,-91.0,-100.0
285271,-100.0,-90.5,-100.0
285273,-100.0,-90.0,-100.0
285306,-100.0,-90.0,-100.0
285309,-100.0,-90.0,-100.0
285396,-100.0,-90.0,-100.0
285492,-100.0,-90.0,-100.0
285515,-100.0,-90.0,-100.0
285519,-100.0,-90.0,-100.0
285541,-100.0,-90.0,-100.0
285546,-100.0,-89.66666666666667,-100.0
285548,-100.0,-89.33333333333333,-100.0
285556,-100.0,-89.0,-100.0
285569,-100.0,-89.0,-100.0
285570,-100.0,-88.5,-100.0
285580,-100.0,-88.0,-100.0
285582,-100.0,-88.0,-100.0
285584,-100.0,-88.0,-100.0
285585,-100.0,-87.66666666666667,-100.0
285588,-100.0,-87.33333333333333,-100.0
285595,-100.0,-87.0,-100.0
285600,-100.0,-87.0,-100.0
285604,-100.0,-86.0,-100.0
285610,-100.0,-85.0,-100.0
285612,-100.0,-85.0,-100.0
285614,-100.0,-85.0,-100.0
285621,-100.0,-84.5,-100.0
285627,-100.0,-84.0,-100.0
285631,-100.0,-84.0,-100.0
285637,-100.0,-83.5,-100.0
285642,-100.0,-83.0,-100.0
285646,-100.0,-83.0,-100.0
285654,-100.0,-82.5,-100.0
285657,-100.0,-82.0,-100.0
285660,-100.0,-82.0,-100.0
285671,-100.0,-81.5,-100.0
285673,-100.0,-81.0,-100.0
285686,-100.0,-81.0,-100.0
285687,-100.0,-80.5,-100.0
285700,-100.0,-80.0,-100.0
285738,-100.0,-80.0,-100.0
285805,-100.0,-80.0,-100.0
285811,-100.0,-80.0,-100.0
285821,-100.0,-80.0,-100.0
285838,-100.0,-80.0,-100.0
285854,-100.0,-80.0,-100.0
285864,-100.0,-80.0,-100.0
285871,-100.0,-80.0,-100.0
285888,-100.0,-80.0,-100.0
285904,-100.0,-80.0,-100.0
285921,-100.0,-80.0,-100.0
285932,-100.0,-80.0,-100.0
285938,-100.0,-80.0,-100.0
285954,-100.0,-80.0,-100.0
285991,-100.0,-80.0,-100.0
285993,-100.0,-80.0,-100.0
286024,-100.0,-80.0,-100.0
286026,-100.0,-80.0,-100.0
286054,-100.0,-80.0,-100.0
286057,-100.0,-80.0,-100.0
286071,-100.0,-80.0,-100.0
286088,-100.0,-80.0,-100.0
286104,-100.0,-80.0,-100.0
286121,-100.0,-80.0,-100.0
286138,-100.0,-80.0,-100.0
286155,-100.0,-80.0,-100.0
286177,-100.0,-80.0,-100.0
286210,-100.0,-80.0,-100.0
286212,-100.0,-80.0,-100.0
286241,-100.0,-80.0,-100.0
286244,-100.0,-80.0,-100.0
286273,-100.0,-80.0,-100.0
286288,-100.0,-80.0,-100.0
286306,-100.0,-80.0,-100.0
286321,-100.0,-80.0,-100.0
286338,-100.0,-80.0,-100.0
286355,-100.0,-80.0,-100.0
286371,-100.0,-80.0,-100.0
286388,-100.0,-80.0,-100.0
286426,-100.0,-80.0,-100.0
286451,-100.0,-80.0,-100.0
286453,-100.0,-80.0,-100.0
286481,-100.0,-80.0,-100.0
286483,-100.0,-80.0,-100.0
286513,-100.0,-80.0,-100.0
286516,-100.0,-80.0,-100.0
286547,-100.0,-80.0,-100.0
286549,-100.0,-80.0,-100.0
286579,-100.0,-80.0,-100.0
286583,-100.0,-80.0,-100.0
286612,-100.0,-80.0,-100.0
286614,-100.0,-80.0,-100.0
286633,-100.0,-80.0,-100.0
286636,-100.0,-80.0,-100.0
286666,-100.0,-80.0,-100.0
286669,-100.0,-80.0,-100.0
286700,-100.0,-80.0,-100.0
286703,-100.0,-80.0,-100.0
286731,-100.0,-80.0,-100.0
286733,-100.0,-80.0,-100.0
286764,-100.0,-80.0,-100.0
286769,-100.0,-80.0,-100.0
286786,-100.0,-80.0,-100.0
286788,-100.0,-80.0,-100.0
286818,-100.0,-80.0,-100.0
286822,-100.0,-80.0,-100.0
286850,-100.0,-80.0,-100.0
286941,-100.0,-80.0,-100.0
286971,-100.0,-80.0,-100.0
287091,-100.0,-80.0,-100.0
287106,-100.0,-80.0,-100.0
287123,-100.0,-80.0,-100.0
287125,-100.0,-80.0,-100.0
287128,-100.0,-80.0,-100.0
287139,-100.0,-80.0,-100.0
287156,-100.0,-80.0,-100.0
287157,-100.0,-80.0,-100.0
287158,-100.0,-80.0,-100.0
287172,-100.0,-80.0,-100.0
287189,-100.0,-80.0,-100.0
287206,-100.0,-80.0,-100.0
287222,-100.0,-80.0,-100.0
287239,-100.0,-80.0,-100.0
287256,-100.0,-80.0,-100.0
287356,-100.0,-80.0,-100.0
287373,-100.0,-80.0,-100.0
287389,-100.0,-80.0,-100.0
287406,-100.0,-80.0,-100.0
287423,-100.0,-80.0,-100.0
287439,-100.0,-80.0,-100.0
287456,-100.0,-80.0,-100.0
287473,-100.0,-80.0,-100.0
287489,-100.0,-80.0,-100.0
288874,-100.0,-80.0,-100.0
288892,-100.0,-80.0,-100.0
288908,-100.0,-80.0,-100.0
288924,-100.0,-80.0,-100.0
288941,-100.0,-80.0,-100.0
288958,-100.0,-80.0,-100.0
288974,-100.0,-80.0,-100.0
288991,-100.0,-80.0,-100.0
289091,-100.0,-80.0,-100.0
289108,-100.0,-80.0,-100.0
289124,-100.0,-80.0,-100.0
289141,-100.0,-80.0,-100.0
289158,-100.0,-80.0,-100.0
289174,-100.0,-80.0,-100.0
289191,-100.0,-80.0,-100.0
289208,-100.0,-80.0,-100.0
289224,-100.0,-80.0,-100.0
289241,-100.0,-80.0,-100.0
289341,-100.0,-80.0,-100.0
289358,-100.0,-80.0,-100.0
289375,-100.0,-80.0,-100.0
289391,-100.0,-80.0,-100.0
289408,-100.0,-80.0,-100.0
289425,-100.0,-80.0,-100.0
289441,-100.0,-80.0,-100.0
289458,-100.0,-80.0,-100.0
289475,-100.0,-80.0,-100.0
300668,-100.0,-80.0,-100.0
300686,-100.0,-80.0,-100.0
300701,-100.0,-80.0,-100.0
300718,-100.0,-80.0,-100.0
300734,-100.0,-80.0,-100.0
300752,-100.0,-80.0,-100.0
300770,-100.0,-80.0,-100.0
300788,-100.0,-80.0,-100.0
300804,-100.0,-80.0,-100.0
300819,-100.0,-80.0,-100.0
300834,-100.0,-80.0,-100.0
300853,-100.0,-80.0,-100.0
300867,-100.0,-80.0,-100.0
300885,-100.0,-80.0,-100.0
300901,-100.0,-80.0,-100.0
300918,-100.0,-80.0,-100.0
300934,-100.0,-80.0,-100.0
300950,-100.0,-80.0,-100.0
300967,-100.0,-80.0,-100.0
300984,-100.0,-80.0,-100.0
301000,-100.0,-80.0,-100.0
301017,-100.0,-80.0,-100.0
301034,-100.0,-80.0,-100.0
301052,-100.0,-80.0,-100.0
301067,-100.0,-80.0,-100.0
301085,-100.0,-80.0,-100.0
301100,-100.0,-80.0,-100.0
301117,-100.0,-80.0,-100.0
301134,-100.0,-80.0,-100.0
301150,-100.0,-80.0,-100.0
301167,-100.0,-80.0,-100.0
301184,-100.0,-80.0,-100.0
301200,-100.0,-80.0,-100.0
301217,-100.0,-80.0,-100.0
301234,-100.0,-80.0,-100.0
301252,-100.0,-80.0,-100.0
301267,-100.0,-80.0,-100.0
301284,-100.0,-80.0,-100.0
301300,-100.0,-80.0,-100.0
