,AHLS6AZ1VTNH7,A3UTSRN8QLKWE,A21V0SPZ59EEA
181835,-33.0,100.0,
181849,-33.0,100.0,
181853,-33.0,100.0,
181866,-33.0,100.0,
181869,-33.0,100.0,
181882,-33.0,100.0,
181950,-33.0,100.0,
181966,-33.0,100.0,
181970,-33.0,100.0,
181982,-33.0,100.0,
181989,-33.0,100.0,
182000,-33.0,100.0,
182003,-33.0,100.0,
182016,-33.0,100.0,
182020,-33.0,100.0,
182032,-33.0,100.0,
182036,-33.0,100.0,
182049,-33.0,100.0,
182117,-33.0,100.0,
182134,-33.0,100.0,
182137,-33.0,100.0,
182149,-33.0,100.0,
182153,-33.0,100.0,
182166,-33.0,100.0,
182170,-33.0,100.0,
182183,-33.0,100.0,
182186,-33.0,100.0,
182200,-33.0,100.0,
182268,-33.0,100.0,
182285,-33.0,100.0,
182291,-33.0,100.0,
182317,-33.0,100.0,
182322,-33.0,100.0,
182366,-33.0,100.0,
182371,-33.0,100.0,
182384,-33.0,100.0,
182485,-33.0,100.0,
182500,-33.0,100.0,
182504,-33.0,100.0,
182516,-33.0,100.0,
182520,-33.0,100.0,
182533,-33.0,100.0,
182536,-33.0,100.0,
182549,-33.0,100.0,
182668,-33.0,100.0,
182683,-33.0,100.0,
182686,-33.0,100.0,
182699,-33.0,100.0,
182703,-33.0,100.0,
182716,-33.0,100.0,
182722,-33.0,100.0,
182733,-33.0,100.0,
182736,-33.0,100.0,
182751,-33.0,100.0,
182755,-33.0,100.0,
182766,-33.0,100.0,
182852,-33.0,100.0,
182866,-33.0,100.0,
182871,-33.0,100.0,
182884,-33.0,100.0,
182892,-33.0,100.0,
182916,-33.0,100.0,
182921,-33.0,100.0,
182934,-33.0,100.0,
182938,-33.0,100.0,
182967,-33.0,100.0,
183052,-33.0,100.0,
183065,-33.0,100.0,
183069,-33.0,100.0,
183082,-33.0,100.0,
183086,-33.0,100.0,
183099,-33.0,100.0,
183102,-33.0,100.0,
183133,-33.0,100.0,
183137,-33.0,100.0,
183149,-33.0,100.0,
183152,-33.0,100.0,
183166,-33.0,100.0,
184252,-33.0,100.0,
184266,-33.0,100.0,
184270,-33.0,100.0,
184282,-33.0,100.0,
184287,-33.0,100.0,
184300,-33.0,100.0,
184306,-33.0,100.0,
184316,-33.0,100.0,
184320,-33.0,100.0,
184333,-33.0,100.0,
184386,-33.0,100.0,
184402,-33.0,99.0,
184410,-33.0,99.0,
184435,-33.0,97.0,
184443,-33.0,97.0,
184470,-33.0,95.0,
184479,-33.0,95.0,
184488,-33.0,94.0,
184496,-33.0,94.0,
184519,-33.0,92.5,
184522,-33.0,91.0,
184532,-33.0,91.0,
184533,-33.0,90.66666666666667,
184537,-33.0,90.33333333333333,
184540,-33.0,90.0,
184549,-33.0,90.0,
184550,-33.0,89.33333333333333,
184557,-33.0,88.66666666666667,
184565,-33.0,88.0,
184567,-33.0,88.0,
184570,-33.0,88.0,
184572,-33.0,88.0,
184600,-33.0,86.0,
184601,-33.0,86.0,
184604,-33.0,86.0,
184607,-33.0,86.0,
184616,-33.0,85.5,
184617,-33.0,85.0,
184619,-33.0,85.0,
184625,-33.0,85.0,
184634,-33.0,84.0,
184652,-33.0,83.0,
184660,-33.0,83.0,
184688,-33.0,80.0,
184696,-33.0,80.0,
184704,-33.0,79.0,
184713,-33.0,79.0,
184729,-33.0,78.0,
184736,-33.0,78.0,
184749,-33.0,77.0,
184757,-33.0,77.0,
184762,-33.0,76.0,
184770,-33.0,75.0,
184783,-33.0,74.0,
184792,-33.0,74.0,
184799,-33.0,73.0,
184807,-33.0,73.0,
184816,-33.0,71.0,
184833,-33.0,71.0,
184837,-33.0,70.0,
184846,-33.0,70.0,
184851,-33.0,69.0,
184859,-33.0,69.0,
184870,-33.0,68.0,
184879,-33.0,68.0,
184886,-33.0,67.0,
184895,-33.0,67.0,
184904,-33.0,66.0,
184915,-33.0,66.0,
184921,-33.0,65.0,
184927,-33.0,65.0,
184939,-33.0,64.0,
184946,-33.0,64.0,
184957,-33.0,63.0,
184966,-33.0,63.0,
184974,-33.0,61.0,
184982,-33.0,61.0,
184992,-33.0,60.0,
184997,-33.0,59.0,
185003,-33.0,59.0,
185015,-33.0,58.0,
185023,-33.0,58.0,
185039,-33.0,57.0,
185049,-33.0,57.0,
185058,-33.0,56.0,
185067,-33.0,56.0,
185074,-33.0,55.0,
185093,-33.0,55.0,
185103,-33.0,54.0,
185111,-33.0,54.0,
185120,-33.0,52.0,
185130,-33.0,52.0,
185146,-33.0,51.0,
185156,-33.0,51.0,
185163,-33.0,50.0,
185172,-33.0,50.0,
185179,-33.0,49.0,
185187,-33.0,49.0,
185191,-33.0,48.0,
185200,-33.0,48.0,
185205,-33.0,47.0,
185220,-33.0,47.0,
185237,-33.0,46.0,
185255,-33.0,46.0,
185265,-33.0,45.0,
185298,-33.0,45.0,
185307,-33.0,44.0,
185316,-33.0,44.0,
185327,-33.0,43.0,
185337,-33.0,43.0,
185343,-33.0,42.0,
185352,-33.0,42.0,
185358,-33.0,41.0,
185369,-33.0,41.0,
185374,-33.0,40.0,
185384,-33.0,40.0,
185390,-33.0,39.0,
185401,-33.0,39.0,
185408,-33.0,38.0,
185418,-33.0,36.0,
185433,-33.0,35.0,
185440,-33.0,35.0,
185450,-33.0,34.0,
185460,-33.0,34.0,
185467,-33.0,33.0,
185477,-33.0,33.0,
185485,-33.0,32.0,
185489,-33.0,32.0,
185497,-33.0,32.0,
185502,-33.0,31.0,
185511,-33.0,31.0,
185517,-33.0,30.666666666666668,
185521,-33.0,30.333333333333332,
185525,-33.0,30.0,
185530,-33.0,30.0,
185547,-33.0,29.0,
185550,-33.0,29.0,
185554,-33.0,29.0,
185555,-33.0,29.0,
185564,-33.0,28.0,
185566,-33.0,28.0,
185570,-33.0,28.0,
185575,-33.0,28.0,
185582,-33.0,27.0,
185584,-33.0,27.0,
185587,-33.0,27.0,
185591,-33.0,27.0,
185598,-33.0,26.0,
185599,-33.0,26.0,
185603,-33.0,26.0,
185607,-33.0,26.0,
185612,-33.0,25.0,
185616,-33.0,24.666666666666668,
185619,-33.0,24.333333333333332,
185625,-33.0,24.0,
185634,-33.0,23.666666666666668,
185637,-33.0,23.333333333333332,
185638,-33.0,23.0,
185649,-33.0,23.0,
185650,-33.0,22.0,
185669,-33.0,21.0,
185679,-33.0,21.0,
185706,-33.0,20.0,
185714,-33.0,20.0,
185719,-33.0,19.5,
185731,-33.0,19.0,
185732,-33.0,19.0,
185736,-33.0,19.0,
185739,-33.0,19.0,
185749,-33.0,18.333333333333332,
185752,-33.0,17.666666666666668,
185766,-33.0,17.0,
185769,-33.0,17.0,
185775,-33.0,17.0,
185783,-33.0,16.666666666666668,
185787,-33.0,16.333333333333332,
185795,-33.0,16.0,
185799,-33.0,16.0,
185805,-33.0,16.0,
185808,-33.0,16.0,
185816,-33.0,15.5,
185819,-33.0,15.0,
185836,-33.0,14.5,
185838,-33.0,14.0,
185844,-33.0,14.0,
185846,-33.0,14.0,
185854,-33.0,13.0,
185866,-33.0,13.0,
185873,-33.0,13.0,
185895,-33.0,13.0,
185899,-33.0,12.666666666666666,
185903,-33.0,12.333333333333334,
185920,-33.0,12.0,
185932,-33.0,12.0,
185936,-33.0,12.0,
185949,-33.0,12.0,
185950,-33.0,12.0,
185954,-33.0,11.5,
185973,-33.0,11.0,
185988,-33.0,11.0,
185992,-33.0,11.0,
186005,-33.0,11.0,
186014,-33.0,10.0,
186015,-33.0,10.0,
186019,-33.0,10.0,
186032,-33.0,10.0,
186033,-33.0,10.0,
186037,-33.0,9.5,
186048,-33.0,9.0,
186061,-33.0,8.0,
186065,-33.0,8.0,
186069,-33.0,8.0,
186076,-33.0,8.0,
186085,-33.0,7.0,
186099,-33.0,7.0,
186102,-33.0,7.0,
186115,-33.0,7.0,
186119,-33.0,6.5,
186127,-33.0,6.0,
186132,-33.0,6.0,
186143,-33.0,6.0,
186160,-33.0,5.0,
186169,-33.0,5.0,
186191,-33.0,3.0,
186200,-33.0,3.0,
186210,-33.0,2.0,
186218,-33.0,2.0,
186233,-33.0,1.0,
186241,-33.0,1.0,
186253,-33.0,0.0,
186263,-33.0,0.0,
186265,-33.0,-1.0,
186272,-33.0,-1.0,
186287,-33.0,-2.0,
186297,-33.0,-2.0,
186312,-33.0,-3.0,
186318,-33.0,-3.0,
186322,-33.0,-3.0,
186333,-33.0,-4.0,
186337,-33.0,-5.0,
186347,-33.0,-5.0,
186358,-33.0,-6.0,
186365,-33.0,-6.0,
186367,-33.0,-6.0,
186370,-33.0,-6.5,
186379,-33.0,-7.0,
186383,-33.0,-7.0,
186388,-33.0,-7.0,
186391,-33.0,-7.0,
186402,-33.0,-7.333333333333333,
186406,-33.0,-7.666666666666667,
186415,-33.0,-8.0,
186416,-33.0,-8.0,
186422,-33.0,-8.0,
186424,-33.0,-8.0,
186434,-33.0,-8.333333333333334,
186439,-33.0,-8.666666666666666,
186441,-33.0,-9.0,
186450,-33.0,-9.0,
186451,-33.0,-9.0,
186455,-33.0,-9.5,
186464,-33.0,-10.0,
186475,-33.0,-10.0,
186491,-33.0,-10.0,
186494,-33.0,-10.0,
186500,-33.0,-11.0,
186504,-33.0,-11.0,
186516,-33.0,-11.0,
186524,-33.0,-11.0,
186542,-33.0,-12.0,
186553,-33.0,-12.0,
186558,-33.0,-12.333333333333334,
186572,-33.0,-12.666666666666666,
186577,-33.0,-13.0,
186586,-33.0,-13.0,
186592,-33.0,-14.0,
186601,-33.0,-14.0,
186605,-33.0,-14.0,
186613,-33.0,-14.0,
186616,-33.0,-14.5,
186622,-33.0,-15.0,
186632,-33.0,-15.0,
186634,-33.0,-15.333333333333334,
186638,-33.0,-15.666666666666666,
186640,-33.0,-16.0,
186650,-33.0,-16.0,
186651,-33.0,-16.0,
186657,-33.0,-16.5,
186661,-33.0,-17.0,
186666,-33.0,-17.0,
186670,-33.0,-17.0,
186671,-33.0,-17.5,
186675,-33.0,-18.0,
186683,-33.0,-18.0,
186685,-33.0,-18.0,
186687,-33.0,-18.5,
186691,-33.0,-19.0,
186699,-33.0,-19.5,
186703,-33.0,-20.0,
186704,-33.0,-20.5,
186716,-33.0,-21.0,
186718,-33.0,-21.0,
186724,-33.0,-21.0,
186735,-33.0,-22.0,
186744,-33.0,-22.0,
186751,-33.0,-23.0,
186760,-33.0,-23.0,
186768,-33.0,-25.0,
186770,-33.0,-25.0,
186778,-33.0,-25.0,
186783,-33.0,-25.5,
186787,-33.0,-26.0,
186788,-33.0,-26.0,
186798,-33.0,-26.0,
186799,-33.0,-26.5,
186803,-33.0,-27.0,
186804,-33.0,-27.0,
186812,-33.0,-27.0,
186816,-33.0,-27.333333333333332,
186821,-33.0,-27.666666666666668,
186822,-33.0,-28.0,
186831,-33.0,-28.0,
186834,-33.0,-28.333333333333332,
186837,-33.0,-28.666666666666668,
186839,-33.0,-29.0,
186849,-33.0,-29.0,
186851,-33.0,-29.333333333333332,
186855,-33.0,-29.666666666666668,
186856,-33.0,-30.0,
186867,-33.0,-30.0,
186871,-33.0,-30.333333333333332,
186884,-33.0,-30.666666666666668,
186890,-33.0,-31.0,
186898,-33.0,-31.0,
186907,-33.0,-32.0,
186926,-33.0,-32.0,
186934,-33.0,-33.0,
186944,-33.0,-33.0,
186951,-33.0,-34.0,
186961,-33.0,-34.0,
186969,-33.0,-35.0,
186979,-33.0,-35.0,
186986,-33.0,-36.0,
186997,-33.0,-36.0,
187003,-33.0,-37.0,
187013,-33.0,-37.0,
187022,-33.0,-38.0,
187032,-33.0,-38.0,
187038,-33.0,-39.0,
187048,-33.0,-39.0,
187056,-33.0,-40.0,
187066,-33.0,-40.0,
187075,-33.0,-41.0,
187086,-33.0,-41.0,
187097,-33.0,-42.0,
187108,-33.0,-42.0,
187113,-33.0,-43.0,
187122,-33.0,-44.0,
187133,-33.0,-45.0,
187144,-33.0,-45.0,
187155,-33.0,-46.0,
187165,-33.0,-46.0,
187171,-33.0,-47.0,
187178,-33.0,-47.0,
187188,-33.0,-48.0,
187198,-33.0,-48.0,
187207,-33.0,-49.0,
187218,-33.0,-49.0,
187229,-33.0,-50.0,
187238,-33.0,-50.0,
187246,-33.0,-51.0,
187256,-33.0,-51.0,
187261,-33.0,-52.0,
187270,-33.0,-52.0,
187277,-33.0,-53.0,
187288,-33.0,-53.0,
187293,-33.0,-54.0,
187302,-33.0,-54.0,
187310,-33.0,-55.0,
187321,-33.0,-55.0,
187328,-33.0,-56.0,
187337,-33.0,-56.0,
187348,-33.0,-57.0,
187357,-33.0,-57.0,
187367,-33.0,-59.0,
187378,-33.0,-59.0,
187384,-33.0,-60.0,
187393,-33.0,-60.0,
187405,-33.0,-61.0,
187414,-33.0,-61.0,
187421,-33.0,-62.0,
187429,-33.0,-62.0,
187438,-33.0,-63.0,
187449,-33.0,-63.0,
187457,-33.0,-64.0,
187469,-33.0,-64.0,
187478,-33.0,-65.0,
187489,-33.0,-65.0,
187499,-33.0,-66.0,
187509,-33.0,-66.0,
187515,-33.0,-67.0,
187523,-33.0,-67.0,
187532,-33.0,-68.0,
187542,-33.0,-68.0,
187548,-33.0,-69.0,
187553,-33.0,-70.0,
187560,-33.0,-70.0,
187568,-33.0,-71.0,
187578,-33.0,-71.0,
187583,-33.0,-72.0,
187594,-33.0,-72.0,
187600,-33.0,-73.0,
187610,-33.0,-73.0,
187619,-33.0,-74.0,
187630,-33.0,-74.0,
187636,-33.0,-75.0,
187650,-33.0,-75.0,
187658,-33.0,-76.0,
187668,-33.0,-76.0,
187674,-33.0,-77.0,
187683,-33.0,-77.0,
187692,-33.0,-78.0,
187701,-33.0,-78.0,
187708,-33.0,-79.0,
187720,-33.0,-79.0,
187725,-33.0,-80.0,
187734,-33.0,-80.0,
187743,-33.0,-81.0,
187753,-33.0,-82.0,
187764,-33.0,-83.0,
187774,-33.0,-83.0,
187783,-33.0,-84.0,
187794,-33.0,-84.0,
187801,-33.0,-85.0,
187812,-33.0,-85.0,
187818,-33.0,-87.0,
187829,-33.0,-87.0,
187836,-33.0,-88.0,
187844,-33.0,-88.0,
187851,-33.0,-89.0,
187862,-33.0,-89.0,
187870,-33.0,-90.0,
187882,-33.0,-90.0,
187890,-33.0,-91.0,
187921,-33.0,-91.0,
187926,-33.0,-92.0,
187933,-33.0,-92.0,
187941,-33.0,-93.0,
187951,-33.0,-93.0,
187958,-33.0,-94.0,
187971,-33.0,-94.0,
187980,-33.0,-95.0,
187985,-33.0,-96.0,
187994,-33.0,-96.0,
187999,-33.0,-97.0,
188008,-33.0,-97.0,
188017,-33.0,-98.0,
188027,-33.0,-98.0,
188036,-33.0,-99.0,
188046,-33.0,-99.0,
188052,-33.0,-100.0,
188783,-33.0,-100.0,
188800,-33.0,-100.0,
188805,-33.0,-100.0,
188816,-33.0,-100.0,
188819,-33.0,-100.0,
188833,-33.0,-100.0,
188835,-33.0,-100.0,
188849,-33.0,-100.0,
188852,-33.0,-100.0,
188866,-33.0,-100.0,
188868,-33.0,-100.0,
188883,-33.0,-100.0,
188886,-33.0,-100.0,
188899,-33.0,-100.0,
188902,-33.0,-100.0,
188916,-33.0,-100.0,
188918,-33.0,-100.0,
188932,-33.0,-100.0,
188935,-33.0,-100.0,
188949,-33.0,-100.0,
189867,-33.0,-100.0,
189882,-33.0,-100.0,
189887,-33.0,-100.0,
189899,-33.0,-100.0,
189903,-33.0,-100.0,
189916,-33.0,-100.0,
189920,-33.0,-100.0,
189933,-33.0,-100.0,
189937,-33.0,-100.0,
189949,-33.0,-100.0,
189954,-33.0,-100.0,
189983,-33.0,-100.0,
190117,-33.0,-100.0,
190134,-33.0,-100.0,
190137,-33.0,-100.0,
190149,-33.0,-100.0,
190152,-33.0,-100.0,
190166,-33.0,-100.0,
191185,-33.0,-100.0,
191210,-35.0,-100.0,
191214,-35.0,-100.0,
191234,-36.0,-100.0,
191237,-36.0,-100.0,
191259,-38.0,-100.0,
191262,-38.0,-100.0,
191284,-40.0,-100.0,
191287,-40.0,-100.0,
191309,-41.0,-100.0,
191312,-41.0,-100.0,
191334,-43.0,-100.0,
191337,-43.0,-100.0,
191359,-45.0,-100.0,
191362,-45.0,-100.0,
191385,-46.0,-100.0,
191387,-46.0,-100.0,
191410,-48.0,-100.0,
191412,-48.0,-100.0,
191435,-50.0,-100.0,
191438,-50.0,-100.0,
191460,-52.0,-100.0,
191462,-52.0,-100.0,
191486,-53.0,-100.0,
191490,-53.0,-100.0,
191510,-55.0,-100.0,
191513,-55.0,-100.0,
191535,-56.0,-100.0,
191539,-56.0,-100.0,
191560,-58.0,-100.0,
191562,-58.0,-100.0,
191585,-60.0,-100.0,
191588,-60.0,-100.0,
191610,-61.0,-100.0,
191614,-61.0,-100.0,
191635,-63.0,-100.0,
191637,-63.0,-100.0,
191660,-65.0,-100.0,
191663,-65.0,-100.0,
191685,-66.0,-100.0,
191687,-66.0,-100.0,
191711,-68.0,-100.0,
191714,-68.0,-100.0,
191736,-70.0,-100.0,
191740,-70.0,-100.0,
191761,-72.0,-100.0,
191763,-72.0,-100.0,
191786,-73.0,-100.0,
191788,-73.0,-100.0,
191811,-75.0,-100.0,
191813,-75.0,-100.0,
191836,-77.0,-100.0,
191839,-77.0,-100.0,
191862,-78.0,-100.0,
191865,-78.0,-100.0,
191887,-80.0,-100.0,
191889,-80.0,-100.0,
191911,-82.0,-100.0,
191914,-82.0,-100.0,
191937,-83.0,-100.0,
191939,-83.0,-100.0,
191961,-85.0,-100.0,
191964,-85.0,-100.0,
191986,-87.0,-100.0,
191992,-87.0,-100.0,
192037,-90.0,-100.0,
192039,-90.0,-100.0,
192062,-92.0,-100.0,
192065,-92.0,-100.0,
192087,-93.0,-100.0,
192090,-93.0,-100.0,
192112,-95.0,-100.0,
192115,-95.0,-100.0,
192137,-97.0,-100.0,
192140,-97.0,-100.0,
192162,-98.0,-100.0,
192167,-98.0,-100.0,
192187,-100.0,-100.0,
273788,-100.0,-100.0,
273812,-99.0,-100.0,
273817,-99.0,-100.0,
273861,-96.0,-100.0,
273872,-96.0,-100.0,
273886,-95.0,-100.0,
273888,-95.0,-100.0,
273910,-93.0,-100.0,
273913,-93.0,-100.0,
273935,-91.0,-100.0,
273938,-91.0,-100.0,
273960,-90.0,-100.0,
273963,-90.0,-100.0,
273986,-88.0,-100.0,
273988,-88.0,-100.0,
274010,-86.0,-100.0,
274013,-86.0,-100.0,
274035,-85.0,-100.0,
274038,-85.0,-100.0,
274060,-83.0,-100.0,
274063,-83.0,-100.0,
274085,-81.0,-100.0,
274088,-81.0,-100.0,
274112,-80.0,-100.0,
274114,-80.0,-100.0,
274137,-78.0,-100.0,
274140,-78.0,-100.0,
274162,-76.0,-100.0,
274164,-76.0,-100.0,
274186,-75.0,-100.0,
274189,-75.0,-100.0,
274201,-74.0,-100.0,
274212,-73.0,-99.66666666666667,
274214,-73.0,-99.33333333333333,
274230,-72.0,-99.0,
274237,-71.0,-99.0,
274239,-71.0,-99.0,
274246,-70.5,-99.0,
274262,-70.0,-98.0,
274264,-70.0,-97.0,
274277,-69.33333333333333,-97.0,
274285,-68.66666666666667,-96.0,
274287,-68.0,-95.66666666666667,
274292,-68.0,-95.33333333333333,
274298,-67.0,-95.0,
274311,-66.0,-94.33333333333333,
274314,-66.0,-93.66666666666667,
274323,-65.66666666666667,-93.0,
274335,-65.33333333333333,-93.0,
274336,-65.0,-92.66666666666667,
274339,-65.0,-92.33333333333333,
274342,-64.33333333333333,-92.0,
274355,-63.666666666666664,-92.0,
274361,-63.0,-91.66666666666667,
274364,-63.0,-91.33333333333333,
274365,-62.666666666666664,-91.0,
274377,-62.333333333333336,-91.0,
274387,-62.0,-90.5,
274389,-62.0,-90.0,
274403,-62.0,-90.0,
274413,-62.0,-89.0,
274425,-62.0,-89.0,
274434,-62.0,-88.0,
274445,-62.0,-88.0,
274451,-62.0,-87.0,
274465,-62.0,-87.0,
274473,-62.0,-86.0,
274486,-62.0,-86.0,
274495,-62.0,-85.0,
274499,-62.0,-84.0,
274509,-62.0,-84.0,
274517,-62.0,-83.0,
274532,-62.0,-83.0,
274541,-62.0,-81.0,
274554,-62.0,-81.0,
274562,-62.0,-80.0,
274574,-62.0,-80.0,
274580,-62.0,-79.0,
274592,-62.0,-79.0,
274617,-62.0,-78.0,
274627,-62.0,-78.0,
274657,-62.0,-77.0,
274676,-62.0,-77.0,
274683,-62.0,-76.0,
274690,-62.0,-76.0,
274699,-62.0,-75.0,
274709,-62.0,-75.0,
274715,-62.0,-74.0,
274719,-62.0,-74.0,
274722,-62.0,-73.0,
274730,-62.0,-73.0,
274741,-62.0,-72.0,
274749,-62.0,-72.0,
274757,-62.0,-71.0,
274769,-62.0,-71.0,
274776,-62.0,-70.0,
274785,-62.0,-70.0,
274792,-62.0,-69.0,
274801,-62.0,-69.0,
274809,-62.0,-68.0,
274818,-62.0,-68.0,
274828,-62.0,-66.0,
274838,-62.0,-66.0,
274845,-62.0,-65.0,
274852,-62.0,-65.0,
274863,-62.0,-64.0,
274872,-62.0,-64.0,
274879,-62.0,-63.0,
274889,-62.0,-63.0,
274897,-62.0,-62.0,
274906,-62.0,-62.0,
274915,-62.0,-61.0,
274922,-62.0,-61.0,
274923,-62.0,-60.0,
274931,-62.0,-60.0,
274950,-62.0,-59.0,
274959,-62.0,-59.0,
274964,-62.0,-58.0,
274974,-62.0,-58.0,
274985,-62.0,-57.0,
274997,-62.0,-57.0,
275002,-62.0,-56.0,
275010,-62.0,-56.0,
275017,-62.0,-55.0,
275026,-62.0,-55.0,
275035,-62.0,-54.0,
275045,-62.0,-54.0,
275050,-62.0,-53.0,
275059,-62.0,-53.0,
275066,-62.0,-52.0,
275079,-62.0,-52.0,
275089,-62.0,-51.0,
275098,-62.0,-51.0,
275103,-62.0,-50.0,
275111,-62.0,-50.0,
275120,-62.0,-49.0,
275129,-62.0,-49.0,
275135,-62.0,-48.0,
275143,-62.0,-47.0,
275156,-62.0,-46.0,
275167,-62.0,-46.0,
275173,-62.0,-45.0,
275182,-62.0,-45.0,
275192,-62.0,-44.0,
275202,-62.0,-44.0,
275208,-62.0,-43.0,
275216,-62.0,-43.0,
275227,-62.0,-42.0,
275237,-62.0,-42.0,
275245,-62.0,-41.0,
275255,-62.0,-41.0,
275260,-62.0,-40.0,
275269,-62.0,-40.0,
275279,-62.0,-38.0,
275289,-62.0,-38.0,
275296,-62.0,-37.0,
275306,-62.0,-37.0,
275313,-62.0,-36.0,
275322,-62.0,-36.0,
275332,-62.0,-35.0,
275342,-62.0,-35.0,
275348,-62.0,-34.0,
275355,-62.0,-33.0,
275360,-62.0,-33.0,
275374,-62.0,-32.0,
275384,-62.0,-32.0,
275391,-62.0,-31.0,
275399,-62.0,-31.0,
275409,-62.0,-30.0,
275418,-62.0,-30.0,
275426,-62.0,-28.0,
275435,-62.0,-28.0,
275443,-62.0,-27.0,
275451,-62.0,-27.0,
275462,-62.0,-26.0,
275473,-62.0,-26.0,
275483,-62.0,-25.0,
275492,-62.0,-25.0,
275498,-62.0,-24.0,
275508,-62.0,-24.0,
275516,-62.0,-23.0,
275524,-62.0,-23.0,
275530,-62.0,-22.0,
275540,-62.0,-22.0,
275548,-62.0,-21.0,
275560,-62.0,-21.0,
275566,-62.0,-19.0,
275571,-62.0,-19.0,
275574,-62.0,-18.0,
275583,-62.0,-18.0,
275591,-62.0,-17.0,
275598,-62.0,-17.0,
275611,-62.0,-16.0,
275620,-62.0,-16.0,
275626,-62.0,-15.0,
275636,-62.0,-15.0,
275645,-62.0,-14.0,
275654,-62.0,-14.0,
275662,-62.0,-13.0,
275673,-62.0,-13.0,
275678,-62.0,-12.0,
275686,-62.0,-12.0,
275695,-62.0,-11.0,
275703,-62.0,-11.0,
275712,-62.0,-10.0,
275722,-62.0,-10.0,
275729,-62.0,-8.0,
275742,-62.0,-8.0,
275749,-62.0,-7.0,
275760,-62.0,-7.0,
275766,-62.0,-6.0,
275774,-62.0,-5.0,
275791,-62.0,-4.0,
275800,-62.0,-4.0,
275806,-62.0,-3.0,
275814,-62.0,-3.0,
275825,-62.0,-2.0,
275834,-62.0,-2.0,
275842,-62.0,-1.0,
275850,-62.0,-1.0,
275859,-62.0,0.0,
275867,-62.0,0.0,
275879,-62.0,2.0,
275888,-62.0,2.0,
275897,-62.0,3.0,
275905,-62.0,3.0,
275912,-62.0,4.0,
275923,-62.0,4.0,
275931,-62.0,5.0,
275940,-62.0,5.0,
275947,-62.0,6.0,
275957,-62.0,6.0,
275965,-62.0,7.0,
275974,-62.0,7.0,
275982,-62.0,8.0,
275990,-62.0,8.0,
276000,-62.0,9.0,
276005,-62.0,10.0,
276011,-62.0,10.0,
276025,-62.0,12.0,
276035,-62.0,12.0,
276041,-62.0,13.0,
276051,-62.0,13.0,
276058,-62.0,14.0,
276067,-62.0,14.0,
276077,-62.0,15.0,
276086,-62.0,15.0,
276094,-62.0,16.0,
276104,-62.0,16.0,
276113,-62.0,17.0,
276124,-62.0,17.0,
276130,-62.0,18.0,
276139,-62.0,18.0,
276146,-62.0,19.0,
276158,-62.0,19.0,
276167,-62.0,20.0,
276177,-62.0,20.0,
276183,-62.0,21.0,
276192,-62.0,21.0,
276198,-62.0,22.0,
276203,-62.0,22.0,
276206,-62.0,23.0,
276216,-62.0,23.0,
276223,-62.0,24.0,
276233,-62.0,24.0,
276242,-62.0,25.0,
276251,-62.0,25.0,
276257,-62.0,26.0,
276267,-62.0,26.0,
276275,-62.0,27.0,
276284,-62.0,27.0,
276295,-62.0,28.0,
276306,-62.0,28.0,
276313,-62.0,29.0,
276328,-62.0,29.0,
276333,-62.0,30.0,
276343,-62.0,30.0,
276349,-62.0,31.0,
276359,-62.0,31.0,
276367,-62.0,32.0,
276376,-62.0,32.0,
276382,-62.0,33.0,
276393,-62.0,33.0,
276398,-62.0,34.0,
276409,-62.0,34.0,
276416,-62.0,35.0,
276427,-62.0,36.0,
276442,-62.0,37.0,
276451,-62.0,37.0,
276459,-62.0,38.0,
276472,-62.0,38.0,
276478,-62.0,39.0,
276490,-62.0,39.0,
276505,-62.0,40.0,
276513,-62.0,40.0,
276519,-62.0,41.0,
276529,-62.0,41.0,
276539,-62.0,42.0,
276552,-62.0,42.0,
276562,-62.0,43.0,
276573,-62.0,43.0,
276581,-62.0,44.0,
276591,-62.0,44.0,
276600,-62.0,45.0,
276610,-62.0,45.0,
276617,-62.0,46.0,
276626,-62.0,47.0,
276644,-62.0,48.0,
276703,-62.0,48.0,
276718,-62.0,49.0,
276751,-62.0,49.0,
276767,-62.0,50.0,
276782,-62.0,50.0,
276788,-62.0,51.0,
276817,-62.0,51.0,
276824,-62.0,52.0,
276837,-62.0,52.0,
276846,-62.0,53.0,
276856,-62.0,54.0,
276867,-62.0,55.0,
276893,-62.0,55.0,
276903,-62.0,56.0,
276914,-62.0,56.0,
276930,-62.0,58.0,
276939,-62.0,58.0,
276947,-62.0,59.0,
276961,-62.0,59.0,
276974,-62.0,60.0,
276983,-62.0,60.0,
276998,-62.0,61.0,
277004,-62.0,61.0,
277049,-62.0,62.0,
277057,-62.0,62.0,
277066,-62.0,63.0,
277076,-62.0,63.0,
277093,-62.0,64.0,
277102,-62.0,64.0,
277122,-62.0,65.0,
277132,-62.0,65.0,
277150,-62.0,66.0,
277159,-62.0,66.0,
277179,-62.0,68.0,
277187,-62.0,68.0,
277205,-62.0,69.0,
277214,-62.0,69.0,
277233,-62.0,70.0,
277242,-62.0,70.0,
277257,-62.0,71.0,
277267,-62.0,71.0,
277276,-62.0,72.0,
277282,-62.0,73.0,
277291,-62.0,73.0,
277304,-62.0,74.0,
277310,-62.0,74.0,
277320,-62.0,75.0,
277329,-62.0,75.0,
277358,-62.0,76.0,
277368,-62.0,76.0,
277380,-62.0,77.0,
