,AHLS6AZ1VTNH7,A3UTSRN8QLKWE,A21V0SPZ59EEA
90913,87.0,,
90927,87.0,,
90936,87.0,,
90950,87.0,,
90959,87.0,,
90973,87.0,,
90982,87.0,,
90996,87.0,,
91009,87.0,,
91026,87.0,,
91036,87.0,,
91053,87.0,,
91061,87.0,,
91074,87.0,,
91082,87.0,,
91097,87.0,,
91106,87.0,,
91124,87.0,,
91132,87.0,,
91146,87.0,,
91155,87.0,,
91171,87.0,,
91179,87.0,,
91193,87.0,,
91202,87.0,,
91216,87.0,,
91228,87.0,,
91242,87.0,,
91253,87.0,,
91269,87.0,,
91278,87.0,,
91292,87.0,,
91300,87.0,,
91316,87.0,,
91323,87.0,,
91337,87.0,,
91345,87.0,,
91358,87.0,,
91371,87.0,,
91393,87.0,,
91404,87.0,,
91421,87.0,,
91428,87.0,,
91443,87.0,,
91452,87.0,,
91468,87.0,,
91476,87.0,,
91489,87.0,,
91500,87.0,,
91513,87.0,,
91522,87.0,,
91535,87.0,,
91543,87.0,,
91557,87.0,,
91565,87.0,,
91578,87.0,,
91586,87.0,,
91602,87.0,,
91610,87.0,,
91623,87.0,,
91631,87.0,,
91648,87.0,,
91655,87.0,,
91668,87.0,,
91676,87.0,,
91691,87.0,,
91700,87.0,,
91715,87.0,,
91725,87.0,,
91741,87.0,,
91748,87.0,,
91761,87.0,,
91769,87.0,,
91783,87.0,,
91791,87.0,,
91804,87.0,,
91816,87.0,,
91829,87.0,,
91858,87.0,,
91873,87.0,,
91880,87.0,,
91894,87.0,,
91903,87.0,,
91916,87.0,,
91924,87.0,,
91939,87.0,,
91948,87.0,,
91961,87.0,,
91973,87.0,,
91987,87.0,,
91994,87.0,,
92009,87.0,,
92018,87.0,,
92034,87.0,,
92042,87.0,,
92057,87.0,,
92066,87.0,,
92078,87.0,,
92086,87.0,,
92101,87.0,,
92109,87.0,,
92123,87.0,,
92130,87.0,,
92145,87.0,,
92154,87.0,,
92168,87.0,,
92176,87.0,,
92189,87.0,,
92198,87.0,,
92212,87.0,,
92220,87.0,,
92234,87.0,,
92242,87.0,,
92257,87.0,,
92273,87.0,,
92289,87.0,,
92297,87.0,,
92313,87.0,,
92321,87.0,,
92335,87.0,,
92345,87.0,,
92362,87.0,,
92391,87.0,,
92408,87.0,,
92415,87.0,,
92429,87.0,,
92437,87.0,,
92451,87.0,,
92469,87.0,,
92486,87.0,,
92494,87.0,,
92509,87.0,,
92517,87.0,,
92541,87.0,,
92547,87.0,,
92555,87.0,,
92560,87.0,,
92565,87.0,,
92570,87.0,,
92582,87.0,,
92587,87.0,,
92599,87.0,,
92604,87.0,,
92616,87.0,,
92620,87.0,,
92632,87.0,,
92637,87.0,,
92648,87.0,,
92653,87.0,,
92665,87.0,,
92670,87.0,,
92682,87.0,,
92688,87.0,,
92698,87.0,,
92703,87.0,,
92715,87.0,,
92720,87.0,,
92732,87.0,,
92735,87.0,,
92737,86.5,,
92748,86.0,,
92753,85.5,,
92762,85.0,,
92765,84.57142857142857,,
92770,84.14285714285714,,
92782,83.71428571428571,,
92786,83.28571428571429,,
92798,82.85714285714286,,
92802,82.42857142857143,,
92811,82.0,,
92815,81.5,,
92821,81.0,,
92832,80.5,,
92836,80.0,,
92837,79.75,,
92848,79.5,,
92853,79.25,,
92861,79.0,,
92865,78.5,,
92869,78.0,,
92882,77.5,,
92886,77.0,,
92887,76.5,,
92898,76.0,,
92904,75.5,,
92911,75.0,,
92915,74.75,,
92920,74.5,,
92932,74.25,,
92936,74.0,,
92937,73.5,,
92948,73.0,,
92952,72.5,,
92961,72.0,,
92965,71.33333333333333,,
92985,70.66666666666667,,
92986,70.0,,
92999,69.66666666666667,,
93006,69.33333333333333,,
93011,69.0,,
93017,68.5,,
93026,68.0,,
93034,67.5,,
93036,67.0,,
93038,66.5,,
93048,66.0,,
93056,65.5,,
93061,65.0,,
93065,64.75,,
93071,64.5,,
93082,64.25,,
93086,64.0,,
93089,63.5,,
93098,63.0,,
93103,62.5,,
93112,62.0,,
93115,61.5,,
93120,61.0,,
93132,60.5,,
93136,60.0,,
93149,59.666666666666664,,
93154,59.333333333333336,,
93162,59.0,,
93165,58.5,,
93169,58.0,,
93182,57.5,,
93187,57.0,,
93198,56.333333333333336,,
93202,55.666666666666664,,
93212,55.0,,
93215,54.5,,
93219,54.0,,
93232,53.5,,
93237,53.0,,
93248,52.666666666666664,,
93253,52.333333333333336,,
93262,52.0,,
93265,51.8,,
93271,51.6,,
93282,51.4,,
93287,51.2,,
93288,51.0,,
93298,51.0,,
93303,51.0,,
93315,51.0,,
93324,51.0,,
93332,51.0,,
93914,51.0,,
93940,52.0,,
93964,54.0,,
93989,55.0,,
94014,57.0,,
94039,59.0,,
94065,60.0,,
94090,62.0,,
94116,64.0,,
94140,65.0,,
94165,67.0,,
94190,69.0,,
94215,70.0,,
94240,72.0,,
94265,74.0,,
94290,75.0,,
94315,77.0,,
94340,79.0,,
94365,80.0,,
94391,82.0,,
94416,84.0,,
94442,85.0,,
94466,87.0,,
94491,89.0,,
94516,90.0,,
94541,92.0,,
94566,94.0,,
94591,95.0,,
94616,97.0,,
94641,99.0,,
94666,100.0,,
107560,100.0,,
107585,98.0,,
107611,97.0,,
107636,95.0,,
107661,93.0,,
107685,92.0,,
107710,90.0,,
107735,88.0,,
107760,87.0,,
107785,85.0,,
107811,83.0,,
107836,81.0,,
107861,80.0,,
107886,78.0,,
107911,76.0,,
107936,75.0,,
107961,73.0,,
107986,71.0,,
108011,70.0,,
108036,68.0,,
108062,67.0,,
109290,67.0,,
109316,68.0,,
109342,70.0,,
109366,72.0,,
109391,74.0,,
109416,75.0,,
109441,77.0,,
109466,79.0,,
109491,80.0,,
109516,82.0,,
109541,83.0,,
109566,85.0,,
109591,87.0,,
109616,88.0,,
109641,90.0,,
109667,92.0,,
109692,94.0,,
109717,95.0,,
109742,97.0,,
109767,99.0,,
109792,100.0,,
114457,100.0,,
114483,99.0,,
114507,97.0,,
114534,96.0,,
114558,94.0,,
114584,92.0,,
114608,91.0,,
114634,89.0,,
114659,87.0,,
114683,86.0,,
114708,84.0,,
114734,82.0,,
114759,81.0,,
114784,79.0,,
114809,77.0,,
114833,76.0,,
114859,74.0,,
114884,72.0,,
114909,71.0,,
114935,69.0,,
114959,67.0,,
114984,66.0,,
115010,64.0,,
115035,62.0,,
115059,61.0,,
115085,59.0,,
115109,57.0,,
115135,56.0,,
115160,54.0,,
115185,52.0,,
115210,51.0,,
115236,49.0,,
115260,47.0,,
115286,46.0,,
115310,44.0,,
115335,42.0,,
115360,41.0,,
115385,39.0,,
115411,37.0,,
115436,36.0,,
115462,34.0,,
115486,32.0,,
115511,31.0,,
115537,29.0,,
115561,27.0,,
115587,26.0,,
115612,24.0,,
135802,24.0,,
135850,23.0,,
135855,23.0,,
135875,21.0,,
135878,21.0,,
135900,19.0,,
135903,19.0,,
135925,18.0,,
135929,18.0,,
135950,16.0,,
135954,16.0,,
135975,14.0,,
135978,14.0,,
136000,13.0,,
136004,13.0,,
136025,11.0,,
136030,11.0,,
136050,9.0,,
136055,9.0,,
136075,8.0,,
136078,8.0,,
136100,6.0,,
136103,6.0,,
136126,4.0,,
136130,4.0,,
136151,3.0,,
136154,3.0,,
136176,1.0,,
136178,1.0,,
136201,-1.0,,
136203,-1.0,,
136226,-2.0,,
136229,-2.0,,
136251,-4.0,,
136253,-4.0,,
136276,-6.0,,
136280,-6.0,,
136301,-7.0,,
136304,-7.0,,
136326,-9.0,,
136328,-9.0,,
136351,-11.0,,
136353,-11.0,,
136376,-12.0,,
136378,-12.0,,
136401,-14.0,,
136405,-14.0,,
136427,-16.0,,
136429,-16.0,,
136452,-17.0,,
136455,-17.0,,
136477,-19.0,,
136481,-19.0,,
136503,-21.0,,
136506,-21.0,,
136527,-22.0,,
136531,-22.0,,
136552,-24.0,,
136555,-24.0,,
136577,-26.0,,
136580,-26.0,,
136602,-27.0,,
136605,-27.0,,
136627,-29.0,,
136630,-29.0,,
136652,-31.0,,
136655,-31.0,,
136677,-32.0,,
136681,-32.0,,
136702,-34.0,,
136705,-34.0,,
136727,-36.0,,
136731,-36.0,,
136753,-38.0,,
136756,-38.0,,
136778,-39.0,,
136783,-39.0,,
136803,-41.0,,
136807,-41.0,,
136828,-43.0,,
136832,-43.0,,
136853,-44.0,,
136855,-44.0,,
136878,-46.0,,
136881,-46.0,,
136903,-47.0,,
136907,-47.0,,
136928,-49.0,,
136932,-49.0,,
136953,-51.0,,
136957,-51.0,,
136978,-52.0,,
136982,-52.0,,
137003,-54.0,,
137006,-54.0,,
137029,-56.0,,
137033,-56.0,,
137054,-58.0,,
137058,-58.0,,
137079,-59.0,,
137082,-59.0,,
137104,-61.0,,
137108,-61.0,,
137129,-63.0,,
137132,-63.0,,
137154,-64.0,,
137158,-64.0,,
137179,-66.0,,
137183,-66.0,,
137204,-68.0,,
137207,-68.0,,
137229,-69.0,,
137233,-69.0,,
137254,-71.0,,
137257,-71.0,,
137279,-73.0,,
137282,-73.0,,
137304,-74.0,,
137310,-74.0,,
137329,-76.0,,
137332,-76.0,,
137355,-78.0,,
137359,-78.0,,
137380,-79.0,,
137383,-79.0,,
137405,-81.0,,
137409,-81.0,,
137430,-83.0,,
137434,-83.0,,
137455,-84.0,,
137458,-84.0,,
137480,-86.0,,
137484,-86.0,,
137505,-88.0,,
137508,-88.0,,
137530,-89.0,,
137533,-89.0,,
137555,-91.0,,
137559,-91.0,,
137580,-93.0,,
137583,-93.0,,
137605,-94.0,,
137609,-94.0,,
137630,-96.0,,
137633,-96.0,,
137656,-98.0,,
137659,-98.0,,
137681,-99.0,,
137684,-99.0,,
137706,-100.0,,
138986,-100.0,,
139011,-99.0,,
139015,-99.0,,
139035,-98.0,,
139038,-98.0,,
139060,-96.0,,
139063,-96.0,,
139085,-94.0,,
139088,-94.0,,
139110,-93.0,,
139113,-93.0,,
139135,-91.0,,
139138,-91.0,,
139160,-89.0,,
139164,-89.0,,
139211,-86.0,,
139216,-86.0,,
139236,-84.0,,
139241,-84.0,,
139261,-82.0,,
139266,-82.0,,
139287,-81.0,,
139290,-81.0,,
139311,-79.0,,
139315,-79.0,,
139336,-77.0,,
139342,-77.0,,
139361,-76.0,,
139364,-76.0,,
139386,-74.0,,
139389,-74.0,,
139411,-72.0,,
139414,-72.0,,
139436,-71.0,,
139439,-71.0,,
139461,-69.0,,
139464,-69.0,,
139487,-67.0,,
139491,-67.0,,
139512,-66.0,,
139515,-66.0,,
139537,-64.0,,
139541,-64.0,,
139562,-62.0,,
139565,-62.0,,
139587,-61.0,,
139590,-61.0,,
139612,-59.0,,
139615,-59.0,,
139637,-57.0,,
139640,-57.0,,
139662,-56.0,,
139665,-56.0,,
139687,-54.0,,
139690,-54.0,,
139712,-52.0,,
139716,-52.0,,
139737,-51.0,,
139743,-51.0,,
139762,-49.0,,
139767,-49.0,,
139788,-47.0,,
139791,-47.0,,
139814,-46.0,,
139817,-46.0,,
139838,-44.0,,
139843,-44.0,,
139864,-42.0,,
139868,-42.0,,
139888,-41.0,,
139892,-41.0,,
139913,-40.0,,
148568,-40.0,,
148593,-39.0,,
148597,-39.0,,
148617,-38.0,,
148621,-38.0,,
148642,-36.0,,
148646,-36.0,,
148668,-34.0,,
148671,-34.0,,
148693,-33.0,,
148696,-33.0,,
148717,-31.0,,
148722,-31.0,,
148743,-30.0,,
149274,-30.0,,
149296,-29.0,,
149302,-29.0,,
149320,-27.0,,
149325,-27.0,,
149345,-25.0,,
149351,-25.0,,
149370,-24.0,,
161814,-24.0,,
161837,-26.0,,
161841,-26.0,,
161861,-27.0,,
161864,-27.0,,
161886,-29.0,,
161889,-29.0,,
161911,-31.0,,
161915,-31.0,,
161936,-32.0,,
161939,-32.0,,
161961,-34.0,,
161964,-34.0,,
161987,-36.0,,
161991,-36.0,,
162011,-37.0,,
162014,-37.0,,
162036,-39.0,,
162039,-39.0,,
162061,-41.0,,
162065,-41.0,,
162112,-44.0,,
162116,-44.0,,
162137,-46.0,,
162140,-46.0,,
162162,-47.0,,
162165,-47.0,,
162188,-49.0,,
162190,-49.0,,
162212,-51.0,,
162215,-51.0,,
162237,-52.0,,
162240,-52.0,,
162263,-54.0,,
162265,-54.0,,
162287,-56.0,,
162291,-56.0,,
162313,-57.0,,
162315,-57.0,,
162338,-59.0,,
162340,-59.0,,
162363,-61.0,,
162365,-61.0,,
162388,-62.0,,
162391,-62.0,,
162413,-64.0,,
162418,-64.0,,
162438,-66.0,,
162440,-66.0,,
162463,-68.0,,
162468,-68.0,,
162488,-69.0,,
162491,-69.0,,
162514,-71.0,,
162516,-71.0,,
162538,-73.0,,
162542,-73.0,,
162563,-74.0,,
162566,-74.0,,
162589,-76.0,,
162592,-76.0,,
162614,-77.0,,
162617,-77.0,,
162638,-79.0,,
162641,-79.0,,
162664,-81.0,,
162668,-81.0,,
162689,-83.0,,
162692,-83.0,,
162714,-84.0,,
162717,-84.0,,
162739,-86.0,,
162744,-86.0,,
162764,-88.0,,
162767,-88.0,,
162789,-89.0,,
162794,-89.0,,
162815,-91.0,,
162817,-91.0,,
162839,-93.0,,
162844,-93.0,,
162865,-94.0,,
162867,-94.0,,
162889,-96.0,,
162895,-96.0,,
162914,-98.0,,
162917,-98.0,,
162940,-99.0,,
162942,-99.0,,
162964,-100.0,,
164978,-100.0,,
165001,-100.0,,
165043,-100.0,,
165127,-100.0,,
165144,-100.0,,
165794,-100.0,,
165815,-100.0,,
165844,-100.0,,
165878,-100.0,,
165896,-100.0,,
165945,-100.0,,
166161,-100.0,,
166182,-100.0,,
166197,-100.0,,
166211,-100.0,,
166227,-100.0,,
166244,-100.0,,
166264,-100.0,,
166279,-100.0,,
166294,-100.0,,
166312,-100.0,,
166330,-100.0,,
166477,-100.0,,
166495,-100.0,,
166512,-100.0,,
166527,-100.0,,
166543,-100.0,,
166561,-100.0,,
166577,-100.0,,
166594,-100.0,,
166610,-100.0,,
166627,-100.0,,
166643,-100.0,,
166660,-100.0,,
166680,-100.0,,
166696,-100.0,,
166844,-100.0,,
166862,-100.0,,
166877,-100.0,,
166894,-100.0,,
166910,-100.0,,
166930,-100.0,,
166944,-100.0,,
166977,-100.0,,
167394,-100.0,,
167412,-100.0,,
167427,-100.0,,
167444,-100.0,,
167460,-100.0,,
167477,-100.0,,
167493,-100.0,,
171427,-100.0,,
171446,-100.0,,
171477,-100.0,,
171510,-100.0,,
171527,-100.0,,
171561,-100.0,,
171678,-100.0,,
171697,-100.0,,
171727,-100.0,,
171761,-100.0,,
171777,-100.0,,
171811,-100.0,,
171910,-100.0,,
171930,-100.0,,
171960,-100.0,,
172010,-100.0,,
172027,-100.0,,
175271,-100.0,,
175272,-100.0,-100.0,
175287,-100.0,-99.0,
175301,-100.0,-99.0,
175323,-100.0,-98.0,
175331,-100.0,-98.0,
175374,-100.0,-95.0,
175385,-100.0,-94.0,
175399,-100.0,-92.0,
175407,-100.0,-92.0,
175434,-100.0,-90.0,
175444,-100.0,-90.0,
175468,-100.0,-88.0,
175479,-100.0,-88.0,
175503,-100.0,-86.0,
175511,-100.0,-86.0,
175522,-100.0,-85.0,
175531,-100.0,-85.0,
175556,-100.0,-82.0,
175566,-100.0,-82.0,
175575,-100.0,-81.0,
175584,-100.0,-81.0,
175594,-100.0,-80.0,
175607,-100.0,-79.0,
175615,-100.0,-78.0,
175624,-100.0,-78.0,
175632,-100.0,-77.0,
175642,-100.0,-77.0,
175651,-100.0,-76.0,
175662,-100.0,-76.0,
175668,-100.0,-75.0,
175678,-100.0,-75.0,
175687,-100.0,-74.0,
175697,-100.0,-74.0,
175703,-100.0,-73.0,
175712,-100.0,-73.0,
175720,-100.0,-72.0,
175733,-100.0,-72.0,
175739,-100.0,-71.0,
175749,-100.0,-71.0,
175755,-100.0,-70.0,
175764,-100.0,-70.0,
175774,-100.0,-69.0,
175784,-100.0,-69.0,
175790,-99.75,-68.0,
175800,-99.5,-68.0,
175807,-99.25,-67.0,
175808,-99.0,-66.66666666666667,
175811,-99.0,-66.33333333333333,
175815,-98.5,-66.0,
175824,-98.0,-66.0,
175832,-97.5,-65.0,
175833,-97.0,-65.0,
175836,-97.0,-65.0,
175844,-96.33333333333333,-65.0,
175851,-95.66666666666667,-63.0,
175858,-95.0,-63.0,
175863,-95.0,-63.0,
175864,-95.0,-62.5,
175868,-94.66666666666667,-62.0,
175877,-94.33333333333333,-62.0,
175883,-94.0,-61.0,
175886,-94.0,-61.0,
175895,-93.33333333333333,-61.0,
175903,-92.66666666666667,-60.0,
175908,-92.0,-60.0,
175911,-92.0,-60.0,
175914,-91.5,-60.0,
175920,-91.0,-59.0,
175931,-90.5,-59.0,
175933,-90.0,-58.666666666666664,
175937,-90.0,-58.333333333333336,
175938,-89.75,-58.0,
175947,-89.5,-58.0,
175955,-89.25,-57.0,
175958,-89.0,-57.0,
175961,-89.0,-57.0,
175966,-88.5,-57.0,
175973,-88.0,-56.0,
175982,-87.5,-56.0,
175983,-87.0,-55.666666666666664,
175986,-87.0,-55.333333333333336,
175989,-86.5,-55.0,
176001,-86.0,-55.0,
176007,-85.5,-53.0,
176009,-85.0,-53.0,
176013,-85.0,-53.0,
176016,-84.66666666666667,-53.0,
176026,-84.33333333333333,-52.0,
176034,-84.0,-51.0,
176037,-84.0,-50.5,
176049,-83.0,-50.0,
176058,-82.0,-50.0,
176062,-82.0,-49.5,
176068,-81.33333333333333,-49.0,
176078,-80.66666666666667,-49.0,
176084,-80.0,-48.0,
176087,-80.0,-48.0,
176093,-79.66666666666667,-48.0,
176103,-79.33333333333333,-47.0,
176109,-79.0,-47.0,
176112,-79.0,-47.0,
176117,-78.5,-47.0,
176124,-78.0,-46.0,
176134,-77.5,-46.0,
176135,-77.0,-45.666666666666664,
176138,-77.0,-45.333333333333336,
176139,-76.33333333333333,-45.0,
176153,-75.66666666666667,-45.0,
176159,-75.0,-44.5,
176161,-75.0,-44.0,
176163,-75.0,-44.0,
176171,-74.66666666666667,-44.0,
176182,-74.33333333333333,-43.0,
176184,-74.0,-43.0,
176189,-74.0,-43.0,
176192,-73.33333333333333,-43.0,
176201,-72.66666666666667,-42.0,
176210,-72.0,-42.0,
176212,-72.0,-42.0,
176213,-72.0,-41.5,
176221,-71.33333333333333,-41.0,
176232,-70.66666666666667,-40.0,
176234,-70.0,-39.5,
176238,-70.0,-39.0,
176239,-70.0,-39.0,
176250,-69.66666666666667,-39.0,
176255,-69.33333333333333,-38.0,
176260,-69.0,-38.0,
176264,-69.0,-38.0,
176266,-68.5,-38.0,
176273,-68.0,-37.0,
176283,-67.5,-37.0,
176284,-67.0,-36.5,
176288,-67.0,-36.0,
176299,-66.33333333333333,-36.0,
176304,-65.66666666666667,-35.0,
176309,-65.0,-35.0,
176313,-65.0,-35.0,
176314,-64.75,-35.0,
176321,-64.5,-34.0,
176331,-64.25,-34.0,
176335,-64.0,-33.666666666666664,
176338,-64.0,-33.333333333333336,
176340,-63.5,-33.0,
176349,-63.0,-33.0,
176356,-62.5,-32.0,
176359,-62.0,-32.0,
176362,-62.0,-32.0,
176366,-61.5,-32.0,
176372,-61.0,-31.0,
176382,-60.5,-31.0,
176385,-60.0,-30.5,
176389,-60.0,-30.0,
176390,-60.0,-30.0,
176400,-59.666666666666664,-30.0,
176407,-59.333333333333336,-29.0,
176410,-59.0,-29.0,
176413,-59.0,-29.0,
176418,-58.5,-29.0,
176424,-58.0,-28.0,
176434,-57.5,-28.0,
176435,-57.0,-27.666666666666668,
176438,-57.0,-27.333333333333332,
176443,-56.5,-27.0,
176452,-56.0,-27.0,
176453,-55.5,-26.0,
176460,-55.0,-26.0,
176464,-55.0,-26.0,
176474,-54.666666666666664,-26.0,
176483,-54.333333333333336,-24.0,
176485,-54.0,-24.0,
176490,-54.0,-24.0,
176494,-53.5,-24.0,
176500,-53.0,-23.0,
176510,-52.5,-23.0,
176511,-52.0,-22.666666666666668,
176516,-52.0,-22.333333333333332,
176519,-51.333333333333336,-22.0,
176529,-50.666666666666664,-22.0,
176535,-50.0,-21.5,
176536,-50.0,-21.0,
176539,-50.0,-21.0,
176545,-49.666666666666664,-21.0,
176553,-49.333333333333336,-20.0,
176561,-49.0,-20.0,
176564,-49.0,-20.0,
176565,-49.0,-19.5,
176573,-48.333333333333336,-19.0,
176583,-47.666666666666664,-19.0,
176585,-47.0,-18.333333333333332,
176589,-47.0,-17.666666666666668,
176591,-46.5,-17.0,
176602,-46.0,-17.0,
176609,-45.5,-16.0,
176610,-45.0,-16.0,
176614,-45.0,-16.0,
176619,-44.75,-16.0,
176623,-44.5,-15.0,
176633,-44.25,-15.0,
176636,-44.0,-14.666666666666666,
176641,-44.0,-14.333333333333334,
176644,-43.333333333333336,-14.0,
176660,-42.666666666666664,-13.0,
176661,-42.0,-12.666666666666666,
176664,-42.0,-12.333333333333334,
176665,-41.5,-12.0,
176675,-41.0,-12.0,
176683,-40.5,-11.0,
176685,-40.0,-11.0,
176689,-40.0,-11.0,
176693,-39.666666666666664,-11.0,
176700,-39.333333333333336,-10.0,
176710,-39.0,-10.0,
176714,-39.0,-9.5,
176718,-38.333333333333336,-9.0,
176728,-37.666666666666664,-9.0,
176736,-37.0,-8.0,
176739,-37.0,-8.0,
176746,-36.5,-8.0,
176756,-36.0,-7.0,
176767,-35.5,-7.0,
176773,-35.0,-6.0,
176784,-34.5,-6.0,
176786,-34.0,-5.5,
176789,-34.0,-5.0,
176799,-33.666666666666664,-5.0,
176805,-33.333333333333336,-4.0,
176812,-33.0,-4.0,
176815,-33.0,-4.0,
176824,-33.0,-3.0,
176834,-33.0,-3.0,
176840,-33.0,-2.0,
176850,-33.0,-2.0,
176857,-33.0,-1.0,
176872,-33.0,-1.0,
176877,-33.0,0.0,
176886,-33.0,1.0,
176899,-33.0,2.0,
176909,-33.0,2.0,
176916,-33.0,3.0,
176927,-33.0,3.0,
176934,-33.0,4.0,
176945,-33.0,4.0,
176951,-33.0,5.0,
176960,-33.0,5.0,
176969,-33.0,6.0,
176978,-33.0,6.0,
176987,-33.0,7.0,
176997,-33.0,7.0,
177003,-33.0,8.0,
177015,-33.0,8.0,
177029,-33.0,9.0,
177048,-33.0,9.0,
177057,-33.0,11.0,
177067,-33.0,11.0,
177076,-33.0,12.0,
177086,-33.0,13.0,
177098,-33.0,14.0,
177110,-33.0,14.0,
177118,-33.0,15.0,
177129,-33.0,15.0,
177139,-33.0,16.0,
177149,-33.0,16.0,
177155,-33.0,18.0,
177167,-33.0,18.0,
177173,-33.0,19.0,
177189,-33.0,19.0,
177194,-33.0,20.0,
177204,-33.0,20.0,
177211,-33.0,21.0,
177221,-33.0,21.0,
177232,-33.0,22.0,
177243,-33.0,22.0,
177256,-33.0,23.0,
177266,-33.0,23.0,
177274,-33.0,24.0,
177284,-33.0,24.0,
177290,-33.0,25.0,
177302,-33.0,25.0,
177308,-33.0,26.0,
177333,-33.0,27.0,
177389,-33.0,27.0,
177399,-33.0,28.0,
177436,-33.0,28.0,
177447,-33.0,29.0,
177466,-33.0,29.0,
177476,-33.0,30.0,
177491,-33.0,30.0,
177504,-33.0,31.0,
177532,-33.0,31.0,
177537,-33.0,32.0,
177554,-33.0,32.0,
177571,-33.0,33.0,
177580,-33.0,33.0,
177589,-33.0,34.0,
177601,-33.0,34.0,
177610,-33.0,35.0,
177644,-33.0,35.0,
177658,-33.0,36.0,
177667,-33.0,36.0,
177698,-33.0,38.0,
177709,-33.0,38.0,
177728,-33.0,39.0,
177735,-33.0,39.0,
177747,-33.0,40.0,
177786,-33.0,40.0,
177803,-33.0,41.0,
177820,-33.0,41.0,
177831,-33.0,42.0,
177869,-33.0,42.0,
177878,-33.0,43.0,
177890,-33.0,43.0,
177901,-33.0,44.0,
177911,-33.0,44.0,
177932,-33.0,46.0,
177942,-33.0,46.0,
177943,-33.0,47.0,
177955,-33.0,47.0,
177966,-33.0,49.0,
177978,-33.0,49.0,
177990,-33.0,50.0,
178003,-33.0,50.0,
178016,-33.0,51.0,
178028,-33.0,51.0,
178039,-33.0,52.0,
178087,-33.0,52.0,
178111,-33.0,53.0,
178123,-33.0,53.0,
178136,-33.0,54.0,
178149,-33.0,54.0,
178159,-33.0,55.0,
178170,-33.0,56.0,
178179,-33.0,56.0,
178189,-33.0,57.0,
178200,-33.0,57.0,
178212,-33.0,58.0,
178224,-33.0,58.0,
178235,-33.0,59.0,
178247,-33.0,59.0,
178254,-33.0,60.0,
178265,-33.0,60.0,
178272,-33.0,61.0,
178282,-33.0,61.0,
178289,-33.0,62.0,
178300,-33.0,62.0,
178305,-33.0,63.0,
178313,-33.0,63.0,
178324,-33.0,64.0,
178340,-33.0,64.0,
178347,-33.0,65.0,
178358,-33.0,65.0,
178365,-33.0,66.0,
178378,-33.0,66.0,
178389,-33.0,67.0,
178399,-33.0,67.0,
178410,-33.0,68.0,
178421,-33.0,68.0,
178442,-33.0,69.0,
178452,-33.0,69.0,
178459,-33.0,70.0,
178470,-33.0,70.0,
178479,-33.0,71.0,
178492,-33.0,71.0,
178505,-33.0,72.0,
178517,-33.0,72.0,
178582,-33.0,74.0,
178592,-33.0,74.0,
178594,-33.0,75.0,
178602,-33.0,75.0,
178617,-33.0,76.0,
178626,-33.0,76.0,
178635,-33.0,77.0,
178643,-33.0,77.0,
178653,-33.0,78.0,
178661,-33.0,78.0,
178670,-33.0,79.0,
178678,-33.0,79.0,
178686,-33.0,80.0,
178696,-33.0,80.0,
178704,-33.0,81.0,
178714,-33.0,81.0,
178724,-33.0,82.0,
178736,-33.0,82.0,
178742,-33.0,83.0,
178750,-33.0,83.0,
178758,-33.0,84.0,
178767,-33.0,84.0,
178776,-33.0,85.0,
178785,-33.0,85.0,
178790,-33.0,86.0,
178799,-33.0,87.0,
178805,-33.0,87.0,
178817,-33.0,88.0,
178825,-33.0,88.0,
178834,-33.0,89.0,
178842,-33.0,89.0,
178851,-33.0,90.0,
178861,-33.0,90.0,
178868,-33.0,91.0,
178877,-33.0,91.0,
178886,-33.0,92.0,
178896,-33.0,92.0,
178904,-33.0,93.0,
178913,-33.0,93.0,
178924,-33.0,94.0,
178932,-33.0,94.0,
178939,-33.0,95.0,
178948,-33.0,95.0,
178957,-33.0,96.0,
178964,-33.0,96.0,
178973,-33.0,97.0,
178982,-33.0,97.0,
178991,-33.0,98.0,
179000,-33.0,98.0,
179008,-33.0,100.0,
181034,-33.0,100.0,
181049,-33.0,100.0,
181054,-33.0,100.0,
181066,-33.0,100.0,
181071,-33.0,100.0,
181116,-33.0,100.0,
181119,-33.0,100.0,
181133,-33.0,100.0,
181139,-33.0,100.0,
181150,-33.0,100.0,
181154,-33.0,100.0,
181167,-33.0,100.0,
181172,-33.0,100.0,
181186,-33.0,100.0,
181189,-33.0,100.0,
181218,-33.0,100.0,
181223,-33.0,100.0,
181250,-33.0,100.0,
181267,-33.0,100.0,
181282,-33.0,100.0,
181385,-33.0,100.0,
181399,-33.0,100.0,
181402,-33.0,100.0,
181416,-33.0,100.0,
181419,-33.0,100.0,
181432,-33.0,100.0,
181435,-33.0,100.0,
181449,-33.0,100.0,
181452,-33.0,100.0,
181466,-33.0,100.0,
181470,-33.0,100.0,
181482,-33.0,100.0,
181551,-33.0,100.0,
181566,-33.0,100.0,
181569,-33.0,100.0,
181582,-33.0,100.0,
181586,-33.0,100.0,
181599,-33.0,100.0,
181603,-33.0,100.0,
181616,-33.0,100.0,
181619,-33.0,100.0,
181633,-33.0,100.0,
181637,-33.0,100.0,
181649,-33.0,100.0,
181751,-33.0,100.0,
181766,-33.0,100.0,
181770,-33.0,100.0,
181782,-33.0,100.0,
181787,-33.0,100.0,
181799,-33.0,100.0,
181805,-33.0,100.0,
181816,-33.0,100.0,
181819,-33.0,100.0,
181832,-33.0,100.0,
