,ABIX4VABZUCW3,AN26GE0GN8DP0,AWE3BMS01D2F9
363529,-98.0,-99.0,-98.0
363532,-98.0,-99.0,-98.0
363546,-98.0,-99.0,-98.0
363913,-98.0,-99.0,-98.0
363930,-98.0,-99.0,-98.0
363932,-98.0,-99.0,-98.0
363946,-98.0,-99.0,-98.0
363949,-98.0,-99.0,-98.0
363963,-98.0,-99.0,-98.0
363966,-98.0,-99.0,-98.0
363979,-98.0,-99.0,-98.0
363983,-98.0,-99.0,-98.0
363996,-98.0,-99.0,-98.0
363999,-98.0,-99.0,-98.0
364012,-98.0,-99.0,-98.0
364015,-98.0,-99.0,-98.0
364029,-98.0,-99.0,-98.0
364413,-98.0,-99.0,-98.0
364430,-98.0,-99.0,-98.0
364433,-98.0,-99.0,-98.0
364446,-98.0,-99.0,-98.0
364449,-98.0,-99.0,-98.0
364462,-98.0,-99.0,-98.0
364465,-98.0,-99.0,-98.0
364479,-98.0,-99.0,-98.0
364483,-98.0,-99.0,-98.0
364496,-98.0,-99.0,-98.0
364499,-98.0,-99.0,-98.0
364512,-98.0,-99.0,-98.0
364515,-98.0,-99.0,-98.0
364529,-98.0,-99.0,-98.0
365280,-98.0,-99.0,-98.0
365296,-98.0,-99.0,-98.0
365299,-98.0,-99.0,-98.0
365312,-98.0,-99.0,-98.0
365316,-98.0,-99.0,-98.0
365329,-98.0,-99.0,-98.0
365332,-98.0,-99.0,-98.0
365345,-98.0,-99.0,-98.0
365348,-98.0,-99.0,-98.0
365362,-98.0,-99.0,-98.0
365365,-98.0,-99.0,-98.0
365379,-98.0,-99.0,-98.0
365382,-98.0,-99.0,-98.0
365396,-98.0,-99.0,-98.0
366029,-98.0,-99.0,-98.0
366045,-98.0,-99.0,-98.0
366048,-98.0,-99.0,-98.0
366062,-98.0,-99.0,-98.0
366066,-98.0,-99.0,-98.0
366078,-98.0,-99.0,-98.0
366082,-98.0,-99.0,-98.0
366095,-98.0,-99.0,-98.0
366096,-98.0,-99.0,-98.0
366112,-98.0,-99.0,-98.0
366115,-98.0,-99.0,-98.0
366128,-98.0,-99.0,-98.0
366130,-98.0,-99.0,-98.0
366145,-98.0,-99.0,-98.0
366245,-98.0,-99.0,-98.0
366262,-98.0,-99.0,-98.0
366263,-98.0,-99.0,-98.0
366278,-98.0,-99.0,-98.0
366280,-98.0,-99.0,-98.0
366295,-98.0,-99.0,-98.0
366296,-98.0,-99.0,-98.0
366312,-98.0,-99.0,-98.0
366318,-98.0,-99.0,-98.0
366328,-98.0,-99.0,-98.0
366332,-98.0,-99.0,-98.0
366345,-98.0,-99.0,-98.0
366347,-98.0,-99.0,-98.0
366362,-98.0,-99.0,-98.0
366829,-98.0,-99.0,-98.0
366845,-98.0,-99.0,-98.0
366848,-98.0,-99.0,-98.0
366862,-98.0,-99.0,-98.0
366863,-98.0,-99.0,-98.0
366878,-98.0,-99.0,-98.0
366879,-98.0,-99.0,-98.0
366895,-98.0,-99.0,-98.0
366898,-98.0,-99.0,-98.0
366912,-98.0,-99.0,-98.0
366913,-98.0,-99.0,-98.0
366928,-98.0,-99.0,-98.0
366930,-98.0,-99.0,-98.0
366945,-98.0,-99.0,-98.0
366947,-98.0,-99.0,-98.0
366962,-98.0,-99.0,-98.0
376509,-98.0,-99.0,-98.0
376525,-98.0,-99.0,-98.0
376528,-98.0,-99.0,-98.0
376542,-98.0,-99.0,-98.0
376544,-98.0,-99.0,-98.0
376558,-98.0,-99.0,-98.0
376560,-98.0,-99.0,-98.0
376575,-98.0,-99.0,-98.0
376580,-98.0,-99.0,-98.0
376592,-98.0,-99.0,-98.0
376859,-98.0,-99.0,-98.0
376875,-98.0,-99.0,-98.0
376878,-98.0,-99.0,-98.0
376891,-98.0,-99.0,-98.0
376894,-98.0,-99.0,-98.0
376908,-98.0,-99.0,-98.0
376912,-98.0,-99.0,-98.0
376925,-98.0,-99.0,-98.0
376927,-98.0,-99.0,-98.0
376941,-98.0,-99.0,-98.0
376944,-98.0,-99.0,-98.0
376958,-98.0,-99.0,-98.0
376962,-98.0,-99.0,-98.0
376975,-98.0,-99.0,-98.0
376977,-98.0,-99.0,-98.0
376991,-98.0,-99.0,-98.0
376995,-98.0,-99.0,-98.0
377008,-98.0,-99.0,-98.0
377010,-98.0,-99.0,-98.0
377025,-98.0,-99.0,-98.0
377026,-98.0,-99.0,-98.0
377041,-98.0,-99.0,-98.0
378592,-98.0,-99.0,-98.0
378610,-98.0,-99.0,-98.0
378616,-98.0,-99.0,-98.0
378641,-98.0,-99.0,-98.0
378645,-98.0,-99.0,-98.0
378658,-98.0,-99.0,-98.0
378662,-98.0,-99.0,-98.0
378674,-98.0,-99.0,-98.0
378677,-98.0,-99.0,-98.0
378691,-98.0,-99.0,-98.0
378693,-98.0,-99.0,-98.0
378708,-98.0,-99.0,-98.0
386189,-98.0,-99.0,-98.0
386205,-98.0,-99.0,-98.0
386208,-98.0,-99.0,-98.0
386222,-98.0,-99.0,-98.0
386223,-98.0,-99.0,-98.0
386238,-98.0,-99.0,-98.0
386240,-98.0,-99.0,-98.0
386255,-98.0,-99.0,-98.0
386259,-98.0,-99.0,-98.0
386272,-98.0,-99.0,-98.0
386273,-98.0,-99.0,-98.0
386288,-98.0,-99.0,-98.0
386289,-98.0,-99.0,-98.0
386305,-98.0,-99.0,-98.0
386306,-98.0,-99.0,-98.0
386322,-98.0,-99.0,-98.0
386505,-98.0,-99.0,-98.0
386522,-98.0,-99.0,-98.0
386525,-98.0,-99.0,-98.0
386538,-98.0,-99.0,-98.0
386540,-98.0,-99.0,-98.0
386555,-98.0,-99.0,-98.0
386556,-98.0,-99.0,-98.0
386571,-98.0,-99.0,-98.0
386573,-98.0,-99.0,-98.0
386588,-98.0,-99.0,-98.0
386592,-98.0,-99.0,-98.0
386605,-98.0,-99.0,-98.0
386606,-98.0,-99.0,-98.0
386622,-98.0,-99.0,-98.0
386623,-98.0,-99.0,-98.0
386638,-98.0,-99.0,-98.0
386640,-98.0,-99.0,-98.0
386655,-98.0,-99.0,-98.0
386657,-98.0,-99.0,-98.0
386671,-98.0,-99.0,-98.0
393420,-98.0,-99.0,-98.0
393438,-98.0,-99.0,-98.0
393444,-98.0,-99.0,-98.0
393469,-98.0,-99.0,-98.0
393473,-98.0,-99.0,-98.0
393486,-98.0,-99.0,-98.0
393489,-98.0,-99.0,-98.0
393503,-98.0,-99.0,-98.0
393507,-98.0,-99.0,-98.0
393519,-98.0,-99.0,-98.0
393522,-98.0,-99.0,-98.0
393536,-98.0,-99.0,-98.0
393539,-98.0,-99.0,-98.0
393552,-98.0,-99.0,-98.0
393555,-98.0,-99.0,-98.0
393570,-98.0,-99.0,-98.0
394070,-98.0,-99.0,-98.0
394086,-98.0,-99.0,-98.0
394089,-98.0,-99.0,-98.0
394102,-98.0,-99.0,-98.0
394105,-98.0,-99.0,-98.0
394119,-98.0,-99.0,-98.0
394121,-98.0,-99.0,-98.0
394136,-98.0,-99.0,-98.0
394138,-98.0,-99.0,-98.0
394152,-98.0,-99.0,-98.0
394155,-98.0,-99.0,-98.0
394170,-98.0,-99.0,-98.0
394177,-98.0,-99.0,-98.0
394186,-98.0,-99.0,-98.0
394189,-98.0,-99.0,-98.0
394202,-98.0,-99.0,-98.0
399151,-98.0,-99.0,-98.0
399168,-98.0,-99.0,-98.0
399171,-98.0,-99.0,-98.0
399184,-98.0,-99.0,-98.0
399188,-98.0,-99.0,-98.0
399201,-98.0,-99.0,-98.0
399203,-98.0,-99.0,-98.0
399217,-98.0,-99.0,-98.0
399220,-98.0,-99.0,-98.0
399234,-98.0,-99.0,-98.0
399237,-98.0,-99.0,-98.0
399250,-98.0,-99.0,-98.0
399253,-98.0,-99.0,-98.0
399267,-98.0,-99.0,-98.0
399271,-98.0,-99.0,-98.0
399284,-98.0,-99.0,-98.0
399287,-98.0,-99.0,-98.0
399301,-98.0,-99.0,-98.0
399901,-98.0,-99.0,-98.0
399917,-98.0,-99.0,-98.0
399921,-98.0,-99.0,-98.0
399934,-98.0,-99.0,-98.0
399938,-98.0,-99.0,-98.0
399950,-98.0,-99.0,-98.0
399953,-98.0,-99.0,-98.0
399967,-98.0,-99.0,-98.0
399970,-98.0,-99.0,-98.0
399984,-98.0,-99.0,-98.0
399988,-98.0,-99.0,-98.0
400000,-98.0,-99.0,-98.0
400003,-98.0,-99.0,-98.0
400017,-98.0,-99.0,-98.0
400021,-98.0,-99.0,-98.0
400034,-98.0,-99.0,-98.0
400484,-98.0,-99.0,-98.0
400501,-98.0,-99.0,-98.0
400503,-98.0,-99.0,-98.0
400517,-98.0,-99.0,-98.0
400520,-98.0,-99.0,-98.0
400533,-98.0,-99.0,-98.0
400535,-98.0,-99.0,-98.0
400550,-98.0,-99.0,-98.0
400552,-98.0,-99.0,-98.0
400567,-98.0,-99.0,-98.0
400570,-98.0,-99.0,-98.0
400583,-98.0,-99.0,-98.0
401967,-98.0,-99.0,-98.0
401983,-98.0,-99.0,-98.0
401986,-98.0,-99.0,-98.0
402000,-98.0,-99.0,-98.0
402001,-98.0,-99.0,-98.0
402017,-98.0,-99.0,-98.0
402020,-98.0,-99.0,-98.0
402033,-98.0,-99.0,-98.0
402035,-98.0,-99.0,-98.0
402050,-98.0,-99.0,-98.0
402051,-98.0,-99.0,-98.0
402066,-98.0,-99.0,-98.0
402068,-98.0,-99.0,-98.0
402083,-98.0,-99.0,-98.0
402085,-98.0,-99.0,-98.0
402100,-98.0,-99.0,-98.0
402103,-98.0,-99.0,-98.0
402116,-98.0,-99.0,-98.0
402118,-98.0,-99.0,-98.0
402133,-98.0,-99.0,-98.0
402135,-98.0,-99.0,-98.0
402150,-98.0,-99.0,-98.0
402367,-98.0,-99.0,-98.0
402384,-98.0,-99.0,-98.0
402387,-98.0,-99.0,-98.0
402400,-98.0,-99.0,-98.0
402406,-98.0,-99.0,-98.0
402433,-98.0,-99.0,-98.0
402437,-98.0,-99.0,-98.0
402450,-98.0,-99.0,-98.0
402453,-98.0,-99.0,-98.0
402466,-98.0,-99.0,-98.0
402467,-98.0,-99.0,-98.0
402483,-98.0,-99.0,-98.0
402484,-98.0,-99.0,-98.0
402501,-98.0,-99.0,-98.0
402507,-98.0,-99.0,-98.0
402516,-98.0,-99.0,-98.0
402750,-98.0,-99.0,-98.0
402767,-98.0,-99.0,-98.0
402770,-98.0,-99.0,-98.0
402783,-98.0,-99.0,-98.0
402784,-98.0,-99.0,-98.0
402799,-98.0,-99.0,-98.0
402801,-98.0,-99.0,-98.0
402816,-98.0,-99.0,-98.0
402819,-98.0,-99.0,-98.0
402833,-98.0,-99.0,-98.0
402835,-98.0,-99.0,-98.0
402849,-98.0,-99.0,-98.0
402854,-98.0,-99.0,-98.0
402866,-98.0,-99.0,-98.0
402868,-98.0,-99.0,-98.0
402883,-98.0,-99.0,-98.0
402884,-98.0,-99.0,-98.0
402899,-98.0,-99.0,-98.0
402903,-98.0,-99.0,-98.0
402916,-98.0,-99.0,-98.0
403999,-98.0,-99.0,-98.0
404016,-98.0,-99.0,-98.0
404020,-98.0,-99.0,-98.0
404032,-98.0,-99.0,-98.0
404034,-98.0,-99.0,-98.0
404049,-98.0,-99.0,-98.0
404052,-98.0,-99.0,-98.0
404065,-98.0,-99.0,-98.0
404067,-98.0,-99.0,-98.0
404082,-98.0,-99.0,-98.0
404084,-98.0,-99.0,-98.0
404100,-98.0,-99.0,-98.0
404106,-98.0,-99.0,-98.0
404116,-98.0,-99.0,-98.0
404383,-98.0,-99.0,-98.0
404399,-98.0,-99.0,-98.0
404402,-98.0,-99.0,-98.0
404416,-98.0,-99.0,-98.0
404418,-98.0,-99.0,-98.0
404432,-98.0,-99.0,-98.0
404436,-98.0,-99.0,-98.0
404449,-98.0,-99.0,-98.0
404455,-98.0,-99.0,-98.0
404482,-98.0,-99.0,-98.0
404487,-98.0,-99.0,-98.0
404499,-98.0,-99.0,-98.0
404503,-98.0,-99.0,-98.0
404516,-98.0,-99.0,-98.0
404519,-98.0,-99.0,-98.0
404539,-98.0,-99.0,-97.0
404572,-98.0,-99.0,-95.0
404607,-98.0,-99.0,-93.0
404617,-98.0,-99.0,-92.5
404625,-98.0,-99.0,-92.0
404633,-98.0,-99.0,-91.0
404637,-98.0,-99.0,-90.0
404648,-98.0,-99.0,-89.0
404649,-98.0,-99.0,-88.75
404653,-98.0,-99.0,-88.5
404665,-98.0,-99.0,-88.25
404666,-98.0,-99.0,-88.0
404669,-98.0,-99.0,-87.6
404682,-98.0,-99.0,-87.2
404686,-98.0,-99.0,-86.8
404699,-98.0,-99.0,-86.4
404701,-98.0,-99.0,-86.0
404703,-98.0,-99.0,-86.0
404715,-98.0,-99.0,-86.0
404736,-98.0,-99.0,-86.0
404759,-98.0,-99.0,-85.0
404806,-98.0,-99.0,-82.0
404818,-98.0,-99.0,-81.5
404824,-98.0,-99.0,-81.0
404834,-98.0,-99.0,-80.66666666666667
404837,-98.0,-99.0,-80.33333333333333
404840,-98.0,-99.0,-80.0
404849,-98.0,-99.0,-79.5
404853,-98.0,-99.0,-79.0
404865,-98.0,-99.0,-78.5
404866,-98.0,-99.0,-78.0
404868,-98.0,-99.0,-77.66666666666667
404882,-98.0,-99.0,-77.33333333333333
404884,-98.0,-99.0,-77.0
404899,-98.0,-99.0,-76.66666666666667
404900,-98.0,-99.0,-76.33333333333333
404901,-98.0,-99.0,-76.0
404917,-98.0,-99.0,-76.0
404923,-98.0,-99.0,-76.0
404950,-98.0,-99.0,-76.0
404976,-98.0,-99.0,-76.0
404994,-98.0,-99.0,-75.0
405032,-98.0,-99.0,-74.0
405067,-98.0,-99.0,-73.0
405174,-98.0,-99.0,-73.0
405222,-98.0,-99.0,-72.0
405260,-98.0,-99.0,-72.0
405279,-98.0,-99.0,-71.0
405318,-98.0,-99.0,-70.0
405384,-98.0,-99.0,-70.0
405401,-98.0,-99.0,-70.0
405406,-98.0,-99.0,-70.0
405433,-98.0,-99.0,-70.0
405442,-98.0,-99.0,-70.0
405465,-98.0,-99.0,-70.0
405470,-98.0,-99.0,-70.0
405482,-98.0,-99.0,-70.0
405486,-98.0,-99.0,-70.0
405499,-98.0,-99.0,-70.0
405503,-98.0,-99.0,-70.0
405516,-98.0,-99.0,-70.0
405827,-98.0,-99.0,-70.0
405848,-98.0,-99.0,-69.0
405885,-98.0,-99.0,-69.0
405896,-98.0,-99.0,-68.0
405919,-98.0,-99.0,-68.0
405925,-98.0,-99.0,-67.0
405955,-98.0,-99.0,-66.0
406198,-98.0,-99.0,-66.0
406215,-98.0,-99.0,-66.0
406218,-98.0,-99.0,-66.0
406232,-98.0,-99.0,-66.0
406233,-98.0,-99.0,-66.0
406248,-98.0,-99.0,-66.0
406250,-98.0,-99.0,-66.0
406265,-98.0,-99.0,-66.0
406269,-98.0,-99.0,-66.0
406282,-98.0,-99.0,-66.0
406288,-98.0,-99.0,-66.0
406316,-98.0,-99.0,-66.0
406322,-98.0,-99.0,-66.0
406349,-98.0,-99.0,-66.0
406566,-98.0,-99.0,-66.0
406583,-98.0,-99.0,-66.0
406586,-98.0,-99.0,-66.0
406598,-98.0,-99.0,-66.0
406602,-98.0,-99.0,-66.0
406615,-98.0,-99.0,-66.0
406617,-98.0,-99.0,-66.0
406631,-98.0,-99.0,-66.0
406633,-98.0,-99.0,-66.0
406648,-98.0,-99.0,-66.0
406650,-98.0,-99.0,-66.0
406665,-98.0,-99.0,-66.0
406669,-98.0,-99.0,-66.0
406681,-98.0,-99.0,-66.0
406998,-98.0,-99.0,-66.0
407015,-98.0,-99.0,-66.0
407019,-98.0,-99.0,-66.0
407031,-98.0,-99.0,-66.0
407033,-98.0,-99.0,-66.0
407048,-98.0,-99.0,-66.0
407050,-98.0,-99.0,-66.0
407065,-98.0,-99.0,-66.0
407068,-98.0,-99.0,-66.0
407082,-98.0,-99.0,-66.0
407083,-98.0,-99.0,-66.0
407098,-98.0,-99.0,-66.0
407102,-98.0,-99.0,-66.0
407114,-98.0,-99.0,-66.0
407116,-98.0,-99.0,-66.0
407131,-98.0,-99.0,-66.0
407648,-98.0,-99.0,-66.0
407665,-98.0,-99.0,-66.0
407669,-98.0,-99.0,-66.0
407681,-98.0,-99.0,-66.0
407685,-98.0,-99.0,-66.0
407699,-98.0,-99.0,-66.0
407705,-98.0,-99.0,-66.0
407731,-98.0,-99.0,-66.0
407734,-98.0,-99.0,-66.0
407748,-98.0,-99.0,-66.0
407751,-98.0,-99.0,-66.0
407764,-98.0,-99.0,-66.0
407768,-98.0,-99.0,-66.0
407781,-98.0,-99.0,-66.0
407783,-98.0,-99.0,-66.0
407798,-98.0,-99.0,-66.0
409219,-98.0,-99.0,-66.0
409257,-98.0,-99.0,-68.0
409289,-98.0,-99.0,-70.0
409324,-98.0,-99.0,-72.0
409349,-98.0,-99.0,-75.0
409365,-98.0,-99.0,-76.0
409403,-98.0,-99.0,-78.0
409471,-98.0,-99.0,-78.0
409507,-98.0,-99.0,-79.0
409526,-98.0,-99.0,-80.0
409531,-98.0,-99.0,-81.0
409549,-98.0,-99.0,-82.0
409566,-98.0,-99.0,-83.0
409585,-98.0,-99.0,-83.0
409601,-98.0,-99.0,-84.0
409618,-98.0,-99.0,-85.0
409723,-98.0,-99.0,-85.0
409743,-98.0,-99.0,-86.0
409759,-98.0,-99.0,-87.0
409767,-98.0,-99.0,-88.0
409782,-98.0,-99.0,-89.0
409801,-98.0,-99.0,-90.0
409817,-98.0,-99.0,-91.0
409831,-98.0,-99.0,-91.5
409837,-98.0,-99.0,-92.0
409847,-98.0,-99.0,-92.33333333333333
409850,-98.0,-99.0,-92.66666666666667
409852,-98.0,-99.0,-93.0
409864,-98.0,-99.0,-93.0
409868,-98.0,-99.0,-93.0
409880,-98.0,-99.0,-93.0
409882,-98.0,-99.0,-93.0
409897,-98.0,-99.0,-93.0
409898,-98.0,-99.0,-93.0
409914,-98.0,-99.0,-93.0
409918,-98.0,-99.0,-93.0
409930,-98.0,-99.0,-93.0
409933,-98.0,-99.0,-93.0
409947,-98.0,-99.0,-93.0
409951,-98.0,-99.0,-93.0
409964,-98.0,-99.0,-93.0
409965,-98.0,-99.0,-93.0
409980,-98.0,-99.0,-93.0
410157,-98.0,-99.0,-93.0
410177,-98.0,-99.0,-94.0
410194,-98.0,-99.0,-94.0
410215,-98.0,-99.0,-96.0
410239,-98.0,-99.0,-96.0
410258,-98.0,-99.0,-97.0
410280,-98.0,-99.0,-97.0
410297,-98.0,-99.0,-98.0
410329,-98.0,-99.0,-99.0
410680,-98.0,-99.0,-99.0
410697,-98.0,-99.0,-99.0
410700,-98.0,-99.0,-99.0
410713,-98.0,-99.0,-99.0
410715,-98.0,-99.0,-99.0
410730,-98.0,-99.0,-99.0
410732,-98.0,-99.0,-99.0
410747,-98.0,-99.0,-99.0
410750,-98.0,-99.0,-99.0
410764,-98.0,-99.0,-99.0
410770,-98.0,-99.0,-99.0
410780,-98.0,-99.0,-99.0
410783,-98.0,-99.0,-99.0
410797,-98.0,-99.0,-99.0
410799,-98.0,-99.0,-99.0
410813,-98.0,-99.0,-99.0
419428,-98.0,-99.0,-99.0
419444,-98.0,-99.0,-99.0
419447,-98.0,-99.0,-99.0
419460,-98.0,-99.0,-99.0
419462,-98.0,-99.0,-99.0
419477,-98.0,-99.0,-99.0
419479,-98.0,-99.0,-99.0
419494,-98.0,-99.0,-99.0
419496,-98.0,-99.0,-99.0
419510,-98.0,-99.0,-99.0
419512,-98.0,-99.0,-99.0
419527,-98.0,-99.0,-99.0
419531,-98.0,-99.0,-99.0
419544,-98.0,-99.0,-99.0
438552,-98.0,-99.0,-99.0
438553,-98.0,-99.0,-99.0
438568,-98.0,-99.0,-99.0
438602,-98.0,-99.0,-99.0
438612,-98.0,-99.0,-99.0
438651,-98.0,-99.0,-99.0
438659,-98.0,-99.0,-99.0
438697,-98.0,-99.0,-99.0
438707,-98.0,-99.0,-99.0
438835,-98.0,-99.0,-99.0
438844,-98.0,-99.0,-99.0
438878,-98.0,-99.0,-99.0
438886,-98.0,-99.0,-99.0
438925,-98.0,-99.0,-99.0
438934,-98.0,-99.0,-99.0
439064,-98.0,-99.0,-99.0
439075,-98.0,-99.0,-99.0
439108,-98.0,-99.0,-99.0
439118,-98.0,-99.0,-99.0
439151,-98.0,-99.0,-99.0
439161,-98.0,-99.0,-99.0
439264,-98.0,-99.0,-99.0
439273,-98.0,-99.0,-99.0
439289,-98.0,-99.0,-99.0
439298,-98.0,-99.0,-99.0
439346,-98.0,-99.0,-99.0
439356,-98.0,-99.0,-99.0
439371,-98.0,-99.0,-99.0
439391,-98.0,-99.0,-99.0
439515,-98.0,-99.0,-99.0
439538,-98.0,-99.0,-99.0
439554,-98.0,-99.0,-99.0
439574,-98.0,-99.0,-99.0
439616,-98.0,-99.0,-99.0
439629,-98.0,-99.0,-99.0
439730,-98.0,-99.0,-99.0
439733,-98.0,-99.0,-99.0
439780,-98.0,-99.0,-99.0
439792,-98.0,-99.0,-99.0
439834,-98.0,-99.0,-99.0
439847,-98.0,-99.0,-99.0
439942,-98.0,-99.0,-99.0
439953,-98.0,-99.0,-99.0
439991,-98.0,-99.0,-99.0
440002,-98.0,-99.0,-99.0
440155,-98.0,-99.0,-99.0
440156,-98.0,-99.0,-99.0
440197,-98.0,-99.0,-99.0
440207,-98.0,-99.0,-99.0
440253,-98.0,-99.0,-99.0
440268,-98.0,-99.0,-99.0
440370,-98.0,-99.0,-99.0
440381,-98.0,-99.0,-99.0
440424,-98.0,-99.0,-99.0
440438,-98.0,-99.0,-99.0
440586,-98.0,-99.0,-99.0
440589,-98.0,-99.0,-99.0
440602,-98.0,-99.0,-99.0
440604,-98.0,-99.0,-99.0
440607,-98.0,-99.0,-99.0
440621,-98.0,-99.0,-99.0
440624,-98.0,-99.0,-99.0
440627,-98.0,-99.0,-99.0
440637,-98.0,-99.0,-99.0
440639,-98.0,-99.0,-99.0
440647,-98.0,-99.0,-99.0
440653,-98.0,-99.0,-99.0
440655,-98.0,-99.0,-99.0
440656,-98.0,-99.0,-99.0
440666,-98.0,-99.0,-99.0
440671,-98.0,-99.0,-99.0
440674,-98.0,-99.0,-99.0
440676,-98.0,-99.0,-99.0
440687,-98.0,-99.0,-99.0
440699,-98.0,-99.0,-99.0
440710,-98.0,-99.0,-99.0
440809,-98.0,-99.0,-99.0
440823,-98.0,-99.0,-99.0
440830,-98.0,-99.0,-99.0
440839,-98.0,-99.0,-99.0
440849,-98.0,-99.0,-99.0
440855,-98.0,-99.0,-99.0
440866,-98.0,-99.0,-99.0
440875,-98.0,-99.0,-99.0
440882,-98.0,-99.0,-99.0
440892,-98.0,-99.0,-99.0
440899,-98.0,-99.0,-99.0
440909,-98.0,-99.0,-99.0
441013,-98.0,-99.0,-99.0
441021,-98.0,-99.0,-99.0
441030,-98.0,-99.0,-99.0
441038,-98.0,-99.0,-99.0
441047,-98.0,-99.0,-99.0
441055,-98.0,-99.0,-99.0
441064,-98.0,-99.0,-99.0
441074,-98.0,-99.0,-99.0
441082,-98.0,-99.0,-99.0
441093,-98.0,-99.0,-99.0
441215,-98.0,-99.0,-99.0
441221,-98.0,-99.0,-99.0
441231,-98.0,-99.0,-99.0
441239,-98.0,-99.0,-99.0
441247,-98.0,-99.0,-99.0
441255,-98.0,-99.0,-99.0
441265,-98.0,-99.0,-99.0
441273,-98.0,-99.0,-99.0
441282,-98.0,-99.0,-99.0
441291,-98.0,-99.0,-99.0
441314,-98.0,-99.0,-99.0
441325,-98.0,-99.0,-99.0
441435,-98.0,-99.0,-99.0
441438,-98.0,-99.0,-99.0
441446,-98.0,-99.0,-99.0
441454,-98.0,-99.0,-99.0
441463,-98.0,-99.0,-99.0
441471,-98.0,-99.0,-99.0
441482,-98.0,-99.0,-99.0
441490,-98.0,-99.0,-99.0
441500,-98.0,-99.0,-99.0
441508,-98.0,-99.0,-99.0
441633,-98.0,-99.0,-99.0
441638,-98.0,-99.0,-99.0
441646,-98.0,-99.0,-99.0
441653,-98.0,-99.0,-99.0
441664,-98.0,-99.0,-99.0
441671,-98.0,-99.0,-99.0
441695,-98.0,-99.0,-99.0
441706,-98.0,-99.0,-99.0
444303,-98.0,-99.0,-99.0
444319,-98.0,-99.0,-99.0
444322,-98.0,-99.0,-99.0
444335,-98.0,-99.0,-99.0
444337,-98.0,-99.0,-99.0
444353,-98.0,-99.0,-99.0
482406,-98.0,-99.0,-99.0
482423,-98.0,-99.0,-99.0
482426,-98.0,-99.0,-99.0
482439,-98.0,-99.0,-99.0
482442,-98.0,-99.0,-99.0
482456,-98.0,-99.0,-99.0
482462,-98.0,-99.0,-99.0
482472,-98.0,-99.0,-99.0
482476,-98.0,-99.0,-99.0
482490,-98.0,-99.0,-99.0
482495,-98.0,-99.0,-99.0
482506,-98.0,-99.0,-99.0
482510,-98.0,-99.0,-99.0
482522,-98.0,-99.0,-99.0
482525,-98.0,-99.0,-99.0
482540,-98.0,-99.0,-99.0
483206,-98.0,-99.0,-99.0
483223,-98.0,-99.0,-99.0
483226,-98.0,-99.0,-99.0
483239,-98.0,-99.0,-99.0
483242,-98.0,-99.0,-99.0
483256,-98.0,-99.0,-99.0
483259,-98.0,-99.0,-99.0
483272,-98.0,-99.0,-99.0
483275,-98.0,-99.0,-99.0
483289,-98.0,-99.0,-99.0
483292,-98.0,-99.0,-99.0
483305,-98.0,-99.0,-99.0
483308,-98.0,-99.0,-99.0
483322,-98.0,-99.0,-99.0
496768,-98.0,-99.0,-99.0
496785,-98.0,-99.0,-99.0
496788,-98.0,-99.0,-99.0
496801,-98.0,-99.0,-99.0
496803,-98.0,-99.0,-99.0
496818,-98.0,-99.0,-99.0
496819,-98.0,-99.0,-99.0
496834,-98.0,-99.0,-99.0
496838,-98.0,-99.0,-99.0
496851,-98.0,-99.0,-99.0
496852,-98.0,-99.0,-99.0
496868,-98.0,-99.0,-99.0
497384,-98.0,-99.0,-99.0
497401,-98.0,-99.0,-99.0
497404,-98.0,-99.0,-99.0
497418,-98.0,-99.0,-99.0
497425,-98.0,-99.0,-99.0
497451,-98.0,-99.0,-99.0
497455,-98.0,-99.0,-99.0
497468,-98.0,-99.0,-99.0
499268,-98.0,-99.0,-99.0
499284,-98.0,-99.0,-99.0
499287,-98.0,-99.0,-99.0
499301,-98.0,-99.0,-99.0
499308,-98.0,-99.0,-99.0
499333,-98.0,-99.0,-99.0
502256,-98.0,-99.0,-99.0
502279,-98.0,-99.0,-99.0
502321,-98.0,-99.0,-99.0
502333,-98.0,-99.0,-99.0
502349,-98.0,-99.0,-99.0
502366,-98.0,-99.0,-99.0
502391,-98.0,-99.0,-99.0
502404,-98.0,-99.0,-99.0
502431,-98.0,-99.0,-99.0
502446,-98.0,-99.0,-99.0
502474,-98.0,-99.0,-99.0
502489,-98.0,-99.0,-99.0
502514,-98.0,-99.0,-99.0
502526,-98.0,-99.0,-99.0
502553,-98.0,-99.0,-99.0
502564,-98.0,-99.0,-99.0
502576,-98.0,-99.0,-99.0
502597,-98.0,-99.0,-99.0
502609,-98.0,-99.0,-99.0
502637,-98.0,-99.0,-99.0
502653,-98.0,-99.0,-99.0
502678,-98.0,-99.0,-99.0
502690,-98.0,-99.0,-99.0
502718,-98.0,-99.0,-99.0
502730,-98.0,-99.0,-99.0
502757,-98.0,-99.0,-99.0
502769,-98.0,-99.0,-99.0
502789,-98.0,-99.0,-99.0
502801,-98.0,-99.0,-99.0
502830,-98.0,-99.0,-99.0
502842,-98.0,-99.0,-99.0
502851,-98.0,-99.0,-99.0
502865,-98.0,-99.0,-99.0
502892,-98.0,-99.0,-99.0
502906,-98.0,-99.0,-99.0
502916,-98.0,-99.0,-99.0
502930,-98.0,-99.0,-99.0
504573,-98.0,-99.0,-99.0
504592,-98.0,-99.0,-99.0
