,AOEGJLWFISOZQ,AJE5OG666CBAC,ACOUEGRDJO7B6,A2LV5432PV1S3
99679,-100.0,,-100.0,-100.0
99695,-100.0,,-100.0,-100.0
99710,-100.0,,-100.0,-100.0
99727,-100.0,,-100.0,-100.0
99744,-100.0,,-100.0,-100.0
99761,-100.0,,-100.0,-100.0
99777,-100.0,,-100.0,-100.0
99795,-100.0,,-100.0,-100.0
99810,-100.0,,-100.0,-100.0
99825,-100.0,,-100.0,-100.0
99844,-100.0,,-100.0,-100.0
99860,-100.0,,-100.0,-100.0
99877,-100.0,,-100.0,-100.0
99894,-100.0,,-100.0,-100.0
99914,-100.0,,-100.0,-100.0
99927,-100.0,,-100.0,-100.0
99944,-100.0,,-100.0,-100.0
99960,-100.0,,-100.0,-100.0
99977,-100.0,,-100.0,-100.0
99994,-100.0,,-100.0,-100.0
100010,-100.0,,-100.0,-100.0
100026,-100.0,,-100.0,-100.0
100047,-100.0,,-100.0,-100.0
100062,-100.0,,-100.0,-100.0
100081,-100.0,,-100.0,-100.0
100096,-100.0,,-100.0,-100.0
100117,-100.0,,-100.0,-100.0
100148,-100.0,,-100.0,-100.0
100228,-100.0,,-100.0,-100.0
100246,-100.0,,-100.0,-100.0
100287,-100.0,,-100.0,-100.0
100298,-100.0,,-100.0,-100.0
100325,-100.0,,-100.0,-100.0
100335,-100.0,,-100.0,-100.0
100349,-100.0,,-100.0,-100.0
100360,-100.0,,-100.0,-100.0
100389,-100.0,,-100.0,-100.0
100400,-100.0,,-100.0,-100.0
100420,-100.0,,-100.0,-100.0
100430,-100.0,,-100.0,-100.0
100478,-100.0,,-100.0,-100.0
100490,-100.0,,-100.0,-100.0
100513,-100.0,,-100.0,-100.0
100556,-100.0,,-100.0,-100.0
100573,-100.0,,-100.0,-100.0
100581,-100.0,,-100.0,-100.0
100599,-100.0,,-100.0,-100.0
100609,-100.0,,-100.0,-100.0
100628,-100.0,,-100.0,-100.0
100644,-100.0,,-100.0,-100.0
100660,-100.0,,-100.0,-100.0
100675,-100.0,,-100.0,-100.0
100692,-100.0,,-100.0,-100.0
100709,-100.0,,-100.0,-100.0
100729,-100.0,,-100.0,-100.0
100745,-100.0,,-100.0,-100.0
100760,-100.0,,-100.0,-100.0
100776,-100.0,,-100.0,-100.0
100793,-100.0,,-100.0,-100.0
100822,-100.0,,-100.0,-100.0
100830,-100.0,,-100.0,-100.0
100849,-100.0,,-100.0,-100.0
100861,-100.0,,-100.0,-100.0
100876,-100.0,,-100.0,-100.0
100893,-100.0,,-100.0,-100.0
100909,-100.0,,-100.0,-100.0
100925,-100.0,,-100.0,-100.0
100944,-100.0,,-100.0,-100.0
100961,-100.0,,-100.0,-100.0
100978,-100.0,,-100.0,-100.0
100993,-100.0,,-100.0,-100.0
101009,-100.0,,-100.0,-100.0
101025,-100.0,,-100.0,-100.0
103564,-100.0,,-100.0,-100.0
103580,-100.0,,-100.0,-100.0
103595,-100.0,,-100.0,-100.0
103610,-100.0,,-100.0,-100.0
103626,-100.0,,-100.0,-100.0
103640,-100.0,,-100.0,-100.0
103655,-100.0,,-100.0,-100.0
103670,-100.0,,-100.0,-100.0
103685,-100.0,,-100.0,-100.0
104170,-100.0,,-100.0,-100.0
104186,-100.0,,-100.0,-100.0
104201,-100.0,,-100.0,-100.0
104216,-100.0,,-100.0,-100.0
104231,-100.0,,-100.0,-100.0
107606,-100.0,,-100.0,-100.0
107620,-100.0,,-100.0,-100.0
107622,-100.0,,-100.0,-100.0
107645,-100.0,,-100.0,-100.0
107647,-100.0,,-100.0,-100.0
107660,-100.0,,-100.0,-100.0
107662,-100.0,,-100.0,-100.0
107677,-100.0,,-100.0,-100.0
107679,-100.0,,-100.0,-100.0
107692,-100.0,,-100.0,-100.0
107694,-100.0,,-100.0,-100.0
107706,-100.0,,-100.0,-100.0
107708,-100.0,,-100.0,-100.0
107721,-100.0,,-100.0,-100.0
107723,-100.0,,-100.0,-100.0
107737,-100.0,,-100.0,-100.0
107739,-100.0,,-100.0,-100.0
107752,-100.0,,-100.0,-100.0
107754,-100.0,,-100.0,-100.0
107779,-100.0,,-100.0,-100.0
107781,-100.0,,-100.0,-100.0
107795,-100.0,,-100.0,-100.0
107796,-100.0,,-100.0,-100.0
107810,-100.0,,-100.0,-100.0
107811,-100.0,,-100.0,-100.0
107825,-100.0,,-100.0,-100.0
108735,-100.0,,-100.0,-100.0
108768,-100.0,,-100.0,-100.0
108822,-100.0,,-100.0,-100.0
108855,-100.0,,-100.0,-100.0
108895,-100.0,,-100.0,-100.0
108914,-100.0,,-100.0,-100.0
108991,-100.0,,-100.0,-100.0
109018,-100.0,,-100.0,-100.0
109083,-100.0,,-100.0,-100.0
109110,-100.0,,-100.0,-100.0
109201,-100.0,,-100.0,-100.0
109219,-100.0,,-100.0,-100.0
109304,-100.0,,-100.0,-100.0
109321,-100.0,,-100.0,-100.0
109327,-100.0,,-100.0,-100.0
109332,-100.0,,-100.0,-100.0
109345,-100.0,,-100.0,-100.0
109348,-100.0,,-100.0,-100.0
109358,-100.0,,-100.0,-100.0
109361,-100.0,,-100.0,-100.0
109363,-100.0,,-100.0,-100.0
109375,-100.0,,-100.0,-100.0
109377,-100.0,,-100.0,-100.0
109392,-100.0,,-100.0,-100.0
109395,-100.0,,-100.0,-100.0
109408,-100.0,,-100.0,-100.0
109411,-100.0,,-100.0,-100.0
109444,-100.0,,-100.0,-100.0
109529,-100.0,,-100.0,-100.0
109537,-100.0,,-100.0,-100.0
109559,-100.0,,-100.0,-100.0
109573,-100.0,,-100.0,-100.0
109602,-100.0,,-100.0,-100.0
109612,-100.0,,-100.0,-100.0
109619,-100.0,,-100.0,-100.0
109644,-100.0,,-100.0,-100.0
109657,-100.0,,-100.0,-100.0
109670,-100.0,,-100.0,-100.0
109699,-100.0,,-100.0,-100.0
109708,-100.0,,-100.0,-100.0
109743,-100.0,,-100.0,-100.0
109795,-100.0,,-100.0,-100.0
109808,-100.0,,-100.0,-100.0
109825,-100.0,,-100.0,-100.0
109839,-100.0,,-100.0,-100.0
109856,-100.0,,-100.0,-100.0
109884,-100.0,,-100.0,-100.0
109898,-100.0,,-100.0,-100.0
109914,-100.0,,-100.0,-100.0
109931,-100.0,,-100.0,-100.0
109947,-100.0,,-100.0,-100.0
109966,-100.0,,-100.0,-100.0
109969,-100.0,,-100.0,-100.0
109983,-100.0,,-100.0,-100.0
109989,-100.0,,-100.0,-100.0
109998,-100.0,,-100.0,-100.0
110015,-100.0,,-100.0,-100.0
110020,-100.0,,-100.0,-100.0
110036,-100.0,,-100.0,-100.0
110052,-100.0,,-100.0,-100.0
110059,-100.0,,-100.0,-100.0
110068,-100.0,,-100.0,-100.0
110070,-100.0,,-100.0,-100.0
110082,-100.0,,-100.0,-100.0
110102,-100.0,,-100.0,-100.0
110123,-100.0,,-100.0,-100.0
110132,-100.0,,-100.0,-100.0
110154,-100.0,,-100.0,-100.0
110167,-100.0,,-100.0,-100.0
110183,-100.0,,-100.0,-100.0
110198,-100.0,,-100.0,-100.0
110215,-100.0,,-100.0,-100.0
110231,-100.0,,-100.0,-100.0
110250,-100.0,,-100.0,-100.0
110264,-100.0,,-100.0,-100.0
110283,-100.0,,-100.0,-100.0
110301,-100.0,,-100.0,-100.0
110326,-100.0,,-100.0,-100.0
110334,-100.0,,-100.0,-100.0
110349,-100.0,,-100.0,-100.0
110365,-100.0,,-100.0,-100.0
110384,-100.0,,-100.0,-100.0
110399,-100.0,,-100.0,-100.0
110416,-100.0,,-100.0,-100.0
110436,-100.0,,-100.0,-100.0
110446,-100.0,,-100.0,-100.0
110464,-100.0,,-100.0,-100.0
110483,-100.0,,-100.0,-100.0
110510,-100.0,,-100.0,-100.0
110517,-100.0,,-100.0,-100.0
110532,-100.0,,-100.0,-100.0
110550,-100.0,,-100.0,-100.0
110566,-100.0,,-100.0,-100.0
110755,-100.0,,-100.0,-100.0
110768,-100.0,,-100.0,-100.0
110770,-100.0,,-100.0,-100.0
110772,-100.0,,-100.0,-100.0
110788,-100.0,,-100.0,-100.0
110794,-100.0,,-100.0,-100.0
110796,-100.0,,-100.0,-100.0
110810,-100.0,,-100.0,-100.0
110813,-100.0,,-100.0,-100.0
110820,-100.0,,-100.0,-100.0
110825,-100.0,,-100.0,-100.0
110828,-100.0,,-100.0,-100.0
110836,-100.0,,-100.0,-100.0
110841,-100.0,,-100.0,-100.0
110842,-100.0,,-100.0,-100.0
110853,-100.0,,-100.0,-100.0
110857,-100.0,,-100.0,-100.0
110858,-100.0,,-100.0,-100.0
110872,-100.0,,-100.0,-100.0
110874,-100.0,,-100.0,-100.0
110887,-100.0,,-100.0,-100.0
110889,-100.0,,-100.0,-100.0
110912,-100.0,,-100.0,-100.0
110913,-100.0,,-100.0,-100.0
110930,-100.0,,-100.0,-100.0
110932,-100.0,,-100.0,-100.0
110944,-100.0,,-100.0,-100.0
110945,-100.0,,-100.0,-100.0
110959,-100.0,,-100.0,-100.0
110961,-100.0,,-100.0,-100.0
110975,-100.0,,-100.0,-100.0
110990,-100.0,,-100.0,-100.0
110992,-100.0,,-100.0,-100.0
111005,-100.0,,-100.0,-100.0
111007,-100.0,,-100.0,-100.0
111019,-100.0,,-100.0,-100.0
111021,-100.0,,-100.0,-100.0
111036,-100.0,,-100.0,-100.0
111038,-100.0,,-100.0,-100.0
111062,-100.0,,-100.0,-100.0
111065,-100.0,,-100.0,-100.0
111076,-100.0,,-100.0,-100.0
111353,-100.0,,-100.0,-100.0
111372,-100.0,,-100.0,-100.0
111402,-100.0,,-100.0,-100.0
111419,-100.0,,-100.0,-100.0
111437,-100.0,,-100.0,-100.0
111457,-100.0,,-100.0,-100.0
111474,-100.0,,-100.0,-100.0
111489,-100.0,,-100.0,-100.0
111739,-100.0,,-100.0,-100.0
111755,-100.0,,-100.0,-100.0
111770,-100.0,,-100.0,-100.0
111789,-100.0,,-100.0,-100.0
111806,-100.0,,-100.0,-100.0
111822,-100.0,,-100.0,-100.0
111838,-100.0,,-100.0,-100.0
111856,-100.0,,-100.0,-100.0
111872,-100.0,,-100.0,-100.0
112130,-100.0,,-100.0,-100.0
112157,-100.0,,-100.0,-100.0
112202,-100.0,,-100.0,-100.0
112208,-100.0,,-100.0,-100.0
112235,-100.0,,-100.0,-100.0
112258,-100.0,,-100.0,-100.0
112277,-100.0,,-100.0,-100.0
112307,-100.0,,-100.0,-100.0
112341,-100.0,,-100.0,-100.0
112389,-100.0,,-100.0,-100.0
112414,-100.0,,-100.0,-100.0
112436,-100.0,,-100.0,-100.0
112464,-100.0,,-100.0,-100.0
112506,-100.0,,-100.0,-100.0
112519,-100.0,,-100.0,-100.0
112539,-100.0,,-100.0,-100.0
112552,-100.0,,-100.0,-100.0
112556,-100.0,,-100.0,-100.0
112570,-100.0,,-100.0,-100.0
112588,-100.0,,-100.0,-100.0
112608,-100.0,,-100.0,-100.0
112665,-100.0,,-100.0,-100.0
112714,-100.0,,-100.0,-100.0
112734,-100.0,,-100.0,-100.0
112770,-100.0,,-100.0,-100.0
112850,-100.0,,-100.0,-100.0
112914,-100.0,,-100.0,-100.0
112979,-100.0,,-100.0,-100.0
113005,-100.0,,-100.0,-100.0
113071,-100.0,,-100.0,-100.0
113133,-100.0,,-100.0,-100.0
113204,-100.0,,-100.0,-100.0
114691,-100.0,,-100.0,-100.0
114708,-100.0,,-99.0,-100.0
114710,-100.0,,-99.0,-100.0
114724,-100.0,,-98.0,-100.0
114725,-100.0,,-98.0,-100.0
114741,-100.0,,-97.0,-100.0
114742,-100.0,,-97.0,-100.0
114757,-100.0,,-96.0,-100.0
114758,-100.0,,-96.0,-100.0
114773,-100.0,,-95.0,-100.0
114874,-100.0,,-95.0,-100.0
114890,-100.0,,-96.0,-100.0
114892,-100.0,,-96.0,-100.0
114906,-100.0,,-97.0,-100.0
114909,-100.0,,-97.0,-100.0
114924,-100.0,,-99.0,-100.0
114925,-100.0,,-99.0,-100.0
114940,-100.0,,-100.0,-100.0
115558,-100.0,,-100.0,-100.0
115577,-100.0,,-100.0,-100.0
115603,-100.0,,-100.0,-100.0
115622,-100.0,,-100.0,-100.0
115666,-100.0,,-100.0,-100.0
115676,-100.0,,-100.0,-100.0
115699,-100.0,,-100.0,-100.0
115722,-100.0,,-100.0,-100.0
115743,-100.0,,-100.0,-100.0
115764,-100.0,,-100.0,-100.0
115785,-100.0,,-100.0,-100.0
115804,-100.0,,-100.0,-100.0
115822,-100.0,,-100.0,-100.0
115858,-100.0,,-100.0,-100.0
115870,-100.0,,-100.0,-100.0
115949,-100.0,,-100.0,-100.0
116012,-100.0,,-100.0,-100.0
116075,-100.0,,-100.0,-100.0
116132,-100.0,,-100.0,-100.0
116154,-100.0,,-100.0,-100.0
116518,-100.0,,-100.0,-100.0
116588,-100.0,,-100.0,-100.0
116648,-100.0,,-100.0,-100.0
116664,-100.0,,-100.0,-100.0
116686,-100.0,,-100.0,-100.0
116703,-100.0,,-100.0,-100.0
116721,-100.0,,-100.0,-100.0
116744,-100.0,,-100.0,-100.0
116789,-100.0,,-100.0,-100.0
116821,-100.0,,-100.0,-100.0
116858,-100.0,,-100.0,-100.0
116871,-100.0,,-100.0,-100.0
116895,-100.0,,-100.0,-100.0
116908,-100.0,,-100.0,-100.0
116925,-100.0,,-100.0,-100.0
116949,-100.0,,-100.0,-100.0
116968,-100.0,,-100.0,-100.0
116986,-100.0,,-100.0,-100.0
117015,-100.0,,-100.0,-100.0
117029,-100.0,,-100.0,-100.0
117049,-100.0,,-100.0,-100.0
117085,-100.0,,-100.0,-100.0
117116,-100.0,,-100.0,-100.0
117134,-100.0,,-100.0,-100.0
117146,-100.0,,-100.0,-100.0
117159,-100.0,,-100.0,-100.0
117172,-100.0,,-100.0,-100.0
117192,-100.0,,-100.0,-100.0
117205,-100.0,,-100.0,-100.0
117224,-100.0,,-100.0,-100.0
117240,-100.0,,-100.0,-100.0
117256,-100.0,,-100.0,-100.0
117273,-100.0,,-100.0,-100.0
117290,-100.0,,-100.0,-100.0
117305,-100.0,,-100.0,-100.0
117324,-100.0,,-100.0,-100.0
117340,-100.0,,-100.0,-100.0
117357,-100.0,,-100.0,-100.0
117391,-100.0,,-100.0,-100.0
117400,-100.0,,-100.0,-100.0
117411,-100.0,,-100.0,-100.0
117424,-100.0,,-100.0,-100.0
117442,-100.0,,-100.0,-100.0
117456,-100.0,,-100.0,-100.0
117473,-100.0,,-100.0,-100.0
117488,-100.0,,-100.0,-100.0
117508,-100.0,,-100.0,-100.0
117524,-100.0,,-100.0,-100.0
117540,-100.0,,-100.0,-100.0
117556,-100.0,,-100.0,-100.0
117576,-100.0,,-100.0,-100.0
117589,-100.0,,-100.0,-100.0
117605,-100.0,,-100.0,-100.0
117624,-100.0,,-100.0,-100.0
117640,-100.0,,-100.0,-100.0
117657,-100.0,,-100.0,-100.0
117678,-100.0,,-100.0,-100.0
117694,-100.0,,-100.0,-100.0
117710,-100.0,,-100.0,-100.0
117727,-100.0,,-100.0,-100.0
117741,-100.0,,-100.0,-100.0
117756,-100.0,,-100.0,-100.0
117776,-100.0,,-100.0,-100.0
117790,-100.0,,-100.0,-100.0
117805,-100.0,,-100.0,-100.0
117821,-100.0,,-100.0,-100.0
117844,-100.0,,-100.0,-100.0
117858,-100.0,,-100.0,-100.0
117872,-100.0,,-100.0,-100.0
117895,-100.0,,-100.0,-100.0
117909,-100.0,,-100.0,-100.0
117931,-100.0,,-100.0,-100.0
117970,-100.0,,-100.0,-100.0
141655,-100.0,,-100.0,-100.0
141671,-100.0,,-100.0,-100.0
141685,-100.0,,-100.0,-100.0
141700,-100.0,,-100.0,-100.0
141716,-100.0,,-100.0,-100.0
141731,-100.0,,-100.0,-100.0
141746,-100.0,,-100.0,-100.0
141761,-100.0,,-100.0,-100.0
143569,-100.0,,-100.0,-100.0
143602,-100.0,,-100.0,-100.0
143638,-100.0,,-100.0,-100.0
143669,-100.0,,-100.0,-100.0
143817,-100.0,,-100.0,-100.0
143854,-100.0,,-100.0,-100.0
143884,-100.0,,-100.0,-100.0
144766,-100.0,,-100.0,-100.0
144787,-100.0,,-100.0,-100.0
144817,-100.0,,-100.0,-100.0
144869,-100.0,,-100.0,-100.0
144984,-100.0,,-100.0,-100.0
145019,-100.0,,-100.0,-100.0
145039,-100.0,,-100.0,-100.0
145051,-100.0,,-100.0,-100.0
145069,-100.0,,-100.0,-100.0
145084,-100.0,,-100.0,-100.0
145100,-100.0,,-100.0,-100.0
145235,-100.0,,-100.0,-100.0
145254,-100.0,,-100.0,-100.0
145273,-100.0,,-100.0,-100.0
145286,-100.0,,-100.0,-100.0
145304,-100.0,,-100.0,-100.0
145322,-100.0,,-100.0,-100.0
145336,-100.0,,-100.0,-100.0
145735,-100.0,,-100.0,-100.0
145753,-100.0,,-100.0,-100.0
145770,-100.0,,-100.0,-100.0
145784,-100.0,,-100.0,-100.0
145802,-100.0,,-100.0,-100.0
145820,-100.0,,-100.0,-100.0
145835,-100.0,,-100.0,-100.0
145850,-100.0,,-100.0,-100.0
145871,-100.0,,-100.0,-100.0
145891,-100.0,,-100.0,-100.0
145906,-100.0,,-100.0,-100.0
145935,-100.0,,-100.0,-100.0
145954,-100.0,,-100.0,-100.0
145968,-100.0,,-100.0,-100.0
145988,-100.0,,-100.0,-100.0
146007,-100.0,,-100.0,-100.0
146020,-100.0,,-100.0,-100.0
146302,-100.0,,-100.0,-100.0
146323,-100.0,,-100.0,-100.0
146341,-100.0,,-100.0,-100.0
146352,-100.0,,-100.0,-100.0
146372,-100.0,,-100.0,-100.0
146389,-100.0,,-100.0,-100.0
146404,-100.0,,-100.0,-100.0
146420,-100.0,,-100.0,-100.0
146440,-100.0,,-100.0,-100.0
146458,-100.0,,-100.0,-100.0
146601,-100.0,,-100.0,-100.0
146619,-100.0,,-100.0,-100.0
146651,-100.0,,-100.0,-100.0
146668,-100.0,,-100.0,-100.0
163309,-100.0,,-100.0,-100.0
163326,-100.0,,-100.0,-100.0
163368,-100.0,,-100.0,-100.0
163379,-100.0,,-100.0,-100.0
163459,-100.0,,-100.0,-100.0
163460,-100.0,,-100.0,-100.0
165849,-100.0,,-100.0,-100.0
165867,-100.0,,-100.0,-100.0
165917,-100.0,,-100.0,-100.0
165958,-100.0,,-100.0,-100.0
165968,-100.0,,-100.0,-100.0
165974,-100.0,,-100.0,-100.0
165988,-100.0,,-100.0,-100.0
166004,-100.0,,-100.0,-100.0
166019,-100.0,,-100.0,-100.0
166034,-100.0,,-100.0,-100.0
166217,-100.0,,-100.0,-100.0
166235,-100.0,,-100.0,-100.0
166266,-100.0,,-100.0,-100.0
166283,-100.0,,-100.0,-100.0
166300,-100.0,,-100.0,-100.0
166334,-100.0,,-100.0,-100.0
166366,-100.0,,-100.0,-100.0
166462,-100.0,,-100.0,-100.0
166476,-100.0,,-100.0,-100.0
166480,-100.0,,-100.0,-100.0
166491,-100.0,,-100.0,-100.0
166493,-100.0,,-100.0,-100.0
166501,-100.0,,-100.0,-100.0
166507,-100.0,,-100.0,-100.0
166509,-100.0,,-100.0,-100.0
166517,-100.0,,-100.0,-100.0
166521,-100.0,,-100.0,-100.0
166524,-100.0,,-100.0,-100.0
166538,-100.0,,-100.0,-100.0
166550,-100.0,,-100.0,-100.0
166584,-100.0,,-100.0,-100.0
166616,-100.0,,-100.0,-100.0
166766,-100.0,,-100.0,-100.0
166784,-100.0,,-100.0,-100.0
166816,-100.0,,-100.0,-100.0
166834,-100.0,,-100.0,-100.0
166867,-100.0,,-100.0,-100.0
166908,-100.0,,-100.0,-100.0
166923,-100.0,,-100.0,-100.0
166925,-100.0,,-100.0,-100.0
166937,-100.0,,-100.0,-100.0
166939,-100.0,,-100.0,-100.0
166953,-100.0,,-100.0,-100.0
166969,-100.0,,-100.0,-100.0
166970,-100.0,,-100.0,-100.0
166994,-100.0,,-100.0,-100.0
166996,-100.0,,-100.0,-100.0
167000,-100.0,,-100.0,-100.0
167008,-100.0,,-100.0,-100.0
167010,-100.0,,-100.0,-100.0
167018,-100.0,,-100.0,-100.0
167025,-100.0,,-100.0,-100.0
167027,-100.0,,-100.0,-100.0
167032,-100.0,,-100.0,-100.0
167039,-100.0,,-100.0,-100.0
167049,-100.0,,-100.0,-100.0
167066,-100.0,,-100.0,-100.0
167084,-100.0,,-100.0,-100.0
167232,-100.0,,-100.0,-100.0
167253,-100.0,,-100.0,-100.0
167269,-100.0,,-100.0,-100.0
167283,-100.0,,-100.0,-100.0
167302,-100.0,,-100.0,-100.0
167483,-100.0,,-100.0,-100.0
167502,-100.0,,-100.0,-100.0
167518,-100.0,,-100.0,-100.0
167533,-100.0,,-100.0,-100.0
168282,-100.0,,-100.0,-100.0
168302,-100.0,,-100.0,-100.0
168334,-100.0,,-100.0,-100.0
168366,-100.0,,-100.0,-100.0
168385,-100.0,,-100.0,-100.0
168434,-100.0,,-100.0,-100.0
168634,-100.0,,-100.0,-100.0
168651,-100.0,,-100.0,-100.0
168683,-100.0,,-100.0,-100.0
168716,-100.0,,-100.0,-100.0
168967,-100.0,,-100.0,-100.0
168984,-100.0,,-100.0,-100.0
169016,-100.0,,-100.0,-100.0
169025,-100.0,,-100.0,-100.0
169042,-100.0,,-99.0,-100.0
169044,-100.0,,-99.0,-100.0
169050,-100.0,,-98.5,-100.0
169058,-100.0,,-98.0,-100.0
169060,-100.0,,-98.0,-100.0
169075,-100.0,,-97.0,-100.0
169077,-100.0,,-97.0,-100.0
169082,-100.0,,-96.0,-100.0
169092,-100.0,,-95.0,-100.0
169093,-100.0,,-95.0,-100.0
169108,-100.0,,-94.0,-100.0
169110,-100.0,,-94.0,-100.0
169125,-100.0,,-93.0,-100.0
169127,-100.0,,-93.0,-100.0
169141,-100.0,,-92.0,-100.0
169143,-100.0,,-92.0,-100.0
169158,-100.0,,-91.0,-100.0
169160,-100.0,,-91.0,-100.0
169175,-100.0,,-90.0,-100.0
169352,-100.0,,-90.0,-100.0
169353,-100.0,,-90.0,-100.0
169371,-100.0,,-90.0,-100.0
169400,-100.0,,-90.0,-100.0
169423,-100.0,,-90.0,-100.0
169442,-100.0,,-90.0,-100.0
169447,-100.0,,-90.33333333333333,-100.0
169458,-100.0,,-90.66666666666667,-100.0
169459,-100.0,,-91.0,-100.0
169460,-100.0,,-91.0,-100.0
169475,-100.0,,-92.0,-100.0
169477,-100.0,,-92.0,-100.0
169483,-100.0,,-93.0,-100.0
169491,-100.0,,-94.0,-100.0
169494,-100.0,,-94.0,-100.0
169508,-100.0,,-95.0,-100.0
169510,-100.0,,-95.0,-100.0
169525,-100.0,,-96.0,-100.0
169527,-100.0,,-96.0,-100.0
169542,-100.0,,-97.0,-100.0
169543,-100.0,,-97.0,-100.0
169558,-100.0,,-98.0,-100.0
169560,-100.0,,-98.0,-100.0
169575,-100.0,,-99.0,-100.0
169577,-100.0,,-99.0,-100.0
169592,-100.0,,-100.0,-100.0
169942,-100.0,,-100.0,-100.0
169959,-100.0,,-99.0,-100.0
169961,-100.0,,-99.0,-100.0
169974,-100.0,,-98.0,-100.0
169976,-100.0,,-98.0,-100.0
169992,-100.0,,-97.0,-100.0
169994,-100.0,,-97.0,-100.0
170008,-100.0,,-96.0,-100.0
170010,-100.0,,-96.0,-100.0
170025,-100.0,,-95.0,-100.0
170027,-100.0,,-95.0,-100.0
170042,-100.0,,-93.0,-100.0
170043,-100.0,,-93.0,-100.0
170059,-100.0,,-92.0,-100.0
170060,-100.0,,-92.0,-100.0
170075,-100.0,,-91.0,-100.0
170076,-100.0,,-91.0,-100.0
170091,-100.0,,-90.0,-100.0
170093,-100.0,,-90.0,-100.0
170108,-100.0,,-89.0,-100.0
170110,-100.0,,-89.0,-100.0
170125,-100.0,,-88.0,-100.0
170127,-100.0,,-88.0,-100.0
170142,-100.0,,-87.0,-100.0
170143,-100.0,,-87.0,-100.0
170158,-100.0,,-86.0,-100.0
170160,-100.0,,-86.0,-100.0
170175,-100.0,,-85.0,-100.0
170177,-100.0,,-85.0,-100.0
170192,-100.0,,-84.0,-100.0
170443,-100.0,,-84.0,-100.0
170458,-100.0,,-85.0,-100.0
170460,-100.0,,-85.0,-100.0
170475,-100.0,,-86.0,-100.0
170477,-100.0,,-86.0,-100.0
170492,-100.0,,-88.0,-100.0
170494,-100.0,,-88.0,-100.0
170509,-100.0,,-89.0,-100.0
170510,-100.0,,-89.0,-100.0
170525,-100.0,,-90.0,-100.0
170526,-100.0,,-90.0,-100.0
170542,-100.0,,-91.0,-100.0
170998,-100.0,,-91.0,-100.0
171016,-100.0,,-91.0,-100.0
171050,-100.0,,-91.0,-100.0
171081,-100.0,,-91.0,-100.0
171166,-100.0,,-91.0,-100.0
171208,-100.0,,-91.0,-100.0
171239,-100.0,,-91.0,-100.0
171266,-100.0,,-91.0,-100.0
171290,-100.0,,-91.0,-100.0
171327,-100.0,,-91.0,-100.0
171338,-100.0,,-91.0,-100.0
171389,-100.0,,-91.0,-100.0
171455,-100.0,,-91.0,-100.0
171499,-100.0,,-91.0,-100.0
171527,-100.0,,-91.0,-100.0
171574,-100.0,,-91.0,-100.0
171648,-100.0,,-91.0,-100.0
171670,-100.0,,-91.0,-100.0
171750,-100.0,,-91.0,-100.0
171765,-100.0,,-91.0,-100.0
171768,-100.0,,-91.0,-100.0
171791,-100.0,,-91.0,-100.0
171801,-100.0,,-91.0,-100.0
171851,-100.0,,-91.0,-100.0
171871,-100.0,,-91.0,-100.0
171885,-100.0,,-91.0,-100.0
171891,-100.0,,-91.0,-100.0
171916,-100.0,,-91.0,-100.0
171920,-100.0,,-91.0,-100.0
171934,-100.0,,-91.0,-100.0
171944,-100.0,,-91.0,-100.0
171966,-100.0,,-91.0,-100.0
171970,-100.0,,-91.0,-100.0
171979,-100.0,,-91.0,-100.0
171999,-100.0,,-91.0,-100.0
172000,-100.0,,-91.0,-100.0
172013,-100.0,,-91.0,-100.0
172015,-100.0,,-91.0,-100.0
172046,-100.0,,-91.0,-100.0
172050,-100.0,,-91.0,-100.0
172053,-100.0,,-91.0,-100.0
172073,-100.0,,-91.0,-100.0
172083,-100.0,,-91.0,-100.0
172099,-100.0,,-91.0,-100.0
172101,-100.0,,-91.0,-100.0
172111,-100.0,,-91.0,-100.0
172131,-100.0,,-91.0,-100.0
172132,-100.0,,-91.0,-100.0
172143,-100.0,,-91.0,-100.0
172165,-100.0,,-91.0,-100.0
172168,-100.0,,-91.0,-100.0
172176,-100.0,,-91.0,-100.0
172182,-100.0,,-91.0,-100.0
172193,-100.0,,-91.0,-100.0
172202,-100.0,,-91.0,-100.0
172212,-100.0,,-91.0,-100.0
172236,-100.0,,-91.0,-100.0
172252,-100.0,,-91.0,-100.0
172295,-100.0,,-91.0,-100.0
172301,-100.0,,-91.0,-100.0
172306,-100.0,,-91.0,-100.0
172317,-100.0,,-91.0,-100.0
172347,-100.0,,-91.0,-100.0
172359,-100.0,,-91.0,-100.0
172389,-100.0,,-91.0,-100.0
172397,-100.0,,-91.0,-100.0
172424,-100.0,,-91.0,-100.0
172435,-100.0,,-91.0,-100.0
172463,-100.0,,-91.0,-100.0
172469,-100.0,,-91.0,-100.0
172488,-100.0,,-91.0,-100.0
172491,-100.0,,-91.0,-100.0
172503,-100.0,,-91.5,-100.0
172509,-100.0,,-92.0,-100.0
172510,-100.0,,-92.0,-100.0
172523,-100.0,,-92.5,-100.0
172525,-100.0,,-93.0,-100.0
172527,-100.0,,-93.0,-100.0
172533,-100.0,,-93.5,-100.0
172542,-100.0,,-94.0,-100.0
172543,-100.0,,-94.0,-100.0
172556,-100.0,,-94.5,-100.0
172558,-100.0,,-95.0,-100.0
172559,-100.0,,-95.0,-100.0
172564,-100.0,,-95.33333333333333,-100.0
172568,-100.0,,-95.66666666666667,-100.0
172575,-100.0,,-96.0,-100.0
