,A3BPENSX5EVJ2,AWE3BMS01D2F9
83496,,-63.0
83514,,-64.0
83531,,-65.0
83539,,-65.5
83548,,-66.0
83556,,-66.5
83566,,-67.0
83575,,-67.5
83582,,-68.0
83601,,-69.0
83607,,-70.0
83608,,-71.0
83632,,-71.0
83643,,-72.0
83644,,-72.5
83659,,-73.0
83682,,-73.0
83684,,-73.0
83694,,-74.0
83717,,-75.0
83732,,-76.0
83749,,-77.0
83764,,-78.0
83784,,-79.0
83802,,-80.0
83807,,-81.0
83824,,-82.0
83843,,-83.0
83857,,-84.0
83859,,-84.5
83876,,-85.0
83879,,-85.5
83895,,-86.0
83911,,-88.0
83916,,-88.5
83930,,-89.0
83937,,-89.0
83951,,-89.0
83981,,-90.0
83990,,-90.5
83994,,-91.0
84005,,-91.0
84022,,-92.0
84029,,-93.0
84047,,-94.0
84058,,-94.0
84076,,-96.0
84099,,-97.0
84111,,-97.0
84128,,-99.0
84148,,-99.0
84162,,-100.0
84190,,-100.0
84208,,-100.0
84224,,-100.0
84240,,-100.0
84259,,-100.0
84276,,-100.0
84294,,-100.0
84311,,-100.0
84328,,-100.0
84347,,-100.0
84365,,-100.0
84372,,-100.0
84565,,-100.0
84583,,-100.0
84589,,-100.0
84605,,-100.0
84622,,-100.0
84641,,-100.0
84659,,-100.0
84676,,-100.0
84826,,-100.0
84843,,-100.0
84860,,-100.0
84876,,-100.0
84894,,-100.0
84924,,-100.0
84933,,-100.0
84951,,-100.0
84966,,-100.0
85127,,-100.0
85152,,-100.0
85187,,-100.0
85202,,-100.0
85224,,-100.0
85243,,-100.0
85261,,-100.0
85279,,-100.0
85294,,-100.0
85457,,-100.0
85478,,-100.0
85498,,-100.0
85509,,-100.0
85527,,-100.0
85543,,-100.0
85562,,-100.0
85580,,-100.0
85596,,-100.0
85763,,-100.0
85781,,-100.0
85797,,-100.0
85815,,-100.0
85832,,-100.0
85849,,-100.0
85868,,-100.0
85874,,-100.0
85892,,-100.0
86050,,-100.0
86069,,-100.0
86079,,-100.0
86089,,-100.0
86108,,-100.0
86126,,-100.0
86143,,-100.0
86179,,-100.0
86308,,-100.0
86328,,-100.0
86344,,-100.0
86361,,-100.0
86375,,-100.0
86393,,-100.0
86413,,-100.0
86431,,-100.0
86450,,-100.0
86612,,-100.0
86630,,-100.0
86650,,-100.0
86664,,-100.0
86681,,-100.0
86701,,-100.0
86717,,-100.0
86725,,-100.0
86897,,-100.0
86925,,-100.0
86936,,-100.0
86940,,-100.0
86958,,-100.0
86976,,-100.0
86995,,-100.0
87011,,-100.0
87027,,-100.0
87194,,-100.0
87212,,-100.0
87227,,-100.0
87245,,-100.0
87262,,-100.0
87280,,-100.0
87300,,-100.0
87316,,-100.0
87333,,-100.0
87351,,-100.0
87360,,-100.0
87535,,-100.0
87551,,-100.0
87568,,-100.0
87575,,-100.0
87593,,-100.0
87610,,-100.0
87640,,-100.0
87664,,-100.0
87844,,-100.0
87865,,-100.0
87885,,-100.0
87913,,-100.0
87931,,-100.0
87950,,-100.0
88023,,-100.0
88045,,-100.0
88076,,-100.0
88093,,-100.0
88113,,-100.0
88145,,-100.0
88162,,-100.0
88180,,-100.0
88188,,-100.0
88205,,-100.0
88221,,-100.0
88257,,-100.0
88277,,-100.0
88309,,-100.0
88326,,-100.0
88345,,-100.0
88362,,-100.0
88380,,-100.0
88398,,-100.0
88413,,-100.0
88421,,-100.0
88439,,-100.0
88458,,-100.0
88480,,-100.0
88490,,-100.0
88508,,-100.0
88526,,-100.0
88545,,-100.0
88562,,-100.0
88591,,-100.0
88614,,-100.0
88621,,-100.0
88639,,-100.0
88662,,-100.0
88700,,-100.0
88726,,-100.0
88731,,-100.0
88745,,-100.0
88764,,-100.0
88792,,-100.0
88804,,-100.0
88813,,-100.0
88836,,-100.0
88856,,-100.0
88861,,-100.0
88904,,-100.0
88926,,-100.0
88975,,-100.0
88990,,-100.0
89019,,-100.0
89044,,-100.0
89069,,-100.0
89137,,-100.0
89159,,-100.0
89178,,-100.0
89239,,-100.0
89259,,-100.0
89301,,-100.0
89327,,-100.0
89348,,-100.0
89362,,-100.0
89404,,-100.0
89413,,-100.0
89440,,-100.0
89449,,-100.0
89479,,-100.0
89496,,-100.0
89521,,-100.0
89545,,-100.0
89584,,-100.0
89598,,-100.0
89615,,-100.0
89635,,-100.0
89648,,-100.0
89663,,-100.0
89684,,-100.0
89695,,-100.0
89716,,-100.0
89730,,-100.0
89741,,-100.0
89745,,-100.0
89761,,-100.0
89778,,-100.0
89781,,-100.0
89794,,-100.0
89809,,-100.0
89827,,-100.0
89844,,-100.0
89863,,-100.0
89880,,-100.0
89891,,-100.0
89905,,-100.0
89927,,-100.0
89940,,-100.0
89946,,-100.0
89956,,-100.0
89965,,-100.0
89975,,-100.0
89994,,-100.0
90009,,-100.0
90027,,-100.0
90044,,-100.0
90062,,-100.0
90082,,-100.0
90097,,-100.0
90114,,-100.0
90128,,-100.0
90135,,-100.0
90150,,-100.0
90159,,-100.0
90166,,-100.0
90174,,-100.0
90193,,-100.0
90195,,-100.0
90209,,-100.0
90221,,-100.0
90228,,-100.0
90229,,-100.0
90230,,-100.0
90245,,-100.0
90248,,-100.0
90252,,-100.0
90261,,-100.0
90262,,-100.0
90278,,-100.0
90280,,-100.0
90295,,-100.0
90300,,-100.0
90313,,-100.0
90316,,-100.0
90320,,-100.0
90333,,-100.0
90338,,-100.0
90340,,-100.0
90355,,-100.0
90358,,-100.0
90373,,-100.0
90374,,-100.0
90391,,-100.0
90392,,-100.0
90407,,-100.0
90411,,-100.0
90427,,-100.0
90428,,-100.0
90442,,-100.0
90446,,-100.0
90462,,-100.0
90479,,-100.0
90480,,-100.0
90499,,-100.0
90503,,-100.0
90513,,-100.0
90530,,-100.0
90540,,-100.0
90554,,-100.0
90572,,-100.0
90590,,-100.0
90607,,-100.0
90624,,-100.0
90642,,-100.0
90659,,-100.0
90677,,-100.0
90695,,-100.0
90712,,-100.0
90729,,-100.0
90748,,-100.0
90754,,-100.0
90772,,-100.0
90782,,-100.0
90790,,-100.0
90800,,-100.0
90807,,-100.0
90823,,-100.0
90832,,-100.0
90841,,-100.0
90850,,-100.0
90859,,-100.0
90869,,-100.0
90876,,-100.0
90883,,-100.0
90896,,-100.0
90916,,-100.0
90935,,-100.0
90948,,-100.0
90969,,-100.0
90990,,-100.0
91016,,-100.0
91034,,-100.0
91044,,-100.0
91064,,-100.0
91075,,-100.0
91092,,-100.0
91110,,-100.0
91128,,-100.0
91145,,-100.0
91163,,-100.0
91171,,-100.0
91187,,-100.0
91207,,-100.0
91223,,-100.0
91241,,-100.0
91258,,-100.0
91277,,-100.0
91296,,-100.0
91310,,-100.0
91328,,-100.0
91351,,-100.0
91363,,-100.0
91385,,-100.0
91399,,-100.0
91404,,-100.0
91422,,-100.0
91439,,-100.0
91457,,-100.0
91474,,-100.0
91491,,-100.0
91510,,-100.0
91527,,-100.0
91559,,-100.0
91575,,-100.0
91589,,-100.0
91596,,-100.0
91603,,-100.0
91622,,-100.0
91639,,-100.0
91656,,-100.0
91676,,-100.0
91705,,-100.0
91736,,-100.0
91817,,-100.0
91826,,-100.0
91843,,-100.0
91875,,-100.0
91886,,-100.0
91894,,-100.0
91915,,-100.0
91928,,-100.0
91929,,-100.0
91945,,-100.0
91946,,-100.0
91963,,-100.0
91964,,-100.0
91981,,-100.0
91992,,-100.0
91999,,-100.0
92006,,-100.0
92015,,-100.0
92026,,-100.0
92034,,-100.0
92045,,-100.0
92051,,-100.0
92058,,-100.0
92059,,-100.0
92076,,-100.0
92087,,-100.0
92094,,-100.0
92117,,-100.0
92167,,-100.0
92180,,-100.0
92196,,-100.0
92215,,-100.0
92251,,-100.0
92260,,-100.0
92272,,-100.0
92314,,-100.0
92342,,-100.0
92353,,-100.0
92380,,-100.0
92388,,-100.0
92419,,-100.0
92433,,-100.0
92435,,-100.0
92450,,-100.0
92452,,-100.0
92465,,-100.0
92476,,-100.0
92481,,-100.0
92489,,-100.0
92505,,-100.0
92511,,-100.0
92524,,-100.0
92527,,-100.0
92544,,-100.0
92562,,-100.0
92580,,-100.0
92597,,-100.0
92613,,-100.0
92631,,-100.0
92650,,-100.0
92669,,-100.0
92909,,-100.0
92928,,-100.0
92944,,-100.0
92977,,-100.0
93014,,-100.0
93030,,-100.0
93048,,-100.0
93065,,-100.0
93083,,-100.0
93100,,-100.0
93121,,-100.0
93395,,-100.0
93413,,-100.0
93428,,-100.0
93447,,-100.0
93465,,-100.0
93483,,-100.0
93503,,-100.0
93517,,-100.0
93534,,-100.0
93552,,-100.0
93559,,-100.0
93579,,-100.0
93594,,-100.0
93612,,-100.0
93630,,-100.0
93810,,-100.0
93830,,-100.0
93846,,-100.0
93864,,-100.0
93881,,-100.0
93901,,-100.0
93918,,-100.0
93933,,-100.0
93951,,-100.0
93968,,-100.0
93975,,-100.0
93992,,-100.0
94010,,-100.0
94028,,-100.0
94315,,-100.0
94334,,-100.0
94367,,-100.0
94384,,-100.0
94402,,-100.0
94409,,-100.0
94426,,-100.0
94445,,-100.0
94460,,-100.0
94479,,-100.0
94497,,-100.0
94515,,-100.0
94532,,-100.0
98829,,-100.0
98847,,-100.0
98854,,-100.0
98872,,-100.0
98906,,-100.0
98941,,-100.0
98960,,-100.0
98975,,-100.0
98993,,-100.0
99011,,-100.0
99028,,-100.0
99046,,-100.0
99064,,-100.0
99080,,-100.0
99087,,-100.0
99105,,-100.0
99123,,-100.0
99140,,-100.0
99157,,-100.0
99175,,-100.0
99196,,-100.0
99214,,-100.0
99246,,-100.0
99262,,-100.0
99280,,-100.0
99287,,-100.0
99304,,-100.0
99323,,-100.0
99340,,-100.0
99356,,-100.0
99375,,-100.0
99392,,-100.0
99410,,-100.0
99428,,-100.0
99445,,-100.0
99481,,-100.0
99497,,-100.0
99504,,-100.0
99522,,-100.0
99556,,-100.0
99574,,-100.0
99591,,-100.0
99609,,-100.0
99625,,-100.0
99652,,-100.0
99697,,-100.0
99720,,-100.0
99737,,-100.0
99757,,-100.0
99782,,-100.0
99805,,-100.0
99815,,-100.0
99829,,-100.0
99835,,-100.0
99848,,-100.0
99867,,-100.0
99900,,-100.0
99906,,-100.0
99914,,-100.0
99932,,-100.0
99942,,-100.0
99954,,-100.0
99969,,-100.0
99980,,-100.0
100010,,-100.0
100019,,-100.0
100050,,-100.0
100065,,-100.0
100085,,-100.0
100112,,-100.0
100132,,-100.0
100136,,-100.0
100158,,-100.0
100176,,-100.0
100196,,-100.0
100207,,-100.0
100232,,-100.0
100262,,-100.0
100266,,-100.0
100286,,-100.0
100295,,-100.0
100309,,-100.0
100318,,-100.0
100335,,-100.0
100336,,-100.0
100353,,-100.0
100354,,-100.0
100361,,-100.0
100371,,-100.0
100372,,-100.0
100388,,-100.0
100407,,-100.0
100425,,-100.0
100454,,-100.0
100465,,-100.0
100483,,-100.0
100493,,-100.0
100512,,-100.0
100529,,-100.0
100563,,-100.0
100572,,-100.0
100605,,-100.0
100621,,-100.0
100660,,-100.0
100676,,-100.0
100690,,-100.0
100700,,-100.0
100701,,-100.0
100721,,-100.0
100722,,-100.0
100752,,-100.0
100764,,-100.0
100771,,-100.0
100787,,-100.0
100789,,-100.0
100796,,-100.0
100805,,-100.0
100812,,-100.0
100813,,-100.0
100825,,-100.0
100829,,-100.0
100841,,-100.0
100857,,-100.0
100874,,-100.0
100896,,-100.0
100912,,-100.0
100932,,-100.0
100944,,-100.0
100962,,-100.0
100982,,-100.0
100989,,-100.0
101005,,-100.0
101027,,-100.0
101038,,-100.0
101058,,-100.0
101074,,-100.0
101092,,-100.0
101108,,-100.0
101126,,-100.0
101144,,-100.0
101162,,-100.0
101179,,-100.0
101198,,-100.0
101213,,-100.0
101220,,-100.0
101238,,-100.0
101256,,-100.0
101273,,-100.0
101290,,-100.0
101309,,-100.0
101325,,-100.0
101347,,-100.0
101362,,-100.0
101379,,-100.0
101406,,-100.0
101418,,-100.0
101426,,-100.0
101443,,-100.0
101458,,-100.0
101474,,-100.0
101489,,-100.0
101508,,-100.0
101525,,-100.0
101543,,-100.0
101561,,-100.0
101580,,-100.0
101594,,-100.0
101613,,-100.0
101631,,-100.0
101637,,-100.0
101656,,-100.0
101673,,-100.0
101689,,-100.0
101707,,-100.0
101725,,-100.0
101742,,-100.0
101766,,-100.0
101777,,-100.0
101794,,-100.0
101812,,-100.0
101829,,-100.0
101838,,-100.0
101853,,-100.0
101870,,-100.0
101888,,-100.0
101907,,-100.0
101923,,-100.0
101940,,-100.0
101958,,-100.0
101967,,-100.0
101976,,-100.0
101986,,-100.0
101994,,-100.0
102001,,-100.0
102011,,-100.0
102020,,-100.0
102029,,-100.0
102037,,-100.0
102054,,-100.0
102063,,-100.0
102070,,-100.0
102072,,-100.0
102081,,-100.0
102088,,-100.0
102096,,-100.0
102122,,-100.0
102140,,-100.0
102161,,-100.0
102176,,-100.0
102194,,-100.0
102211,,-100.0
102234,,-100.0
102250,,-100.0
102270,,-100.0
102279,,-100.0
102291,,-100.0
102300,,-100.0
102313,,-100.0
102320,,-100.0
102333,,-100.0
102349,,-100.0
102358,,-100.0
102367,,-100.0
102375,,-100.0
102392,,-100.0
102410,,-100.0
102427,,-100.0
102446,,-100.0
102464,,-100.0
102470,,-100.0
102482,,-100.0
102490,,-100.0
102493,,-100.0
102504,,-100.0
102512,,-100.0
102525,,-100.0
102531,,-100.0
102541,,-100.0
102548,,-100.0
102561,,-100.0
102565,,-100.0
102575,,-100.0
102595,,-100.0
102621,,-100.0
102630,,-100.0
102665,,-100.0
102697,,-100.0
102708,,-100.0
102734,,-100.0
102745,,-100.0
102764,,-100.0
102770,,-100.0
102788,,-100.0
102793,,-100.0
102804,,-100.0
102810,,-100.0
102823,,-100.0
102833,,-100.0
102835,,-100.0
102874,,-100.0
102875,,-100.0
102890,,-100.0
102957,,-100.0
102992,,-100.0
103046,,-100.0
103075,,-100.0
103156,,-100.0
103185,,-100.0
103210,,-100.0
103227,,-100.0
103324,,-100.0
103345,,-100.0
103369,,-100.0
103385,,-100.0
103506,,-100.0
103523,,-100.0
103539,,-100.0
103561,,-100.0
103569,,-100.0
103653,,-100.0
103672,,-100.0
103688,,-100.0
103704,,-100.0
103722,,-100.0
103741,,-100.0
103762,,-100.0
103774,,-100.0
103797,,-100.0
103799,,-100.0
103816,,-100.0
103834,,-100.0
103849,,-100.0
103868,,-100.0
103886,,-100.0
103908,,-100.0
103925,,-100.0
103943,,-100.0
104251,,-100.0
104269,,-100.0
104286,,-100.0
104303,,-100.0
104317,,-100.0
104339,,-100.0
104432,,-100.0
104452,,-100.0
104471,,-100.0
104485,,-100.0
104505,,-100.0
104519,,-100.0
104536,,-100.0
104644,,-100.0
104652,,-100.0
104668,,-100.0
104684,,-100.0
104701,,-100.0
104719,,-100.0
104736,,-100.0
104824,,-100.0
104844,,-100.0
104848,,-100.0
104866,,-100.0
104883,,-100.0
108334,,-100.0
108355,,-100.0
108371,,-100.0
108387,,-100.0
108404,,-100.0
108440,,-100.0
108551,,-100.0
108588,,-100.0
108621,,-100.0
108641,,-100.0
108687,,-100.0
108706,,-100.0
108746,,-100.0
108772,,-100.0
108774,,-100.0
108788,,-100.0
108793,,-100.0
108809,,-100.0
108826,,-100.0
108839,,-100.0
108845,,-100.0
108880,,-100.0
108896,,-100.0
108903,,-100.0
108921,,-100.0
108940,,-100.0
108956,,-100.0
108975,,-100.0
108990,,-100.0
109004,,-100.0
109008,,-100.0
109023,,-100.0
109026,,-100.0
109044,,-100.0
109055,,-100.0
109061,,-100.0
109073,,-100.0
109080,,-100.0
109095,,-100.0
109103,,-100.0
109122,,-100.0
109148,,-100.0
109190,,-100.0
109208,,-100.0
109220,,-100.0
109226,,-100.0
109239,,-100.0
109243,,-100.0
109261,,-100.0
109272,,-100.0
109278,,-100.0
109295,,-100.0
109307,,-100.0
109313,,-100.0
109320,,-100.0
109326,,-100.0
109339,,-100.0
109343,,-100.0
109354,,-100.0
109372,,-100.0
109389,,-100.0
109408,,-100.0
109425,,-100.0
109438,,-100.0
109443,,-100.0
109460,,-100.0
109474,,-100.0
109477,,-100.0
109491,,-100.0
109496,,-100.0
109507,,-100.0
109512,,-100.0
109522,,-100.0
109524,,-100.0
109542,,-100.0
109544,,-100.0
109571,,-100.0
109589,,-100.0
109606,,-100.0
109624,,-100.0
109636,,-100.0
109641,,-100.0
109656,,-100.0
109659,,-100.0
109675,,-100.0
109676,,-100.0
109690,,-100.0
109694,,-100.0
109710,,-100.0
109714,,-100.0
109723,,-100.0
109741,,-100.0
109749,,-100.0
109759,,-100.0
109771,,-100.0
109801,,-100.0
109845,,-100.0
109882,,-100.0
109889,,-100.0
109904,,-100.0
109908,,-100.0
109923,,-100.0
109932,,-100.0
109942,,-100.0
109945,,-100.0
109959,,-100.0
109968,,-100.0
109971,,-100.0
109989,,-100.0
110014,,-100.0
110042,,-100.0
110077,,-100.0
110087,,-100.0
110095,,-100.0
110107,,-100.0
110123,,-100.0
110133,,-100.0
110141,,-100.0
110158,,-100.0
110168,,-100.0
110170,,-100.0
110174,,-100.0
110193,,-100.0
110259,,-100.0
110280,,-100.0
110311,,-100.0
110325,,-100.0
110335,,-100.0
110341,,-100.0
110347,,-100.0
110360,,-100.0
110370,,-100.0
110378,,-100.0
110392,,-100.0
110396,,-100.0
110400,,-100.0
110405,,-100.0
110421,,-100.0
110443,,-100.0
110457,,-100.0
110473,,-100.0
110493,,-100.0
110510,,-100.0
110521,,-100.0
110536,,-100.0
110542,,-100.0
110550,,-100.0
110559,,-100.0
110576,,-100.0
110588,,-100.0
110590,,-100.0
110602,,-100.0
110607,,-100.0
110612,,-100.0
110625,,-100.0
110638,,-100.0
110655,,-100.0
110673,,-100.0
110691,,-100.0
110708,,-100.0
110726,,-100.0
110727,,-100.0
110743,,-100.0
110744,,-100.0
110760,,-100.0
110761,,-100.0
110782,,-100.0
110783,,-100.0
110794,,-100.0
110796,,-100.0
110803,,-100.0
110820,,-100.0
110837,,-100.0
110855,,-100.0
110873,,-100.0
110888,,-100.0
110895,,-100.0
110908,,-100.0
110914,,-100.0
110930,,-100.0
110933,,-100.0
110941,,-100.0
110943,,-100.0
110961,,-100.0
110971,,-100.0
110978,,-100.0
110995,,-100.0
111013,,-100.0
111021,,-100.0
111037,,-100.0
111054,,-100.0
111070,,-100.0
111076,,-100.0
111089,,-100.0
111106,,-100.0
111113,,-100.0
111124,,-100.0
111140,,-100.0
111144,,-100.0
111160,,-100.0
111179,,-100.0
111195,,-100.0
111214,,-100.0
111230,,-100.0
111248,,-100.0
111269,,-100.0
111288,,-100.0
111293,,-100.0
111308,,-100.0
111311,,-100.0
111320,,-100.0
111327,,-100.0
111339,,-100.0
111342,,-100.0
111354,,-100.0
111360,,-100.0
111373,,-100.0
111377,,-100.0
111396,,-100.0
111418,,-100.0
111447,,-100.0
111449,,-100.0
111474,,-100.0
111486,,-100.0
111506,,-100.0
111514,,-100.0
111522,,-100.0
111537,,-100.0
111550,,-100.0
111556,,-100.0
111561,,-100.0
111572,,-100.0
111591,,-100.0
111601,,-100.0
111612,,-100.0
111641,,-100.0
111655,,-100.0
111662,,-100.0
111677,,-100.0
111683,,-100.0
111687,,-100.0
111703,,-100.0
111708,,-100.0
111720,,-100.0
111722,,-100.0
111738,,-100.0
111743,,-100.0
111756,,-100.0
111758,,-100.0
111773,,-100.0
111774,,-100.0
111790,,-100.0
111792,,-100.0
111810,,-100.0
111827,,-100.0
111847,,-100.0
111863,,-100.0
111880,,-100.0
111886,,-100.0
111901,,-100.0
111904,,-100.0
111921,,-100.0
111922,,-100.0
111937,,-100.0
111940,,-100.0
111954,,-100.0
111959,,-100.0
111972,,-100.0
111974,,-100.0
111991,,-100.0
112009,,-100.0
112030,,-100.0
112045,,-100.0
112063,,-100.0
112084,,-100.0
112086,,-100.0
112095,,-100.0
112104,,-100.0
112122,,-100.0
112138,,-100.0
112142,,-100.0
112155,,-100.0
112156,,-100.0
112171,,-100.0
112173,,-100.0
112191,,-100.0
112210,,-100.0
112228,,-100.0
112243,,-100.0
112264,,-100.0
112278,,-100.0
112296,,-100.0
112297,,-100.0
112305,,-100.0
112316,,-100.0
112320,,-100.0
112330,,-100.0
112334,,-100.0
112337,,-100.0
112353,,-100.0
112357,,-100.0
112373,,-100.0
112390,,-100.0
112408,,-100.0
112425,,-100.0
112444,,-100.0
112460,,-100.0
112478,,-100.0
112480,,-100.0
112496,,-100.0
112499,,-100.0
112505,,-100.0
112509,,-100.0
112523,,-100.0
112525,,-100.0
112536,,-100.0
112541,,-100.0
112562,,-100.0
112599,,-100.0
112612,,-100.0
112633,,-100.0
112647,,-100.0
112657,,-100.0
112679,,-100.0
112696,,-100.0
112711,,-100.0
112727,,-100.0
112746,,-100.0
112841,,-100.0
112861,,-100.0
112877,,-100.0
112891,,-100.0
112911,,-100.0
112927,,-100.0
113022,,-100.0
113042,,-100.0
113059,,-100.0
113073,,-100.0
113092,,-100.0
113111,,-100.0
113205,,-100.0
113224,,-100.0
113236,,-100.0
113256,,-100.0
113273,,-100.0
113291,,-100.0
113308,,-100.0
113327,,-100.0
113476,,-100.0
113497,,-100.0
113520,,-100.0
113532,,-100.0
113563,,-100.0
113586,,-100.0
113709,,-100.0
113727,,-100.0
113747,,-100.0
113761,,-100.0
113782,,-100.0
113798,,-100.0
113895,,-100.0
113911,,-100.0
113936,,-100.0
113962,,-100.0
114072,,-100.0
114092,,-100.0
114110,,-100.0
114124,,-100.0
114145,,-100.0
114159,,-100.0
114254,,-100.0
114274,,-100.0
114290,,-100.0
114305,,-100.0
114323,,-100.0
114342,,-100.0
114360,,-100.0
114383,,-100.0
114454,,-100.0
114474,,-100.0
114489,,-100.0
114505,,-100.0
114524,,-100.0
114542,,-100.0
114562,,-100.0
114671,,-100.0
114689,,-100.0
114707,,-100.0
114723,,-100.0
114739,,-100.0
114758,,-100.0
114864,,-100.0
114883,,-100.0
114888,,-100.0
114905,,-100.0
114921,,-100.0
114939,,-100.0
115045,,-100.0
115065,,-100.0
115081,,-100.0
115087,,-100.0
115103,,-100.0
115121,,-100.0
115209,,-100.0
115246,,-100.0
115261,,-100.0
115278,,-100.0
115284,,-100.0
115297,,-100.0
115314,,-100.0
115334,,-100.0
115409,,-100.0
115431,,-100.0
115447,,-100.0
115460,,-100.0
115479,,-100.0
115496,,-100.0
115571,,-100.0
115589,,-100.0
115608,,-100.0
115625,,-100.0
115642,,-100.0
115661,,-100.0
115736,,-100.0
115753,,-100.0
115772,,-100.0
115789,,-100.0
115807,,-100.0
115825,,-100.0
115929,,-100.0
115940,,-100.0
115960,,-100.0
115972,,-100.0
116077,,-100.0
116097,,-100.0
116112,,-100.0
116130,,-100.0
116135,,-100.0
116147,,-100.0
116161,,-100.0
116326,,-100.0
116347,,-100.0
116364,,-100.0
116370,,-100.0
118575,,-100.0
118599,,-100.0
118607,,-100.0
118624,,-100.0
118749,,-100.0
118774,,-100.0
118926,,-100.0
118965,,-100.0
118970,,-100.0
119004,,-100.0
119009,,-100.0
119029,,-100.0
119034,,-100.0
119053,,-100.0
119181,,-100.0
119205,,-100.0
119209,,-100.0
119228,,-100.0
120633,,-100.0
120661,,-100.0
120666,,-100.0
120686,,-100.0
120692,,-100.0
120710,,-100.0
120714,,-100.0
120732,,-100.0
120887,,-100.0
120913,,-100.0
120921,,-100.0
120960,,-100.0
120970,,-100.0
121013,,-100.0
121019,,-100.0
121071,,-100.0
121116,,-100.0
121118,,-100.0
121140,,-100.0
121145,,-100.0
121166,,-100.0
121170,,-100.0
121191,,-100.0
121196,,-100.0
121214,,-100.0
121219,,-100.0
121241,,-100.0
121245,,-100.0
121266,,-100.0
121271,,-100.0
121290,,-100.0
121297,,-100.0
121315,,-100.0
121320,,-100.0
121342,,-100.0
121346,,-100.0
121367,,-100.0
121371,,-100.0
121392,,-100.0
121396,,-100.0
121416,,-100.0
121421,,-100.0
121442,,-100.0
121447,,-100.0
121467,,-100.0
121473,,-100.0
121518,,-100.0
122171,,-100.0
122192,,-100.0
122193,,-100.0
122215,,-100.0
122218,,-100.0
122220,,-100.0
122243,,-100.0
122259,,-100.0
122268,,-100.0
122294,,-100.0
122304,,-100.0
122312,,-100.0
122319,,-100.0
122335,,-100.0
122348,,-100.0
122354,,-100.0
122355,,-100.0
122373,,-100.0
122379,,-100.0
122389,,-100.0
122393,,-100.0
122403,,-100.0
122408,,-100.0
122423,,-100.0
122424,,-100.0
122426,,-100.0
122440,,-100.0
122447,,-100.0
122451,,-100.0
122458,,-100.0
122471,,-100.0
122475,,-100.0
122493,,-100.0
122494,,-100.0
122497,,-100.0
122511,,-100.0
122523,,-100.0
122528,,-100.0
122546,,-100.0
122548,,-100.0
122552,,-100.0
122555,,-100.0
122570,,-100.0
122573,,-100.0
122577,,-100.0
122588,,-100.0
122594,,-100.0
122604,,-100.0
122605,,-100.0
122622,,-100.0
122627,,-100.0
122640,,-100.0
122648,,-100.0
122654,,-100.0
122657,,-100.0
122670,,-100.0
122675,,-100.0
122677,,-100.0
122692,,-100.0
122695,,-100.0
122703,,-100.0
122709,,-100.0
122723,,-100.0
122727,,-100.0
122746,,-100.0
122748,,-100.0
122752,,-100.0
122753,,-100.0
122769,,-100.0
122773,,-100.0
122777,,-100.0
122788,,-100.0
122791,,-100.0
122795,,-100.0
122804,,-100.0
122822,,-100.0
122824,,-100.0
122828,,-100.0
122839,,-100.0
122848,,-100.0
122853,,-100.0
122857,,-100.0
122872,,-100.0
122876,,-100.0
122878,,-100.0
122889,,-100.0
122892,,-100.0
122896,,-100.0
122910,,-100.0
122927,,-100.0
122933,,-100.0
122938,,-100.0
122944,,-100.0
122962,,-100.0
122969,,-100.0
122983,,-100.0
122986,,-100.0
122989,,-100.0
123002,,-100.0
123003,,-100.0
123007,,-100.0
123021,,-100.0
123030,,-100.0
123035,,-100.0
123039,,-100.0
123050,,-100.0
123057,,-100.0
123063,,-100.0
123075,,-100.0
123084,,-100.0
123091,,-100.0
123109,,-100.0
123126,,-100.0
123134,,-100.0
123138,,-100.0
123144,,-100.0
123153,,-100.0
123158,,-100.0
123162,,-100.0
123178,,-100.0
123184,,-100.0
123186,,-100.0
123188,,-100.0
123203,,-100.0
123208,,-100.0
123212,,-100.0
123220,,-100.0
123232,,-100.0
123236,,-100.0
123253,,-100.0
123256,,-100.0
123263,,-100.0
123273,,-100.0
123285,,-100.0
123291,,-100.0
123293,,-100.0
123308,,-100.0
123312,,-100.0
123326,,-100.0
123331,,-100.0
123334,,-100.0
123344,,-100.0
123350,,-100.0
123362,,-100.0
123364,,-100.0
123379,,-100.0
123384,,-100.0
123389,,-100.0
123399,,-100.0
123407,,-100.0
123413,,-100.0
123420,,-100.0
123432,,-100.0
123437,,-100.0
123439,,-100.0
123455,,-100.0
123464,,-100.0
123472,,-100.0
123485,,-100.0
123491,,-100.0
123508,,-100.0
123509,,-100.0
123513,,-100.0
123525,,-100.0
123534,,-100.0
123540,,-100.0
123552,,-100.0
123560,,-100.0
123563,,-100.0
123577,,-100.0
123596,,-100.0
123602,,-100.0
123615,,-100.0
123619,,-100.0
123620,,-100.0
123621,,-100.0
123636,,-100.0
123644,,-100.0
123648,,-100.0
123654,,-100.0
123669,,-100.0
123672,,-100.0
123673,,-100.0
123689,,-100.0
123695,,-100.0
123698,,-100.0
123707,,-100.0
123711,,-100.0
123725,,-100.0
123742,,-100.0
123744,,-100.0
123751,,-100.0
123759,,-100.0
123770,,-100.0
123776,,-100.0
123788,,-100.0
123794,,-100.0
123798,,-100.0
123805,,-100.0
123812,,-100.0
123824,,-100.0
123829,,-100.0
123836,,-100.0
123845,,-100.0
123848,,-100.0
123853,,-100.0
123871,,-100.0
123874,,-100.0
123888,,-100.0
123890,,-100.0
123894,,-100.0
