,A3BPENSX5EVJ2,AWE3BMS01D2F9
123907,,-100.0
123920,,-100.0
123923,,-100.0
123924,,-100.0
123941,,-100.0
123945,,-100.0
123948,,-100.0
123959,,-100.0
123970,,-100.0
123973,,-100.0
123976,,-100.0
123992,,-100.0
123997,,-100.0
124010,,-100.0
124020,,-100.0
124024,,-100.0
124028,,-100.0
124045,,-100.0
124050,,-100.0
124053,,-100.0
124066,,-100.0
124070,,-100.0
124072,,-100.0
124088,,-100.0
124092,,-100.0
124105,,-100.0
124122,,-100.0
124130,,-100.0
124132,,-100.0
124140,,-100.0
124155,,-100.0
124158,,-100.0
124159,,-100.0
124175,,-100.0
124186,,-100.0
124193,,-100.0
124205,,-100.0
124209,,-100.0
124210,,-100.0
124228,,-100.0
124231,,-100.0
124235,,-100.0
124246,,-100.0
124252,,-100.0
124253,,-100.0
124257,,-100.0
124270,,-100.0
124280,,-100.0
124287,,-100.0
124304,,-100.0
124305,,-100.0
124309,,-100.0
124322,,-100.0
124329,,-100.0
124335,,-100.0
124341,,-100.0
124352,,-100.0
124356,,-100.0
124357,,-100.0
124373,,-100.0
124377,,-100.0
124384,,-100.0
124392,,-100.0
124406,,-100.0
124409,,-100.0
124410,,-100.0
124427,,-100.0
124430,,-100.0
124434,,-100.0
124445,,-100.0
124449,,-100.0
124452,,-100.0
124453,,-100.0
124468,,-100.0
124474,,-100.0
124485,,-100.0
124503,,-100.0
124505,,-100.0
124522,,-100.0
124539,,-100.0
124568,,-100.0
124591,,-100.0
124609,,-100.0
124627,,-100.0
124645,,-100.0
124661,,-100.0
124680,,-100.0
124686,,-100.0
124704,,-100.0
124722,,-100.0
124738,,-100.0
124791,,-100.0
124827,,-100.0
124842,,-100.0
124860,,-100.0
124879,,-100.0
124885,,-100.0
124902,,-100.0
124921,,-100.0
124936,,-100.0
124957,,-100.0
124972,,-100.0
124991,,-100.0
125008,,-100.0
125033,,-100.0
125061,,-100.0
125078,,-100.0
125096,,-100.0
125103,,-100.0
125122,,-100.0
125136,,-100.0
125154,,-100.0
125172,,-100.0
125191,,-100.0
125207,,-100.0
125224,,-100.0
125242,,-100.0
125259,,-100.0
131373,,-100.0
131409,,-100.0
131442,,-100.0
131459,,-100.0
131477,,-100.0
131496,,-100.0
131502,,-100.0
131518,,-100.0
131538,,-100.0
131554,,-100.0
131571,,-100.0
131589,,-100.0
131607,,-100.0
131623,,-100.0
131641,,-100.0
131659,,-100.0
131677,,-100.0
131695,,-100.0
131711,,-100.0
131719,,-100.0
131736,,-100.0
131754,,-100.0
131771,,-100.0
131789,,-100.0
131806,,-100.0
131823,,-100.0
131842,,-100.0
131858,,-100.0
131876,,-100.0
131895,,-100.0
131910,,-100.0
131929,,-100.0
131935,,-100.0
131952,,-100.0
131971,,-100.0
131987,,-100.0
132005,,-100.0
132022,,-100.0
132040,,-100.0
132058,,-100.0
132074,,-100.0
132092,,-100.0
132128,,-100.0
132135,,-100.0
132153,,-100.0
132169,,-100.0
132186,,-100.0
132204,,-100.0
132222,,-100.0
132241,,-100.0
132260,,-100.0
132274,,-100.0
132292,,-100.0
132310,,-100.0
132328,,-100.0
132345,,-100.0
132368,,-100.0
132391,,-100.0
132404,,-100.0
132423,,-100.0
132439,,-100.0
132456,,-100.0
132474,,-100.0
132491,,-100.0
132509,,-100.0
132526,,-100.0
132548,,-100.0
132568,,-100.0
132586,,-100.0
132603,,-100.0
132621,,-100.0
132638,,-100.0
132656,,-100.0
132673,,-100.0
132690,,-100.0
132708,,-100.0
132725,,-100.0
132742,,-100.0
132752,,-100.0
132753,,-100.0
154420,,-100.0
154421,,-100.0
154440,,-100.0
154476,,-100.0
154502,,-100.0
154532,,-100.0
154552,,-100.0
154573,,-100.0
154606,,-100.0
154622,,-100.0
154638,,-100.0
154660,,-100.0
154692,,-100.0
154708,,-100.0
154726,,-100.0
154733,,-100.0
154750,,-100.0
154768,,-100.0
154791,,-100.0
154802,,-100.0
154828,,-100.0
154838,,-100.0
154857,,-100.0
154878,,-100.0
154898,,-100.0
154922,,-100.0
154939,,-100.0
154950,,-100.0
154957,,-100.0
154967,,-100.0
154985,,-100.0
155002,,-100.0
155019,,-100.0
155038,,-100.0
155054,,-100.0
155074,,-100.0
155089,,-100.0
155106,,-100.0
155125,,-100.0
155143,,-100.0
155150,,-100.0
155166,,-100.0
155183,,-100.0
155202,,-100.0
155222,,-100.0
155237,,-100.0
155257,,-100.0
155272,,-100.0
155289,,-100.0
155306,,-100.0
155324,,-100.0
155341,,-100.0
155358,,-100.0
155377,,-100.0
155383,,-100.0
155401,,-100.0
155418,,-100.0
155436,,-100.0
155453,,-100.0
155470,,-100.0
155488,,-100.0
155506,,-100.0
155523,,-100.0
155540,,-100.0
155558,,-100.0
155575,,-100.0
155583,,-100.0
155600,,-100.0
155618,,-100.0
155634,,-100.0
155660,,-100.0
155671,,-100.0
155693,,-100.0
155706,,-100.0
155721,,-100.0
155740,,-100.0
155757,,-100.0
155775,,-100.0
155793,,-100.0
155800,,-100.0
155816,,-100.0
155833,,-100.0
155852,,-100.0
155870,,-100.0
155888,,-100.0
155914,,-100.0
155922,,-100.0
155941,,-100.0
155957,,-100.0
155991,,-100.0
156008,,-100.0
156016,,-100.0
156033,,-100.0
156050,,-100.0
156069,,-100.0
156087,,-100.0
156105,,-100.0
156120,,-100.0
156138,,-100.0
156156,,-100.0
156173,,-100.0
156190,,-100.0
156208,,-100.0
156226,,-100.0
156232,,-100.0
156250,,-100.0
156269,,-100.0
156285,,-100.0
156302,,-100.0
156321,,-100.0
156338,,-100.0
156358,,-100.0
156372,,-100.0
156389,,-100.0
156408,,-100.0
156425,,-100.0
156432,,-100.0
156450,,-100.0
156466,,-100.0
156484,,-100.0
156502,,-100.0
156520,,-100.0
156537,,-100.0
156554,,-100.0
156572,,-100.0
156589,,-100.0
156607,,-100.0
156625,,-100.0
156642,,-100.0
156660,,-100.0
156666,,-100.0
156683,,-100.0
156702,,-100.0
156736,,-100.0
156753,,-100.0
156772,,-100.0
156789,,-100.0
156806,,-100.0
156824,,-100.0
156841,,-100.0
156859,,-100.0
156866,,-100.0
156883,,-100.0
156901,,-100.0
156920,,-100.0
156954,,-100.0
156972,,-100.0
156988,,-100.0
157008,,-100.0
157041,,-100.0
157058,,-100.0
157077,,-100.0
157083,,-100.0
157102,,-100.0
157118,,-100.0
157136,,-100.0
157153,,-100.0
157171,,-100.0
157188,,-100.0
157207,,-100.0
157222,,-100.0
157241,,-100.0
157258,,-100.0
157276,,-100.0
157299,,-100.0
157336,,-100.0
157351,,-100.0
157369,,-100.0
157387,,-100.0
157444,,-100.0
157475,,-100.0
157491,,-100.0
157509,,-100.0
157516,,-100.0
157534,,-100.0
157551,,-100.0
157568,,-100.0
157586,,-100.0
157603,,-100.0
157621,,-100.0
157639,,-100.0
164547,,-100.0
164563,,-100.0
164568,,-100.0
164598,,-100.0
164601,,-100.0
164616,,-100.0
164620,,-100.0
164633,,-100.0
164636,,-100.0
164653,,-100.0
164657,,-100.0
164685,,-100.0
164688,,-100.0
164720,,-100.0
164724,,-100.0
164744,,-100.0
164748,,-100.0
164762,,-100.0
164765,,-100.0
164780,,-100.0
164784,,-100.0
164797,,-100.0
164800,,-100.0
164832,,-100.0
164836,,-100.0
164867,,-100.0
164870,,-100.0
164885,,-100.0
164888,,-100.0
164903,,-100.0
164907,,-100.0
164920,,-100.0
164923,,-100.0
164936,,-100.0
164941,,-100.0
164955,,-100.0
164959,,-100.0
164961,,-100.0
164964,,-100.0
164979,,-100.0
164983,,-100.0
164996,,-100.0
164999,,-100.0
165013,,-100.0
165018,,-100.0
165032,,-100.0
165037,,-100.0
165049,,-100.0
165052,,-100.0
165070,,-100.0
165074,,-100.0
165086,,-100.0
165089,,-100.0
165102,,-100.0
165105,,-100.0
165118,,-100.0
165124,,-100.0
165136,,-100.0
165139,,-100.0
165154,,-100.0
165159,,-100.0
165161,,-100.0
165164,,-100.0
165178,,-100.0
165181,,-100.0
165213,,-100.0
165218,,-100.0
165248,,-100.0
165273,,-100.0
165301,,-100.0
165307,,-100.0
165336,,-100.0
165339,,-100.0
165353,,-100.0
165356,,-100.0
165371,,-100.0
165376,,-100.0
165385,,-100.0
165399,,-100.0
165403,,-100.0
165422,,-100.0
165443,,-100.0
165455,,-100.0
165473,,-100.0
165484,,-100.0
165489,,-100.0
165500,,-100.0
165504,,-100.0
165527,,-100.0
165531,,-100.0
165543,,-100.0
165560,,-100.0
165575,,-100.0
165578,,-100.0
165587,,-100.0
165597,,-100.0
165602,,-100.0
165612,,-100.0
165616,,-100.0
165630,,-100.0
165635,,-100.0
165649,,-100.0
165653,,-100.0
165664,,-100.0
165670,,-100.0
165682,,-100.0
165689,,-100.0
165701,,-100.0
165705,,-100.0
165717,,-100.0
165738,,-100.0
165753,,-100.0
165761,,-100.0
165797,,-100.0
165803,,-100.0
165815,,-100.0
165819,,-100.0
165831,,-100.0
165835,,-100.0
165851,,-100.0
165856,,-100.0
165870,,-100.0
165887,,-100.0
165900,,-100.0
165905,,-100.0
165916,,-100.0
165921,,-100.0
165934,,-100.0
165963,,-100.0
165975,,-100.0
165997,,-100.0
166004,,-100.0
166008,,-100.0
166011,,-100.0
166032,,-100.0
166046,,-100.0
166067,,-100.0
166080,,-100.0
166085,,-100.0
166098,,-100.0
166104,,-100.0
166118,,-100.0
166121,,-100.0
166133,,-100.0
166139,,-100.0
166151,,-100.0
166157,,-100.0
166168,,-100.0
166172,,-100.0
166185,,-100.0
166195,,-100.0
166210,,-100.0
166227,,-100.0
166237,,-100.0
166246,,-100.0
166249,,-100.0
166264,,-100.0
166287,,-100.0
166299,,-100.0
166319,,-100.0
166340,,-100.0
166346,,-100.0
166365,,-100.0
166394,,-100.0
166412,,-100.0
166419,,-100.0
166433,,-100.0
166444,,-100.0
166455,,-100.0
166471,,-100.0
166482,,-100.0
166485,,-100.0
166498,,-100.0
166502,,-100.0
166516,,-100.0
166524,,-100.0
166537,,-100.0
166542,,-100.0
166555,,-100.0
166605,,-100.0
166615,,-100.0
166652,,-100.0
166667,,-100.0
166690,,-100.0
166710,,-100.0
166733,,-100.0
166745,,-100.0
166775,,-100.0
166807,,-100.0
166832,,-100.0
166845,,-100.0
166870,,-100.0
166889,,-100.0
166927,,-100.0
166938,,-100.0
166973,,-100.0
166990,,-100.0
167022,,-100.0
167039,,-100.0
167091,,-100.0
167093,,-100.0
167130,,-100.0
167139,,-100.0
167156,,-100.0
167168,,-100.0
167189,,-100.0
167202,,-100.0
167231,,-100.0
167246,,-100.0
167264,,-100.0
167272,,-100.0
167293,,-100.0
167294,,-100.0
167318,,-100.0
167332,,-100.0
167353,,-100.0
167365,,-100.0
167373,,-100.0
167396,,-100.0
167429,,-100.0
167444,,-100.0
167462,,-100.0
167488,,-100.0
167510,,-100.0
167515,,-100.0
167525,,-100.0
167551,,-100.0
167588,,-100.0
167599,,-100.0
167622,,-100.0
167633,,-100.0
167655,,-100.0
167671,,-100.0
167675,,-100.0
167688,,-100.0
167711,,-100.0
167721,,-100.0
167728,,-100.0
167739,,-100.0
167752,,-100.0
167765,,-100.0
167770,,-100.0
167783,,-100.0
167788,,-100.0
167797,,-100.0
167803,,-100.0
167817,,-100.0
167822,,-100.0
167833,,-100.0
167837,,-100.0
167852,,-100.0
167857,,-100.0
167872,,-100.0
167875,,-100.0
167888,,-100.0
167910,,-100.0
167920,,-100.0
167924,,-100.0
167938,,-100.0
167946,,-100.0
167962,,-100.0
167983,,-100.0
167997,,-100.0
168002,,-100.0
168015,,-100.0
168020,,-100.0
168033,,-100.0
168036,,-100.0
168051,,-100.0
168059,,-100.0
168070,,-100.0
168074,,-100.0
168087,,-100.0
168090,,-100.0
168103,,-100.0
168109,,-100.0
168121,,-100.0
168124,,-100.0
168142,,-100.0
168147,,-100.0
168148,,-100.0
168152,,-100.0
168163,,-100.0
168166,,-100.0
168180,,-100.0
168186,,-100.0
168198,,-100.0
168204,,-100.0
168216,,-100.0
168221,,-100.0
168236,,-100.0
168240,,-100.0
168255,,-100.0
168260,,-100.0
168272,,-100.0
168292,,-100.0
168302,,-100.0
168307,,-100.0
168323,,-100.0
168325,,-100.0
168339,,-100.0
168342,,-100.0
168355,,-100.0
168361,,-100.0
168372,,-100.0
168378,,-100.0
168381,,-100.0
168397,,-100.0
168400,,-100.0
168415,,-100.0
168418,,-100.0
168433,,-100.0
168437,,-100.0
168449,,-100.0
168453,,-100.0
168465,,-100.0
168469,,-100.0
168485,,-100.0
168490,,-100.0
168505,,-100.0
168509,,-100.0
168525,,-100.0
168529,,-100.0
168544,,-100.0
168574,,-100.0
168589,,-100.0
168613,,-100.0
168624,,-100.0
168642,,-100.0
168655,,-100.0
168671,,-100.0
168683,,-100.0
168686,,-100.0
168703,,-100.0
168724,,-100.0
168734,,-100.0
168741,,-100.0
168752,,-100.0
168756,,-100.0
168770,,-100.0
168774,,-100.0
168788,,-100.0
168792,,-100.0
168795,,-100.0
168796,,-100.0
191189,,-100.0
191209,,-100.0
191242,,-100.0
191261,,-100.0
191278,,-100.0
191313,,-100.0
191333,,-100.0
191354,,-100.0
191372,,-100.0
191389,,-100.0
191407,,-100.0
191424,,-100.0
191442,,-100.0
191459,,-100.0
191477,,-100.0
191495,,-100.0
191513,,-100.0
191529,,-100.0
191564,,-100.0
191571,,-100.0
191590,,-100.0
191606,,-100.0
191623,,-100.0
191642,,-100.0
191660,,-100.0
191676,,-100.0
191695,,-100.0
191712,,-100.0
191728,,-100.0
191746,,-100.0
191765,,-100.0
191772,,-100.0
191807,,-100.0
191842,,-100.0
191860,,-100.0
191877,,-100.0
191893,,-100.0
191912,,-100.0
191929,,-100.0
191946,,-100.0
191965,,-100.0
191982,,-100.0
191999,,-100.0
192006,,-100.0
192023,,-100.0
192041,,-100.0
192060,,-100.0
192095,,-100.0
192128,,-100.0
192164,,-100.0
192181,,-100.0
192199,,-100.0
192206,,-100.0
192223,,-100.0
192241,,-100.0
192259,,-100.0
192275,,-100.0
192293,,-100.0
192311,,-100.0
192330,,-100.0
192348,,-100.0
192372,,-100.0
192401,,-100.0
192423,,-100.0
192441,,-100.0
192458,,-100.0
192476,,-100.0
192492,,-100.0
192511,,-100.0
192528,,-100.0
192542,,-100.0
192551,,-100.0
192560,,-100.0
192563,,-100.0
192582,,-100.0
192598,,-100.0
192616,,-100.0
192623,,-100.0
192640,,-100.0
192658,,-100.0
192675,,-100.0
192693,,-100.0
192710,,-100.0
192728,,-100.0
192738,,-100.0
192745,,-100.0
192756,,-100.0
192763,,-100.0
192781,,-100.0
192798,,-100.0
192816,,-100.0
192834,,-100.0
192850,,-100.0
192989,,-100.0
193008,,-100.0
193053,,-100.0
193065,,-100.0
193180,,-100.0
193199,,-100.0
193205,,-100.0
193214,,-100.0
193223,,-100.0
193232,,-100.0
193250,,-100.0
193267,,-100.0
193271,,-100.0
193275,,-100.0
193283,,-100.0
193292,,-100.0
193308,,-100.0
193327,,-100.0
193345,,-100.0
193362,,-100.0
193397,,-100.0
193615,,-100.0
193632,,-100.0
193677,,-100.0
193696,,-100.0
193914,,-100.0
193931,,-100.0
193980,,-100.0
193991,,-100.0
194169,,-100.0
194195,,-100.0
194242,,-100.0
194253,,-100.0
194274,,-100.0
194289,,-100.0
194448,,-100.0
194453,,-100.0
194467,,-100.0
194472,,-100.0
194501,,-100.0
194517,,-100.0
194523,,-100.0
194536,,-100.0
194733,,-100.0
194736,,-100.0
194750,,-100.0
194761,,-100.0
194779,,-100.0
194801,,-100.0
194869,,-100.0
194970,,-100.0
194979,,-100.0
194988,,-100.0
195011,,-100.0
195030,,-100.0
195048,,-100.0
195065,,-100.0
195117,,-100.0
195187,,-100.0
195196,,-100.0
195213,,-100.0
195230,,-100.0
195248,,-100.0
195266,,-100.0
195281,,-100.0
195286,,-100.0
195605,,-100.0
195612,,-100.0
195629,,-100.0
195650,,-100.0
195684,,-100.0
195699,,-100.0
195855,,-100.0
195872,,-100.0
195918,,-100.0
195932,,-100.0
196035,,-100.0
196072,,-100.0
196114,,-100.0
196132,,-100.0
196185,,-100.0
196206,,-100.0
196344,,-100.0
196372,,-100.0
196386,,-100.0
196404,,-100.0
196421,,-100.0
196438,,-100.0
196456,,-100.0
196464,,-100.0
196773,,-100.0
196785,,-100.0
196788,,-100.0
196804,,-100.0
196815,,-100.0
196821,,-100.0
196838,,-100.0
196843,,-100.0
196852,,-100.0
196857,,-100.0
196874,,-100.0
197024,,-100.0
197039,,-100.0
197066,,-100.0
197073,,-100.0
197096,,-100.0
197106,,-100.0
197202,,-100.0
197221,,-100.0
197236,,-100.0
197255,,-100.0
197272,,-100.0
197274,,-100.0
197289,,-100.0
197290,,-100.0
197298,,-100.0
197308,,-100.0
197320,,-100.0
197344,,-100.0
197357,,-100.0
197497,,-100.0
197507,,-100.0
197533,,-100.0
197540,,-100.0
197654,,-100.0
197674,,-100.0
197691,,-100.0
197706,,-100.0
197724,,-100.0
197742,,-100.0
198028,,-100.0
198043,,-100.0
198075,,-100.0
198089,,-100.0
198099,,-100.0
198107,,-100.0
198113,,-100.0
198124,,-100.0
198144,,-100.0
198427,,-100.0
198442,,-100.0
198468,,-100.0
198475,,-100.0
198502,,-100.0
198510,,-100.0
198597,,-100.0
198617,,-100.0
198645,,-100.0
198657,,-100.0
198763,,-100.0
198776,,-100.0
198803,,-100.0
198811,,-100.0
198837,,-100.0
198846,,-100.0
199193,,-100.0
199213,,-100.0
199245,,-100.0
199252,,-100.0
199270,,-100.0
199287,,-100.0
199304,,-100.0
199323,,-100.0
199358,,-100.0
199375,,-100.0
199394,,-100.0
199574,,-100.0
199593,,-100.0
199610,,-100.0
199627,,-100.0
199646,,-100.0
199663,,-100.0
199774,,-100.0
199792,,-100.0
199809,,-100.0
199829,,-100.0
199973,,-100.0
199993,,-100.0
200027,,-100.0
200138,,-100.0
200157,,-100.0
200173,,-100.0
200191,,-100.0
200209,,-100.0
200322,,-100.0
200350,,-100.0
200411,,-100.0
200556,,-100.0
200574,,-100.0
200713,,-100.0
200731,,-100.0
200738,,-100.0
200756,,-100.0
200782,,-100.0
201094,,-100.0
201116,,-100.0
201147,,-100.0
201155,,-100.0
201172,,-100.0
201190,,-100.0
201565,,-100.0
201584,,-100.0
201607,,-100.0
201625,,-100.0
201642,,-100.0
202476,,-100.0
202494,,-100.0
202511,,-100.0
202529,,-100.0
202547,,-100.0
202564,,-100.0
202580,,-100.0
202598,,-100.0
202616,,-100.0
202634,,-100.0
202651,,-100.0
202658,,-100.0
202674,,-100.0
202692,,-100.0
202711,,-100.0
202730,,-100.0
202816,,-100.0
202834,,-100.0
202850,,-100.0
202867,,-100.0
202875,,-100.0
202892,,-100.0
202910,,-100.0
204851,,-100.0
204852,,-100.0
204869,,-100.0
204873,,-100.0
204876,,-100.0
204912,,-100.0
204947,,-100.0
204953,,-100.0
204973,,-100.0
204974,,-100.0
204995,,-100.0
204998,,-100.0
205012,,-100.0
205021,,-100.0
205030,,-100.0
205033,,-100.0
205045,,-100.0
205047,,-100.0
205058,,-100.0
205065,,-100.0
205083,,-100.0
205090,,-100.0
205100,,-100.0
205111,,-100.0
205117,,-100.0
205135,,-100.0
205152,,-100.0
205169,,-100.0
205170,,-100.0
205188,,-100.0
205204,,-100.0
205226,,-100.0
205268,,-100.0
205282,,-100.0
205299,,-100.0
205300,,-100.0
205305,,-100.0
205338,,-100.0
205360,,-100.0
205374,,-100.0
205394,,-100.0
205404,,-100.0
205423,,-100.0
205429,,-100.0
205448,,-100.0
205465,,-100.0
205482,,-100.0
205499,,-100.0
205517,,-100.0
205535,,-100.0
205552,,-100.0
205570,,-100.0
205587,,-100.0
205604,,-100.0
205622,,-100.0
205641,,-100.0
205653,,-100.0
205663,,-100.0
205682,,-100.0
205698,,-100.0
205717,,-100.0
205735,,-100.0
205752,,-100.0
205768,,-100.0
205787,,-100.0
205804,,-100.0
205821,,-100.0
205840,,-100.0
205857,,-100.0
205863,,-100.0
205881,,-100.0
205899,,-100.0
205916,,-100.0
205934,,-100.0
205951,,-100.0
205982,,-100.0
206036,,-100.0
206063,,-100.0
206081,,-100.0
206136,,-100.0
206168,,-100.0
206182,,-100.0
206202,,-100.0
206211,,-100.0
206229,,-100.0
206238,,-100.0
206256,,-100.0
206273,,-100.0
206281,,-100.0
206298,,-100.0
206315,,-100.0
206335,,-100.0
206350,,-100.0
206368,,-100.0
206386,,-100.0
206404,,-100.0
206421,,-100.0
206438,,-100.0
206456,,-100.0
206473,,-100.0
206491,,-100.0
206499,,-100.0
206515,,-100.0
206532,,-100.0
206551,,-100.0
206567,,-100.0
206586,,-100.0
221571,,-100.0
221589,,-100.0
221612,,-100.0
221622,,-100.0
221644,,-100.0
221650,,-100.0
221672,,-100.0
221681,,-100.0
221687,,-100.0
221701,,-100.0
221790,,-100.0
221809,,-100.0
221833,,-100.0
221845,,-100.0
221972,,-100.0
221987,,-100.0
222011,,-100.0
222018,,-100.0
222024,,-100.0
222026,,-100.0
222033,,-100.0
222044,,-100.0
222156,,-100.0
222173,,-100.0
222206,,-100.0
222220,,-100.0
222333,,-100.0
222350,,-100.0
222370,,-100.0
222381,,-100.0
222515,,-100.0
222533,,-100.0
222555,,-100.0
222564,,-100.0
222679,,-100.0
222697,,-100.0
222718,,-100.0
222727,,-100.0
222735,,-100.0
222746,,-100.0
222880,,-100.0
222895,,-100.0
222914,,-100.0
222929,,-100.0
223300,,-100.0
223328,,-100.0
223352,,-100.0
223362,,-100.0
223549,,-100.0
223564,,-100.0
223583,,-100.0
223597,,-100.0
223748,,-100.0
223762,,-100.0
223783,,-100.0
223795,,-100.0
223963,,-100.0
223979,,-100.0
224001,,-100.0
224012,,-100.0
224181,,-100.0
224196,,-100.0
224224,,-100.0
224232,,-100.0
224397,,-100.0
224414,,-100.0
224446,,-100.0
224455,,-100.0
224616,,-100.0
224633,,-100.0
224809,,-100.0
224817,,-100.0
224858,,-100.0
224871,,-100.0
225018,,-100.0
225048,,-100.0
225232,,-100.0
225249,,-100.0
225273,,-100.0
225285,,-100.0
225448,,-100.0
225465,,-100.0
225490,,-100.0
225503,,-100.0
225510,,-100.0
225524,,-100.0
225684,,-100.0
225700,,-100.0
225726,,-100.0
225735,,-100.0
225759,,-100.0
225771,,-100.0
225901,,-100.0
225917,,-100.0
225939,,-100.0
225949,,-100.0
226099,,-100.0
226117,,-100.0
226141,,-100.0
226152,,-100.0
226175,,-100.0
226183,,-100.0
226319,,-100.0
226332,,-100.0
226353,,-100.0
226369,,-100.0
226392,,-100.0
226402,,-100.0
226535,,-100.0
226548,,-100.0
226573,,-100.0
226582,,-100.0
226604,,-100.0
226618,,-100.0
226750,,-100.0
226767,,-100.0
226796,,-100.0
226804,,-100.0
226810,,-100.0
226834,,-100.0
226952,,-100.0
226965,,-100.0
226987,,-100.0
226998,,-100.0
227023,,-100.0
227035,,-100.0
227169,,-100.0
227185,,-100.0
227210,,-100.0
227217,,-100.0
227239,,-100.0
227253,,-100.0
227386,,-100.0
227400,,-100.0
227425,,-100.0
227433,,-100.0
227457,,-100.0
227470,,-100.0
227601,,-100.0
227617,,-100.0
227642,,-100.0
227666,,-100.0
227818,,-100.0
227834,,-100.0
227860,,-100.0
227868,,-100.0
227891,,-100.0
227905,,-100.0
227907,,-100.0
227908,,-100.0
227921,,-100.0
227957,,-100.0
227969,,-100.0
227980,,-100.0
227992,,-100.0
228003,,-100.0
228019,,-100.0
228021,,-100.0
228034,,-100.0
228043,,-100.0
228062,,-100.0
228069,,-100.0
228079,,-100.0
228088,,-100.0
228096,,-100.0
228104,,-100.0
228107,,-100.0
228128,,-100.0
228138,,-100.0
228143,,-100.0
228145,,-100.0
228151,,-100.0
228161,,-100.0
228186,,-100.0
228196,,-100.0
228219,,-100.0
228231,,-100.0
228234,,-100.0
228236,,-100.0
228246,,-100.0
228250,,-100.0
228273,,-100.0
228276,,-100.0
228285,,-100.0
228289,,-100.0
228308,,-100.0
228312,,-100.0
228318,,-100.0
228321,,-100.0
228325,,-100.0
228338,,-100.0
228363,,-100.0
228373,,-100.0
228396,,-100.0
228405,,-100.0
228446,,-100.0
228453,,-100.0
228456,,-100.0
228476,,-100.0
228486,,-100.0
228492,,-100.0
228517,,-100.0
228526,,-100.0
228529,,-100.0
228540,,-100.0
228551,,-100.0
228561,,-100.0
228572,,-100.0
228580,,-100.0
228606,,-100.0
228617,,-100.0
228642,,-100.0
228650,,-100.0
228658,,-100.0
228672,,-100.0
228674,,-100.0
228683,,-100.0
228706,,-100.0
228711,,-100.0
228715,,-100.0
228723,,-100.0
228734,,-100.0
228735,,-100.0
228751,,-100.0
228758,,-100.0
228770,,-100.0
228774,,-100.0
228789,,-100.0
228798,,-100.0
228806,,-100.0
228828,,-100.0
228840,,-100.0
228848,,-100.0
228861,,-100.0
228885,,-100.0
228887,,-100.0
228895,,-100.0
228907,,-100.0
228926,,-100.0
228937,,-100.0
228939,,-100.0
228955,,-100.0
228958,,-100.0
228970,,-100.0
228975,,-100.0
228986,,-100.0
229002,,-100.0
229009,,-100.0
229035,,-100.0
229045,,-100.0
229051,,-100.0
229066,,-100.0
229071,,-100.0
229083,,-100.0
229084,,-100.0
229100,,-100.0
229109,,-100.0
229121,,-100.0
229136,,-100.0
229145,,-100.0
229153,,-100.0
229160,,-100.0
229169,,-100.0
229173,,-100.0
229175,,-100.0
229184,,-100.0
229190,,-100.0
229209,,-100.0
229219,,-100.0
229232,,-100.0
229248,,-100.0
229289,,-100.0
229304,,-100.0
229318,,-100.0
229331,,-100.0
229337,,-100.0
229341,,-100.0
229366,,-100.0
229378,,-100.0
229403,,-100.0
229409,,-100.0
229434,,-100.0
229446,,-100.0
229473,,-100.0
229489,,-100.0
229521,,-100.0
229532,,-100.0
229541,,-100.0
229550,,-100.0
229554,,-100.0
229566,,-100.0
229571,,-100.0
229583,,-100.0
229588,,-100.0
229596,,-100.0
229601,,-100.0
229606,,-100.0
229610,,-100.0
229616,,-100.0
229617,,-100.0
229623,,-100.0
229628,,-100.0
229635,,-100.0
229641,,-100.0
229648,,-100.0
229653,,-100.0
229657,,-100.0
229660,,-100.0
229670,,-100.0
229682,,-100.0
229695,,-100.0
229724,,-100.0
229733,,-100.0
229754,,-100.0
229764,,-100.0
229771,,-100.0
229782,,-100.0
229804,,-100.0
229810,,-100.0
229817,,-100.0
229818,,-100.0
229823,,-100.0
229824,,-100.0
229834,,-100.0
229836,,-100.0
229844,,-100.0
229849,,-100.0
229857,,-100.0
229871,,-100.0
229872,,-100.0
229884,,-100.0
229904,,-100.0
229914,,-100.0
229941,,-100.0
229951,,-100.0
229962,,-100.0
229972,,-100.0
229998,,-100.0
230001,,-100.0
230011,,-100.0
230019,,-100.0
230023,,-100.0
230034,,-100.0
230038,,-100.0
230042,,-100.0
230052,,-100.0
230058,,-100.0
230069,,-100.0
230074,,-100.0
230084,,-100.0
230086,,-100.0
230094,,-100.0
230100,,-100.0
230113,,-100.0
230138,,-100.0
230146,,-100.0
230152,,-100.0
230163,,-100.0
230190,,-100.0
230197,,-100.0
230201,,-100.0
230220,,-100.0
230227,,-100.0
230239,,-100.0
230240,,-100.0
230252,,-100.0
230262,,-100.0
230271,,-100.0
230275,,-100.0
230290,,-100.0
230320,,-100.0
230340,,-100.0
230385,,-100.0
230418,,-100.0
230435,,-100.0
230452,,-100.0
230468,,-100.0
230473,,-100.0
230481,,-100.0
230485,,-100.0
230490,,-100.0
230503,,-100.0
230504,,-100.0
230509,,-100.0
230512,,-100.0
230522,,-100.0
230525,,-100.0
230527,,-100.0
230537,,-100.0
230551,,-100.0
230557,,-100.0
230582,,-100.0
230600,,-100.0
230632,,-100.0
230649,,-100.0
230689,,-100.0
230691,,-100.0
230702,,-100.0
230704,,-100.0
230725,,-100.0
