OriginalName,DatabaseName,Participant,ExternalPID,SessionID,Timestamp,VideoTime,Value
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462228450,0,-100.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462228468,0,-100.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380463,78261,-100.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380471,78285,-99.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380543,78356,-99.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380549,78369,-98.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380614,78403,-98.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380616,78446,-95.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380700,78484,-95.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380703,78523,-93.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380775,78574,-93.0
The_Possession_of_Hannah_Grace_cut7,4693FC7C-558D-4235-93C1-411BF9EE19A1-1,0F9A10BD-BEFF-776F-066B-F2FB5E9C9D26,A3OD4F0SA7EBC,60AA6F7A-B95D-93A7-24A2-08E87A2C3511,1592462380779,78603,-91.0
