Time,Value
0.0,-101.57672310344827
27.999999999974612,-95.02960103448868
27.99999999997878,-95.02960103448868
29.99999999999473,-44.46607979320902
30.000000000019288,-44.46607979320902
40.725193674599375,-31.000000000158092
46.99999869766646,-31.000000000158092
47.999999530114486,-17.345006416277215
47.99999985952779,-17.34500641627717
48.99999999999474,41.465479999703795
50.84810846032683,41.465479999703824
52.98435438148418,-71.04129999786664
52.99999781664118,-71.04129999786667
53.85311878194923,-89.90598999997972
56.0,-89.90598999997971
56.00001,
58.99999,
59.0,-89.9059899999797
63.979777233104365,-89.90598999997968
67.99072093117253,-52.587500006106545
67.99999909136889,-52.58750000610653
68.98096746630128,-23.759798750046002
115.32796165653423,-23.759798750045913
117.87276816997395,-62.344574999878205
152.65469716107296,-62.34457499987822
154.99687635730717,-47.906410429834175
179.36026668818883,-47.906410429834175
181.8586052261789,-27.372628444482192
225.32603581719133,-27.372628444482288
227.78744504952832,27.63333285713088
233.48870780745682,27.633332857130434
235.81227091435932,58.49799999938432
244.8128360557081,58.49799999938422
245.82637892471402,82.7692299997043
246.00000000039037,82.76922999970445
253.99999999966317,46.79268607928998
254.9462782727087,46.79268607929005
255.99999999999991,26.34098000006816
267.8665764061001,26.340980000067862
269.0,-0.5650000000678119
283.7614280598372,-0.5650000000678106
285.9203253308753,-38.93703499995081
286.9999999995886,-38.937034999950974
289.7378147333062,-73.19932361108658
324.7615958994388,-73.1993236110871
329.0,-45.851534000220006
340.5227848400942,-45.851534000220006
342.7756034606242,-5.896128679245522
394.7654492426547,-5.896128679245535
398.99875195680465,4.7948741268263575
460.5262240199457,4.794874126826506
463.724161364038,-19.66881249994321
478.7630704321112,-19.66881249994327
481.0,9.593078333407902
484.6000673575956,9.593078333407481
512.9448589633879,17.327016578833295
549.5655101327671,17.327016578833287
551.9649318450423,-55.03231999998388
552.0000000008117,-55.032319999983784
555.7415162026892,-57.0576388886868
608.5680458043588,-57.0576388886868
610.9999999999783,-74.27839166667762
619.0,-74.27839166667748
