Time,Value
0.0,-99.96873628289472
606.8438199788833,-99.96873628289472
608.9612616878571,-64.35000000281252
608.9896480324946,-64.35000000281288
611.0,-48.16666666729179
611.0,-48.16666666729179
611.00001,
694.99999,
695.0,-48.16666666729179
