Time,Value
0.0,-97.28202113207547
51.22011320231814,-97.28202113207547
54.00000000065799,-90.77968799852852
103.99999999996157,-90.77968799852852
111.51371923451288,-68.90837586210057
139.51983457264032,-68.90837586210056
140.9999965966512,-61.00001818367275
189.4251757353449,-61.00001818367262
201.9999999969314,-82.92171208254223
218.1967213153216,-82.92171208254226
251.27783139620837,-95.98521288190435
434.3676243565874,-95.98521288190435
435.999441170239,-89.00239132762431
549.9590831236584,-89.00239132762428
550.9999999940593,-95.93749996060751
640.2217367801913,-95.93749996060735
652.4483587087228,-68.99999999991928
654.9999999964045,-68.9999999999192
658.9999999992729,-86.56277599174155
662.5621347741576,-86.56277599174155
706.0,-96.1994276356588
