,AF50K5H2FJWW0,A4WBW7FVQASZE,AQ3KPKZ6UIYPF
137297,69.80193236714976,-100.0,-100.0
137329,69.71014492753623,-100.0,-100.0
137412,69.61835748792271,-100.0,-100.0
137458,69.52657004830918,-100.0,-100.0
137495,69.43478260869566,-100.0,-100.0
137544,69.34299516908213,-100.0,-100.0
137590,69.2512077294686,-100.0,-100.0
137609,69.15942028985508,-100.0,-100.0
137659,69.06763285024155,-100.0,-100.0
137727,68.97584541062801,-100.0,-100.0
137752,68.8840579710145,-100.0,-100.0
137831,68.79227053140096,-100.0,-100.0
137847,68.70048309178743,-100.0,-100.0
137904,68.6086956521739,-100.0,-100.0
138037,68.51690821256038,-100.0,-100.0
138051,68.42512077294685,-100.0,-100.0
138156,68.33333333333333,-100.0,-100.0
138212,68.2415458937198,-100.0,-100.0
138235,68.14975845410628,-100.0,-100.0
138302,68.05797101449275,-100.0,-100.0
138320,67.96618357487922,-100.0,-100.0
138352,67.8743961352657,-100.0,-100.0
138432,67.78260869565217,-100.0,-100.0
138449,67.69082125603865,-100.0,-100.0
138537,67.59903381642512,-100.0,-100.0
138603,67.5072463768116,-100.0,-100.0
138630,67.41545893719807,-100.0,-100.0
138651,67.32367149758454,-100.0,-100.0
138685,67.23188405797102,-100.0,-100.0
138879,67.14009661835749,-100.0,-100.0
138958,67.04830917874396,-100.0,-100.0
138979,66.95652173913044,-100.0,-100.0
139014,66.86473429951691,-100.0,-100.0
139039,66.77294685990339,-100.0,-100.0
139056,66.68115942028986,-100.0,-100.0
139073,66.58937198067633,-100.0,-100.0
139106,66.4975845410628,-100.0,-100.0
139127,66.40579710144928,-100.0,-100.0
139142,66.31400966183574,-100.0,-100.0
139207,66.22222222222223,-100.0,-100.0
139255,66.13043478260869,-100.0,-100.0
139270,66.03864734299516,-100.0,-100.0
139296,65.94685990338164,-100.0,-100.0
139623,65.85507246376811,-100.0,-100.0
139651,65.76328502415458,-100.0,-100.0
139720,65.67149758454106,-100.0,-100.0
139780,65.57971014492753,-100.0,-100.0
139805,65.487922705314,-100.0,-100.0
139876,65.39613526570048,-100.0,-100.0
139904,65.30434782608695,-100.0,-100.0
139945,65.21256038647343,-100.0,-100.0
139960,65.1207729468599,-100.0,-100.0
139996,65.02898550724638,-100.0,-100.0
140226,64.93719806763285,-100.0,-100.0
140281,64.84541062801932,-100.0,-100.0
140366,64.7536231884058,-100.0,-100.0
140392,64.66183574879227,-100.0,-100.0
140436,64.57004830917874,-100.0,-100.0
140459,64.47826086956522,-100.0,-100.0
140526,64.38647342995169,-100.0,-100.0
140578,64.29468599033817,-100.0,-100.0
140703,64.20289855072464,-100.0,-100.0
140721,64.11111111111111,-100.0,-100.0
140825,64.01932367149759,-100.0,-100.0
140851,63.92753623188406,-100.0,-100.0
140909,63.83574879227053,-100.0,-100.0
140942,63.743961352657,-100.0,-100.0
141032,63.65217391304348,-100.0,-100.0
141057,63.56038647342995,-100.0,-100.0
141144,63.468599033816425,-100.0,-100.0
141171,63.3768115942029,-100.0,-100.0
141230,63.28502415458937,-100.0,-100.0
141267,63.19323671497584,-100.0,-100.0
141343,63.10144927536231,-100.0,-100.0
141386,63.00966183574879,-100.0,-100.0
141472,62.91787439613526,-100.0,-100.0
141494,62.826086956521735,-100.0,-100.0
141564,62.73429951690821,-100.0,-100.0
141584,62.64251207729468,-100.0,-100.0
141660,62.55072463768116,-100.0,-100.0
141692,62.45893719806763,-100.0,-100.0
141734,62.367149758454104,-100.0,-100.0
141784,62.27536231884058,-100.0,-100.0
141817,62.18357487922705,-100.0,-100.0
141833,62.091787439613526,-100.0,-100.0
141834,62.0,-100.0,-100.0
141848,61.5,-100.0,-100.0
141851,61.0,-100.0,-100.0
141864,61.0,-100.0,-100.0
141884,59.0,-100.0,-100.0
141891,59.0,-100.0,-100.0
141892,59.0,-100.0,-100.0
141907,57.0,-100.0,-100.0
141909,57.0,-100.0,-100.0
141916,57.0,-100.0,-100.0
141944,55.0,-100.0,-100.0
141952,55.0,-100.0,-100.0
141990,53.0,-100.0,-100.0
141995,51.0,-100.0,-100.0
142003,51.0,-100.0,-100.0
142011,50.0,-100.0,-100.0
142031,49.0,-100.0,-100.0
142046,49.0,-100.0,-100.0
142060,48.0,-100.0,-100.0
142066,47.0,-100.0,-100.0
142090,47.0,-100.0,-100.0
142101,46.0,-100.0,-100.0
142110,46.0,-100.0,-100.0
142115,45.0,-100.0,-100.0
142125,44.0,-100.0,-100.0
142132,44.0,-100.0,-100.0
142144,42.0,-100.0,-100.0
142150,42.0,-100.0,-100.0
142161,41.0,-100.0,-100.0
142168,41.0,-100.0,-100.0
142179,40.0,-100.0,-100.0
142187,40.0,-100.0,-100.0
142190,39.5,-100.0,-100.0
142195,39.0,-100.0,-100.0
142217,39.0,-100.0,-100.0
142219,38.5,-100.0,-100.0
142231,38.0,-100.0,-100.0
142238,38.0,-100.0,-100.0
142248,37.0,-100.0,-100.0
142261,37.0,-100.0,-100.0
142271,37.0,-100.0,-100.0
142283,36.0,-100.0,-100.0
142292,36.0,-100.0,-100.0
142302,35.0,-100.0,-100.0
142310,35.0,-100.0,-100.0
142311,34.5,-100.0,-100.0
142317,34.0,-100.0,-100.0
142324,34.0,-100.0,-100.0
142325,33.0,-100.0,-100.0
142340,33.0,-100.0,-100.0
142348,33.0,-100.0,-100.0
142360,32.0,-100.0,-100.0
142369,32.0,-100.0,-100.0
142378,31.0,-100.0,-100.0
142386,31.0,-100.0,-100.0
142395,30.0,-100.0,-100.0
142403,30.0,-100.0,-100.0
142412,29.0,-100.0,-100.0
142419,29.0,-100.0,-100.0
142436,29.0,-100.0,-100.0
142448,27.0,-100.0,-100.0
142470,27.0,-100.0,-100.0
142482,25.0,-100.0,-100.0
142486,25.0,-100.0,-100.0
142491,25.0,-100.0,-100.0
142500,24.0,-100.0,-100.0
142506,24.0,-100.0,-100.0
142508,24.0,-100.0,-100.0
142516,23.5,-100.0,-100.0
142519,23.0,-100.0,-100.0
142526,23.0,-100.0,-100.0
142535,22.0,-100.0,-100.0
142544,22.0,-100.0,-100.0
142552,21.0,-100.0,-100.0
142559,20.0,-100.0,-100.0
142565,20.0,-100.0,-100.0
142570,19.5,-100.0,-100.0
142576,19.0,-100.0,-100.0
142586,19.0,-100.0,-100.0
142595,18.0,-100.0,-100.0
142621,18.0,-100.0,-100.0
142630,17.0,-100.0,-100.0
142637,17.0,-100.0,-100.0
142646,16.0,-100.0,-100.0
142655,16.0,-100.0,-100.0
142660,15.5,-100.0,-100.0
142663,15.0,-100.0,-100.0
142686,15.0,-100.0,-100.0
142700,14.0,-100.0,-100.0
142706,14.0,-100.0,-100.0
142707,14.0,-100.0,-100.0
142722,14.0,-100.0,-100.0
142735,13.0,-100.0,-100.0
142742,13.0,-100.0,-100.0
142751,11.0,-100.0,-100.0
142758,10.0,-100.0,-100.0
142764,10.0,-100.0,-100.0
142776,9.0,-100.0,-100.0
142785,9.0,-100.0,-100.0
142795,8.0,-100.0,-100.0
142802,8.0,-100.0,-100.0
142809,7.5,-100.0,-100.0
142812,7.0,-100.0,-100.0
142819,7.0,-100.0,-100.0
142829,6.0,-100.0,-100.0
142847,6.0,-100.0,-100.0
142850,6.0,-100.0,-100.0
142863,5.0,-100.0,-100.0
142886,5.0,-100.0,-100.0
142899,3.0,-100.0,-100.0
142903,3.0,-100.0,-100.0
142907,3.0,-100.0,-100.0
142916,2.0,-100.0,-100.0
142940,2.0,-100.0,-100.0
142941,1.5,-100.0,-100.0
142951,1.0,-100.0,-100.0
142954,1.0,-100.0,-100.0
142973,1.0,-100.0,-100.0
142975,0.0,-100.0,-100.0
142983,0.0,-100.0,-100.0
142990,-0.5,-100.0,-100.0
142992,-1.0,-100.0,-100.0
143002,-1.0,-100.0,-100.0
143016,-1.0,-100.0,-100.0
143028,-3.0,-100.0,-100.0
143051,-3.0,-100.0,-100.0
143052,-4.0,-100.0,-100.0
143063,-5.0,-100.0,-100.0
143071,-5.0,-100.0,-100.0
143082,-6.0,-100.0,-100.0
143104,-6.0,-100.0,-100.0
143111,-6.5,-100.0,-100.0
143115,-7.0,-100.0,-100.0
143133,-7.0,-100.0,-100.0
143139,-7.0,-100.0,-100.0
143151,-8.0,-100.0,-100.0
143158,-8.0,-100.0,-100.0
143168,-9.0,-100.0,-100.0
143179,-9.0,-100.0,-100.0
143183,-10.0,-100.0,-100.0
143192,-11.0,-100.0,-100.0
143216,-11.0,-100.0,-100.0
143224,-12.0,-100.0,-100.0
143229,-13.0,-100.0,-100.0
143252,-13.0,-100.0,-100.0
143263,-14.0,-100.0,-100.0
143271,-14.0,-100.0,-100.0
143280,-15.0,-100.0,-100.0
143299,-15.0,-100.0,-100.0
143303,-15.0,-100.0,-100.0
143315,-16.0,-100.0,-100.0
143324,-16.0,-100.0,-100.0
143333,-18.0,-100.0,-100.0
143354,-18.0,-100.0,-100.0
143356,-18.0,-100.0,-100.0
143368,-20.0,-100.0,-100.0
143391,-20.0,-100.0,-100.0
143402,-21.0,-100.0,-100.0
143404,-21.5,-100.0,-100.0
143409,-22.0,-100.0,-100.0
143432,-22.0,-100.0,-100.0
143445,-23.0,-100.0,-100.0
143455,-23.0,-100.0,-100.0
143469,-23.0,-100.0,-100.0
143472,-24.0,-100.0,-100.0
143480,-25.0,-100.0,-100.0
143505,-25.0,-100.0,-100.0
143514,-26.0,-100.0,-100.0
143523,-26.0,-100.0,-100.0
143525,-26.5,-100.0,-100.0
143533,-27.0,-100.0,-100.0
143547,-27.0,-100.0,-100.0
143550,-27.0,-100.0,-100.0
143556,-27.0,-100.0,-100.0
143561,-27.5,-100.0,-100.0
143567,-28.0,-100.0,-100.0
143575,-28.0,-100.0,-100.0
143584,-29.0,-100.0,-100.0
143585,-29.0,-100.0,-100.0
143591,-29.0,-100.0,-100.0
143607,-29.0,-100.0,-100.0
143609,-30.0,-100.0,-100.0
143627,-30.0,-100.0,-100.0
143631,-30.0,-100.0,-100.0
143644,-32.0,-100.0,-100.0
143651,-32.0,-100.0,-100.0
143661,-33.0,-100.0,-100.0
143669,-33.0,-100.0,-100.0
143678,-33.0,-100.0,-100.0
143681,-33.0,-100.0,-100.0
143685,-33.0,-100.0,-100.0
143696,-34.0,-100.0,-100.0
143721,-34.0,-100.0,-100.0
143732,-35.0,-100.0,-100.0
143755,-35.0,-100.0,-100.0
143762,-35.5,-100.0,-100.0
143766,-36.0,-100.0,-100.0
143773,-36.0,-100.0,-100.0
143775,-36.0,-100.0,-100.0
143784,-38.0,-100.0,-100.0
143792,-38.0,-100.0,-100.0
143807,-38.0,-100.0,-100.0
143819,-40.0,-100.0,-100.0
143820,-40.5,-100.0,-100.0
143830,-41.0,-100.0,-100.0
143831,-41.5,-100.0,-100.0
143844,-42.0,-100.0,-100.0
143846,-42.0,-100.0,-100.0
143851,-42.0,-100.0,-100.0
143860,-43.0,-100.0,-100.0
143885,-43.0,-100.0,-100.0
143895,-44.0,-100.0,-100.0
143902,-44.0,-100.0,-100.0
143903,-44.0,-100.0,-100.0
143913,-45.0,-100.0,-100.0
143937,-45.0,-100.0,-100.0
143947,-47.0,-100.0,-100.0
143962,-47.0,-100.0,-100.0
143966,-47.0,-100.0,-100.0
143972,-47.0,-100.0,-100.0
143978,-47.5,-100.0,-100.0
143984,-48.0,-100.0,-100.0
143989,-48.0,-100.0,-100.0
144006,-48.0,-100.0,-100.0
144013,-48.333333333333336,-100.0,-100.0
144014,-48.666666666666664,-100.0,-100.0
144019,-49.0,-100.0,-100.0
144023,-49.5,-100.0,-100.0
144030,-50.0,-100.0,-100.0
144042,-51.0,-100.0,-100.0
144047,-51.0,-100.0,-100.0
144051,-51.0,-100.0,-100.0
144060,-52.0,-100.0,-100.0
144069,-52.0,-100.0,-100.0
144078,-53.0,-100.0,-100.0
144088,-53.0,-100.0,-100.0
144102,-53.0,-100.0,-100.0
144112,-54.2,-100.0,-100.0
144140,-55.4,-100.0,-100.0
144174,-56.6,-100.0,-100.0
144186,-57.8,-100.0,-100.0
144190,-59.0,-100.0,-100.0
144195,-59.0,-100.0,-100.0
144209,-59.0,-100.0,-100.0
144211,-59.0,-100.0,-100.0
144219,-59.0,-100.0,-100.0
144222,-59.0,-100.0,-100.0
144225,-59.5,-100.0,-100.0
144235,-60.0,-100.0,-100.0
144246,-60.0,-100.0,-100.0
144254,-61.0,-100.0,-100.0
144258,-62.0,-100.0,-100.0
144260,-62.0,-100.0,-100.0
144261,-62.0,-100.0,-100.0
144266,-62.0,-100.0,-100.0
144271,-62.5,-100.0,-100.0
144277,-63.0,-100.0,-100.0
144303,-63.0,-100.0,-100.0
144304,-63.5,-100.0,-100.0
144314,-64.0,-100.0,-100.0
144338,-64.0,-100.0,-100.0
144346,-65.0,-100.0,-100.0
144379,-65.0,-100.0,-100.0
144410,-65.0,-100.0,-100.0
144463,-65.0,-100.0,-100.0
144502,-65.0,-100.0,-100.0
144550,-65.0,-100.0,-100.0
144575,-65.0,-100.0,-100.0
144661,-65.0,-100.0,-100.0
144683,-65.0,-100.0,-100.0
144750,-65.0,-100.0,-100.0
144776,-65.0,-100.0,-100.0
144882,-65.0,-100.0,-100.0
144967,-65.0,-100.0,-100.0
144979,-65.0,-100.0,-100.0
145017,-65.0,-100.0,-100.0
145042,-65.0,-100.0,-100.0
145064,-65.0,-100.0,-100.0
145223,-65.0,-100.0,-100.0
145307,-65.0,-100.0,-100.0
145318,-65.0,-100.0,-100.0
145412,-65.0,-100.0,-100.0
145427,-65.0,-100.0,-100.0
145459,-65.0,-100.0,-100.0
145488,-65.0,-100.0,-100.0
145528,-65.0,-100.0,-100.0
145598,-65.0,-100.0,-100.0
145621,-65.0,-100.0,-100.0
145711,-65.0,-100.0,-100.0
145757,-65.0,-100.0,-100.0
145790,-65.0,-100.0,-100.0
145812,-65.0,-100.0,-100.0
145840,-65.0,-100.0,-100.0
145896,-65.0,-100.0,-100.0
145915,-65.0,-100.0,-100.0
145945,-65.0,-100.0,-100.0
145968,-65.0,-100.0,-100.0
145982,-65.0,-100.0,-100.0
145983,-65.0,-100.0,-100.0
146002,-65.0,-100.0,-100.0
146011,-65.0,-100.0,-100.0
146021,-65.0,-100.0,-100.0
146028,-65.0,-100.0,-100.0
146035,-65.0,-100.0,-100.0
146050,-65.0,-100.0,-100.0
146070,-65.0,-100.0,-100.0
146080,-65.0,-100.0,-100.0
146081,-65.0,-100.0,-100.0
146087,-65.0,-100.0,-100.0
146127,-65.0,-100.0,-100.0
146144,-65.0,-100.0,-100.0
146185,-65.0,-100.0,-100.0
146210,-65.0,-100.0,-100.0
146215,-65.0,-100.0,-100.0
146252,-65.0,-100.0,-100.0
146258,-65.0,-100.0,-100.0
146314,-65.0,-100.0,-100.0
146317,-65.0,-100.0,-100.0
146343,-65.0,-100.0,-100.0
146354,-65.0,-100.0,-100.0
146360,-65.0,-100.0,-100.0
146377,-65.0,-100.0,-100.0
146383,-65.0,-100.0,-100.0
146390,-65.0,-100.0,-100.0
146418,-65.0,-100.0,-100.0
146460,-65.0,-100.0,-100.0
146529,-65.0,-100.0,-100.0
146563,-65.0,-100.0,-100.0
146613,-65.0,-100.0,-100.0
146670,-65.0,-100.0,-100.0
146723,-65.0,-100.0,-100.0
146751,-65.0,-100.0,-100.0
146760,-65.0,-100.0,-100.0
146775,-65.0,-100.0,-100.0
146779,-65.0,-100.0,-100.0
146785,-65.0,-100.0,-100.0
146802,-65.0,-100.0,-100.0
146808,-65.0,-100.0,-100.0
146823,-65.0,-100.0,-100.0
146832,-65.0,-100.0,-100.0
146867,-65.0,-100.0,-100.0
146887,-65.0,-100.0,-100.0
146899,-65.0,-100.0,-100.0
146921,-65.0,-100.0,-100.0
146927,-65.0,-100.0,-100.0
146943,-65.0,-100.0,-100.0
146951,-65.0,-100.0,-100.0
146959,-65.0,-100.0,-100.0
146989,-65.0,-100.0,-100.0
146995,-65.0,-100.0,-100.0
147015,-65.0,-100.0,-100.0
147027,-65.0,-100.0,-100.0
147042,-65.0,-100.0,-100.0
147058,-65.0,-100.0,-100.0
147135,-65.0,-100.0,-100.0
147147,-65.0,-100.0,-100.0
147168,-65.0,-100.0,-100.0
147178,-65.0,-100.0,-100.0
147183,-65.0,-100.0,-100.0
147218,-65.0,-100.0,-100.0
147254,-65.0,-100.0,-100.0
147267,-65.0,-100.0,-100.0
147278,-65.0,-100.0,-100.0
147289,-65.0,-100.0,-100.0
147320,-65.0,-100.0,-100.0
147321,-65.0,-100.0,-100.0
147388,-65.0,-100.0,-100.0
147405,-65.0,-100.0,-100.0
147427,-65.0,-100.0,-100.0
147468,-65.0,-100.0,-100.0
147584,-65.0,-100.0,-100.0
147627,-65.0,-100.0,-100.0
147694,-65.0,-100.0,-100.0
147716,-65.0,-100.0,-100.0
147745,-65.0,-100.0,-100.0
147769,-65.0,-100.0,-100.0
148124,-65.0,-100.0,-100.0
148164,-65.0,-100.0,-100.0
148253,-65.0,-100.0,-100.0
148278,-65.0,-100.0,-100.0
148307,-65.0,-100.0,-100.0
148344,-65.0,-100.0,-100.0
148363,-65.0,-100.0,-100.0
148402,-65.0,-100.0,-100.0
148477,-65.0,-100.0,-100.0
148516,-65.0,-100.0,-100.0
148528,-65.0,-100.0,-100.0
148622,-65.0,-100.0,-100.0
148723,-65.0,-100.0,-100.0
148748,-65.0,-100.0,-100.0
148765,-65.0,-100.0,-100.0
148848,-65.0,-100.0,-100.0
148867,-65.0,-100.0,-100.0
148902,-65.0,-100.0,-100.0
148932,-65.0,-100.0,-100.0
148970,-65.0,-100.0,-100.0
148997,-65.0,-100.0,-100.0
149036,-65.0,-100.0,-100.0
149056,-65.0,-100.0,-100.0
149106,-65.0,-100.0,-100.0
149115,-65.0,-100.0,-100.0
149161,-65.0,-100.0,-100.0
149232,-65.0,-100.0,-100.0
149294,-65.0,-100.0,-100.0
149363,-65.0,-100.0,-100.0
149389,-65.0,-100.0,-100.0
149509,-65.0,-100.0,-100.0
149522,-65.0,-100.0,-100.0
149558,-65.0,-100.0,-100.0
149586,-65.0,-100.0,-100.0
150234,-65.0,-100.0,-100.0
150283,-65.0,-100.0,-100.0
150314,-65.0,-100.0,-100.0
150366,-65.0,-100.0,-100.0
150438,-65.0,-100.0,-100.0
150459,-65.0,-100.0,-100.0
150515,-65.0,-100.0,-100.0
150566,-65.0,-100.0,-100.0
150588,-65.0,-100.0,-100.0
150608,-65.0,-100.0,-100.0
150665,-65.0,-100.0,-100.0
150699,-65.0,-100.0,-100.0
150714,-65.0,-100.0,-100.0
150772,-65.0,-100.0,-100.0
150825,-65.0,-100.0,-100.0
150859,-65.0,-100.0,-100.0
150883,-65.0,-100.0,-100.0
150907,-65.0,-100.0,-100.0
150923,-65.0,-100.0,-100.0
150968,-65.0,-100.0,-100.0
151026,-65.0,-100.0,-100.0
151064,-65.0,-100.0,-100.0
151134,-65.0,-100.0,-100.0
151157,-65.0,-100.0,-100.0
151202,-65.0,-100.0,-100.0
151240,-65.0,-100.0,-100.0
151290,-65.0,-100.0,-100.0
151313,-65.0,-100.0,-100.0
151516,-65.0,-100.0,-100.0
151539,-65.0,-100.0,-100.0
151609,-65.0,-100.0,-100.0
151626,-65.0,-100.0,-100.0
151695,-65.0,-100.0,-100.0
151751,-65.0,-100.0,-100.0
151777,-65.0,-100.0,-100.0
151805,-65.0,-100.0,-100.0
151872,-65.0,-100.0,-100.0
151890,-65.0,-100.0,-100.0
151920,-65.0,-100.0,-100.0
151943,-65.0,-100.0,-100.0
151998,-65.0,-100.0,-100.0
152021,-65.0,-100.0,-100.0
152037,-65.0,-100.0,-100.0
152089,-65.0,-100.0,-100.0
152121,-65.0,-100.0,-100.0
152141,-65.0,-100.0,-100.0
152187,-65.0,-100.0,-100.0
152219,-65.0,-100.0,-100.0
152287,-65.0,-100.0,-100.0
152307,-65.0,-100.0,-100.0
152375,-65.0,-100.0,-100.0
152405,-65.0,-100.0,-100.0
152494,-65.0,-100.0,-100.0
152517,-65.0,-100.0,-100.0
152566,-65.0,-100.0,-100.0
152607,-65.0,-100.0,-100.0
152659,-65.0,-100.0,-100.0
152687,-65.0,-100.0,-100.0
152765,-65.0,-100.0,-100.0
152900,-65.0,-100.0,-100.0
152933,-65.0,-100.0,-100.0
152945,-65.0,-100.0,-100.0
152954,-65.0,-100.0,-100.0
152959,-65.0,-100.0,-100.0
152983,-65.0,-100.0,-100.0
152989,-65.0,-100.0,-100.0
152996,-65.0,-100.0,-100.0
153018,-65.0,-100.0,-100.0
153037,-65.0,-100.0,-100.0
153042,-65.0,-100.0,-100.0
153072,-65.0,-100.0,-100.0
153080,-65.0,-100.0,-100.0
153089,-65.0,-100.0,-100.0
153097,-65.0,-100.0,-100.0
153114,-65.0,-100.0,-100.0
153130,-65.0,-100.0,-100.0
153132,-65.0,-100.0,-100.0
153137,-65.0,-100.0,-100.0
153144,-65.0,-100.0,-100.0
153149,-65.0,-100.0,-100.0
153160,-65.0,-100.0,-100.0
153162,-65.0,-100.0,-100.0
153164,-65.0,-100.0,-100.0
153177,-65.0,-100.0,-100.0
153186,-65.0,-100.0,-100.0
153195,-65.0,-100.0,-100.0
153205,-65.0,-100.0,-100.0
153212,-65.0,-100.0,-100.0
153218,-65.0,-100.0,-100.0
153226,-65.0,-100.0,-100.0
153236,-65.0,-100.0,-100.0
153242,-65.0,-100.0,-100.0
153253,-65.0,-100.0,-100.0
153267,-65.0,-100.0,-100.0
153274,-65.0,-100.0,-100.0
153286,-65.0,-100.0,-100.0
153287,-65.0,-100.0,-100.0
153294,-65.0,-100.0,-100.0
153313,-65.0,-100.0,-100.0
153318,-65.0,-100.0,-100.0
153334,-65.0,-100.0,-100.0
153337,-65.0,-100.0,-100.0
153338,-65.0,-100.0,-100.0
153343,-65.0,-100.0,-100.0
153349,-65.0,-100.0,-100.0
153360,-65.0,-100.0,-100.0
153363,-65.0,-100.0,-100.0
153386,-65.0,-100.0,-100.0
153387,-65.0,-100.0,-100.0
153394,-65.0,-100.0,-100.0
153399,-65.0,-100.0,-100.0
153407,-65.0,-100.0,-100.0
153412,-65.0,-100.0,-100.0
153421,-65.0,-100.0,-100.0
153427,-65.0,-100.0,-100.0
153457,-65.0,-100.0,-100.0
153463,-65.0,-100.0,-100.0
153481,-65.0,-100.0,-100.0
153486,-65.0,-100.0,-100.0
153488,-65.0,-100.0,-100.0
153491,-65.0,-100.0,-100.0
153508,-65.0,-100.0,-100.0
153557,-65.0,-100.0,-100.0
153579,-65.0,-100.0,-100.0
153604,-65.0,-100.0,-100.0
153650,-65.0,-100.0,-100.0
153661,-65.0,-100.0,-100.0
153706,-65.0,-100.0,-100.0
153791,-65.0,-100.0,-100.0
153808,-65.0,-100.0,-100.0
153842,-65.0,-100.0,-100.0
153854,-65.0,-100.0,-100.0
153916,-65.0,-100.0,-100.0
153939,-65.0,-100.0,-100.0
154003,-65.0,-100.0,-100.0
154024,-65.0,-100.0,-100.0
154040,-65.0,-100.0,-100.0
154077,-65.0,-100.0,-100.0
154122,-65.0,-100.0,-100.0
154183,-65.0,-100.0,-100.0
154200,-65.0,-100.0,-100.0
154225,-65.0,-100.0,-100.0
154310,-65.0,-100.0,-100.0
154364,-65.0,-100.0,-100.0
154406,-65.0,-100.0,-100.0
154451,-65.0,-100.0,-100.0
154505,-65.0,-100.0,-100.0
154533,-65.0,-100.0,-100.0
154610,-65.0,-100.0,-100.0
154656,-65.0,-100.0,-100.0
154681,-65.0,-100.0,-100.0
154707,-65.0,-100.0,-100.0
154731,-65.0,-100.0,-100.0
154762,-65.0,-100.0,-100.0
154796,-65.0,-100.0,-100.0
154822,-65.0,-100.0,-100.0
154858,-65.0,-100.0,-100.0
154898,-65.0,-100.0,-100.0
154915,-65.0,-100.0,-100.0
154958,-65.0,-100.0,-100.0
154969,-65.0,-100.0,-100.0
154999,-65.0,-100.0,-100.0
155025,-65.0,-100.0,-100.0
155053,-65.0,-100.0,-100.0
155092,-65.0,-100.0,-100.0
155124,-65.0,-100.0,-100.0
155556,-65.0,-100.0,-100.0
155589,-65.0,-100.0,-100.0
155636,-65.0,-100.0,-100.0
155660,-65.0,-100.0,-100.0
155703,-65.0,-100.0,-100.0
155737,-65.0,-100.0,-100.0
155852,-65.0,-100.0,-100.0
155902,-65.0,-100.0,-100.0
155916,-65.0,-100.0,-100.0
155957,-65.0,-100.0,-100.0
155961,-65.0,-100.0,-100.0
155990,-65.0,-100.0,-100.0
156016,-65.0,-100.0,-100.0
156074,-65.0,-100.0,-100.0
156157,-65.0,-100.0,-100.0
156188,-65.0,-100.0,-100.0
156221,-65.0,-100.0,-100.0
156237,-65.0,-100.0,-100.0
156288,-65.0,-100.0,-100.0
156329,-65.0,-100.0,-100.0
156410,-65.0,-100.0,-100.0
156449,-65.0,-100.0,-100.0
156461,-65.0,-100.0,-100.0
156500,-65.0,-100.0,-100.0
156547,-65.0,-100.0,-100.0
156565,-65.0,-100.0,-100.0
156580,-65.0,-100.0,-100.0
156603,-65.0,-100.0,-100.0
156648,-65.0,-100.0,-100.0
156696,-65.0,-100.0,-100.0
156760,-65.0,-100.0,-100.0
156798,-65.0,-100.0,-100.0
156848,-65.0,-100.0,-100.0
156869,-65.0,-100.0,-100.0
156919,-65.0,-100.0,-100.0
156949,-65.0,-100.0,-100.0
157001,-65.0,-100.0,-100.0
157026,-65.0,-100.0,-100.0
157036,-65.0,-100.0,-100.0
157079,-65.0,-100.0,-100.0
157090,-65.0,-100.0,-100.0
157170,-65.0,-100.0,-100.0
157234,-65.0,-100.0,-100.0
157250,-65.0,-100.0,-100.0
157270,-65.0,-100.0,-100.0
157323,-65.0,-100.0,-100.0
157425,-65.0,-100.0,-100.0
157476,-65.0,-100.0,-100.0
157525,-65.0,-100.0,-100.0
157557,-65.0,-100.0,-100.0
157656,-65.0,-100.0,-100.0
157707,-65.0,-100.0,-100.0
157730,-65.0,-100.0,-100.0
157750,-65.0,-100.0,-100.0
157772,-65.0,-100.0,-100.0
157791,-65.0,-100.0,-100.0
157855,-65.0,-100.0,-100.0
157869,-65.0,-100.0,-100.0
157890,-65.0,-100.0,-100.0
157922,-65.0,-100.0,-100.0
157971,-65.0,-100.0,-100.0
158021,-65.0,-100.0,-100.0
158079,-65.0,-100.0,-100.0
158110,-65.0,-100.0,-100.0
158159,-65.0,-100.0,-100.0
158197,-65.0,-100.0,-100.0
158212,-65.0,-100.0,-100.0
158254,-65.0,-100.0,-100.0
158267,-65.0,-100.0,-100.0
158287,-65.0,-100.0,-100.0
158317,-65.0,-100.0,-100.0
158360,-65.0,-100.0,-100.0
158430,-65.0,-100.0,-100.0
158496,-65.0,-100.0,-100.0
158562,-65.0,-100.0,-100.0
158578,-65.0,-100.0,-100.0
158686,-65.0,-100.0,-100.0
158714,-65.0,-100.0,-100.0
158726,-65.0,-100.0,-100.0
158756,-65.0,-100.0,-100.0
158875,-65.0,-100.0,-100.0
158915,-65.0,-100.0,-100.0
159005,-65.0,-100.0,-100.0
159048,-65.0,-100.0,-100.0
159061,-65.0,-100.0,-100.0
159112,-65.0,-100.0,-100.0
159128,-65.0,-100.0,-100.0
159171,-65.0,-100.0,-100.0
159184,-65.0,-100.0,-100.0
159201,-65.0,-100.0,-100.0
159217,-65.0,-100.0,-100.0
159221,-65.0,-100.0,-100.0
159249,-65.0,-100.0,-100.0
159274,-65.0,-100.0,-100.0
159280,-65.0,-100.0,-100.0
159293,-65.0,-100.0,-100.0
159299,-65.0,-100.0,-100.0
159314,-65.0,-100.0,-100.0
159320,-65.0,-100.0,-100.0
159330,-65.0,-100.0,-100.0
159333,-65.0,-100.0,-100.0
159345,-65.0,-100.0,-100.0
159349,-65.0,-100.0,-100.0
159366,-65.0,-100.0,-100.0
159368,-65.0,-100.0,-100.0
159392,-65.0,-100.0,-100.0
