,AF50K5H2FJWW0,A4WBW7FVQASZE,AQ3KPKZ6UIYPF
233994,46.0,-100.0,-100.0
234000,46.0,-100.0,-100.0
234012,47.0,-100.0,-100.0
234019,47.0,-100.0,-100.0
234029,48.0,-100.0,-100.0
234035,48.0,-100.0,-100.0
234046,50.0,-100.0,-100.0
234053,50.0,-100.0,-100.0
234054,51.0,-100.0,-100.0
234060,51.0,-100.0,-100.0
234070,52.0,-100.0,-100.0
234077,52.0,-100.0,-100.0
234088,53.0,-100.0,-100.0
234090,53.0,-100.0,-100.0
234097,53.0,-100.0,-100.0
234106,54.0,-100.0,-100.0
234113,54.0,-100.0,-100.0
234123,55.0,-100.0,-100.0
234129,55.0,-100.0,-100.0
234141,56.0,-100.0,-100.0
234148,56.0,-100.0,-100.0
234151,56.5,-100.0,-100.0
234159,57.0,-100.0,-100.0
234165,57.0,-100.0,-100.0
234173,57.5,-100.0,-100.0
234175,58.0,-100.0,-100.0
234183,58.0,-100.0,-100.0
234193,60.0,-100.0,-100.0
234203,60.0,-100.0,-100.0
234215,61.0,-100.0,-100.0
234232,61.0,-100.0,-100.0
234234,61.0,-100.0,-100.0
234247,62.0,-100.0,-100.0
234253,62.0,-100.0,-100.0
234265,63.0,-100.0,-100.0
234266,63.0,-100.0,-100.0
234270,63.0,-100.0,-100.0
234280,64.0,-100.0,-100.0
234285,64.0,-100.0,-100.0
234286,64.0,-100.0,-100.0
234287,65.0,-100.0,-100.0
234293,65.0,-100.0,-100.0
234306,66.0,-100.0,-100.0
234312,66.0,-100.0,-100.0
234323,67.0,-100.0,-100.0
234329,67.0,-100.0,-100.0
234341,69.0,-100.0,-100.0
234345,69.0,-100.0,-100.0
234346,69.0,-100.0,-100.0
234357,70.0,-100.0,-100.0
234366,70.0,-100.0,-100.0
234375,71.0,-100.0,-100.0
234383,71.0,-100.0,-100.0
234393,72.0,-100.0,-100.0
234403,72.0,-100.0,-100.0
234411,73.0,-100.0,-100.0
234417,73.0,-100.0,-100.0
234428,74.0,-100.0,-100.0
234434,74.0,-100.0,-100.0
234446,75.0,-100.0,-100.0
234454,75.0,-100.0,-100.0
234458,75.5,-100.0,-100.0
234463,76.0,-100.0,-100.0
234470,76.0,-100.0,-100.0
234480,77.0,-100.0,-100.0
234486,77.0,-100.0,-100.0
234487,79.0,-100.0,-100.0
234494,79.0,-100.0,-100.0
234505,80.0,-100.0,-100.0
234511,80.0,-100.0,-100.0
234522,81.0,-100.0,-100.0
234529,81.0,-100.0,-100.0
234539,82.0,-100.0,-100.0
234547,82.0,-100.0,-100.0
234557,83.0,-100.0,-100.0
234564,83.0,-100.0,-100.0
234577,83.0,-100.0,-100.0
234592,84.0,-100.0,-100.0
234599,84.0,-100.0,-100.0
234610,85.0,-100.0,-100.0
234634,85.0,-100.0,-100.0
234644,87.0,-100.0,-100.0
234655,87.0,-100.0,-100.0
234662,88.0,-100.0,-100.0
234670,88.0,-100.0,-100.0
234684,88.5,-100.0,-100.0
234687,89.0,-100.0,-100.0
234708,90.0,-100.0,-100.0
234720,91.0,-100.0,-100.0
234727,91.0,-100.0,-100.0
234729,91.0,-100.0,-100.0
234739,92.0,-100.0,-100.0
234746,92.0,-100.0,-100.0
234757,93.0,-100.0,-100.0
234760,93.0,-100.0,-100.0
234763,93.0,-100.0,-100.0
234774,94.0,-100.0,-100.0
234781,94.0,-100.0,-100.0
234782,95.0,-100.0,-100.0
234792,96.0,-100.0,-100.0
234798,96.0,-100.0,-100.0
234809,97.0,-100.0,-100.0
234816,97.0,-100.0,-100.0
234826,98.0,-100.0,-100.0
234833,98.0,-100.0,-100.0
234844,99.0,-100.0,-100.0
234851,99.0,-100.0,-100.0
234862,100.0,-100.0,-100.0
234863,99.97943925233645,-100.0,-100.0
234887,99.9588785046729,-100.0,-100.0
234995,99.93831775700934,-100.0,-100.0
235081,99.91775700934579,-100.0,-100.0
235110,99.89719626168224,-100.0,-100.0
235128,99.87663551401869,-100.0,-100.0
235157,99.85607476635514,-100.0,-100.0
235213,99.83551401869158,-100.0,-100.0
235274,99.81495327102803,-100.0,-100.0
235306,99.79439252336448,-100.0,-100.0
235353,99.77383177570094,-100.0,-100.0
235367,99.75327102803739,-100.0,-100.0
235413,99.73271028037384,-100.0,-100.0
235501,99.71214953271028,-100.0,-100.0
235512,99.69158878504673,-100.0,-100.0
235574,99.67102803738318,-100.0,-100.0
235633,99.65046728971963,-100.0,-100.0
235684,99.62990654205608,-100.0,-100.0
235714,99.60934579439252,-100.0,-100.0
235826,99.58878504672897,-100.0,-100.0
235865,99.56822429906542,-100.0,-100.0
236000,99.54766355140187,-100.0,-100.0
236045,99.52710280373832,-100.0,-100.0
236109,99.50654205607476,-100.0,-100.0
236224,99.48598130841121,-100.0,-100.0
236249,99.46542056074766,-100.0,-100.0
236366,99.44485981308411,-100.0,-100.0
236379,99.42429906542056,-100.0,-100.0
236428,99.403738317757,-100.0,-100.0
236477,99.38317757009345,-100.0,-100.0
236509,99.36261682242991,-100.0,-100.0
236520,99.34205607476636,-100.0,-100.0
236557,99.32149532710281,-100.0,-100.0
236618,99.30093457943926,-100.0,-100.0
236659,99.2803738317757,-100.0,-100.0
236660,99.25981308411215,-100.0,-100.0
236661,99.2392523364486,-100.0,-100.0
236667,99.21869158878505,-100.0,-100.0
236680,99.1981308411215,-100.0,-100.0
236684,99.17757009345794,-100.0,-100.0
236690,99.15700934579439,-100.0,-100.0
236716,99.13644859813084,-100.0,-100.0
236723,99.11588785046729,-100.0,-100.0
236737,99.09532710280374,-100.0,-100.0
236743,99.07476635514018,-100.0,-100.0
236760,99.05420560747663,-100.0,-100.0
236767,99.03364485981308,-100.0,-100.0
236774,99.01308411214953,-100.0,-100.0
236787,98.99252336448598,-100.0,-100.0
236791,98.97196261682242,-100.0,-100.0
236810,98.95140186915887,-100.0,-100.0
236816,98.93084112149533,-100.0,-100.0
236840,98.91028037383178,-100.0,-100.0
236852,98.88971962616823,-100.0,-100.0
236860,98.86915887850468,-100.0,-100.0
236877,98.84859813084113,-100.0,-100.0
236895,98.82803738317757,-100.0,-100.0
236900,98.80747663551402,-100.0,-100.0
236908,98.78691588785047,-100.0,-100.0
236913,98.76635514018692,-100.0,-100.0
236925,98.74579439252336,-100.0,-100.0
236933,98.72523364485981,-100.0,-100.0
236940,98.70467289719626,-100.0,-100.0
236943,98.68411214953271,-100.0,-100.0
236950,98.66355140186916,-100.0,-100.0
236966,98.6429906542056,-100.0,-100.0
236978,98.62242990654205,-100.0,-100.0
236988,98.6018691588785,-100.0,-100.0
237014,98.58130841121495,-100.0,-100.0
237019,98.5607476635514,-100.0,-100.0
237028,98.54018691588784,-100.0,-100.0
237034,98.5196261682243,-100.0,-100.0
237037,98.49906542056075,-100.0,-100.0
237043,98.4785046728972,-100.0,-100.0
237047,98.45794392523365,-100.0,-100.0
237059,98.4373831775701,-100.0,-100.0
237066,98.41682242990655,-100.0,-100.0
237078,98.396261682243,-100.0,-100.0
237087,98.37570093457944,-100.0,-100.0
237094,98.35514018691589,-100.0,-100.0
237106,98.33457943925234,-100.0,-100.0
237137,98.31401869158879,-100.0,-100.0
237151,98.29345794392523,-100.0,-100.0
237156,98.27289719626168,-100.0,-100.0
237173,98.25233644859813,-100.0,-100.0
237177,98.23177570093458,-100.0,-100.0
237180,98.21121495327102,-100.0,-100.0
237200,98.19065420560747,-100.0,-100.0
237210,98.17009345794392,-100.0,-100.0
237217,98.14953271028037,-100.0,-100.0
237222,98.12897196261682,-100.0,-100.0
237237,98.10841121495326,-100.0,-100.0
237242,98.08785046728973,-100.0,-100.0
237248,98.06728971962617,-100.0,-100.0
237260,98.04672897196262,-100.0,-100.0
237261,98.02616822429907,-100.0,-100.0
237270,98.00560747663552,-100.0,-100.0
237280,97.98504672897197,-100.0,-100.0
237284,97.96448598130841,-100.0,-100.0
237294,97.94392523364486,-100.0,-100.0
237298,97.92336448598131,-100.0,-100.0
237300,97.90280373831776,-100.0,-100.0
237345,97.8822429906542,-100.0,-100.0
237370,97.86168224299065,-100.0,-100.0
237412,97.8411214953271,-100.0,-100.0
237430,97.82056074766355,-100.0,-100.0
237519,97.8,-100.0,-100.0
237529,97.77943925233645,-100.0,-100.0
237537,97.7588785046729,-100.0,-100.0
237558,97.73831775700934,-100.0,-100.0
237560,97.71775700934579,-100.0,-100.0
237607,97.69719626168224,-100.0,-100.0
237620,97.6766355140187,-100.0,-100.0
237633,97.65607476635515,-100.0,-100.0
237637,97.6355140186916,-100.0,-100.0
237654,97.61495327102804,-100.0,-100.0
237672,97.59439252336449,-100.0,-100.0
237700,97.57383177570094,-100.0,-100.0
237711,97.55327102803739,-100.0,-100.0
237725,97.53271028037383,-100.0,-100.0
237737,97.51214953271028,-100.0,-100.0
237773,97.49158878504673,-100.0,-100.0
237830,97.47102803738318,-100.0,-100.0
237835,97.45046728971963,-100.0,-100.0
237848,97.42990654205607,-100.0,-100.0
237852,97.40934579439252,-100.0,-100.0
237854,97.38878504672897,-100.0,-100.0
237869,97.36822429906542,-100.0,-100.0
237874,97.34766355140187,-100.0,-100.0
237905,97.32710280373831,-100.0,-100.0
237956,97.30654205607476,-100.0,-100.0
237983,97.28598130841121,-100.0,-100.0
237985,97.26542056074766,-100.0,-100.0
237997,97.2448598130841,-100.0,-100.0
238001,97.22429906542057,-100.0,-100.0
238050,97.20373831775701,-100.0,-100.0
238073,97.18317757009346,-100.0,-100.0
238110,97.16261682242991,-100.0,-100.0
238120,97.14205607476636,-100.0,-100.0
238135,97.1214953271028,-100.0,-100.0
238136,97.10093457943925,-100.0,-100.0
238177,97.0803738317757,-100.0,-100.0
238254,97.05981308411215,-100.0,-100.0
238286,97.0392523364486,-100.0,-100.0
238298,97.01869158878505,-100.0,-100.0
238323,96.9981308411215,-100.0,-100.0
238357,96.97757009345794,-100.0,-100.0
238367,96.95700934579439,-100.0,-100.0
238385,96.93644859813084,-100.0,-100.0
238389,96.91588785046729,-100.0,-100.0
238398,96.89532710280373,-100.0,-100.0
238404,96.87476635514018,-100.0,-100.0
238412,96.85420560747663,-100.0,-100.0
238431,96.83364485981308,-100.0,-100.0
238437,96.81308411214954,-100.0,-100.0
238453,96.79252336448599,-100.0,-100.0
238460,96.77196261682244,-100.0,-100.0
238467,96.75140186915888,-100.0,-100.0
238509,96.73084112149533,-100.0,-100.0
238531,96.71028037383178,-100.0,-100.0
238533,96.68971962616823,-100.0,-100.0
238538,96.66915887850467,-100.0,-100.0
238546,96.64859813084112,-100.0,-100.0
238620,96.62803738317757,-100.0,-100.0
238639,96.60747663551402,-100.0,-100.0
238645,96.58691588785047,-100.0,-100.0
238674,96.56635514018691,-100.0,-100.0
238716,96.54579439252336,-100.0,-100.0
238721,96.52523364485981,-100.0,-100.0
238760,96.50467289719626,-100.0,-100.0
238771,96.4841121495327,-100.0,-100.0
238820,96.46355140186915,-100.0,-100.0
238821,96.4429906542056,-100.0,-100.0
238828,96.42242990654205,-100.0,-100.0
238836,96.4018691588785,-100.0,-100.0
238845,96.38130841121496,-100.0,-100.0
238849,96.36074766355141,-100.0,-100.0
238873,96.34018691588786,-100.0,-100.0
238894,96.3196261682243,-100.0,-100.0
238926,96.29906542056075,-100.0,-100.0
238947,96.2785046728972,-100.0,-100.0
238969,96.25794392523365,-100.0,-100.0
238998,96.2373831775701,-100.0,-100.0
239076,96.21682242990654,-100.0,-100.0
239102,96.19626168224299,-100.0,-100.0
239156,96.17570093457944,-100.0,-100.0
239192,96.15514018691589,-100.0,-100.0
239256,96.13457943925233,-100.0,-100.0
239295,96.11401869158878,-100.0,-100.0
239380,96.09345794392523,-100.0,-100.0
239410,96.07289719626168,-100.0,-100.0
239425,96.05233644859813,-100.0,-100.0
239489,96.03177570093457,-100.0,-100.0
239552,96.01121495327102,-100.0,-100.0
239575,95.99065420560748,-100.0,-100.0
239602,95.97009345794393,-100.0,-100.0
239614,95.94953271028038,-100.0,-100.0
239623,95.92897196261683,-100.0,-100.0
239662,95.90841121495328,-100.0,-100.0
239709,95.88785046728972,-100.0,-100.0
239740,95.86728971962617,-100.0,-100.0
239780,95.84672897196262,-100.0,-100.0
239803,95.82616822429907,-100.0,-100.0
239817,95.80560747663552,-100.0,-100.0
239851,95.78504672897196,-100.0,-100.0
239866,95.76448598130841,-100.0,-100.0
239896,95.74392523364486,-100.0,-100.0
239927,95.7233644859813,-100.0,-100.0
239934,95.70280373831775,-100.0,-100.0
239940,95.6822429906542,-100.0,-100.0
239968,95.66168224299065,-100.0,-100.0
239982,95.6411214953271,-100.0,-100.0
240044,95.62056074766355,-100.0,-100.0
240059,95.6,-100.0,-100.0
240104,95.57943925233644,-100.0,-100.0
240136,95.55887850467289,-100.0,-100.0
240138,95.53831775700935,-100.0,-100.0
240143,95.5177570093458,-100.0,-100.0
240158,95.49719626168225,-100.0,-100.0
240162,95.4766355140187,-100.0,-100.0
240167,95.45607476635514,-100.0,-100.0
240168,95.43551401869159,-100.0,-100.0
240228,95.41495327102804,-100.0,-100.0
240229,95.39439252336449,-100.0,-100.0
240259,95.37383177570094,-100.0,-100.0
240269,95.35327102803738,-100.0,-100.0
240279,95.33271028037383,-100.0,-100.0
240282,95.31214953271028,-100.0,-100.0
240342,95.29158878504673,-100.0,-100.0
240369,95.27102803738318,-100.0,-100.0
240372,95.25046728971962,-100.0,-100.0
240397,95.22990654205607,-100.0,-100.0
240417,95.20934579439252,-100.0,-100.0
240437,95.18878504672897,-100.0,-100.0
240442,95.16822429906541,-100.0,-100.0
240510,95.14766355140186,-100.0,-100.0
240543,95.12710280373832,-100.0,-100.0
240601,95.10654205607477,-100.0,-100.0
240635,95.08598130841122,-100.0,-100.0
240636,95.06542056074767,-100.0,-100.0
240657,95.04485981308412,-100.0,-100.0
240733,95.02429906542056,-100.0,-100.0
240759,95.00373831775701,-100.0,-100.0
240787,94.98317757009346,-100.0,-100.0
240819,94.96261682242991,-100.0,-100.0
240922,94.94205607476636,-100.0,-100.0
240972,94.9214953271028,-100.0,-100.0
240991,94.90093457943925,-100.0,-100.0
241018,94.8803738317757,-100.0,-100.0
241033,94.85981308411215,-100.0,-100.0
241055,94.8392523364486,-100.0,-100.0
241059,94.81869158878504,-100.0,-100.0
241112,94.79813084112149,-100.0,-100.0
241179,94.77757009345794,-100.0,-100.0
241221,94.75700934579439,-100.0,-100.0
241285,94.73644859813083,-100.0,-100.0
241289,94.71588785046728,-100.0,-100.0
241299,94.69532710280374,-100.0,-100.0
241322,94.67476635514019,-100.0,-100.0
241371,94.65420560747664,-100.0,-100.0
241378,94.63364485981309,-100.0,-100.0
241393,94.61308411214954,-100.0,-100.0
241397,94.59252336448598,-100.0,-100.0
241398,94.57196261682243,-100.0,-100.0
241411,94.55140186915888,-100.0,-100.0
241414,94.53084112149533,-100.0,-100.0
241427,94.51028037383178,-100.0,-100.0
241471,94.48971962616822,-100.0,-100.0
241492,94.46915887850467,-100.0,-100.0
241503,94.44859813084112,-100.0,-100.0
241514,94.42803738317757,-100.0,-100.0
241521,94.40747663551402,-100.0,-100.0
241525,94.38691588785046,-100.0,-100.0
241557,94.36635514018691,-100.0,-100.0
241576,94.34579439252336,-100.0,-100.0
241625,94.32523364485981,-100.0,-100.0
241628,94.30467289719626,-100.0,-100.0
241631,94.28411214953272,-100.0,-100.0
241635,94.26355140186917,-100.0,-100.0
241645,94.24299065420561,-100.0,-100.0
241647,94.22242990654206,-100.0,-100.0
241654,94.20186915887851,-100.0,-100.0
241669,94.18130841121496,-100.0,-100.0
241706,94.1607476635514,-100.0,-100.0
241753,94.14018691588785,-100.0,-100.0
241765,94.1196261682243,-100.0,-100.0
241780,94.09906542056075,-100.0,-100.0
241792,94.0785046728972,-100.0,-100.0
241798,94.05794392523364,-100.0,-100.0
241819,94.03738317757009,-100.0,-100.0
241835,94.01682242990654,-100.0,-100.0
241860,93.99626168224299,-100.0,-100.0
241872,93.97570093457944,-100.0,-100.0
241878,93.95514018691588,-100.0,-100.0
241883,93.93457943925233,-100.0,-100.0
241905,93.91401869158878,-100.0,-100.0
241950,93.89345794392523,-100.0,-100.0
242010,93.87289719626168,-100.0,-100.0
242015,93.85233644859812,-100.0,-100.0
242029,93.83177570093459,-100.0,-100.0
242053,93.81121495327103,-100.0,-100.0
242060,93.79065420560748,-100.0,-100.0
242069,93.77009345794393,-100.0,-100.0
242079,93.74953271028038,-100.0,-100.0
242081,93.72897196261682,-100.0,-100.0
242097,93.70841121495327,-100.0,-100.0
242103,93.68785046728972,-100.0,-100.0
242106,93.66728971962617,-100.0,-100.0
242123,93.64672897196262,-100.0,-100.0
242130,93.62616822429906,-100.0,-100.0
242138,93.60560747663551,-100.0,-100.0
242142,93.58504672897196,-100.0,-100.0
242174,93.56448598130841,-100.0,-100.0
242236,93.54392523364486,-100.0,-100.0
242243,93.5233644859813,-100.0,-100.0
242253,93.50280373831775,-100.0,-100.0
242265,93.4822429906542,-100.0,-100.0
242319,93.46168224299065,-100.0,-100.0
242337,93.44112149532711,-100.0,-100.0
242338,93.42056074766356,-100.0,-100.0
242343,93.4,-100.0,-100.0
242360,93.37943925233645,-100.0,-100.0
242365,93.3588785046729,-100.0,-100.0
242378,93.33831775700935,-100.0,-100.0
242400,93.3177570093458,-100.0,-100.0
242420,93.29719626168225,-100.0,-100.0
242421,93.2766355140187,-100.0,-100.0
242469,93.25607476635514,-100.0,-100.0
242538,93.23551401869159,-100.0,-100.0
242597,93.21495327102804,-100.0,-100.0
242630,93.19439252336448,-100.0,-100.0
242717,93.17383177570093,-100.0,-100.0
242730,93.15327102803738,-100.0,-100.0
242862,93.13271028037383,-100.0,-100.0
242911,93.11214953271028,-100.0,-100.0
242966,93.09158878504672,-100.0,-100.0
242984,93.07102803738317,-100.0,-100.0
243030,93.05046728971962,-100.0,-100.0
243146,93.02990654205607,-100.0,-100.0
243161,93.00934579439252,-100.0,-100.0
243186,92.98878504672898,-100.0,-100.0
243243,92.96822429906543,-100.0,-100.0
243264,92.94766355140187,-100.0,-100.0
243354,92.92710280373832,-100.0,-100.0
243375,92.90654205607477,-100.0,-100.0
243495,92.88598130841122,-100.0,-100.0
243522,92.86542056074767,-100.0,-100.0
243615,92.84485981308411,-100.0,-100.0
243633,92.82429906542056,-100.0,-100.0
243689,92.80373831775701,-100.0,-100.0
243760,92.78317757009346,-100.0,-100.0
243817,92.7626168224299,-100.0,-100.0
243871,92.74205607476635,-100.0,-100.0
243892,92.7214953271028,-100.0,-100.0
243941,92.70093457943925,-100.0,-100.0
243979,92.6803738317757,-100.0,-100.0
244008,92.65981308411214,-100.0,-100.0
244122,92.63925233644859,-100.0,-100.0
244157,92.61869158878504,-100.0,-100.0
244230,92.5981308411215,-100.0,-100.0
244266,92.57757009345795,-100.0,-100.0
244395,92.5570093457944,-100.0,-100.0
244456,92.53644859813085,-100.0,-100.0
244543,92.5158878504673,-100.0,-100.0
244596,92.49532710280374,-100.0,-100.0
244793,92.47476635514019,-100.0,-100.0
244840,92.45420560747664,-100.0,-100.0
244883,92.43364485981309,-100.0,-100.0
244917,92.41308411214953,-100.0,-100.0
244933,92.39252336448598,-100.0,-100.0
244964,92.37196261682243,-100.0,-100.0
245044,92.35140186915888,-100.0,-100.0
245088,92.33084112149533,-100.0,-100.0
245159,92.31028037383177,-100.0,-100.0
245203,92.28971962616822,-100.0,-100.0
245277,92.26915887850467,-100.0,-100.0
245292,92.24859813084112,-100.0,-100.0
245322,92.22803738317756,-100.0,-100.0
245363,92.20747663551401,-100.0,-100.0
245454,92.18691588785046,-100.0,-100.0
245488,92.16635514018691,-100.0,-100.0
245542,92.14579439252337,-100.0,-100.0
245601,92.12523364485982,-100.0,-100.0
245619,92.10467289719627,-100.0,-100.0
245620,92.08411214953271,-100.0,-100.0
245628,92.06355140186916,-100.0,-100.0
245639,92.04299065420561,-100.0,-100.0
245642,92.02242990654206,-100.0,-100.0
245662,92.0018691588785,-100.0,-100.0
245665,91.98130841121495,-100.0,-100.0
245668,91.9607476635514,-100.0,-100.0
245670,91.94018691588785,-100.0,-100.0
245687,91.9196261682243,-100.0,-100.0
245691,91.89906542056075,-100.0,-100.0
245700,91.8785046728972,-100.0,-100.0
245710,91.85794392523364,-100.0,-100.0
245718,91.83738317757009,-100.0,-100.0
245726,91.81682242990654,-100.0,-100.0
245732,91.79626168224299,-100.0,-100.0
245741,91.77570093457943,-100.0,-100.0
245745,91.7551401869159,-100.0,-100.0
245767,91.73457943925234,-100.0,-100.0
245773,91.71401869158879,-100.0,-100.0
245795,91.69345794392524,-100.0,-100.0
245797,91.67289719626169,-100.0,-100.0
245802,91.65233644859813,-100.0,-100.0
245820,91.63177570093458,-100.0,-100.0
245833,91.61121495327103,-100.0,-100.0
245902,91.59065420560748,-100.0,-100.0
245913,91.57009345794393,-100.0,-100.0
245974,91.54953271028037,-100.0,-100.0
246026,91.52897196261682,-100.0,-100.0
246050,91.50841121495327,-100.0,-100.0
246056,91.48785046728972,-100.0,-100.0
246088,91.46728971962617,-100.0,-100.0
246093,91.44672897196261,-100.0,-100.0
246096,91.42616822429906,-100.0,-100.0
246097,91.40560747663551,-100.0,-100.0
246113,91.38504672897196,-100.0,-100.0
246135,91.3644859813084,-100.0,-100.0
246140,91.34392523364485,-100.0,-100.0
246151,91.3233644859813,-100.0,-100.0
246175,91.30280373831775,-100.0,-100.0
246195,91.28224299065421,-100.0,-100.0
246207,91.26168224299066,-100.0,-100.0
246266,91.2411214953271,-100.0,-100.0
246274,91.22056074766355,-100.0,-100.0
246306,91.2,-100.0,-100.0
246366,91.17943925233645,-100.0,-100.0
246384,91.1588785046729,-100.0,-100.0
246410,91.13831775700935,-100.0,-100.0
246412,91.1177570093458,-100.0,-100.0
246430,91.09719626168224,-100.0,-100.0
246512,91.07663551401869,-100.0,-100.0
246536,91.05607476635514,-99.66666666666667,-100.0
246555,91.03551401869159,-99.33333333333333,-100.0
246577,91.01495327102803,-99.0,-100.0
246624,90.99439252336448,-96.0,-100.0
246628,90.97383177570093,-95.5,-100.0
246707,90.95327102803738,-95.0,-100.0
246729,90.93271028037383,-94.5,-100.0
246748,90.91214953271029,-94.0,-100.0
246776,90.89158878504674,-92.5,-100.0
246803,90.87102803738318,-91.0,-100.0
246821,90.85046728971963,-91.0,-100.0
246851,90.82990654205608,-91.0,-100.0
246868,90.80934579439253,-90.75,-100.0
246871,90.78878504672898,-90.5,-100.0
246890,90.76822429906542,-90.25,-100.0
246947,90.74766355140187,-90.0,-100.0
246988,90.72710280373832,-88.0,-100.0
247037,90.70654205607477,-88.0,-100.0
247056,90.68598130841121,-88.0,-100.0
247063,90.66542056074766,-88.0,-100.0
247080,90.64485981308411,-88.0,-100.0
247191,90.62429906542056,-88.0,-100.0
247215,90.603738317757,-88.0,-100.0
247235,90.58317757009345,-88.0,-100.0
247237,90.5626168224299,-88.0,-100.0
247258,90.54205607476635,-88.0,-100.0
247266,90.5214953271028,-88.0,-100.0
247288,90.50093457943925,-88.0,-100.0
247297,90.4803738317757,-88.0,-100.0
247300,90.45981308411214,-88.0,-100.0
247327,90.4392523364486,-88.0,-100.0
247343,90.41869158878505,-88.0,-100.0
247356,90.3981308411215,-88.0,-100.0
247373,90.37757009345795,-88.0,-100.0
247380,90.3570093457944,-88.0,-100.0
247428,90.33644859813084,-88.0,-100.0
247462,90.31588785046729,-88.0,-100.0
247499,90.29532710280374,-88.0,-100.0
247515,90.27476635514019,-88.0,-100.0
247539,90.25420560747664,-88.0,-100.0
247587,90.23364485981308,-88.0,-100.0
247605,90.21308411214953,-88.0,-100.0
247658,90.19252336448598,-88.0,-100.0
247706,90.17196261682243,-88.0,-100.0
247708,90.15140186915887,-88.0,-100.0
247739,90.13084112149532,-88.0,-100.0
247746,90.11028037383177,-88.0,-100.0
247760,90.08971962616822,-88.0,-100.0
247774,90.06915887850468,-88.0,-100.0
247783,90.04859813084113,-88.0,-100.0
247811,90.02803738317758,-88.0,-100.0
247823,90.00747663551402,-88.0,-100.0
247853,89.98691588785047,-88.0,-100.0
247874,89.96635514018692,-88.0,-100.0
247901,89.94579439252337,-88.0,-100.0
247908,89.92523364485982,-88.0,-100.0
247927,89.90467289719626,-88.0,-100.0
247936,89.88411214953271,-88.0,-100.0
247965,89.86355140186916,-88.0,-100.0
247973,89.84299065420561,-88.0,-100.0
248000,89.82242990654206,-88.0,-100.0
248007,89.8018691588785,-88.0,-100.0
248030,89.78130841121495,-88.0,-100.0
248035,89.7607476635514,-88.0,-100.0
248063,89.74018691588785,-88.0,-100.0
248107,89.7196261682243,-88.0,-100.0
248119,89.69906542056074,-88.0,-100.0
248212,89.67850467289719,-88.0,-100.0
248222,89.65794392523364,-88.0,-99.5
248229,89.63738317757009,-88.0,-99.0
248238,89.61682242990653,-88.0,-99.0
248245,89.596261682243,-88.0,-98.5
248260,89.57570093457944,-88.0,-98.0
248267,89.55514018691589,-88.0,-98.0
248274,89.53457943925234,-88.0,-97.0
248294,89.51401869158879,-88.0,-96.0
248297,89.49345794392524,-88.0,-96.0
248311,89.47289719626168,-88.0,-95.0
248314,89.45233644859813,-88.0,-95.0
248325,89.43177570093458,-88.0,-94.5
248328,89.41121495327103,-88.0,-94.0
248351,89.39065420560748,-88.0,-94.0
248374,89.37009345794392,-88.0,-94.0
248511,89.34953271028037,-88.0,-94.0
248531,89.32897196261682,-88.0,-93.0
248534,89.30841121495327,-88.0,-93.0
248538,89.28785046728972,-88.0,-93.0
248561,89.26728971962616,-88.0,-92.0
248565,89.24672897196261,-88.0,-92.0
248578,89.22616822429907,-88.0,-90.0
248600,89.20560747663552,-88.0,-90.0
248610,89.18504672897197,-88.0,-88.0
248637,89.16448598130842,-88.0,-88.0
248707,89.14392523364486,-88.0,-88.0
248718,89.12336448598131,-88.0,-88.0
248741,89.10280373831776,-88.0,-88.0
248749,89.08224299065421,-88.0,-88.0
248761,89.06168224299066,-88.0,-88.0
248789,89.0411214953271,-88.0,-88.0
248802,89.02056074766355,-88.0,-88.0
248809,89.0,-88.0,-88.0
248829,88.97943925233645,-88.0,-88.0
248839,88.9588785046729,-88.0,-88.0
248855,88.93831775700934,-88.0,-88.0
248894,88.91775700934579,-88.0,-88.0
248907,88.89719626168224,-88.0,-87.5
248911,88.87663551401869,-88.0,-87.0
248915,88.85607476635514,-88.0,-87.0
248924,88.83551401869158,-88.0,-86.5
248927,88.81495327102803,-88.0,-86.0
248931,88.79439252336448,-88.0,-86.0
248960,88.77383177570093,-88.0,-84.0
248963,88.75327102803739,-88.0,-84.0
248974,88.73271028037384,-88.0,-83.0
248977,88.71214953271028,-88.0,-82.0
248978,88.69158878504673,-88.0,-82.0
248981,88.67102803738318,-88.0,-82.0
248994,88.65046728971963,-88.0,-81.0
249016,88.62990654205608,-88.0,-81.0
249018,88.60934579439252,-88.0,-81.0
249024,88.58878504672897,-88.0,-81.0
249034,88.56822429906542,-88.0,-81.0
249035,88.54766355140187,-88.0,-81.0
249106,88.52710280373832,-88.0,-81.0
249188,88.50654205607476,-88.0,-81.0
249209,88.48598130841121,-88.0,-81.0
249230,88.46542056074766,-88.0,-81.0
249259,88.44485981308411,-88.0,-81.0
249330,88.42429906542056,-88.0,-81.0
249331,88.403738317757,-88.0,-81.0
249353,88.38317757009347,-88.0,-81.0
249365,88.36261682242991,-88.0,-81.0
249397,88.34205607476636,-88.0,-81.0
249456,88.32149532710281,-88.0,-81.0
249468,88.30093457943926,-88.0,-81.0
249521,88.2803738317757,-88.0,-81.0
249561,88.25981308411215,-88.0,-81.0
249589,88.2392523364486,-88.0,-81.0
249593,88.21869158878505,-88.0,-81.0
249611,88.1981308411215,-88.0,-81.0
249691,88.17757009345794,-88.0,-81.0
249741,88.15700934579439,-88.0,-81.0
249759,88.13644859813084,-88.0,-81.0
249814,88.11588785046729,-88.0,-81.0
