OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209553237,0,-100
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209553632,0,-100
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640144,63840,-99
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640123,63796,-100
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640191,63909,-98
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640226,63953,-97
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640266,63999,-95
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640572,64192,-95
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640576,64262,-94
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640815,64453,-94
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209640820,64494,-93
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209641818,65495,-93
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209641823,65541,-94
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209641855,65583,-95
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209641896,65630,-97
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209642106,65767,-98
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209642108,65826,-99
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209716439,140094,-100
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209716440,140162,-99
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209716472,140205,-98
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209716619,140340,-94
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209716670,140382,-92
The_Hustle_cut10,50038D5E-8A68-4E3B-8D67-407A66888AD7-1,7A19B505-5DE4-AC9B-F017-ED0AFCAEB795,C2376AAD-B953-496A-8051-E26C70872943,1586209716535,140249,-96
