Time,Value
0.0,-99.88488578947369
55.72296819109389,-99.88488578947369
61.86483343077544,93.80833249977763
64.99999999999804,93.80833249977778
66.99999999999446,51.785001500169535
66.999999999998,51.7850015001695
68.95289351715587,97.65163333304918
79.92742185633844,97.6516333330492
82.82511149536336,-38.9411299999947
83.99999999999673,-38.941129999994786
85.99999999999253,-91.97900999969215
85.9999999999992,-91.97900999969228
86.99999883683434,-60.24699690951638
86.99999999999778,-60.24699690951647
89.97697244207413,92.37870181811377
99.75177607153708,92.37870181811373
104.0,-0.929997999974148
105.61659429332269,-0.9299979999740268
109.99999999998423,-98.02528799966149
119.94360634282252,-98.0252879996616
126.53748558629009,-9.62486274999992
165.67579300071105,-9.624862750000023
166.9999995483441,15.821421320812078
166.99999999999986,15.821421320812117
169.82730445336162,-27.449608571426783
189.5679028959241,-27.4496085714266
199.35916422532043,96.85569500030488
202.54912709794675,96.85569500030464
204.7848720682969,32.30166666668538
209.8602912989632,32.30166666668498
210.9999988508944,84.90550696246828
210.99999999997692,84.90550696246784
216.9999999999961,-33.457632787489274
218.50442534846732,-33.457632787488926
221.689755705934,34.82522699999845
230.6428953314306,34.825226999998115
231.99999999997902,51.64942999972163
234.9852059412256,51.64942999972155
236.9999999999046,35.52528500150925
240.48829931661209,35.52528500150935
247.534432149174,-92.92718364154643
419.4296802352334,-92.92718364154672
421.959583295442,-55.63712090949048
431.526423080566,-55.637120909490825
433.9264375975457,-97.92738071081476
446.8001036416079,-97.92738071081482
454.5230602594393,98.25909090908137
464.9999999999988,98.25909090908137
470.99999999997095,-91.00000419534443
471.99999999993514,-91.00000419534493
474.90557534436164,-35.86809111116963
482.4153437042645,-35.868091111169385
486.98006354668814,37.02784636359047
496.4448780840158,37.027846363590896
498.9240893745998,99.41999999918337
502.9999999999919,99.41999999918407
505.0,32.381336000129515
505.99999999999426,32.381336000129515
507.83347609385766,99.80416749988217
510.96582627410544,99.80416749988116
512.9871156281698,44.02500000002875
512.9871156281749,44.02500000002871
514.9408167619795,98.94523785704405
527.3854554573373,98.94523785704384
535.9539958181997,-99.5874909937502
695.9014222178482,-99.58749099375069
698.0,-4.099358333663987
698.0,-4.099358333664063
699.0,2.9999999993387974
